#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  5.893019E+01  5.893295E+01
 2.741500E+02  5.898519E+01  5.898798E+01
 2.751500E+02  5.903957E+01  5.904239E+01
 2.761500E+02  5.909338E+01  5.909625E+01
 2.771500E+02  5.914665E+01  5.914955E+01
 2.781500E+02  5.919938E+01  5.920232E+01
 2.791500E+02  5.925158E+01  5.925456E+01
 2.801500E+02  5.930327E+01  5.930628E+01
 2.811500E+02  5.935445E+01  5.935750E+01
 2.821500E+02  5.940514E+01  5.940823E+01
 2.831500E+02  5.945534E+01  5.945847E+01
 2.841500E+02  5.950508E+01  5.950825E+01
 2.851500E+02  5.955436E+01  5.955756E+01
 2.861500E+02  5.960319E+01  5.960643E+01
 2.871500E+02  5.965159E+01  5.965487E+01
 2.881500E+02  5.969956E+01  5.970288E+01
 2.891500E+02  5.974713E+01  5.975049E+01
 2.901500E+02  5.979431E+01  5.979770E+01
 2.911500E+02  5.984110E+01  5.984453E+01
 2.921500E+02  5.988752E+01  5.989100E+01
 2.931500E+02  5.993359E+01  5.993710E+01
 2.941500E+02  5.997932E+01  5.998287E+01
 2.951500E+02  6.002473E+01  6.002831E+01
 2.961500E+02  6.006982E+01  6.007344E+01
 2.971500E+02  6.011462E+01  6.011828E+01
 2.981500E+02  6.015913E+01  6.016283E+01
 2.991500E+02  6.020339E+01  6.020712E+01
 3.001500E+02  6.024739E+01  6.025116E+01
 3.011500E+02  6.029116E+01  6.029496E+01
 3.021500E+02  6.033472E+01  6.033855E+01
 3.031500E+02  6.037807E+01  6.038194E+01
 3.041500E+02  6.042124E+01  6.042515E+01
 3.051500E+02  6.046425E+01  6.046819E+01
 3.061500E+02  6.050710E+01  6.051107E+01
 3.071500E+02  6.054982E+01  6.055383E+01
 3.081500E+02  6.059242E+01  6.059646E+01
 3.091500E+02  6.063493E+01  6.063900E+01
 3.101500E+02  6.067735E+01  6.068145E+01
 3.111500E+02  6.071970E+01  6.072383E+01
 3.121500E+02  6.076200E+01  6.076616E+01
 3.131500E+02  6.080426E+01  6.080845E+01
 3.141500E+02  6.084651E+01  6.085073E+01
 3.151500E+02  6.088875E+01  6.089299E+01
 3.161500E+02  6.093099E+01  6.093527E+01
 3.171500E+02  6.097327E+01  6.097757E+01
 3.181500E+02  6.101556E+01  6.101989E+01
 3.191500E+02  6.105792E+01  6.106227E+01
 3.201500E+02  6.110034E+01  1.379951E+03
 3.211500E+02  4.795150E+01  1.371138E+03
 3.221500E+02  4.803057E+01  5.670294E+01
 3.231500E+02  4.810968E+01  5.677562E+01
 3.241500E+02  4.818884E+01  5.684849E+01
 3.251500E+02  4.826805E+01  5.692153E+01
 3.261500E+02  4.834729E+01  5.699475E+01
 3.271500E+02  4.842658E+01  5.706813E+01
 3.281500E+02  4.850590E+01  5.714168E+01
 3.291500E+02  4.858525E+01  5.721539E+01
 3.301500E+02  4.866463E+01  5.728924E+01
 3.311500E+02  4.874404E+01  5.736323E+01
 3.321500E+02  4.882347E+01  5.743737E+01
 3.331500E+02  4.890292E+01  5.751164E+01
 3.341500E+02  4.898239E+01  5.758603E+01
 3.351500E+02  4.906187E+01  5.766055E+01
 3.361500E+02  4.914137E+01  5.773518E+01
 3.371500E+02  4.922088E+01  5.780993E+01
 3.381500E+02  4.930040E+01  5.788478E+01
 3.391500E+02  4.937992E+01  5.795973E+01
 3.401500E+02  4.945944E+01  5.803479E+01
 3.411500E+02  4.953897E+01  5.810993E+01
 3.421500E+02  4.961850E+01  5.818516E+01
 3.431500E+02  4.969802E+01  5.826048E+01
 3.441500E+02  4.977754E+01  5.833588E+01
 3.451500E+02  4.985705E+01  5.841135E+01
 3.461500E+02  4.993654E+01  5.848689E+01
 3.471500E+02  5.001603E+01  5.856251E+01
 3.481500E+02  5.009550E+01  5.863818E+01
 3.491500E+02  5.017496E+01  5.871392E+01
 3.501500E+02  5.025439E+01  5.878971E+01
 3.511500E+02  5.033381E+01  5.886555E+01
 3.521500E+02  5.041321E+01  5.894144E+01
 3.531500E+02  5.049258E+01  5.901738E+01
 3.541500E+02  5.057192E+01  5.909335E+01
 3.551500E+02  5.065124E+01  5.916937E+01
 3.561500E+02  5.073052E+01  5.924542E+01
 3.571500E+02  5.080978E+01  5.932150E+01
 3.581500E+02  5.088900E+01  5.939761E+01
 3.591500E+02  5.096818E+01  5.947375E+01
 3.601500E+02  5.104733E+01  5.954991E+01
 3.611500E+02  5.112644E+01  5.962608E+01
 3.621500E+02  5.120552E+01  5.970228E+01
 3.631500E+02  5.128454E+01  5.977848E+01
 3.641500E+02  5.136353E+01  5.985470E+01
 3.651500E+02  5.144247E+01  5.993092E+01
 3.661500E+02  5.152137E+01  6.000715E+01
 3.671500E+02  5.160021E+01  6.008339E+01
 3.681500E+02  5.167901E+01  6.015962E+01
 3.691500E+02  5.175776E+01  6.023585E+01
 3.701500E+02  5.183645E+01  6.031207E+01
 3.711500E+02  5.191509E+01  6.038829E+01
 3.721500E+02  5.199368E+01  6.046449E+01
 3.731500E+02  5.207221E+01  6.054069E+01
 3.741500E+02  5.215068E+01  6.061687E+01
 3.751500E+02  5.222909E+01  6.069303E+01
 3.761500E+02  5.230744E+01  6.076917E+01
 3.771500E+02  5.238573E+01  6.084530E+01
 3.781500E+02  5.246396E+01  6.092139E+01
 3.791500E+02  5.254212E+01  6.099747E+01
 3.801500E+02  5.262022E+01  6.107351E+01
 3.811500E+02  5.269825E+01  6.114953E+01
 3.821500E+02  5.277622E+01  6.122551E+01
 3.831500E+02  5.285411E+01  6.130146E+01
 3.841500E+02  5.293194E+01  6.137738E+01
 3.851500E+02  5.300969E+01  6.145326E+01
 3.861500E+02  5.308737E+01  6.152910E+01
 3.871500E+02  5.316498E+01  6.160489E+01
 3.881500E+02  5.324251E+01  6.168065E+01
 3.891500E+02  5.331997E+01  6.175636E+01
 3.901500E+02  5.339736E+01  6.183203E+01
 3.911500E+02  5.347466E+01  6.190765E+01
 3.921500E+02  5.355189E+01  6.198322E+01
 3.931500E+02  5.362904E+01  6.205874E+01
