#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  6.886797E-01  1.477990E-03  8.398133E-07  1.102275E-06  1.226369E-06  1.462292E-06  2.894723E-01  6.636522E-04  1.642228E-05  1.964182E-02  8.559739E-06  2.808722E-05  6.797960E-06
 2.741500E+02  6.889451E-01  1.452706E-03  8.014772E-07  1.052314E-06  1.170871E-06  1.396558E-06  2.897287E-01  6.490139E-04  1.520404E-05  1.916399E-02  8.000474E-06  2.633712E-05  6.437298E-06
 2.751500E+02  6.892024E-01  1.428053E-03  7.651796E-07  1.004994E-06  1.118302E-06  1.334275E-06  2.899771E-01  6.347896E-04  1.408376E-05  1.870114E-02  7.481432E-06  2.470767E-05  6.098322E-06
 2.761500E+02  6.894517E-01  1.404014E-03  7.307986E-07  9.601584E-07  1.068490E-06  1.275238E-06  2.902176E-01  6.209660E-04  1.305301E-05  1.825271E-02  6.999483E-06  2.318985E-05  5.779593E-06
 2.771500E+02  6.896934E-01  1.380569E-03  6.982204E-07  9.176594E-07  1.021270E-06  1.219258E-06  2.904506E-01  6.075304E-04  1.210412E-05  1.781819E-02  6.551755E-06  2.177533E-05  5.479776E-06
 2.781500E+02  6.899278E-01  1.357699E-03  6.673386E-07  8.773603E-07  9.764918E-07  1.166156E-06  2.906763E-01  5.944703E-04  1.123012E-05  1.739706E-02  6.135613E-06  2.045648E-05  5.197628E-06
 2.791500E+02  6.901550E-01  1.335389E-03  6.380538E-07  8.391328E-07  9.340121E-07  1.115765E-06  2.908951E-01  5.817737E-04  1.042469E-05  1.698884E-02  5.748642E-06  1.922625E-05  4.931999E-06
 2.801500E+02  6.903755E-01  1.313621E-03  6.102729E-07  8.028569E-07  8.936981E-07  1.067929E-06  2.911071E-01  5.694292E-04  9.682039E-06  1.659308E-02  5.388623E-06  1.807816E-05  4.681818E-06
 2.811500E+02  6.905894E-01  1.292379E-03  5.839088E-07  7.684200E-07  8.554253E-07  1.022501E-06  2.913127E-01  5.574255E-04  8.996930E-06  1.620932E-02  5.053519E-06  1.700623E-05  4.446090E-06
 2.821500E+02  6.907970E-01  1.271648E-03  5.588800E-07  7.357171E-07  8.190769E-07  9.793451E-07  2.915121E-01  5.457517E-04  8.364571E-06  1.583714E-02  4.741456E-06  1.600497E-05  4.223890E-06
