#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  3.099550E-02  3.326005E-05  1.259920E-08  1.653675E-08  1.839845E-08  2.193786E-08  1.302832E-02  1.493454E-05  2.463733E-07  4.420110E-04  1.284164E-07  4.213751E-07  1.019856E-07
 2.741500E+02  3.088645E-02  3.256349E-05  1.197714E-08  1.572561E-08  1.749730E-08  2.086993E-08  1.298898E-02  1.454813E-05  2.272067E-07  4.295753E-04  1.195578E-07  3.935775E-07  9.619791E-08
 2.751500E+02  3.077807E-02  3.188666E-05  1.139034E-08  1.496019E-08  1.664687E-08  1.986180E-08  1.294966E-02  1.417406E-05  2.096486E-07  4.175733E-04  1.113674E-07  3.677945E-07  9.077864E-08
 2.761500E+02  3.067036E-02  3.122889E-05  1.083656E-08  1.423760E-08  1.584398E-08  1.890972E-08  1.291037E-02  1.381188E-05  1.935550E-07  4.059874E-04  1.037910E-07  3.438680E-07  8.570203E-08
 2.771500E+02  3.056333E-02  3.058951E-05  1.031373E-08  1.355516E-08  1.508565E-08  1.801022E-08  1.287113E-02  1.346116E-05  1.787954E-07  3.948009E-04  9.677896E-08  3.216534E-07  8.094426E-08
 2.781500E+02  3.045696E-02  2.996792E-05  9.819920E-09  1.291040E-08  1.436912E-08  1.716004E-08  1.283195E-02  1.312149E-05  1.652518E-07  3.839978E-04  9.028584E-08  3.010181E-07  7.648335E-08
 2.791500E+02  3.035125E-02  2.936350E-05  9.353325E-09  1.230097E-08  1.369182E-08  1.635616E-08  1.279282E-02  1.279246E-05  1.528170E-07  3.735629E-04  8.427020E-08  2.818405E-07  7.229891E-08
 2.801500E+02  3.024621E-02  2.877569E-05  8.912271E-09  1.172472E-08  1.305134E-08  1.559576E-08  1.275377E-02  1.247370E-05  1.413941E-07  3.634817E-04  7.869410E-08  2.640089E-07  6.837209E-08
 2.811500E+02  3.014182E-02  2.820393E-05  8.495195E-09  1.117962E-08  1.244544E-08  1.487620E-08  1.271479E-02  1.216484E-05  1.308949E-07  3.537402E-04  7.352283E-08  2.474210E-07  6.468545E-08
 2.821500E+02  3.003809E-02  2.764768E-05  8.100636E-09  1.066379E-08  1.187204E-08  1.419503E-08  1.267589E-02  1.186552E-05  1.212395E-07  3.443250E-04  6.872462E-08  2.319826E-07  6.122280E-08
 2.831500E+02  2.993500E-02  2.710644E-05  7.727235E-09  1.017546E-08  1.132917E-08  1.354995E-08  1.263708E-02  1.157542E-05  1.123554E-07  3.352235E-04  6.427034E-08  2.176073E-07  5.796915E-08
 2.841500E+02  2.983255E-02  2.657971E-05  7.373721E-09  9.712995E-09  1.081502E-08  1.293881E-08  1.259836E-02  1.129419E-05  1.041766E-07  3.264235E-04  6.013333E-08  2.042156E-07  5.491059E-08
 2.851500E+02  2.973075E-02  2.606701E-05  7.038906E-09  9.274858E-09  1.032788E-08  1.235962E-08  1.255975E-02  1.102153E-05  9.664311E-08  3.179134E-04  5.628910E-08  1.917344E-07  5.203423E-08
 2.861500E+02  2.962958E-02  2.556790E-05  6.721682E-09  8.859613E-09  9.866159E-09  1.181049E-08  1.252124E-02  1.075713E-05  8.970034E-08  3.096819E-04  5.271523E-08  1.800964E-07  4.932809E-08
 2.871500E+02  2.952905E-02  2.508193E-05  6.421012E-09  8.465916E-09  9.428371E-09  1.128968E-08  1.248284E-02  1.050071E-05  8.329866E-08  3.017184E-04  4.939111E-08  1.692397E-07  4.678105E-08
 2.881500E+02  2.942914E-02  2.460868E-05  6.135927E-09  8.092513E-09  9.013121E-09  1.079554E-08  1.244455E-02  1.025199E-05  7.739284E-08  2.940127E-04  4.629782E-08  1.591073E-07  4.438278E-08
 2.891500E+02  2.932986E-02  2.414775E-05  5.865519E-09  7.738227E-09  8.619105E-09  1.032653E-08  1.240639E-02  1.001069E-05  7.194167E-08  2.865551E-04  4.341797E-08  1.496465E-07  4.212368E-08
 2.901500E+02  2.923119E-02  2.369874E-05  5.608941E-09  7.401960E-09  8.245103E-09  9.881227E-09  1.236834E-02  9.776569E-06  6.690760E-08  2.793363E-04  4.073559E-08  1.408090E-07  3.999483E-08
 2.911500E+02  2.913314E-02  2.326127E-05  5.365396E-09  7.082680E-09  7.889972E-09  9.458274E-09  1.233042E-02  9.549369E-06  6.225634E-08  2.723471E-04  3.823598E-08  1.325499E-07  3.798791E-08
 2.921500E+02  2.903571E-02  2.283499E-05  5.134142E-09  6.779423E-09  7.552639E-09  9.056410E-09  1.229263E-02  9.328855E-06  5.795665E-08  2.655791E-04  3.590562E-08  1.248281E-07  3.609520E-08
 2.931500E+02  2.893887E-02  2.241954E-05  4.914479E-09  6.491282E-09  7.232102E-09  8.674449E-09  1.225498E-02  9.114796E-06  5.397996E-08  2.590241E-04  3.373206E-08  1.176054E-07  3.430951E-08
 2.941500E+02  2.884264E-02  2.201458E-05  4.705755E-09  6.217410E-09  6.927419E-09  8.311282E-09  1.221746E-02  8.906974E-06  5.030021E-08  2.526741E-04  3.170384E-08  1.108467E-07  3.262413E-08
 2.951500E+02  2.874701E-02  2.161980E-05  4.507355E-09  5.957010E-09  6.637705E-09  7.965866E-09  1.218008E-02  8.705175E-06  4.689354E-08  2.465217E-04  2.981039E-08  1.045194E-07  3.103283E-08
 2.961500E+02  2.865198E-02  2.123487E-05  4.318706E-09  5.709336E-09  6.362131E-09  7.637221E-09  1.214284E-02  8.509195E-06  4.373816E-08  2.405596E-04  2.804198E-08  9.859354E-08  2.952978E-08
