#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  4.750362E+01  4.750612E+01
 2.741500E+02  4.754567E+01  4.754816E+01
 2.751500E+02  4.758778E+01  4.759025E+01
 2.761500E+02  4.763001E+01  4.763247E+01
 2.771500E+02  4.767241E+01  4.767485E+01
 2.781500E+02  4.771501E+01  4.771743E+01
 2.791500E+02  4.775785E+01  4.776025E+01
 2.801500E+02  4.780095E+01  4.780333E+01
 2.811500E+02  4.784435E+01  4.784670E+01
 2.821500E+02  4.788804E+01  4.789036E+01
 2.831500E+02  4.793204E+01  4.793434E+01
 2.841500E+02  4.797636E+01  4.797863E+01
 2.851500E+02  4.802100E+01  4.802324E+01
 2.861500E+02  4.806595E+01  4.806815E+01
 2.871500E+02  4.811120E+01  4.811338E+01
 2.881500E+02  4.815675E+01  4.815890E+01
 2.891500E+02  4.820259E+01  4.820470E+01
 2.901500E+02  4.824869E+01  4.825078E+01
 2.911500E+02  4.829504E+01  4.829710E+01
 2.921500E+02  4.834163E+01  4.834366E+01
 2.931500E+02  4.838843E+01  4.839044E+01
 2.941500E+02  4.843543E+01  4.843742E+01
 2.951500E+02  4.848262E+01  4.848458E+01
 2.961500E+02  4.852996E+01  4.853190E+01
 2.971500E+02  4.857744E+01  4.857936E+01
 2.981500E+02  4.862505E+01  4.862695E+01
 2.991500E+02  4.867277E+01  4.867465E+01
 3.001500E+02  4.872058E+01  4.872244E+01
 3.011500E+02  4.876846E+01  4.877031E+01
 3.021500E+02  4.881640E+01  4.881823E+01
 3.031500E+02  4.886438E+01  4.886620E+01
 3.041500E+02  4.891240E+01  4.891420E+01
 3.051500E+02  4.896042E+01  4.896221E+01
 3.061500E+02  4.900845E+01  4.901023E+01
 3.071500E+02  4.905648E+01  4.905824E+01
 3.081500E+02  4.910448E+01  4.910623E+01
 3.091500E+02  4.915244E+01  4.915419E+01
 3.101500E+02  4.920037E+01  4.920211E+01
 3.111500E+02  4.924824E+01  4.924997E+01
 3.121500E+02  4.929605E+01  4.929778E+01
 3.131500E+02  4.934379E+01  4.934551E+01
 3.141500E+02  4.939146E+01  4.939316E+01
 3.151500E+02  4.943903E+01  4.944073E+01
 3.161500E+02  4.948651E+01  4.948821E+01
 3.171500E+02  4.953389E+01  4.953558E+01
 3.181500E+02  4.958115E+01  4.958284E+01
 3.191500E+02  4.962830E+01  4.962999E+01
 3.201500E+02  4.967533E+01  4.967702E+01
 3.211500E+02  4.972223E+01  4.972392E+01
 3.221500E+02  4.976900E+01  4.977068E+01
 3.231500E+02  4.981562E+01  4.981730E+01
 3.241500E+02  4.986210E+01  4.986378E+01
 3.251500E+02  4.990843E+01  4.991011E+01
 3.261500E+02  4.995460E+01  4.995628E+01
 3.271500E+02  5.000060E+01  5.000229E+01
 3.281500E+02  5.004644E+01  5.004813E+01
 3.291500E+02  5.009211E+01  5.009380E+01
 3.301500E+02  5.013761E+01  5.013930E+01
