#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  2.741057E-03  2.598278E-07  8.694587E-12  1.141185E-11  1.269660E-11  1.513911E-11  1.157816E-02  1.178199E-05  1.725423E-07  2.784212E-02  2.779808E-04  3.763836E-05  5.281064E-07  3.469986E-05  8.949332E-09  2.936560E-08  7.072561E-10  1.923465E-03  1.407337E-06  3.730533E-09  3.275803E-09  4.551100E-05  6.195274E-05  5.159001E-06  7.767941E-07  9.838202E-07  1.076945E-07
 2.741500E+02  2.753519E-03  2.585217E-07  8.467692E-12  1.111781E-11  1.237037E-11  1.475478E-11  1.152982E-02  1.145060E-05  1.585680E-07  2.776298E-02  2.710144E-04  3.478678E-05  5.070637E-07  3.395728E-05  8.380011E-09  2.758653E-08  6.771813E-10  1.890523E-03  1.327460E-06  3.600543E-09  3.158931E-09  4.432261E-05  6.033119E-05  4.761630E-06  7.155595E-07  9.066266E-07  1.011546E-07
 2.751500E+02  2.765633E-03  2.571833E-07  8.246142E-12  1.083057E-11  1.205166E-11  1.437913E-11  1.148195E-02  1.113106E-05  1.458206E-07  2.768368E-02  2.642599E-04  3.216764E-05  4.869799E-07  3.323309E-05  7.850201E-09  2.592554E-08  6.484882E-10  1.858173E-03  1.252494E-06  3.475326E-09  3.046461E-09  4.317301E-05  5.876277E-05  4.397299E-06  6.595486E-07  8.359908E-07  9.504643E-08
 2.761500E+02  2.777400E-03  2.558139E-07  8.029848E-12  1.055000E-11  1.174032E-11  1.401203E-11  1.143455E-02  1.082286E-05  1.341846E-07  2.760427E-02  2.577104E-04  2.976080E-05  4.678078E-07  3.252677E-05  7.356939E-09  2.437413E-08  6.211088E-10  1.826407E-03  1.182118E-06  3.354704E-09  2.938223E-09  4.206075E-05  5.724546E-05  4.063077E-06  6.082842E-07  7.713158E-07  8.933933E-08
 2.771500E+02  2.788819E-03  2.544148E-07  7.818719E-12  1.027601E-11  1.143625E-11  1.365333E-11  1.138760E-02  1.052552E-05  1.235557E-07  2.752477E-02  2.513592E-04  2.754797E-05  4.495023E-07  3.183782E-05  6.897501E-09  2.292445E-08  5.949786E-10  1.795217E-03  1.116031E-06  3.238506E-09  2.834056E-09  4.098442E-05  5.577736E-05  3.756306E-06  5.613352E-07  7.120626E-07  8.400502E-08
 2.781500E+02  2.799895E-03  2.529873E-07  7.612669E-12  1.000849E-11  1.113933E-11  1.330293E-11  1.134109E-02  1.023857E-05  1.138404E-07  2.744523E-02  2.451997E-04  2.551252E-05  4.320208E-07  3.116577E-05  6.469382E-09  2.156928E-08  5.700369E-10  1.764594E-03  1.053956E-06  3.126565E-09  2.733803E-09  3.994270E-05  5.435661E-05  3.474578E-06  5.183125E-07  6.577438E-07  7.901735E-08
 2.791500E+02  2.810628E-03  2.515327E-07  7.411611E-12  9.747337E-12  1.084945E-11  1.296068E-11  1.129502E-02  9.961590E-06  1.049543E-07  2.736567E-02  2.392255E-04  2.363931E-05  4.153228E-07  3.051015E-05  6.070277E-09  2.030195E-08  5.462259E-10  1.734531E-03  9.956327E-07  3.018725E-09  2.637313E-09  3.893428E-05  5.298145E-05  3.215708E-06  4.788641E-07  6.079189E-07  7.435211E-08
 2.801500E+02  2.821021E-03  2.500525E-07  7.215460E-12  9.492444E-12  1.056649E-11  1.262648E-11  1.124938E-02  9.694162E-06  9.682131E-08  2.728613E-02  2.334305E-04  2.191456E-05  3.993697E-07  2.987052E-05  5.698063E-09  1.911629E-08  5.234910E-10  1.705018E-03  9.408181E-07  2.914833E-09  2.544443E-09  3.795794E-05  5.165017E-05  2.977713E-06  4.426714E-07  5.621888E-07  6.998692E-08
 2.811500E+02  2.831078E-03  2.485481E-07  7.024131E-12  9.243710E-12  1.029034E-11  1.230018E-11  1.120416E-02  9.435893E-06  8.937286E-08  2.720662E-02  2.278088E-04  2.032571E-05  3.841252E-07  2.924645E-05  5.350783E-09  1.800660E-08  5.017805E-10  1.676048E-03  8.892868E-07  2.814741E-09  2.455054E-09  3.701249E-05  5.036115E-05  2.758791E-06  4.094462E-07  5.201926E-07  6.590103E-08
 2.821500E+02  2.840800E-03  2.470207E-07  6.837541E-12  9.001030E-12  1.002089E-11  1.198166E-11  1.115935E-02  9.186408E-06  8.254700E-08  2.712718E-02  2.223545E-04  1.886135E-05  3.695545E-07  2.863751E-05  5.026634E-09  1.696760E-08  4.810454E-10  1.647613E-03  8.408287E-07  2.718308E-09  2.369013E-09  3.609679E-05  4.911282E-05  2.557307E-06  3.789274E-07  4.816028E-07  6.207522E-08
 2.831500E+02  2.850193E-03  2.454718E-07  6.655605E-12  8.764304E-12  9.758016E-12  1.167081E-11  1.111495E-02  8.945352E-06  7.628776E-08  2.704782E-02  2.170620E-04  1.751107E-05  3.556247E-07  2.804333E-05  4.723953E-09  1.599442E-08  4.612391E-10  1.619704E-03  7.952474E-07  2.625399E-09  2.286191E-09  3.520975E-05  4.790370E-05  2.371772E-06  3.508784E-07  4.461227E-07  5.849171E-08
 2.841500E+02  2.859259E-03  2.439028E-07  6.478239E-12  8.533427E-12  9.501618E-12  1.136749E-11  1.107095E-02  8.712383E-06  7.054456E-08  2.696857E-02  2.119260E-04  1.626536E-05  3.423047E-07  2.746349E-05  4.441205E-09  1.508254E-08  4.423175E-10  1.592314E-03  7.523602E-07  2.535882E-09  2.206466E-09  3.435033E-05  4.673233E-05  2.200835E-06  3.250845E-07  4.134832E-07  5.513398E-08
 2.851500E+02  2.868002E-03  2.423150E-07  6.305360E-12  8.308297E-12  9.251579E-12  1.107158E-11  1.102734E-02  8.487179E-06  6.527162E-08  2.688944E-02  2.069413E-04  1.511558E-05  3.295649E-07  2.689764E-05  4.176972E-09  1.422778E-08  4.242386E-10  1.565433E-03  7.119964E-07  2.449631E-09  2.129719E-09  3.351752E-05  4.559734E-05  2.043263E-06  3.013509E-07  3.834399E-07  5.198673E-08
