#         T/K            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10        m1w1-1        m1w1-4        m1w2-1        m1w3-1        m1w4-1        m1w4-7        m1w4-9        m1w5-2        m1w5-3        m1w5-4        m1w5-5        m1w5-6        m1w5-9        m2w1-1        m2w1-3        m2w2-1        m2w3-1        m2w3-6        m2w3-7        m2w4-1        m2w4-4        m2w4-5        m2w4-6        m2w4-9        m3w1-1        m3w1-2        m3w2-1        m3w3-1        m3w3-3        m3w3-5        m3w3-7        m3w3-9        m4w1-2        m4w1-5        m4w2-1        m4w2-7        m4w2-8        m5w1-1        m5w1-6        m5w1-8        m5w1-9
 2.731500E+02  1.113121E-03  2.406652E-04  5.616212E-04  3.753688E-02  3.905127E-02  1.225639E-01  4.148935E-02  1.937319E-02  1.191046E-02  1.587704E-02  5.678233E-03  2.335882E-02  2.550287E-04  5.154397E-05  1.059574E-04  1.486695E-06  2.371742E-03  2.764672E-03  1.468851E-03  5.531341E-06  9.375337E-06  1.212419E-02  1.649844E-02  1.215566E-02  3.219545E-05  4.880573E-04  4.897114E-04  1.151011E-02  8.857176E-05  1.205700E-04  1.524340E-04  6.964854E-03  1.375807E-03  3.450048E-03  2.129659E-02  3.295750E-03  1.405321E-02  1.911527E-03  1.858482E-02  1.648901E-02  7.131422E-03  2.409007E-04  3.051040E-04  1.291069E-02  3.059881E-03  4.925458E-04  1.495131E-03  2.137615E-02  1.873504E-02  1.149218E-02  4.422000E-03  1.297936E-02  3.971889E-02  2.699508E-02  1.962759E-02  2.295799E-02  5.550790E-03  4.265463E-04  6.790443E-03  9.860763E-03  2.968489E-02  4.082284E-02  1.083926E-02  1.694883E-02  6.307334E-03  3.486475E-02  5.433127E-02  5.689552E-02  5.586647E-02
 2.741500E+02  1.159615E-03  2.545768E-04  5.844757E-04  3.798295E-02  3.917072E-02  1.231188E-01  4.124152E-02  1.937413E-02  1.184788E-02  1.579637E-02  5.670077E-03  2.335925E-02  2.662549E-04  5.478521E-05  1.111696E-04  1.620445E-06  2.417526E-03  2.838802E-03  1.492583E-03  5.823429E-06  9.856071E-06  1.206050E-02  1.639890E-02  1.220368E-02  3.277734E-05  4.944222E-04  4.960812E-04  1.168780E-02  9.396283E-05  1.279006E-04  1.595832E-04  7.093384E-03  1.393667E-03  3.494418E-03  2.164406E-02  3.282178E-03  1.395028E-02  1.899963E-03  1.844348E-02  1.637580E-02  7.088261E-03  2.514994E-04  3.186542E-04  1.312643E-02  3.087588E-03  4.969037E-04  1.511008E-03  2.116664E-02  1.857074E-02  1.145718E-02  4.412654E-03  1.286917E-02  4.031688E-02  2.739433E-02  1.983233E-02  2.288266E-02  5.512693E-03  4.266203E-04  6.765831E-03  9.819559E-03  2.992983E-02  4.114658E-02  1.075016E-02  1.680670E-02  6.257907E-03  3.442809E-02  5.393262E-02  5.609391E-02  5.525494E-02
 2.751500E+02  1.207697E-03  2.691800E-04  6.080652E-04  3.842891E-02  3.928686E-02  1.236633E-01  4.099330E-02  1.937336E-02  1.178503E-02  1.571529E-02  5.661492E-03  2.335763E-02  2.778896E-04  5.820356E-05  1.165920E-04  1.765065E-06  2.463636E-03  2.914119E-03  1.516352E-03  6.128035E-06  1.035675E-05  1.199588E-02  1.629838E-02  1.224980E-02  3.336080E-05  5.007582E-04  5.024218E-04  1.186533E-02  9.963789E-05  1.356171E-04  1.670050E-04  7.222760E-03  1.411478E-03  3.538658E-03  2.199236E-02  3.268308E-03  1.384695E-02  1.888284E-03  1.830170E-02  1.626197E-02  7.044717E-03  2.624727E-04  3.326892E-04  1.334323E-02  3.115035E-03  5.012171E-04  1.526790E-03  2.095796E-02  1.840669E-02  1.142106E-02  4.402833E-03  1.275908E-02  4.091689E-02  2.779480E-02  2.003594E-02  2.280541E-02  5.474468E-03  4.266401E-04  6.740673E-03  9.777649E-03  3.017260E-02  4.146722E-02  1.066126E-02  1.666489E-02  6.208514E-03  3.399655E-02  5.353442E-02  5.530361E-02  5.464891E-02
 2.761500E+02  1.257395E-03  2.845008E-04  6.324029E-04  3.887462E-02  3.939966E-02  1.241973E-01  4.074483E-02  1.937093E-02  1.172195E-02  1.563384E-02  5.652495E-03  2.335403E-02  2.899412E-04  6.180663E-05  1.222302E-04  1.921327E-06  2.510055E-03  2.990610E-03  1.540150E-03  6.445539E-06  1.087794E-05  1.193035E-02  1.619693E-02  1.229402E-02  3.394565E-05  5.070632E-04  5.087310E-04  1.204262E-02  1.056086E-04  1.437353E-04  1.747061E-04  7.352931E-03  1.429234E-03  3.582750E-03  2.234137E-02  3.254148E-03  1.374326E-02  1.876496E-03  1.815954E-02  1.614755E-02  7.000811E-03  2.738285E-04  3.472197E-04  1.356101E-02  3.142209E-03  5.054841E-04  1.542470E-03  2.075015E-02  1.824291E-02  1.138388E-02  4.392549E-03  1.264912E-02  4.151869E-02  2.819632E-02  2.023836E-02  2.272631E-02  5.436132E-03  4.266069E-04  6.714989E-03  9.735061E-03  3.041311E-02  4.178466E-02  1.057258E-02  1.652345E-02  6.159175E-03  3.357012E-02  5.313682E-02  5.452455E-02  5.404845E-02
 2.771500E+02  1.308750E-03  3.005683E-04  6.575051E-04  3.931999E-02  3.950916E-02  1.247209E-01  4.049616E-02  1.936688E-02  1.165865E-02  1.555205E-02  5.643095E-03  2.334846E-02  3.024211E-04  6.560275E-05  1.280906E-04  2.090063E-06  2.556771E-03  3.068270E-03  1.563968E-03  6.776331E-06  1.142025E-05  1.186394E-02  1.609457E-02  1.233632E-02  3.453167E-05  5.133349E-04  5.150066E-04  1.221962E-02  1.118877E-04  1.522725E-04  1.826942E-04  7.483871E-03  1.446928E-03  3.626682E-03  2.269099E-02  3.239707E-03  1.363923E-02  1.864603E-03  1.801703E-02  1.603259E-02  6.956556E-03  2.855764E-04  3.622582E-04  1.377972E-02  3.169107E-03  5.097040E-04  1.558044E-03  2.054323E-02  1.807946E-02  1.134563E-02  4.381809E-03  1.253930E-02  4.212220E-02  2.859883E-02  2.043954E-02  2.264539E-02  5.397693E-03  4.265211E-04  6.688790E-03  9.691816E-03  3.065135E-02  4.209888E-02  1.048415E-02  1.638240E-02  6.109897E-03  3.314876E-02  5.273988E-02  5.375660E-02  5.345354E-02
 2.781500E+02  1.361803E-03  3.174125E-04  6.833884E-04  3.976499E-02  3.961537E-02  1.252340E-01  4.024734E-02  1.936123E-02  1.159515E-02  1.546994E-02  5.633299E-03  2.334097E-02  3.153409E-04  6.960052E-05  1.341796E-04  2.272154E-06  2.603775E-03  3.147095E-03  1.587800E-03  7.120810E-06  1.198427E-05  1.179668E-02  1.599134E-02  1.237672E-02  3.511866E-05  5.195710E-04  5.212462E-04  1.239627E-02  1.184885E-04  1.612468E-04  1.909771E-04  7.615554E-03  1.464555E-03  3.670441E-03  2.304113E-02  3.224990E-03  1.353490E-02  1.852608E-03  1.787420E-02  1.591710E-02  6.911966E-03  2.977261E-04  3.778174E-04  1.399933E-02  3.195720E-03  5.138759E-04  1.573509E-03  2.033723E-02  1.791634E-02  1.130636E-02  4.370620E-03  1.242965E-02  4.272731E-02  2.900226E-02  2.063944E-02  2.256269E-02  5.359162E-03  4.263834E-04  6.662092E-03  9.647930E-03  3.088727E-02  4.240981E-02  1.039596E-02  1.624175E-02  6.060689E-03  3.273241E-02  5.234368E-02  5.299959E-02  5.286417E-02
 2.791500E+02  1.416596E-03  3.350642E-04  7.100697E-04  4.020955E-02  3.971832E-02  1.257368E-01  3.999842E-02  1.935400E-02  1.153146E-02  1.538753E-02  5.623117E-03  2.333159E-02  3.287124E-04  7.380887E-05  1.405039E-04  2.468534E-06  2.651057E-03  3.227080E-03  1.611638E-03  7.479378E-06  1.257064E-05  1.172859E-02  1.588728E-02  1.241519E-02  3.570639E-05  5.257693E-04  5.274477E-04  1.257248E-02  1.254245E-04  1.706766E-04  1.995626E-04  7.747956E-03  1.482112E-03  3.714014E-03  2.339168E-02  3.210004E-03  1.343029E-02  1.840517E-03  1.773109E-02  1.580113E-02  6.867055E-03  3.102873E-04  3.939103E-04  1.421980E-02  3.222044E-03  5.179987E-04  1.588862E-03  2.013216E-02  1.775358E-02  1.126607E-02  4.358989E-03  1.232018E-02  4.333393E-02  2.940657E-02  2.083803E-02  2.247827E-02  5.320548E-03  4.261942E-04  6.634904E-03  9.603423E-03  3.112085E-02  4.271744E-02  1.030804E-02  1.610154E-02  6.011561E-03  3.232104E-02  5.194826E-02  5.225337E-02  5.228032E-02
 2.801500E+02  1.473173E-03  3.535552E-04  7.375659E-04  4.065362E-02  3.981803E-02  1.262292E-01  3.974945E-02  1.934521E-02  1.146760E-02  1.530485E-02  5.612555E-03  2.332033E-02  3.425477E-04  7.823701E-05  1.470700E-04  2.680196E-06  2.698606E-03  3.308221E-03  1.635475E-03  7.852444E-06  1.317996E-05  1.165970E-02  1.578241E-02  1.245174E-02  3.629466E-05  5.319276E-04  5.336086E-04  1.274821E-02  1.327099E-04  1.805812E-04  2.084589E-04  7.881050E-03  1.499592E-03  3.757391E-03  2.374255E-02  3.194757E-03  1.332542E-02  1.828334E-03  1.758773E-02  1.568470E-02  6.821837E-03  3.232698E-04  4.105499E-04  1.444108E-02  3.248074E-03  5.220718E-04  1.604098E-03  1.992806E-02  1.759121E-02  1.122479E-02  4.346926E-03  1.221091E-02  4.394196E-02  2.981167E-02  2.103525E-02  2.239215E-02  5.281859E-03  4.259544E-04  6.607242E-03  9.558314E-03  3.135205E-02  4.302171E-02  1.022040E-02  1.596178E-02  5.962519E-03  3.191460E-02  5.155370E-02  5.151781E-02  5.170196E-02
 2.811500E+02  1.531576E-03  3.729182E-04  7.658939E-04  4.109714E-02  3.991453E-02  1.267113E-01  3.950047E-02  1.933489E-02  1.140358E-02  1.522191E-02  5.601623E-03  2.330723E-02  3.568588E-04  8.289449E-05  1.538848E-04  2.908190E-06  2.746412E-03  3.390512E-03  1.659304E-03  8.240421E-06  1.381286E-05  1.159003E-02  1.567677E-02  1.248637E-02  3.688326E-05  5.380435E-04  5.397270E-04  1.292338E-02  1.403593E-04  1.909803E-04  2.176740E-04  8.014810E-03  1.516991E-03  3.800557E-03  2.409365E-02  3.179254E-03  1.322032E-02  1.816062E-03  1.744416E-02  1.556785E-02  6.776325E-03  3.366837E-04  4.277495E-04  1.466315E-02  3.273803E-03  5.260941E-04  1.619215E-03  1.972493E-02  1.742926E-02  1.118254E-02  4.334437E-03  1.210185E-02  4.455130E-02  3.021750E-02  2.123108E-02  2.230438E-02  5.243105E-03  4.256643E-04  6.579116E-03  9.512619E-03  3.158084E-02  4.332259E-02  1.013303E-02  1.582248E-02  5.913572E-03  3.151303E-02  5.116003E-02  5.079274E-02  5.112908E-02
 2.821500E+02  1.591850E-03  3.931869E-04  7.950711E-04  4.154007E-02  4.000783E-02  1.271831E-01  3.925154E-02  1.932306E-02  1.133943E-02  1.513873E-02  5.590326E-03  2.329232E-02  3.716582E-04  8.779117E-05  1.609552E-04  3.153629E-06  2.794464E-03  3.473945E-03  1.683116E-03  8.643725E-06  1.446998E-05  1.151961E-02  1.557039E-02  1.251907E-02  3.747196E-05  5.441150E-04  5.458005E-04  1.309794E-02  1.483876E-04  2.018943E-04  2.272162E-04  8.149209E-03  1.534304E-03  3.843503E-03  2.444488E-02  3.163503E-03  1.311501E-02  1.803706E-03  1.730041E-02  1.545061E-02  6.730534E-03  3.505391E-04  4.455223E-04  1.488595E-02  3.299227E-03  5.300650E-04  1.634208E-03  1.952280E-02  1.726774E-02  1.113934E-02  4.321530E-03  1.199302E-02  4.516187E-02  3.062401E-02  2.142548E-02  2.221500E-02  5.204295E-03  4.253247E-04  6.550539E-03  9.466357E-03  3.180721E-02  4.362005E-02  1.004597E-02  1.568367E-02  5.864728E-03  3.111629E-02  5.076732E-02  5.007802E-02  5.056165E-02
