#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  1.737219E-01  1.073798E-04  1.757309E-08  2.306510E-08  2.566176E-08  3.059846E-08  5.597149E-01  1.155868E-02  2.427808E-03  3.406474E-05  2.521445E-01  2.861894E-04  2.391653E-06  2.100125E-06
 2.741500E+02  1.752716E-01  1.071607E-04  1.714274E-08  2.250788E-08  2.504367E-08  2.987088E-08  5.616491E-01  1.134703E-02  2.260768E-03  3.295371E-05  2.490555E-01  2.714486E-04  2.316641E-06  2.032501E-06
 2.751500E+02  1.768047E-01  1.069256E-04  1.672210E-08  2.196297E-08  2.443918E-08  2.915900E-08  5.635492E-01  1.114007E-02  2.106131E-03  3.188434E-05  2.459993E-01  2.575331E-04  2.244111E-06  1.967181E-06
 2.761500E+02  1.783209E-01  1.066749E-04  1.631102E-08  2.143020E-08  2.384810E-08  2.846261E-08  5.654161E-01  1.093770E-02  1.962919E-03  3.085498E-05  2.429762E-01  2.443940E-04  2.173982E-06  1.904086E-06
 2.771500E+02  1.798202E-01  1.064092E-04  1.590936E-08  2.090940E-08  2.327023E-08  2.778150E-08  5.672508E-01  1.073985E-02  1.830232E-03  2.986404E-05  2.399866E-01  2.319850E-04  2.106177E-06  1.843141E-06
 2.781500E+02  1.813025E-01  1.061289E-04  1.551695E-08  2.040038E-08  2.270538E-08  2.711545E-08  5.690540E-01  1.054640E-02  1.707248E-03  2.890999E-05  2.370307E-01  2.202629E-04  2.040618E-06  1.784273E-06
 2.791500E+02  1.827676E-01  1.058346E-04  1.513367E-08  1.990296E-08  2.215335E-08  2.646425E-08  5.708266E-01  1.035726E-02  1.593210E-03  2.799135E-05  2.341085E-01  2.091872E-04  1.977231E-06  1.727410E-06
 2.801500E+02  1.842156E-01  1.055267E-04  1.475935E-08  1.941696E-08  2.161394E-08  2.582768E-08  5.725693E-01  1.017234E-02  1.487422E-03  2.710671E-05  2.312204E-01  1.987198E-04  1.915945E-06  1.672485E-06
 2.811500E+02  1.856463E-01  1.052057E-04  1.439385E-08  1.894222E-08  2.108697E-08  2.520553E-08  5.742827E-01  9.991543E-03  1.389249E-03  2.625471E-05  2.283663E-01  1.888251E-04  1.856690E-06  1.619430E-06
 2.821500E+02  1.870598E-01  1.048722E-04  1.403703E-08  1.847853E-08  2.057223E-08  2.459758E-08  5.759677E-01  9.814774E-03  1.298104E-03  2.543402E-05  2.255464E-01  1.794694E-04  1.799400E-06  1.568182E-06
 2.831500E+02  1.884560E-01  1.045266E-04  1.368873E-08  1.802574E-08  2.006952E-08  2.400361E-08  5.776248E-01  9.641940E-03  1.213449E-03  2.464341E-05  2.227607E-01  1.706214E-04  1.744008E-06  1.518679E-06
 2.841500E+02  1.898350E-01  1.041694E-04  1.334880E-08  1.758364E-08  1.957866E-08  2.342341E-08  5.792546E-01  9.472950E-03  1.134789E-03  2.388165E-05  2.200092E-01  1.622515E-04  1.690453E-06  1.470860E-06
 2.851500E+02  1.911967E-01  1.038012E-04  1.301710E-08  1.715207E-08  1.909942E-08  2.285674E-08  5.808576E-01  9.307713E-03  1.061670E-03  2.314760E-05  2.172918E-01  1.543320E-04  1.638672E-06  1.424668E-06
 2.861500E+02  1.925412E-01  1.034225E-04  1.269348E-08  1.673083E-08  1.863163E-08  2.230338E-08  5.824345E-01  9.146141E-03  9.936738E-04  2.244014E-05  2.146087E-01  1.468369E-04  1.588606E-06  1.380046E-06
