#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  1.478389E-01  1.741945E-04  2.215336E-06  8.200340E-01  2.186713E-02  5.930845E-03  8.321609E-05  1.552076E-03  2.112794E-03  3.524284E-04  2.300545E-05  2.913670E-05
 2.741500E+02  1.478945E-01  1.701227E-04  2.046516E-06  8.209927E-01  2.140000E-02  5.501044E-03  8.018505E-05  1.518109E-03  2.066424E-03  3.266200E-04  2.129066E-05  2.697564E-05
 2.751500E+02  1.479479E-01  1.661785E-04  1.891748E-06  8.219031E-01  2.094482E-02  5.104747E-03  7.727984E-05  1.485094E-03  2.021361E-03  3.028569E-04  1.971491E-05  2.498903E-05
 2.761500E+02  1.479993E-01  1.623569E-04  1.749768E-06  8.227686E-01  2.050133E-02  4.739196E-03  7.449507E-05  1.453003E-03  1.977564E-03  2.809664E-04  1.826607E-05  2.316172E-05
 2.771500E+02  1.480488E-01  1.586534E-04  1.619434E-06  8.235920E-01  2.006928E-02  4.401865E-03  7.182556E-05  1.421806E-03  1.934993E-03  2.607909E-04  1.693317E-05  2.147999E-05
 2.781500E+02  1.480964E-01  1.550633E-04  1.499711E-06  8.243760E-01  1.964840E-02  4.090448E-03  6.926632E-05  1.391477E-03  1.893612E-03  2.421870E-04  1.570622E-05  1.993135E-05
 2.791500E+02  1.481423E-01  1.515825E-04  1.389666E-06  8.251232E-01  1.923842E-02  3.802832E-03  6.681255E-05  1.361988E-03  1.853382E-03  2.250237E-04  1.457616E-05  1.850447E-05
 2.801500E+02  1.481865E-01  1.482069E-04  1.288452E-06  8.258359E-01  1.883906E-02  3.537084E-03  6.445963E-05  1.333314E-03  1.814269E-03  2.091817E-04  1.353476E-05  1.718903E-05
 2.811500E+02  1.482292E-01  1.449325E-04  1.195303E-06  8.265162E-01  1.845007E-02  3.291435E-03  6.220314E-05  1.305430E-03  1.776236E-03  1.945521E-04  1.257453E-05  1.597567E-05
 2.821500E+02  1.482703E-01  1.417556E-04  1.109524E-06  8.271662E-01  1.807117E-02  3.064267E-03  6.003883E-05  1.278310E-03  1.739251E-03  1.810355E-04  1.168864E-05  1.485584E-05
 2.831500E+02  1.483100E-01  1.386728E-04  1.030482E-06  8.277876E-01  1.770210E-02  2.854098E-03  5.796264E-05  1.251931E-03  1.703281E-03  1.685411E-04  1.087091E-05  1.382177E-05
 2.841500E+02  1.483484E-01  1.356804E-04  9.576067E-07  8.283823E-01  1.734259E-02  2.659570E-03  5.597068E-05  1.226269E-03  1.668293E-03  1.569858E-04  1.011567E-05  1.286638E-05
 2.851500E+02  1.483855E-01  1.327754E-04  8.903761E-07  8.289517E-01  1.699240E-02  2.479440E-03  5.405923E-05  1.201304E-03  1.634257E-03  1.462940E-04  9.417774E-06  1.198320E-05
 2.861500E+02  1.484214E-01  1.299546E-04  8.283172E-07  8.294973E-01  1.665126E-02  2.312568E-03  5.222473E-05  1.177012E-03  1.601143E-03  1.363963E-04  8.772527E-06  1.116636E-05
