#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  6.000157E-01  1.167993E-03  6.019697E-07  7.900997E-07  8.790487E-07  1.048156E-06  2.418176E-01  4.821478E-04  1.037605E-05  5.829551E-02  1.143262E-04  2.280453E-06  3.199719E-08  1.488284E-02  5.640575E-06  1.850852E-05  4.672033E-06  8.270409E-02  8.914567E-06  2.470500E-06  2.169360E-06  1.867079E-04  2.541598E-04  3.117965E-06  4.683030E-06  5.931120E-06  6.804728E-06
 2.741500E+02  6.007481E-01  1.149346E-03  5.753464E-07  7.554117E-07  8.405183E-07  1.002530E-06  2.420133E-01  4.712017E-04  9.594383E-06  5.883344E-02  1.136721E-04  2.165910E-06  3.157103E-08  1.452442E-02  5.270281E-06  1.734947E-05  4.426716E-06  8.163746E-02  8.509296E-06  2.376218E-06  2.084771E-06  1.841388E-04  2.506467E-04  2.936570E-06  4.371081E-06  5.538237E-06  6.422681E-06
 2.751500E+02  6.014680E-01  1.131137E-03  5.500972E-07  7.225031E-07  8.039617E-07  9.592267E-07  2.422029E-01  4.605754E-04  8.876561E-06  5.936492E-02  1.130004E-04  2.057179E-06  3.114325E-08  1.417715E-02  4.926753E-06  1.627076E-05  4.196009E-06  8.058362E-02  8.123447E-06  2.285979E-06  2.003882E-06  1.816012E-04  2.471773E-04  2.766282E-06  4.081454E-06  5.173323E-06  6.063986E-06
 2.761500E+02  6.021756E-01  1.113355E-03  5.261421E-07  6.912708E-07  7.692646E-07  9.181141E-07  2.423867E-01  4.502582E-04  8.216997E-06  5.988991E-02  1.123122E-04  1.953971E-06  3.071433E-08  1.384062E-02  4.607897E-06  1.526633E-05  3.978949E-06  7.954260E-02  7.756068E-06  2.199594E-06  1.926518E-06  1.790953E-04  2.437520E-04  2.606399E-06  3.812455E-06  4.834265E-06  5.727116E-06
 2.771500E+02  6.028712E-01  1.095987E-03  5.034064E-07  6.616186E-07  7.363205E-07  8.790667E-07  2.425647E-01  4.402398E-04  7.610625E-06  6.040841E-02  1.116084E-04  1.856014E-06  3.028472E-08  1.351443E-02  4.311792E-06  1.433062E-05  3.774644E-06  7.851441E-02  7.406254E-06  2.116885E-06  1.852512E-06  1.766212E-04  2.403709E-04  2.456261E-06  3.562525E-06  4.519119E-06  5.410649E-06
 2.781500E+02  6.035548E-01  1.079020E-03  4.818200E-07  6.334561E-07  7.050292E-07  8.419671E-07  2.427373E-01  4.305104E-04  7.052848E-06  6.092041E-02  1.108900E-04  1.763048E-06  2.985488E-08  1.319822E-02  4.036679E-06  1.345852E-05  3.582264E-06  7.749908E-02  7.073142E-06  2.037682E-06  1.781706E-06  1.741790E-04  2.370341E-04  2.315254E-06  3.330229E-06  4.226094E-06  5.113261E-06
 2.791500E+02  6.042268E-01  1.062443E-03  4.613173E-07  6.066988E-07  6.752972E-07  8.067056E-07  2.429047E-01  4.210604E-04  6.539491E-06  6.142593E-02  1.101581E-04  1.674822E-06  2.942522E-08  1.289163E-02  3.780943E-06  1.264531E-05  3.401039E-06  7.649661E-02  6.755915E-06  1.961822E-06  1.713949E-06  1.717689E-04  2.337417E-04  2.182800E-06  3.114245E-06  3.953540E-06  4.833721E-06
 2.801500E+02  6.048873E-01  1.046246E-03  4.418369E-07  5.812675E-07  6.470365E-07  7.731791E-07  2.430670E-01  4.118805E-04  6.066758E-06  6.192495E-02  1.094136E-04  1.591100E-06  2.899613E-08  1.259431E-02  3.543103E-06  1.188667E-05  3.230252E-06  7.550698E-02  6.453791E-06  1.889153E-06  1.649098E-06  1.693909E-04  2.304937E-04  2.058360E-06  2.913356E-06  3.699937E-06  4.570879E-06
 2.811500E+02  6.055365E-01  1.030416E-03  4.233212E-07  5.570879E-07  6.201648E-07  7.412911E-07  2.432244E-01  4.029618E-04  5.631199E-06  6.241750E-02  1.086574E-04  1.511655E-06  2.856800E-08  1.230594E-02  3.321799E-06  1.117860E-05  3.069238E-06  7.453017E-02  6.166030E-06  1.819529E-06  1.587017E-06  1.670449E-04  2.272901E-04  1.941431E-06  2.726440E-06  3.463884E-06  4.323665E-06
 2.821500E+02  6.061746E-01  1.014945E-03  4.057163E-07  5.340903E-07  5.946050E-07  7.109509E-07  2.433770E-01  3.942958E-04  5.229675E-06  6.290359E-02  1.078903E-04  1.436272E-06  2.814117E-08  1.202619E-02  3.115782E-06  1.051744E-05  2.917375E-06  7.356617E-02  5.891929E-06  1.752810E-06  1.527579E-06  1.647309E-04  2.241307E-04  1.831540E-06  2.552463E-06  3.244087E-06  4.091082E-06
 2.831500E+02  6.068018E-01  9.998212E-04  3.889713E-07  5.122093E-07  5.702845E-07  6.820734E-07  2.435252E-01  3.858742E-04  4.859329E-06  6.338324E-02  1.071133E-04  1.364744E-06  2.771599E-08  1.175477E-02  2.923905E-06  9.899791E-06  2.774086E-06  7.261493E-02  5.630816E-06  1.688864E-06  1.470659E-06  1.624490E-04  2.210156E-04  1.728247E-06  2.390472E-06  3.039356E-06  3.872199E-06
 2.841500E+02  6.074182E-01  9.850356E-04  3.730389E-07  4.913836E-07  5.471352E-07  6.545787E-07  2.436690E-01  3.776889E-04  4.517559E-06  6.385646E-02  1.063272E-04  1.296876E-06  2.729278E-08  1.149137E-02  2.745112E-06  9.322528E-06  2.638835E-06  7.167642E-02  5.382054E-06  1.627566E-06  1.416143E-06  1.601990E-04  2.179446E-04  1.631138E-06  2.239588E-06  2.848589E-06  3.666149E-06
