#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  7.730894E+01  7.731375E+01  1.389574E+02
 2.741500E+02  7.743329E+01  7.743810E+01  1.394119E+02
 2.751500E+02  7.755830E+01  7.756311E+01  1.398670E+02
 2.761500E+02  7.768387E+01  7.768868E+01  1.403226E+02
 2.771500E+02  7.780996E+01  7.781478E+01  1.407784E+02
 2.781500E+02  7.793649E+01  7.794131E+01  1.412341E+02
 2.791500E+02  7.806344E+01  7.806826E+01  1.416897E+02
 2.801500E+02  7.819074E+01  7.819557E+01  1.421449E+02
 2.811500E+02  7.831836E+01  7.832319E+01  1.425997E+02
 2.821500E+02  7.844625E+01  7.845108E+01  1.430537E+02
 2.831500E+02  7.857436E+01  7.857919E+01  1.435070E+02
 2.841500E+02  7.870265E+01  7.870748E+01  1.439593E+02
 2.851500E+02  7.883107E+01  7.883591E+01  1.444105E+02
 2.861500E+02  7.895960E+01  7.896443E+01  1.448604E+02
 2.871500E+02  7.908817E+01  7.909301E+01  1.453090E+02
 2.881500E+02  7.921677E+01  7.922161E+01  1.457560E+02
 2.891500E+02  7.934535E+01  7.935020E+01  1.462015E+02
 2.901500E+02  7.947389E+01  7.947874E+01  1.466453E+02
 2.911500E+02  7.960235E+01  7.960720E+01  1.470873E+02
 2.921500E+02  7.973070E+01  7.973555E+01  1.475274E+02
 2.931500E+02  7.985892E+01  7.986378E+01  1.479655E+02
 2.941500E+02  7.998698E+01  7.999184E+01  1.484016E+02
 2.951500E+02  8.011487E+01  8.011973E+01  1.488357E+02
 2.961500E+02  8.024256E+01  8.024742E+01  1.492676E+02
 2.971500E+02  8.037003E+01  8.037490E+01  1.496973E+02
 2.981500E+02  8.049728E+01  8.050215E+01  1.501248E+02
 2.991500E+02  8.062428E+01  8.062915E+01  1.505500E+02
 3.001500E+02  8.075102E+01  8.075590E+01  1.509730E+02
 3.011500E+02  8.087750E+01  8.088238E+01  1.513937E+02
 3.021500E+02  8.100370E+01  8.100858E+01  1.518121E+02
 3.031500E+02  8.112962E+01  8.113450E+01  1.522282E+02
 3.041500E+02  8.125525E+01  8.126014E+01  1.526419E+02
 3.051500E+02  8.138059E+01  8.138548E+01  1.530533E+02
 3.061500E+02  8.150563E+01  8.151053E+01  1.534625E+02
 3.071500E+02  8.163038E+01  8.163528E+01  1.538693E+02
 3.081500E+02  8.175484E+01  8.175973E+01  1.542738E+02
 3.091500E+02  8.187899E+01  8.188389E+01  1.546761E+02
 3.101500E+02  8.200286E+01  8.200776E+01  1.550761E+02
 3.111500E+02  8.212643E+01  8.213133E+01  1.554739E+02
 3.121500E+02  8.224971E+01  8.225462E+01  1.558695E+02
 3.131500E+02  8.237271E+01  8.237762E+01  1.562629E+02
 3.141500E+02  8.249543E+01  8.250035E+01  1.566542E+02
 3.151500E+02  8.261788E+01  8.262280E+01  1.570434E+02
 3.161500E+02  8.274007E+01  8.274499E+01  1.574305E+02
 3.171500E+02  1.118384E+02  1.144419E+02  2.574168E+02
 3.181500E+02  1.118843E+02  1.144965E+02  2.575890E+02
 3.191500E+02  1.119302E+02  1.145512E+02  2.577607E+02
 3.201500E+02  1.119761E+02  1.146058E+02  2.579319E+02
 3.211500E+02  1.120220E+02  1.146604E+02  2.581026E+02
 3.221500E+02  1.120680E+02  1.147151E+02  2.582728E+02
 3.231500E+02  1.121139E+02  1.147698E+02  2.584425E+02
 3.241500E+02  1.121599E+02  1.148245E+02  2.586117E+02
 3.251500E+02  1.122059E+02  1.148792E+02  2.587805E+02
 3.261500E+02  1.122520E+02  1.149340E+02  2.589489E+02
 3.271500E+02  1.122981E+02  1.149887E+02  2.591168E+02
 3.281500E+02  1.123442E+02  1.150435E+02  2.592842E+02
 3.291500E+02  1.123903E+02  1.150983E+02  2.594512E+02
 3.301500E+02  1.124365E+02  1.151532E+02  2.596178E+02
 3.311500E+02  1.124827E+02  1.152080E+02  2.597840E+02
 3.321500E+02  1.125289E+02  1.152629E+02  2.599497E+02
 3.331500E+02  1.125752E+02  1.153179E+02  2.601151E+02
 3.341500E+02  1.126215E+02  1.153728E+02  2.602800E+02
 3.351500E+02  1.126679E+02  1.154278E+02  2.604445E+02
 3.361500E+02  1.127143E+02  1.154829E+02  2.606087E+02
 3.371500E+02  1.127607E+02  1.155379E+02  2.607725E+02
 3.381500E+02  1.128072E+02  1.155930E+02  2.609359E+02
 3.391500E+02  1.128537E+02  1.156481E+02  2.610989E+02
 3.401500E+02  1.129003E+02  1.157033E+02  2.612615E+02
 3.411500E+02  1.129469E+02  1.157585E+02  2.614238E+02
 3.421500E+02  1.129935E+02  1.158138E+02  2.615857E+02
 3.431500E+02  1.130402E+02  1.158691E+02  2.617473E+02
 3.441500E+02  1.130870E+02  1.159244E+02  2.619085E+02
 3.451500E+02  1.131338E+02  1.159798E+02  2.620694E+02
 3.461500E+02  1.131806E+02  1.160352E+02  2.622299E+02
 3.471500E+02  1.132275E+02  1.160907E+02  2.623901E+02
 3.481500E+02  1.132744E+02  1.161462E+02  2.625500E+02
 3.491500E+02  1.133214E+02  1.162017E+02  2.627095E+02
 3.501500E+02  1.133685E+02  1.162573E+02  2.628687E+02
 3.511500E+02  1.134155E+02  1.163130E+02  2.630276E+02
 3.521500E+02  1.134627E+02  1.163687E+02  2.631861E+02
 3.531500E+02  1.135099E+02  1.164244E+02  2.633444E+02
 3.541500E+02  1.135571E+02  1.164802E+02  2.635024E+02
 3.551500E+02  1.136044E+02  1.165361E+02  2.636600E+02
