#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  4.769934E+01  4.770291E+01  1.204936E+02
 2.741500E+02  4.782024E+01  4.782381E+01  1.209354E+02
 2.751500E+02  4.794102E+01  4.794459E+01  1.213752E+02
 2.761500E+02  4.806161E+01  4.806518E+01  1.218127E+02
 2.771500E+02  4.818196E+01  4.818554E+01  1.222477E+02
 2.781500E+02  4.830202E+01  4.830560E+01  1.226802E+02
 2.791500E+02  4.842174E+01  4.842532E+01  1.231098E+02
 2.801500E+02  4.854108E+01  4.854466E+01  1.235366E+02
 2.811500E+02  4.866000E+01  4.866358E+01  1.239603E+02
 2.821500E+02  4.877846E+01  4.878204E+01  1.243809E+02
 2.831500E+02  4.889642E+01  4.890000E+01  1.247982E+02
 2.841500E+02  4.901387E+01  4.901745E+01  1.252123E+02
 2.851500E+02  4.913076E+01  4.913435E+01  1.256230E+02
 2.861500E+02  4.924709E+01  4.925068E+01  1.260302E+02
 2.871500E+02  4.936282E+01  4.936641E+01  1.264340E+02
 2.881500E+02  4.947795E+01  4.948154E+01  1.268342E+02
 2.891500E+02  4.959245E+01  4.959604E+01  1.272309E+02
 2.901500E+02  4.970631E+01  4.970991E+01  1.276240E+02
 2.911500E+02  4.981954E+01  4.982314E+01  1.280136E+02
 2.921500E+02  4.993211E+01  4.993571E+01  1.283996E+02
 2.931500E+02  5.004402E+01  5.004762E+01  1.287820E+02
 2.941500E+02  5.015528E+01  5.015888E+01  1.291609E+02
 2.951500E+02  5.026588E+01  5.026948E+01  1.295362E+02
 2.961500E+02  5.037582E+01  5.037942E+01  1.299081E+02
 2.971500E+02  5.048510E+01  5.048871E+01  1.302765E+02
 2.981500E+02  5.059374E+01  5.059735E+01  1.306415E+02
 2.991500E+02  5.070173E+01  5.070535E+01  1.310031E+02
 3.001500E+02  5.080909E+01  5.081271E+01  1.313614E+02
 3.011500E+02  5.091583E+01  5.091945E+01  1.317164E+02
