#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  5.010110E+01  5.010540E+01  1.376438E+02
 2.741500E+02  5.026366E+01  5.026797E+01  1.382379E+02
 2.751500E+02  5.042633E+01  5.043063E+01  1.388302E+02
 2.761500E+02  5.058893E+01  5.059324E+01  1.394201E+02
 2.771500E+02  5.075133E+01  5.075564E+01  1.400071E+02
 2.781500E+02  5.091340E+01  5.091772E+01  1.405909E+02
 2.791500E+02  5.107501E+01  5.107933E+01  1.411708E+02
 2.801500E+02  5.123605E+01  5.124037E+01  1.417467E+02
 2.811500E+02  5.139639E+01  5.140071E+01  1.423180E+02
 2.821500E+02  5.155593E+01  5.156026E+01  1.428845E+02
 2.831500E+02  5.171458E+01  5.171891E+01  1.434458E+02
 2.841500E+02  5.187225E+01  5.187658E+01  1.440017E+02
 2.851500E+02  5.202885E+01  5.203318E+01  1.445518E+02
 2.861500E+02  5.218431E+01  5.218864E+01  1.450961E+02
 2.871500E+02  5.233857E+01  5.234290E+01  1.456342E+02
 2.881500E+02  5.249157E+01  5.249591E+01  1.461661E+02
 2.891500E+02  5.264326E+01  5.264761E+01  1.466917E+02
 2.901500E+02  5.279362E+01  5.279796E+01  1.472108E+02
 2.911500E+02  5.294259E+01  5.294694E+01  1.477233E+02
 2.921500E+02  5.309017E+01  5.309452E+01  1.482294E+02
 2.931500E+02  5.323632E+01  5.324068E+01  1.487288E+02
 2.941500E+02  5.338104E+01  5.338540E+01  1.492216E+02
 2.951500E+02  5.352433E+01  5.352869E+01  1.497079E+02
 2.961500E+02  5.366617E+01  5.367053E+01  1.501877E+02
 2.971500E+02  5.380657E+01  5.381094E+01  1.506610E+02
 2.981500E+02  5.394555E+01  5.394992E+01  1.511279E+02
 2.991500E+02  5.408311E+01  5.408748E+01  1.515885E+02
 3.001500E+02  5.421926E+01  5.422364E+01  1.520429E+02
 3.011500E+02  5.435404E+01  5.435841E+01  1.524912E+02
 3.021500E+02  5.448745E+01  5.449182E+01  1.529335E+02
 3.031500E+02  5.461952E+01  5.462390E+01  1.533699E+02
 3.041500E+02  5.475028E+01  5.475466E+01  1.538005E+02
 3.051500E+02  5.487975E+01  5.488413E+01  1.542255E+02
 3.061500E+02  5.500797E+01  5.501235E+01  1.546450E+02
 3.071500E+02  5.513496E+01  5.513935E+01  1.550592E+02
 3.081500E+02  5.526077E+01  5.526516E+01  1.554681E+02
 3.091500E+02  5.538541E+01  5.538981E+01  1.558719E+02
 3.101500E+02  5.550894E+01  5.551333E+01  1.562709E+02
 3.111500E+02  5.563137E+01  5.563577E+01  1.566650E+02
 3.121500E+02  5.575275E+01  5.575715E+01  1.570545E+02
 3.131500E+02  5.587311E+01  5.587751E+01  1.574394E+02
 3.141500E+02  5.599249E+01  5.599689E+01  1.578201E+02
 3.151500E+02  5.611092E+01  5.611533E+01  1.581965E+02
 3.161500E+02  5.622844E+01  5.623285E+01  1.585688E+02
 3.171500E+02  5.634510E+01  5.634951E+01  1.589372E+02
 3.181500E+02  5.646091E+01  5.646533E+01  1.593018E+02
