#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  5.216024E+01  5.216494E+01
 2.741500E+02  5.219207E+01  5.219677E+01
 2.751500E+02  5.222410E+01  5.222879E+01
 2.761500E+02  5.225642E+01  5.226109E+01
 2.771500E+02  5.228910E+01  5.229375E+01
 2.781500E+02  5.232221E+01  5.232684E+01
 2.791500E+02  5.235582E+01  5.236041E+01
 2.801500E+02  5.238998E+01  5.239453E+01
 2.811500E+02  5.242472E+01  5.242923E+01
 2.821500E+02  5.246009E+01  5.246456E+01
 2.831500E+02  5.249612E+01  5.250054E+01
 2.841500E+02  5.253283E+01  5.253719E+01
 2.851500E+02  5.257022E+01  5.257452E+01
 2.861500E+02  5.260830E+01  5.261255E+01
 2.871500E+02  5.264707E+01  5.265126E+01
 2.881500E+02  5.268653E+01  5.269066E+01
 2.891500E+02  5.272665E+01  5.273073E+01
 2.901500E+02  5.276743E+01  5.277145E+01
 2.911500E+02  5.280885E+01  5.281281E+01
 2.921500E+02  5.285087E+01  5.285478E+01
 2.931500E+02  5.289348E+01  5.289734E+01
 2.941500E+02  5.293665E+01  5.294045E+01
 2.951500E+02  5.298035E+01  5.298410E+01
 2.961500E+02  5.302455E+01  5.302825E+01
 2.971500E+02  5.306921E+01  5.307286E+01
 2.981500E+02  5.311431E+01  5.311792E+01
 2.991500E+02  5.315982E+01  5.316339E+01
 3.001500E+02  5.320571E+01  5.320923E+01
 3.011500E+02  5.325194E+01  5.325543E+01
 3.021500E+02  5.329849E+01  5.330194E+01
 3.031500E+02  5.334533E+01  5.334875E+01
 3.041500E+02  5.339243E+01  5.339581E+01
 3.051500E+02  5.343977E+01  5.344312E+01
 3.061500E+02  5.348731E+01  5.349063E+01
 3.071500E+02  5.353504E+01  5.353833E+01
 3.081500E+02  5.358293E+01  5.358619E+01
 3.091500E+02  5.363095E+01  5.363420E+01
 3.101500E+02  5.367909E+01  5.368231E+01
 3.111500E+02  5.372732E+01  5.373053E+01
 3.121500E+02  5.377563E+01  5.377882E+01
 3.131500E+02  5.382399E+01  5.382716E+01
 3.141500E+02  5.387239E+01  5.387555E+01
 3.151500E+02  5.392081E+01  5.392396E+01
 3.161500E+02  5.396924E+01  5.397237E+01
 3.171500E+02  5.401764E+01  5.402077E+01
 3.181500E+02  5.406602E+01  5.406914E+01
 3.191500E+02  5.411436E+01  5.411747E+01
 3.201500E+02  5.416264E+01  1.301801E+03
 3.211500E+02  4.394719E+01  1.296525E+03
 3.221500E+02  4.398099E+01  5.385269E+01
 3.231500E+02  4.401500E+01  5.386549E+01
 3.241500E+02  4.404922E+01  5.387877E+01
 3.251500E+02  4.408364E+01  5.389254E+01
 3.261500E+02  4.411826E+01  5.390678E+01
 3.271500E+02  4.415307E+01  5.392148E+01
