#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  5.609536E+01  6.531153E+01
 2.741500E+02  5.618010E+01  6.539503E+01
 2.751500E+02  5.626465E+01  6.547696E+01
 2.761500E+02  5.634900E+01  6.555842E+01
 2.771500E+02  5.643315E+01  6.563942E+01
 2.781500E+02  5.651712E+01  6.571998E+01
 2.791500E+02  5.660089E+01  6.580010E+01
 2.801500E+02  5.668448E+01  6.587980E+01
 2.811500E+02  5.676788E+01  6.595909E+01
 2.821500E+02  5.685109E+01  6.603799E+01
 2.831500E+02  5.693412E+01  6.611649E+01
 2.841500E+02  5.701697E+01  6.619462E+01
 2.851500E+02  5.709963E+01  6.627239E+01
 2.861500E+02  5.718212E+01  6.634980E+01
 2.871500E+02  5.726442E+01  6.642686E+01
 2.881500E+02  5.734655E+01  6.650360E+01
 2.891500E+02  5.742850E+01  6.658000E+01
 2.901500E+02  5.751026E+01  6.665609E+01
 2.911500E+02  5.759186E+01  6.673188E+01
 2.921500E+02  5.767327E+01  6.680737E+01
 2.931500E+02  5.775451E+01  6.688256E+01
 2.941500E+02  5.783558E+01  6.695748E+01
 2.951500E+02  5.791646E+01  6.703213E+01
 2.961500E+02  5.799718E+01  6.710651E+01
 2.971500E+02  5.807771E+01  6.718063E+01
 2.981500E+02  5.815808E+01  6.725451E+01
 2.991500E+02  5.823826E+01  6.732813E+01
 3.001500E+02  5.831828E+01  6.740153E+01
 3.011500E+02  5.839811E+01  6.747469E+01
 3.021500E+02  5.847778E+01  6.754762E+01
 3.031500E+02  5.855726E+01  6.762034E+01
 3.041500E+02  5.863658E+01  6.769284E+01
 3.051500E+02  5.871571E+01  6.776514E+01
 3.061500E+02  5.879467E+01  6.783723E+01
 3.071500E+02  5.887346E+01  6.790912E+01
 3.081500E+02  5.895206E+01  6.798082E+01
 3.091500E+02  5.903049E+01  6.805233E+01
 3.101500E+02  5.910875E+01  6.812366E+01
 3.111500E+02  5.918682E+01  6.819480E+01
 3.121500E+02  5.926472E+01  6.826576E+01
 3.131500E+02  5.934244E+01  6.833655E+01
 3.141500E+02  5.941998E+01  6.840717E+01
 3.151500E+02  5.949734E+01  6.847761E+01
 3.161500E+02  5.957453E+01  6.854790E+01
 3.171500E+02  5.965153E+01  6.861802E+01
 3.181500E+02  5.972835E+01  6.868798E+01
 3.191500E+02  5.980499E+01  6.875778E+01
 3.201500E+02  5.988144E+01  6.882742E+01
 3.211500E+02  5.995772E+01  6.889691E+01
 3.221500E+02  6.003381E+01  6.896625E+01
 3.231500E+02  6.010972E+01  6.903544E+01
 3.241500E+02  6.018545E+01  6.910448E+01
 3.251500E+02  6.026099E+01  6.917338E+01
 3.261500E+02  6.033635E+01  6.924213E+01
 3.271500E+02  6.041152E+01  6.931073E+01
 3.281500E+02  6.048650E+01  6.937919E+01
 3.291500E+02  6.056130E+01  6.944751E+01
 3.301500E+02  6.063591E+01  6.951569E+01
 3.311500E+02  6.071034E+01  6.958372E+01
 3.321500E+02  6.078457E+01  6.965162E+01
 3.331500E+02  6.085862E+01  6.971938E+01
 3.341500E+02  6.093248E+01  6.978700E+01
 3.351500E+02  6.100615E+01  6.985448E+01
 3.361500E+02  6.107963E+01  6.992182E+01
 3.371500E+02  6.115292E+01  6.998903E+01
 3.381500E+02  6.122602E+01  7.005610E+01
 3.391500E+02  6.129893E+01  7.012303E+01
 3.401500E+02  6.137165E+01  7.018983E+01
 3.411500E+02  6.144418E+01  7.025649E+01
 3.421500E+02  6.151651E+01  7.032301E+01
 3.431500E+02  6.158865E+01  7.038940E+01
 3.441500E+02  6.166060E+01  7.045565E+01
 3.451500E+02  6.173235E+01  7.052177E+01
 3.461500E+02  6.180391E+01  7.058775E+01
 3.471500E+02  6.187528E+01  7.065359E+01
 3.481500E+02  6.194645E+01  7.071930E+01
 3.491500E+02  6.201743E+01  7.078486E+01
 3.501500E+02  6.208821E+01  7.085030E+01
 3.511500E+02  6.215880E+01  7.091559E+01
 3.521500E+02  6.222919E+01  7.098074E+01
 3.531500E+02  6.229939E+01  7.104576E+01
 3.541500E+02  6.236939E+01  7.111064E+01
 3.551500E+02  6.243920E+01  7.117538E+01
 3.561500E+02  6.250881E+01  7.123998E+01
 3.571500E+02  6.257822E+01  7.130445E+01
 3.581500E+02  6.264743E+01  7.136877E+01
 3.591500E+02  6.271645E+01  7.143295E+01
 3.601500E+02  6.278528E+01  7.149699E+01
 3.611500E+02  6.285390E+01  7.156089E+01
 3.621500E+02  6.292233E+01  7.162465E+01
 3.631500E+02  6.299056E+01  7.168827E+01
 3.641500E+02  6.305859E+01  7.175174E+01
 3.651500E+02  6.312643E+01  7.181507E+01
 3.661500E+02  6.319407E+01  7.187826E+01
 3.671500E+02  6.326151E+01  7.194130E+01
 3.681500E+02  6.332875E+01  7.200420E+01
 3.691500E+02  6.339580E+01  7.206696E+01
 3.701500E+02  6.346264E+01  7.212957E+01
 3.711500E+02  6.352929E+01  7.219203E+01
 3.721500E+02  6.359575E+01  7.225435E+01
 3.731500E+02  6.366200E+01  7.231653E+01
 3.741500E+02  6.372806E+01  7.237855E+01
 3.751500E+02  6.379392E+01  7.244043E+01
 3.761500E+02  6.385959E+01  7.250216E+01
 3.771500E+02  6.392505E+01  7.256374E+01
 3.781500E+02  6.399032E+01  7.262518E+01
 3.791500E+02  6.405539E+01  7.268647E+01
 3.801500E+02  6.412027E+01  7.274760E+01
 3.811500E+02  6.418495E+01  7.280859E+01
 3.821500E+02  6.424943E+01  7.286943E+01
 3.831500E+02  6.431372E+01  7.293012E+01
 3.841500E+02  6.437781E+01  7.299065E+01
 3.851500E+02  6.444170E+01  7.305104E+01
 3.861500E+02  6.450540E+01  7.311128E+01
 3.871500E+02  6.456890E+01  7.317136E+01
 3.881500E+02  6.463221E+01  7.323129E+01
 3.891500E+02  6.469532E+01  7.329107E+01
 3.901500E+02  6.475823E+01  7.335070E+01
 3.911500E+02  6.482096E+01  7.341017E+01
 3.921500E+02  6.488348E+01  7.346950E+01
 3.931500E+02  6.494582E+01  7.352867E+01
 3.941500E+02  6.500796E+01  7.358768E+01
 3.951500E+02  6.506990E+01  7.364654E+01
 3.961500E+02  6.513165E+01  7.370525E+01
 3.971500E+02  6.519321E+01  7.376381E+01
 3.981500E+02  6.525458E+01  7.382221E+01
