#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  8.476091E-01  2.334043E-03  1.701685E-06  2.233503E-06  2.484950E-06  2.962994E-06  4.986685E-02  8.377266E-05  1.431388E-06  2.008390E-08  1.000782E-01  9.240440E-06  4.228958E-06  3.713472E-06
 2.741500E+02  8.482112E-01  2.294803E-03  1.624454E-06  2.132857E-06  2.373150E-06  2.830578E-06  5.042952E-02  8.364629E-05  1.368250E-06  1.994407E-08  9.895398E-02  8.854613E-06  4.072989E-06  3.573431E-06
 2.751500E+02  8.488075E-01  2.256554E-03  1.551327E-06  2.037528E-06  2.267249E-06  2.705111E-06  5.098740E-02  8.349934E-05  1.307811E-06  1.979871E-08  9.783932E-02  8.485490E-06  3.923489E-06  3.439319E-06
 2.761500E+02  8.493979E-01  2.219263E-03  1.482057E-06  1.947198E-06  2.166894E-06  2.586179E-06  5.154041E-02  8.333246E-05  1.249967E-06  1.964815E-08  9.673441E-02  8.132349E-06  3.780165E-06  3.310864E-06
 2.771500E+02  8.499824E-01  2.182901E-03  1.416415E-06  1.861571E-06  2.071757E-06  2.473396E-06  5.208847E-02  8.314631E-05  1.194619E-06  1.949269E-08  9.563940E-02  7.794496E-06  3.642738E-06  3.187805E-06
 2.781500E+02  8.505610E-01  2.147438E-03  1.354186E-06  1.780369E-06  1.981530E-06  2.366403E-06  5.263150E-02  8.294154E-05  1.141669E-06  1.933266E-08  9.455444E-02  7.471269E-06  3.510945E-06  3.069897E-06
 2.791500E+02  8.511336E-01  2.112846E-03  1.295168E-06  1.703333E-06  1.895926E-06  2.264861E-06  5.316946E-02  8.271881E-05  1.091022E-06  1.916834E-08  9.347965E-02  7.162031E-06  3.384534E-06  2.956903E-06
 2.801500E+02  8.517001E-01  2.079098E-03  1.239174E-06  1.630221E-06  1.814676E-06  2.168455E-06  5.370227E-02  8.247876E-05  1.042587E-06  1.900005E-08  9.241514E-02  6.866174E-06  3.263265E-06  2.848600E-06
 2.811500E+02  8.522606E-01  2.046168E-03  1.186028E-06  1.560805E-06  1.737529E-06  2.076891E-06  5.422990E-02  8.222205E-05  9.962737E-07  1.882806E-08  9.136103E-02  6.583112E-06  3.146910E-06  2.744776E-06
 2.821500E+02  8.528151E-01  2.014031E-03  1.135566E-06  1.494875E-06  1.664250E-06  1.989893E-06  5.475228E-02  8.194933E-05  9.519971E-07  1.865268E-08  9.031739E-02  6.312289E-06  3.035251E-06  2.645229E-06
 2.831500E+02  8.533635E-01  1.982662E-03  1.087634E-06  1.432230E-06  1.594619E-06  1.907201E-06  5.526939E-02  8.166122E-05  9.096735E-07  1.847417E-08  8.928433E-02  6.053167E-06  2.928082E-06  2.549767E-06
