#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  3.976191E-02  5.474576E-05  2.660907E-08  3.492504E-08  3.885688E-08  4.633200E-08  2.339287E-03  1.964916E-06  2.238245E-08  3.140497E-10  2.347368E-03  1.444917E-07  6.612774E-08  5.806716E-08
 2.741500E+02  3.962110E-02  5.359668E-05  2.529348E-08  3.320955E-08  3.695102E-08  4.407339E-08  2.355631E-03  1.953616E-06  2.130427E-08  3.105381E-10  2.311137E-03  1.378703E-07  6.341829E-08  5.563993E-08
 2.751500E+02  3.948125E-02  5.248043E-05  2.405269E-08  3.159105E-08  3.515278E-08  4.194166E-08  2.371617E-03  1.941935E-06  2.027708E-08  3.069710E-10  2.275439E-03  1.315641E-07  6.083211E-08  5.332525E-08
 2.761500E+02  3.934236E-02  5.139584E-05  2.288195E-08  3.006340E-08  3.345536E-08  3.992883E-08  2.387246E-03  1.929894E-06  1.929864E-08  3.033539E-10  2.240269E-03  1.255579E-07  5.836315E-08  5.111746E-08
 2.771500E+02  3.920442E-02  5.034184E-05  2.177682E-08  2.862091E-08  3.185243E-08  3.802748E-08  2.402518E-03  1.917512E-06  1.836679E-08  2.996923E-10  2.205626E-03  1.198373E-07  5.600564E-08  4.901123E-08
 2.781500E+02  3.906741E-02  4.931735E-05  2.073320E-08  2.725825E-08  3.033811E-08  3.623069E-08  2.417436E-03  1.904808E-06  1.747947E-08  2.959916E-10  2.171506E-03  1.143885E-07  5.375415E-08  4.700149E-08
 2.791500E+02  3.893133E-02  4.832138E-05  1.974724E-08  2.597047E-08  2.890691E-08  3.453200E-08  2.432001E-03  1.891803E-06  1.663466E-08  2.922569E-10  2.137906E-03  1.091985E-07  5.160350E-08  4.508347E-08
 2.801500E+02  3.879617E-02  4.735296E-05  1.881539E-08  2.475297E-08  2.755370E-08  3.292542E-08  2.446216E-03  1.878513E-06  1.583044E-08  2.884932E-10  2.104821E-03  1.042547E-07  4.954881E-08  4.325261E-08
 2.811500E+02  3.866191E-02  4.641113E-05  1.793431E-08  2.360143E-08  2.627373E-08  3.140534E-08  2.460083E-03  1.864959E-06  1.506497E-08  2.847052E-10  2.072249E-03  9.954534E-08  4.758542E-08  4.150464E-08
 2.821500E+02  3.852856E-02  4.549503E-05  1.710091E-08  2.251186E-08  2.506255E-08  2.996652E-08  2.473604E-03  1.851157E-06  1.433647E-08  2.808975E-10  2.040184E-03  9.505905E-08  4.570895E-08  3.983547E-08
 2.831500E+02  3.839609E-02  4.460377E-05  1.631228E-08  2.148051E-08  2.391600E-08  2.860409E-08  2.486781E-03  1.837126E-06  1.364323E-08  2.770745E-10  2.008622E-03  9.078507E-08  4.391520E-08  3.824126E-08
 2.841500E+02  3.826451E-02  4.373655E-05  1.556573E-08  2.050388E-08  2.283022E-08  2.731350E-08  2.499619E-03  1.822881E-06  1.298362E-08  2.732405E-10  1.977559E-03  8.671312E-08  4.220023E-08  3.671834E-08
 2.851500E+02  3.813380E-02  4.289255E-05  1.485875E-08  1.957872E-08  2.180159E-08  2.609048E-08  2.512120E-03  1.808441E-06  1.235607E-08  2.693995E-10  1.946990E-03  8.283345E-08  4.056027E-08  3.526326E-08
 2.861500E+02  3.800395E-02  4.207102E-05  1.418897E-08  1.870198E-08  2.082672E-08  2.493106E-08  2.524286E-03  1.793821E-06  1.175908E-08  2.655554E-10  1.916911E-03  7.913676E-08  3.899175E-08  3.387274E-08
 2.871500E+02  3.787496E-02  4.127123E-05  1.355419E-08  1.787080E-08  1.990246E-08  2.383151E-08  2.536122E-03  1.779036E-06  1.119120E-08  2.617118E-10  1.887316E-03  7.561420E-08  3.749129E-08  3.254364E-08
 2.881500E+02  3.774682E-02  4.049247E-05  1.295237E-08  1.708253E-08  1.902585E-08  2.278836E-08  2.547630E-03  1.764103E-06  1.065107E-08  2.578722E-10  1.858200E-03  7.225735E-08  3.605568E-08  3.127304E-08
 2.891500E+02  3.761952E-02  3.973405E-05  1.238157E-08  1.633468E-08  1.819413E-08  2.179835E-08  2.558815E-03  1.749035E-06  1.013735E-08  2.540400E-10  1.829558E-03  6.905819E-08  3.468186E-08  3.005811E-08
 2.901500E+02  3.749305E-02  3.899533E-05  1.183999E-08  1.562490E-08  1.740470E-08  2.085842E-08  2.569680E-03  1.733847E-06  9.648789E-09  2.502183E-10  1.801385E-03  6.600909E-08  3.336694E-08  2.889620E-08
 2.911500E+02  3.736740E-02  3.827567E-05  1.132596E-08  1.495102E-08  1.665515E-08  1.996573E-08  2.580228E-03  1.718553E-06  9.184181E-09  2.464101E-10  1.773675E-03  6.310281E-08  3.210815E-08  2.778480E-08
 2.921500E+02  3.724257E-02  3.757448E-05  1.083789E-08  1.431099E-08  1.594321E-08  1.911759E-08  2.590464E-03  1.703166E-06  8.742371E-09  2.426182E-10  1.746423E-03  6.033243E-08  3.090290E-08  2.672151E-08
 2.931500E+02  3.711854E-02  3.689116E-05  1.037432E-08  1.370290E-08  1.526675E-08  1.831150E-08  2.600392E-03  1.687699E-06  8.322259E-09  2.388452E-10  1.719624E-03  5.769139E-08  2.974868E-08  2.570404E-08
