#         T/K          A/kJ          G/kJ
  2.731500000000E+02  -9.271345512777E-01  -9.204481049828E-01
  2.741500000000E+02  -1.110871225594E+00  -1.104180171806E+00
  2.751500000000E+02  -1.295254941926E+00  -1.288559223212E+00
  2.761500000000E+02  -1.480283855902E+00  -1.473583414331E+00
  2.771500000000E+02  -1.665956150044E+00  -1.659250927081E+00
  2.781500000000E+02  -1.852270037698E+00  -1.845559974181E+00
  2.791500000000E+02  -2.039223767325E+00  -2.032508803463E+00
  2.801500000000E+02  -2.226815618722E+00  -2.220095694104E+00
  2.811500000000E+02  -2.415043905752E+00  -2.408318959366E+00
  2.821500000000E+02  -2.603906960181E+00  -2.597176930445E+00
  2.831500000000E+02  -2.793403153097E+00  -2.786667977902E+00
  2.841500000000E+02  -2.983530863428E+00  -2.976790480193E+00
  2.851500000000E+02  -3.174288486206E+00  -3.167542831937E+00
  2.861500000000E+02  -3.365674420187E+00  -3.358923431547E+00
  2.871500000000E+02  -3.557687063286E+00  -3.550930676672E+00
  2.881500000000E+02  -3.750324803261E+00  -3.743562954890E+00
  2.891500000000E+02  -3.943586009761E+00  -3.936818635758E+00
  2.901500000000E+02  -4.137469025926E+00  -4.130696062423E+00
  2.911500000000E+02  -4.331972159814E+00  -4.325193543053E+00
  2.921500000000E+02  -4.527093675801E+00  -4.520309342232E+00
  2.931500000000E+02  -4.722831786114E+00  -4.716041672514E+00
  2.941500000000E+02  -4.919184642198E+00  -4.912388685776E+00
  2.951500000000E+02  -5.116150326625E+00  -5.109348465142E+00
  2.961500000000E+02  -5.313726844938E+00  -5.306919016822E+00
  2.971500000000E+02  -5.511912117248E+00  -5.505098261715E+00
  2.981500000000E+02  -5.710703974231E+00  -5.703884031399E+00
  2.991500000000E+02  -5.910100143034E+00  -5.903274054052E+00
  3.001500000000E+02  -6.110098247698E+00  -6.103265954857E+00
  3.011500000000E+02  -6.310695799375E+00  -6.303857246234E+00
  3.021500000000E+02  -6.511890191312E+00  -6.505045322811E+00
  3.031500000000E+02  -6.713678693621E+00  -6.706827456196E+00
  3.041500000000E+02  -6.916058448592E+00  -6.909200790292E+00
  3.051500000000E+02  -7.119026466572E+00  -7.112162337164E+00
  3.061500000000E+02  -7.322579622434E+00  -7.315708973510E+00
  3.071500000000E+02  -7.526714652672E+00  -7.519837437751E+00
  3.081500000000E+02  -7.731428153142E+00  -7.724544327763E+00
  3.091500000000E+02  -7.936716577423E+00  -7.929826099239E+00
  3.101500000000E+02  -8.142576235787E+00  -8.135679064647E+00
  3.111500000000E+02  -8.349003294782E+00  -8.342099392807E+00
  3.121500000000E+02  -8.555993777471E+00  -8.549083109127E+00
  3.131500000000E+02  -8.763543564375E+00  -8.756626096533E+00
  3.141500000000E+02  -8.971648395118E+00  -8.964724097108E+00
  3.151500000000E+02  -9.180303870734E+00  -9.173372714394E+00
  3.161500000000E+02  -9.389505456604E+00  -9.382567416312E+00
  3.171500000000E+02  -9.599248485973E+00  -9.592303538678E+00
  3.181500000000E+02  -9.809528164067E+00  -9.802576289308E+00
  3.191500000000E+02  -1.002033957279E+01  -1.001338075270E+01
  3.201500000000E+02  -1.023167767599E+01  -1.022471189530E+01
  3.211500000000E+02  -1.044353732527E+01  -1.043656457129E+01
  3.221500000000E+02  -1.330979995858E+01  -1.065104416089E+01
  3.231500000000E+02  -1.360944612417E+01  -1.094179845353E+01
  3.241500000000E+02  -1.390929342810E+01  -1.123276106785E+01
  3.251500000000E+02  -1.420934140074E+01  -1.152393142368E+01
  3.261500000000E+02  -1.450958957800E+01  -1.181530894786E+01
  3.271500000000E+02  -1.481003750118E+01  -1.210689307404E+01
  3.281500000000E+02  -1.511068471683E+01  -1.239868324259E+01
  3.291500000000E+02  -1.541153077662E+01  -1.269067890042E+01
  3.301500000000E+02  -1.571257523719E+01  -1.298287950088E+01
  3.311500000000E+02  -1.601381766007E+01  -1.327528450359E+01
  3.321500000000E+02  -1.631525761152E+01  -1.356789337436E+01
  3.331500000000E+02  -1.661689466241E+01  -1.386070558499E+01
  3.341500000000E+02  -1.691872838812E+01  -1.415372061321E+01
  3.351500000000E+02  -1.722075836843E+01  -1.444693794253E+01
  3.361500000000E+02  -1.752298418739E+01  -1.474035706212E+01
  3.371500000000E+02  -1.782540543322E+01  -1.503397746671E+01
  3.381500000000E+02  -1.812802169822E+01  -1.532779865647E+01
  3.391500000000E+02  -1.843083257867E+01  -1.562182013687E+01
  3.401500000000E+02  -1.873383767471E+01  -1.591604141863E+01
  3.411500000000E+02  -1.903703659026E+01  -1.621046201756E+01
  3.421500000000E+02  -1.934042893294E+01  -1.650508145449E+01
  3.431500000000E+02  -1.964401431396E+01  -1.679989925516E+01
  3.441500000000E+02  -1.994779234803E+01  -1.709491495011E+01
  3.451500000000E+02  -2.025176265353E+01  -1.739012807481E+01
  3.461500000000E+02  -2.055592485152E+01  -1.768553816873E+01
  3.471500000000E+02  -2.086027856698E+01  -1.798114477648E+01
  3.481500000000E+02  -2.116482342787E+01  -1.827694744693E+01
  3.491500000000E+02  -2.146955906527E+01  -1.857294573326E+01
