#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8          c1m1        c1m2-1        c1m2-7        c1m3-6        c1m4-1        c1m5-1        c1m5-6        c2m1-1        c2m2-1        c2m2-5        c2m3-1        c2m4-1        c2m4-3        c2m4-8        c3m1-1        c3m2-3        c3m3-8        c4m1-6        c4m2-4        c4m2-5        c5m1-9
 2.731500E+02  5.424930E-01  2.861828E-01  5.329529E-02  6.995135E-02  7.782644E-02  9.279835E-02  7.096996E-02  2.967704E-02  3.963358E-04  2.783017E-02  5.924699E-02  6.196958E-02  8.671565E-02  1.021754E-02  8.295714E-02  6.378736E-02  4.558799E-02  7.581659E-02  4.591729E-03  2.533627E-02  1.586464E-03  1.429605E-03  4.150865E-02  2.001024E-02  6.280290E-02  1.026170E-02  4.791636E-03  2.945852E-03  3.926921E-03  1.404416E-03  5.777413E-03  4.225835E-01  6.706318E-03  2.200556E-02  5.165320E-03  3.881015E-01  4.744854E-02  1.209142E-01  4.793397E-02  5.986891E-02  1.544131E-02  3.394293E-02  3.516682E-01  1.265322E-01  1.662605E-01  1.302780E-01  4.538187E-02  5.739071E-02  8.140771E-03  1.404628E-01  2.366891E-02  1.605950E-02
 2.741500E+02  5.574192E-01  2.940949E-01  5.413179E-02  7.107334E-02  7.908064E-02  9.432356E-02  7.079430E-02  2.970433E-02  3.982603E-04  2.785214E-02  5.935464E-02  6.204113E-02  8.675395E-02  9.899671E-03  8.116972E-02  6.238667E-02  4.465874E-02  7.223997E-02  4.383480E-03  2.662432E-02  1.694896E-03  1.504489E-03  4.252674E-02  2.034767E-02  6.395544E-02  1.035371E-02  4.863890E-03  2.974420E-03  3.965691E-03  1.423477E-03  5.864358E-03  4.406416E-01  6.970373E-03  2.294609E-02  5.336508E-03  3.899129E-01  4.727928E-02  1.205346E-01  4.938037E-02  6.107132E-02  1.575391E-02  3.423058E-02  3.454750E-01  1.247417E-01  1.633391E-01  1.319311E-01  4.557570E-02  5.685687E-02  8.107319E-03  1.378455E-01  2.328767E-02  1.567543E-02
 2.751500E+02  5.726122E-01  3.020913E-01  5.495103E-02  7.217322E-02  8.031039E-02  9.582033E-02  7.057568E-02  2.971264E-02  3.999275E-04  2.785632E-02  5.942409E-02  6.207292E-02  8.673709E-02  9.585969E-03  7.936777E-02  6.097615E-02  4.371883E-02  6.878605E-02  4.181822E-03  2.797062E-02  1.809976E-03  1.582723E-03  4.356023E-02  2.068642E-02  6.511466E-02  1.044445E-02  4.936029E-03  3.002643E-03  4.004010E-03  1.442460E-03  5.951159E-03  4.592895E-01  7.241798E-03  2.391627E-02  5.511046E-03  3.916264E-01  4.709858E-02  1.201249E-01  5.084490E-02  6.226822E-02  1.606515E-02  3.450549E-02  3.392887E-01  1.229365E-01  1.604207E-01  1.335291E-01  4.574505E-02  5.629974E-02  8.068811E-03  1.351985E-01  2.289881E-02  1.528997E-02
 2.761500E+02  5.880647E-01  3.101649E-01  5.575163E-02  7.324917E-02  8.151364E-02  9.728619E-02  7.031444E-02  2.970193E-02  4.013338E-04  2.784270E-02  5.945517E-02  6.206486E-02  8.666506E-02  9.276679E-03  7.755413E-02  5.955800E-02  4.276983E-02  6.545375E-02  3.986739E-03  2.937704E-02  1.932036E-03  1.664408E-03  4.460861E-02  2.102619E-02  6.627965E-02  1.053379E-02  5.007983E-03  3.030485E-03  4.041828E-03  1.461344E-03  6.037734E-03  4.785328E-01  7.520592E-03  2.491632E-02  5.688859E-03  3.932380E-01  4.690631E-02  1.196848E-01  5.232632E-02  6.345808E-02  1.637463E-02  3.476719E-02  3.331117E-01  1.211175E-01  1.575063E-01  1.350691E-01  4.588960E-02  5.572007E-02  8.025327E-03  1.325255E-01  2.250296E-02  1.490375E-02
 2.771500E+02  6.037753E-01  3.183103E-01  5.653239E-02  7.429957E-02  8.268858E-02  9.871893E-02  7.001095E-02  2.967218E-02  4.024761E-04  2.781125E-02  5.944774E-02  6.201689E-02  8.653788E-02  8.971989E-03  7.573126E-02  5.813410E-02  4.181310E-02  6.224122E-02  3.798164E-03  3.084583E-02  2.061440E-03  1.749657E-03  4.567159E-02  2.136673E-02  6.744963E-02  1.062162E-02  5.079682E-03  3.057912E-03  4.079100E-03  1.480110E-03  6.123999E-03  4.983807E-01  7.806789E-03  2.594655E-02  5.869886E-03  3.947444E-01  4.670232E-02  1.192140E-01  5.382358E-02  6.463947E-02  1.668199E-02  3.501523E-02  3.269454E-01  1.192853E-01  1.545967E-01  1.365484E-01  4.600896E-02  5.511842E-02  7.976928E-03  1.298295E-01  2.210062E-02  1.451723E-02
 2.781500E+02  6.197423E-01  3.265219E-01  5.729212E-02  7.532282E-02  8.383342E-02  1.001164E-01  6.966564E-02  2.962340E-02  4.033515E-04  2.776201E-02  5.940174E-02  6.192900E-02  8.635566E-02  8.672075E-03  7.390155E-02  5.670628E-02  4.084997E-02  5.914650E-02  3.616026E-03  3.237930E-02  2.198566E-03  1.838587E-03  4.674884E-02  2.170781E-02  6.862378E-02  1.070780E-02  5.151055E-03  3.084888E-03  4.115777E-03  1.498739E-03  6.209866E-03  5.188416E-01  8.100414E-03  2.700724E-02  6.054057E-03  3.961424E-01  4.648648E-02  1.187120E-01  5.533554E-02  6.581093E-02  1.698685E-02  3.524915E-02  3.207912E-01  1.174408E-01  1.516925E-01  1.379644E-01  4.610278E-02  5.449535E-02  7.923686E-03  1.271136E-01  2.169229E-02  1.413091E-02
 2.791500E+02  6.359635E-01  3.347939E-01  5.802963E-02  7.631734E-02  8.494640E-02  1.014764E-01  6.927902E-02  2.955565E-02  4.039578E-04  2.769501E-02  5.931715E-02  6.180127E-02  8.611860E-02  8.377103E-03  7.206741E-02  5.527636E-02  3.988178E-02  5.616754E-02  3.440244E-03  3.397981E-02  2.343807E-03  1.931312E-03  4.783997E-02  2.204913E-02  6.980125E-02  1.079223E-02  5.222027E-03  3.111377E-03  4.151809E-03  1.517209E-03  6.295246E-03  5.399238E-01  8.401480E-03  2.809863E-02  6.241293E-03  3.974288E-01  4.625865E-02  1.181785E-01  5.686100E-02  6.697099E-02  1.728882E-02  3.546849E-02  3.146509E-01  1.155846E-01  1.487946E-01  1.393146E-01  4.617077E-02  5.385147E-02  7.865679E-03  1.243807E-01  2.127848E-02  1.374526E-02
 2.801500E+02  6.524430E-01  3.431221E-01  5.874389E-02  7.728172E-02  8.602595E-02  1.027971E-01  6.885155E-02  2.946895E-02  4.042927E-04  2.761031E-02  5.919397E-02  6.163374E-02  8.582688E-02  8.087183E-03  7.023078E-02  5.384585E-02  3.890962E-02  5.330170E-02  3.270701E-03  3.565018E-02  2.497593E-03  2.027966E-03  4.894482E-02  2.239050E-02  7.098131E-02  1.087478E-02  5.292523E-03  3.137341E-03  4.187148E-03  1.535501E-03  6.380049E-03  5.616390E-01  8.710035E-03  2.922108E-02  6.431530E-03  3.986007E-01  4.601867E-02  1.176131E-01  5.839893E-02  6.811824E-02  1.758754E-02  3.567282E-02  3.085252E-01  1.137171E-01  1.459033E-01  1.405965E-01  4.621254E-02  5.318720E-02  7.802966E-03  1.216331E-01  2.085957E-02  1.336063E-02
 2.811500E+02  6.691656E-01  3.514962E-01  5.943352E-02  7.821411E-02  8.706999E-02  1.040759E-01  6.838412E-02  2.936352E-02  4.043561E-04  2.750810E-02  5.903253E-02  6.142685E-02  8.548121E-02  7.802545E-03  6.839474E-02  5.241708E-02  3.793522E-02  5.054778E-02  3.107365E-03  3.739213E-02  2.660305E-03  2.128638E-03  5.006249E-02  2.273150E-02  7.216268E-02  1.095531E-02  5.362460E-03  3.162741E-03  4.221740E-03  1.553589E-03  6.464174E-03  5.839861E-01  9.025979E-03  3.037446E-02  6.624632E-03  3.996542E-01  4.576654E-02  1.170156E-01  5.994759E-02  6.925095E-02  1.788256E-02  3.586174E-02  3.024175E-01  1.118397E-01  1.430202E-01  1.418077E-01  4.622808E-02  5.250367E-02  7.735704E-03  1.188753E-01  2.043633E-02  1.297768E-02
 2.821500E+02  6.861341E-01  3.599115E-01  6.009750E-02  7.911315E-02  8.807701E-02  1.053110E-01  6.787734E-02  2.923947E-02  4.041469E-04  2.738850E-02  5.883297E-02  6.118081E-02  8.508196E-02  7.523279E-03  6.656120E-02  5.099151E-02  3.695967E-02  4.790300E-02  2.950109E-03  3.920854E-02  2.832403E-03  2.233460E-03  5.119270E-02  2.307189E-02  7.334452E-02  1.103370E-02  5.431757E-03  3.187540E-03  4.255533E-03  1.571454E-03  6.547525E-03  6.069755E-01  9.349333E-03  3.155903E-02  6.820514E-03  4.005867E-01  4.550211E-02  1.163857E-01  6.150579E-02  7.036768E-02  1.817350E-02  3.603485E-02  2.963288E-01  1.099530E-01  1.401459E-01  1.429459E-01  4.621711E-02  5.180136E-02  7.663970E-03  1.161095E-01  2.000917E-02  1.259675E-02
