#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  3.967589E+01  3.967665E+01
 2.741500E+02  3.973856E+01  3.973931E+01
 2.751500E+02  3.980096E+01  3.980172E+01
 2.761500E+02  3.986310E+01  3.986387E+01
 2.771500E+02  3.992499E+01  3.992576E+01
 2.781500E+02  3.998662E+01  3.998741E+01
 2.791500E+02  4.004802E+01  4.004881E+01
 2.801500E+02  4.010917E+01  4.010996E+01
 2.811500E+02  4.017008E+01  4.017088E+01
 2.821500E+02  4.023076E+01  4.023156E+01
 2.831500E+02  4.029120E+01  4.029201E+01
 2.841500E+02  4.035142E+01  4.035224E+01
 2.851500E+02  4.041142E+01  4.041224E+01
 2.861500E+02  4.047119E+01  4.047202E+01
 2.871500E+02  4.053075E+01  4.053158E+01
 2.881500E+02  4.059010E+01  4.059093E+01
 2.891500E+02  4.064923E+01  4.065008E+01
 2.901500E+02  4.070816E+01  4.070901E+01
 2.911500E+02  4.076689E+01  4.076774E+01
 2.921500E+02  4.082541E+01  4.082627E+01
 2.931500E+02  4.088374E+01  4.088460E+01
 2.941500E+02  4.094187E+01  4.094273E+01
 2.951500E+02  4.099981E+01  4.100067E+01
 2.961500E+02  4.105755E+01  4.105842E+01
 2.971500E+02  4.111511E+01  4.111598E+01
 2.981500E+02  4.117248E+01  4.117336E+01
 2.991500E+02  4.122966E+01  4.123054E+01
 3.001500E+02  4.128666E+01  4.128755E+01
 3.011500E+02  4.134347E+01  4.134436E+01
 3.021500E+02  4.140010E+01  4.140100E+01
 3.031500E+02  4.145656E+01  4.145746E+01
 3.041500E+02  4.151283E+01  4.151373E+01
 3.051500E+02  4.156892E+01  4.156983E+01
 3.061500E+02  4.162483E+01  4.162574E+01
 3.071500E+02  4.168056E+01  4.168148E+01
 3.081500E+02  4.173611E+01  4.173704E+01
 3.091500E+02  4.179149E+01  4.179241E+01
 3.101500E+02  4.184668E+01  1.311088E+03
 3.111500E+02  3.064723E+01  1.304315E+03
 3.121500E+02  3.067088E+01  3.951879E+01
 3.131500E+02  3.069472E+01  3.953066E+01
 3.141500E+02  3.071873E+01  3.954329E+01
 3.151500E+02  3.074291E+01  3.955662E+01
 3.161500E+02  3.076725E+01  3.957059E+01
 3.171500E+02  3.079176E+01  3.958517E+01
 3.181500E+02  3.081643E+01  3.960032E+01
 3.191500E+02  3.084125E+01  3.961599E+01
 3.201500E+02  3.086623E+01  3.963216E+01
 3.211500E+02  3.089135E+01  3.964880E+01
 3.221500E+02  3.091662E+01  3.966588E+01
 3.231500E+02  3.094203E+01  3.968337E+01
 3.241500E+02  3.096759E+01  3.970126E+01
 3.251500E+02  3.099327E+01  3.971953E+01
 3.261500E+02  3.101910E+01  3.973815E+01
 3.271500E+02  3.104505E+01  3.975712E+01
 3.281500E+02  3.107114E+01  3.977641E+01
 3.291500E+02  3.109735E+01  3.979602E+01
 3.301500E+02  3.112368E+01  3.981593E+01
 3.311500E+02  3.115014E+01  3.983612E+01
 3.321500E+02  3.117672E+01  3.985660E+01
 3.331500E+02  3.120341E+01  3.987734E+01
 3.341500E+02  3.123023E+01  3.989835E+01
 3.351500E+02  3.125715E+01  3.991960E+01
 3.361500E+02  3.128418E+01  3.994109E+01
 3.371500E+02  3.131133E+01  3.996282E+01
 3.381500E+02  3.133858E+01  3.998478E+01
 3.391500E+02  3.136594E+01  4.000696E+01
 3.401500E+02  3.139340E+01  4.002936E+01
 3.411500E+02  3.142096E+01  4.005196E+01
 3.421500E+02  3.144862E+01  4.007476E+01
 3.431500E+02  3.147638E+01  4.009777E+01
 3.441500E+02  3.150423E+01  4.012096E+01
 3.451500E+02  3.153218E+01  4.014434E+01
 3.461500E+02  3.156022E+01  4.016791E+01
 3.471500E+02  3.158836E+01  4.019165E+01
 3.481500E+02  3.161658E+01  4.021557E+01
 3.491500E+02  3.164489E+01  4.023966E+01
