#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10        c1w1-2        c1w2-1        c1w3-1        c1w4-1        c1w4-3        c1w5-7        c2w1-1        c2w1-9        c2w2-1        c2w3-1        c2w3-6        c2w4-6        c2w4-8        c3w1-5        c3w2-2        c3w2-8        c3w3-2        c3w3-5        c3w3-9        c4w1-2        c4w1-5        c4w1-6        c4w1-9        c4w2-6        c4w2-7        c5w1-5
 2.731500E+02  1.685539E-02  1.091046E-02  1.869838E-03  2.454208E-03  2.730501E-03  3.255783E-03  2.036822E-03  8.517243E-04  1.137475E-05  7.987198E-04  1.700375E-03  1.778513E-03  2.488720E-03  2.248844E-04  1.825857E-03  1.403937E-03  1.003376E-03  1.228523E-03  7.440380E-05  6.447184E-04  1.655259E-04  4.322417E-04  6.064812E-06  1.229051E-02  1.432670E-02  9.669133E-03  3.641164E-05  6.171584E-05  1.013840E-01  1.379621E-01  1.016472E-01  2.692226E-04  4.081199E-03  4.095030E-03  9.624908E-02  3.041505E-01  4.291875E-03  6.933969E-04  5.171421E-02  1.759135E-02  3.292828E-02  3.021154E-03  2.652893E-03  4.608035E-03  1.473897E-03  1.545132E-03  9.294450E-03  1.797526E-02  1.201059E-03  5.158496E-03  1.180893E-03  9.670351E-05  3.875065E-04  5.414177E-04  8.762371E-05  8.750099E-05  3.406539E-04  2.328092E-05  7.656909E-04  1.271949E-03  9.248456E-05
 2.741500E+02  1.695184E-02  1.074743E-02  1.782841E-03  2.340814E-03  2.604536E-03  3.106564E-03  1.867881E-03  7.837375E-04  1.050795E-05  7.348681E-04  1.566050E-03  1.636932E-03  2.288970E-03  1.961704E-04  1.608447E-03  1.236245E-03  8.849510E-04  1.032104E-03  6.262748E-05  6.764506E-04  1.764746E-04  4.540307E-04  6.618103E-06  1.251846E-02  1.469992E-02  9.799379E-03  3.823305E-05  6.470889E-05  1.003936E-01  1.365071E-01  1.015854E-01  2.728439E-04  4.115651E-03  4.129461E-03  9.729119E-02  3.110503E-01  4.377752E-03  7.008100E-04  5.075195E-02  1.734674E-02  3.222652E-02  3.000245E-03  2.632260E-03  4.498127E-03  1.432814E-03  1.500179E-03  8.732189E-03  1.704594E-02  1.148558E-03  4.877130E-03  1.117197E-03  9.070228E-05  3.640282E-04  5.075203E-04  8.117910E-05  8.035592E-05  3.126096E-04  2.147486E-05  6.959129E-04  1.153493E-03  8.104165E-05
 2.751500E+02  1.702949E-02  1.056842E-02  1.696055E-03  2.227616E-03  2.478768E-03  2.957480E-03  1.708280E-03  7.191926E-04  9.680218E-06  6.742605E-04  1.438356E-03  1.502471E-03  2.099466E-03  1.705889E-04  1.412404E-03  1.085113E-03  7.780068E-04  8.639676E-04  5.252459E-05  7.093187E-04  1.880268E-04  4.766943E-04  7.216588E-06  1.274820E-02  1.507925E-02  9.930555E-03  4.013236E-05  6.782609E-05  9.942752E-02  1.350887E-01  1.015321E-01  2.765101E-04  4.150521E-03  4.164310E-03  9.834544E-02  3.177343E-01  4.460524E-03  7.076314E-04  4.977379E-02  1.709339E-02  3.152122E-02  2.974372E-03  2.607326E-03  4.384157E-03  1.390900E-03  1.454482E-03  8.194751E-03  1.614561E-02  1.095940E-03  4.601692E-03  1.054768E-03  8.491036E-05  3.413122E-04  4.748359E-04  7.500355E-05  7.359820E-05  2.861133E-04  1.975554E-05  6.309033E-04  1.043456E-03  7.079622E-05
 2.761500E+02  1.708876E-02  1.037509E-02  1.610023E-03  2.115326E-03  2.353991E-03  2.809478E-03  1.558266E-03  6.582363E-04  8.894118E-06  6.170331E-04  1.317610E-03  1.375444E-03  1.920619E-03  1.479052E-04  1.236505E-03  9.495792E-04  6.819124E-04  7.207601E-04  4.390096E-05  7.433434E-04  2.002082E-04  5.002562E-04  7.863491E-06  1.297969E-02  1.546468E-02  1.006263E-02  4.211218E-05  7.107143E-05  9.848475E-02  1.337052E-01  1.014868E-01  2.802205E-04  4.185794E-03  4.199562E-03  9.941153E-02  3.241951E-01  4.540122E-03  7.138674E-04  4.878289E-02  1.683231E-02  3.081419E-02  2.943880E-03  2.578402E-03  4.266864E-03  1.348385E-03  1.408281E-03  7.682250E-03  1.527577E-02  1.043544E-03  4.333374E-03  9.938844E-04  7.934365E-05  3.194272E-04  4.434505E-04  6.911829E-05  6.723866E-05  2.612035E-04  1.812733E-05  5.706032E-04  9.416820E-04  6.166606E-05
 2.771500E+02  1.713019E-02  1.016914E-02  1.525241E-03  2.004599E-03  2.230934E-03  2.663432E-03  1.417955E-03  6.009605E-04  8.151481E-06  5.632705E-04  1.204015E-03  1.256049E-03  1.752680E-03  1.278827E-04  1.079439E-03  8.286172E-04  5.959851E-04  5.993754E-04  3.657586E-05  7.785429E-04  2.130446E-04  5.247395E-04  8.562213E-06  1.321285E-02  1.585617E-02  1.019555E-02  4.417508E-05  7.444887E-05  9.756406E-02  1.323549E-01  1.014487E-01  2.839739E-04  4.221449E-03  4.235196E-03  1.004890E-01  3.304271E-01  4.616507E-03  7.195284E-04  4.778238E-02  1.656454E-02  3.010718E-02  2.909140E-03  2.545824E-03  4.146984E-03  1.305496E-03  1.361815E-03  7.194673E-03  1.443766E-02  9.916848E-04  4.073223E-03  9.347908E-04  7.401497E-05  2.984298E-04  4.134330E-04  6.353931E-05  6.128269E-05  2.378971E-04  1.659321E-05  5.149114E-04  8.479460E-04  5.356685E-05
 2.781500E+02  1.715444E-02  9.952271E-03  1.442150E-03  1.896017E-03  2.110244E-03  2.520117E-03  1.287323E-03  5.473987E-04  7.453366E-06  5.130027E-04  1.097660E-03  1.144360E-03  1.595731E-03  1.102850E-04  9.398245E-04  7.211479E-04  5.194993E-04  4.969560E-04  3.038229E-05  8.149379E-04  2.265630E-04  5.501679E-04  9.316365E-06  1.344759E-02  1.625365E-02  1.032926E-02  4.632364E-05  7.796237E-05  9.666417E-02  1.310360E-01  1.014171E-01  2.877687E-04  4.257459E-03  4.271186E-03  1.015772E-01  3.364272E-01  4.689664E-03  7.246277E-04  4.677523E-02  1.629108E-02  2.940184E-02  2.870541E-03  2.509941E-03  4.025221E-03  1.262446E-03  1.315303E-03  6.731829E-03  1.363218E-02  9.406447E-04  3.822100E-03  8.776897E-04  6.893343E-05  2.783619E-04  3.848315E-04  5.827678E-05  5.572995E-05  2.161891E-04  1.515455E-05  4.636829E-04  7.619554E-04  4.641299E-05
 2.791500E+02  1.716228E-02  9.726206E-03  1.361132E-03  1.790085E-03  1.992487E-03  2.380212E-03  1.166230E-03  4.975341E-04  6.800149E-06  4.662125E-04  9.985337E-04  1.040351E-03  1.449704E-03  9.488106E-05  8.162525E-04  6.260732E-04  4.517105E-04  4.109089E-04  2.516804E-05  8.525499E-04  2.407912E-04  5.765657E-04  1.012977E-05  1.368384E-02  1.665708E-02  1.046369E-02  4.856047E-05  8.161589E-05  9.578373E-02  1.297464E-01  1.013909E-01  2.916029E-04  4.293793E-03  4.307499E-03  1.026755E-01  3.421945E-01  4.759606E-03  7.291813E-04  4.576431E-02  1.601290E-02  2.869970E-02  2.828481E-03  2.471107E-03  3.902246E-03  1.219432E-03  1.268952E-03  6.293387E-03  1.285994E-02  8.906715E-04  3.580692E-03  8.227445E-04  6.410482E-05  2.592521E-04  3.576753E-04  5.333578E-05  5.057518E-05  1.960554E-04  1.381143E-05  4.167393E-04  6.833648E-04  4.011969E-05
 2.801500E+02  1.715454E-02  9.492602E-03  1.282510E-03  1.687232E-03  1.878138E-03  2.244289E-03  1.054437E-03  4.513064E-04  6.191599E-06  4.228420E-04  9.065346E-04  9.438988E-04  1.314408E-03  8.144874E-05  7.073178E-04  5.422997E-04  3.918719E-04  3.389063E-04  2.079598E-05  8.914018E-04  2.557582E-04  6.039574E-04  1.100649E-05  1.392152E-02  1.706639E-02  1.059878E-02  5.088815E-05  8.541337E-05  9.492139E-02  1.284843E-01  1.013694E-01  2.954741E-04  4.330412E-03  4.344097E-03  1.037829E-01  3.477299E-01  4.826367E-03  7.332074E-04  4.475230E-02  1.573094E-02  2.800216E-02  2.783359E-03  2.429676E-03  3.778690E-03  1.176637E-03  1.222949E-03  5.878885E-03  1.212126E-02  8.419781E-04  3.349517E-03  7.700798E-04  5.953187E-05  2.411168E-04  3.319769E-04  4.871678E-05  4.580900E-05  1.774559E-04  1.256272E-05  3.738756E-04  6.117894E-04  3.460444E-05
 2.811500E+02  1.713211E-02  9.253058E-03  1.206548E-03  1.587809E-03  1.767591E-03  2.112825E-03  9.516225E-04  4.086180E-04  5.626956E-06  3.827983E-04  8.214874E-04  8.548063E-04  1.189543E-03  6.977714E-05  6.116453E-04  4.687592E-04  3.392498E-04  2.788802E-04  1.714383E-05  9.315173E-04  2.714938E-04  6.323680E-04  1.195080E-05  1.416053E-02  1.748151E-02  1.073444E-02  5.330929E-05  8.935876E-05  9.407579E-02  1.272477E-01  1.013513E-01  2.993798E-04  4.367276E-03  4.380941E-03  1.048986E-01  3.530358E-01  4.889997E-03  7.367260E-04  4.374173E-02  1.544610E-02  2.731052E-02  2.735570E-03  2.386000E-03  3.655135E-03  1.134225E-03  1.177462E-03  5.487745E-03  1.141619E-02  7.947426E-04  3.128938E-03  7.197843E-04  5.521456E-05  2.239611E-04  3.077331E-04  4.441622E-05  4.141853E-05  1.603376E-04  1.140628E-05  3.348676E-04  5.468162E-04  2.978810E-05
 2.821500E+02  1.709592E-02  9.009085E-03  1.133455E-03  1.492095E-03  1.661156E-03  1.986193E-03  8.573992E-04  3.693412E-04  5.105021E-06  3.459605E-04  7.431544E-04  7.728113E-04  1.074721E-03  5.966876E-05  5.279114E-04  4.044247E-04  2.931352E-04  2.290105E-04  1.410363E-05  9.729215E-04  2.880290E-04  6.618227E-04  1.296723E-05  1.440080E-02  1.790238E-02  1.087060E-02  5.582647E-05  9.345598E-05  9.324558E-02  1.260347E-01  1.013357E-01  3.033171E-04  4.404344E-03  4.417986E-03  1.060214E-01  3.581163E-01  4.950566E-03  7.397583E-04  4.273492E-02  1.515921E-02  2.662595E-02  2.685496E-03  2.340417E-03  3.532112E-03  1.092344E-03  1.132643E-03  5.119297E-03  1.074455E-02  7.491090E-04  2.919170E-03  6.719132E-04  5.115042E-05  2.077800E-04  2.849276E-04  4.042715E-05  3.738816E-05  1.446364E-04  1.033916E-05  2.994783E-04  4.880158E-04  2.559587E-05
