#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  5.278937E+01  5.279232E+01  9.960319E+01
 2.741500E+02  5.285750E+01  5.286046E+01  9.985218E+01
 2.751500E+02  5.292600E+01  5.292896E+01  1.001016E+02
 2.761500E+02  5.299485E+01  5.299781E+01  1.003514E+02
 2.771500E+02  5.306404E+01  5.306700E+01  1.006015E+02
 2.781500E+02  5.313357E+01  5.313653E+01  1.008519E+02
 2.791500E+02  5.320343E+01  5.320639E+01  1.011026E+02
 2.801500E+02  5.327361E+01  5.327656E+01  1.013535E+02
 2.811500E+02  5.334409E+01  5.334705E+01  1.016047E+02
 2.821500E+02  5.341488E+01  5.341784E+01  1.018560E+02
 2.831500E+02  5.348596E+01  5.348892E+01  1.021075E+02
 2.841500E+02  5.355732E+01  5.356029E+01  1.023591E+02
 2.851500E+02  5.362896E+01  5.363192E+01  1.026108E+02
 2.861500E+02  5.370086E+01  5.370382E+01  1.028625E+02
 2.871500E+02  5.377301E+01  5.377597E+01  1.031142E+02
 2.881500E+02  5.384540E+01  5.384837E+01  1.033659E+02
 2.891500E+02  5.391803E+01  5.392100E+01  1.036175E+02
 2.901500E+02  5.399089E+01  5.399385E+01  1.038690E+02
 2.911500E+02  5.406395E+01  5.406692E+01  1.041204E+02
 2.921500E+02  5.413722E+01  5.414019E+01  1.043716E+02
 2.931500E+02  5.421069E+01  5.421366E+01  1.046227E+02
 2.941500E+02  5.428435E+01  5.428732E+01  1.048735E+02
 2.951500E+02  5.435818E+01  5.436115E+01  1.051241E+02
 2.961500E+02  5.443218E+01  5.443515E+01  1.053744E+02
 2.971500E+02  5.450635E+01  5.450932E+01  1.056244E+02
 2.981500E+02  5.458067E+01  5.458364E+01  1.058741E+02
 2.991500E+02  5.465514E+01  5.465811E+01  1.061234E+02
 3.001500E+02  5.472974E+01  5.473271E+01  1.063724E+02
 3.011500E+02  5.480448E+01  5.480745E+01  1.066210E+02
 3.021500E+02  5.487935E+01  5.488232E+01  1.068692E+02
 3.031500E+02  5.495434E+01  5.495731E+01  1.071170E+02
 3.041500E+02  5.502944E+01  5.503242E+01  1.073643E+02
 3.051500E+02  5.510466E+01  5.510764E+01  1.076112E+02
 3.061500E+02  5.517999E+01  5.518297E+01  1.078577E+02
 3.071500E+02  5.525542E+01  5.525840E+01  1.081037E+02
 3.081500E+02  5.533096E+01  5.533394E+01  1.083492E+02
 3.091500E+02  5.540659E+01  5.540957E+01  1.085943E+02
 3.101500E+02  5.548232E+01  5.548530E+01  1.088388E+02
 3.111500E+02  5.555815E+01  5.556113E+01  1.090829E+02
 3.121500E+02  5.563408E+01  5.563706E+01  1.093266E+02
 3.131500E+02  5.571010E+01  5.571308E+01  1.095697E+02
 3.141500E+02  5.578621E+01  5.578919E+01  1.098124E+02
 3.151500E+02  5.586242E+01  5.586541E+01  1.100546E+02
 3.161500E+02  5.593873E+01  5.594172E+01  1.102964E+02
 3.171500E+02  5.601514E+01  5.601813E+01  1.105377E+02
 3.181500E+02  5.609165E+01  5.609464E+01  1.107785E+02
 3.191500E+02  5.616827E+01  5.617125E+01  1.110190E+02
 3.201500E+02  5.624499E+01  5.624798E+01  1.112590E+02
 3.211500E+02  5.632183E+01  5.632481E+01  1.114986E+02
 3.221500E+02  5.639878E+01  5.640176E+01  1.117379E+02
 3.231500E+02  5.647585E+01  5.647884E+01  1.119767E+02
 3.241500E+02  5.655304E+01  5.655603E+01  1.122153E+02
 3.251500E+02  5.663037E+01  5.663336E+01  1.124534E+02
 3.261500E+02  5.670784E+01  5.671083E+01  1.126913E+02
 3.271500E+02  5.678544E+01  5.678844E+01  1.129289E+02
 3.281500E+02  5.686320E+01  5.686619E+01  1.131662E+02
 3.291500E+02  5.694111E+01  5.694411E+01  1.134033E+02
 3.301500E+02  5.701919E+01  5.702218E+01  1.136401E+02
 3.311500E+02  5.709744E+01  5.710043E+01  1.138768E+02
 3.321500E+02  5.717586E+01  5.717886E+01  1.141133E+02
 3.331500E+02  5.725448E+01  5.725747E+01  1.143496E+02
 3.341500E+02  5.733329E+01  5.733629E+01  1.145858E+02
 3.351500E+02  5.741230E+01  5.741530E+01  1.148219E+02
 3.361500E+02  5.749153E+01  5.749453E+01  1.150580E+02
 3.371500E+02  5.757098E+01  5.757398E+01  1.152940E+02
 3.381500E+02  5.765067E+01  5.765367E+01  1.155300E+02
 3.391500E+02  5.773059E+01  5.773359E+01  1.157660E+02
 3.401500E+02  5.781077E+01  5.781377E+01  1.160021E+02
 3.411500E+02  5.789121E+01  5.789421E+01  1.162382E+02
 3.421500E+02  5.797192E+01  5.797493E+01  1.164744E+02
 3.431500E+02  5.805292E+01  5.805593E+01  1.167108E+02
 3.441500E+02  5.813421E+01  5.813722E+01  1.169474E+02
 3.451500E+02  5.821581E+01  5.821882E+01  1.171841E+02
 3.461500E+02  5.829772E+01  5.830073E+01  1.174211E+02
 3.471500E+02  9.318939E+01  9.605045E+01  2.263192E+02
 3.481500E+02  9.322445E+01  9.609406E+01  2.264448E+02
 3.491500E+02  9.325953E+01  9.613770E+01  2.265701E+02
 3.501500E+02  9.329462E+01  9.618134E+01  2.266950E+02
