#         T/K            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10        m1w1-1        m1w1-4        m1w2-1        m1w3-1        m1w4-1        m1w4-7        m1w4-9        m1w5-2        m1w5-3        m1w5-4        m1w5-5        m1w5-6        m1w5-9        m2w1-1        m2w1-3        m2w2-1        m2w3-1        m2w3-6        m2w3-7        m2w4-1        m2w4-4        m2w4-5        m2w4-6        m2w4-9        m3w1-1        m3w1-2        m3w2-1        m3w3-1        m3w3-3        m3w3-5        m3w3-7        m3w3-9        m4w1-2        m4w1-5        m4w2-1        m4w2-7        m4w2-8        m5w1-1        m5w1-6        m5w1-8        m5w1-9
 2.731500E+02  9.199423E-03  3.023580E-04  1.430146E-04  2.179599E-03  5.515229E-04  1.730976E-03  1.484581E-04  6.932157E-05  4.261825E-05  5.681156E-05  2.031797E-05  8.358301E-05  1.197806E-02  2.091435E-03  4.952286E-03  6.948585E-05  1.436489E-01  1.674474E-01  1.229707E-01  4.630783E-04  7.848938E-04  1.461485E+00  1.988771E+00  1.465280E+00  3.880936E-03  5.883188E-02  5.903127E-02  1.387463E+00  6.323866E-04  8.608486E-04  1.253653E-03  7.422800E-02  2.026760E-02  5.082414E-02  3.137292E-01  6.990641E-02  2.980839E-01  4.054556E-02  3.942042E-01  3.497498E-01  1.512652E-01  3.486216E-04  4.415339E-04  2.421174E-02  7.931772E-03  1.276769E-03  3.875654E-03  7.978353E-02  6.992595E-02  4.289297E-02  1.650450E-02  4.844366E-02  1.310674E-02  8.908040E-03  8.952692E-03  1.507781E-02  3.645519E-03  2.801372E-04  4.459669E-03  6.476123E-03  2.382555E-03  3.276504E-03  1.252637E-03  1.958688E-03  7.289056E-04  7.089781E-04  1.104832E-03  1.156976E-03  1.136050E-03
 2.741500E+02  9.590989E-03  3.206813E-04  1.495083E-04  2.219647E-03  5.578047E-04  1.753254E-03  1.490765E-04  7.003205E-05  4.282677E-05  5.709946E-05  2.049574E-05  8.443715E-05  1.248951E-02  2.219806E-03  5.187763E-03  7.561856E-05  1.461707E-01  1.716423E-01  1.247243E-01  4.866219E-04  8.236006E-04  1.450877E+00  1.972786E+00  1.468102E+00  3.943111E-03  5.947895E-02  5.967853E-02  1.406042E+00  6.712886E-04  9.137468E-04  1.313055E-03  7.562130E-02  2.053399E-02  5.148601E-02  3.188989E-01  6.961919E-02  2.959033E-01  4.030065E-02  3.912098E-01  3.473518E-01  1.503511E-01  3.648667E-04  4.622926E-04  2.467396E-02  8.021126E-03  1.290887E-03  3.925390E-03  7.916267E-02  6.945407E-02  4.284953E-02  1.650320E-02  4.813036E-02  1.336228E-02  9.079345E-03  9.084296E-03  1.508956E-02  3.635246E-03  2.813270E-04  4.461605E-03  6.475331E-03  2.417260E-03  3.323172E-03  1.249932E-03  1.954132E-03  7.276133E-04  7.058071E-04  1.105668E-03  1.149976E-03  1.132776E-03
 2.751500E+02  9.995851E-03  3.399481E-04  1.562309E-04  2.259822E-03  5.640162E-04  1.775355E-03  1.496629E-04  7.073041E-05  4.302611E-05  5.737512E-05  2.066960E-05  8.527663E-05  1.301877E-02  2.355004E-03  5.432425E-03  8.224049E-05  1.487090E-01  1.759009E-01  1.264809E-01  5.111474E-04  8.638696E-04  1.440290E+00  1.956871E+00  1.470777E+00  4.005478E-03  6.012373E-02  6.032347E-02  1.424615E+00  7.122468E-04  9.694388E-04  1.374733E-03  7.702429E-02  2.079998E-02  5.214676E-02  3.240862E-01  6.932736E-02  2.937215E-01  4.005429E-02  3.882158E-01  3.449490E-01  1.494326E-01  3.817130E-04  4.838287E-04  2.513908E-02  8.109900E-03  1.304904E-03  3.974952E-03  7.854069E-02  6.897969E-02  4.280083E-02  1.649977E-02  4.781511E-02  1.361930E-02  9.251578E-03  9.215658E-03  1.509898E-02  3.624528E-03  2.824693E-04  4.462855E-03  6.473572E-03  2.451846E-03  3.369654E-03  1.247044E-03  1.949287E-03  7.262082E-04  7.025418E-04  1.106294E-03  1.142854E-03  1.129325E-03
 2.761500E+02  1.041432E-02  3.601971E-04  1.631875E-04  2.300107E-03  5.701537E-04  1.797263E-03  1.502168E-04  7.141614E-05  4.321612E-05  5.763834E-05  2.083944E-05  8.610088E-05  1.356630E-02  2.497332E-03  5.686543E-03  8.938634E-05  1.512635E-01  1.802232E-01  1.282401E-01  5.366856E-04  9.057478E-04  1.429725E+00  1.941028E+00  1.473306E+00  4.068024E-03  6.076610E-02  6.096598E-02  1.443179E+00  7.553501E-04  1.028046E-03  1.438751E-03  7.843667E-02  2.106550E-02  5.280621E-02  3.292898E-01  6.903104E-02  2.915390E-01  3.980656E-02  3.852227E-01  3.425419E-01  1.485099E-01  3.991756E-04  5.061622E-04  2.560698E-02  8.198065E-03  1.318815E-03  4.024323E-03  7.791769E-02  6.850291E-02  4.274694E-02  1.649421E-02  4.749798E-02  1.387771E-02  9.424678E-03  9.346722E-03  1.510607E-02  3.613371E-03  2.835636E-04  4.463421E-03  6.470849E-03  2.486295E-03  3.415928E-03  1.243974E-03  1.944155E-03  7.246910E-04  6.991831E-04  1.106709E-03  1.135613E-03  1.125696E-03
 2.771500E+02  1.084672E-02  3.814683E-04  1.703831E-04  2.340484E-03  5.762135E-04  1.818967E-03  1.507377E-04  7.208878E-05  4.339665E-05  5.788893E-05  2.100512E-05  8.690930E-05  1.413256E-02  2.647105E-03  5.950391E-03  9.709296E-05  1.538338E-01  1.846093E-01  1.300015E-01  5.632680E-04  9.492834E-04  1.419184E+00  1.925259E+00  1.475691E+00  4.130735E-03  6.140595E-02  6.160593E-02  1.461731E+00  8.006903E-04  1.089692E-03  1.505172E-03  7.985817E-02  2.133046E-02  5.346419E-02  3.345084E-01  6.873033E-02  2.893561E-01  3.955751E-02  3.822310E-01  3.401311E-01  1.475832E-01  4.172696E-04  5.293130E-04  2.607753E-02  8.285589E-03  1.332615E-03  4.073486E-03  7.729378E-02  6.802384E-02  4.268787E-02  1.648653E-02  4.717905E-02  1.413742E-02  9.598588E-03  9.477433E-03  1.511084E-02  3.601778E-03  2.846094E-04  4.463303E-03  6.467165E-03  2.520590E-03  3.461969E-03  1.240723E-03  1.938739E-03  7.230623E-04  6.957322E-04  1.106914E-03  1.128253E-03  1.121893E-03
 2.781500E+02  1.129337E-02  4.038025E-04  1.778227E-04  2.380935E-03  5.821919E-04  1.840454E-03  1.512252E-04  7.274782E-05  4.356756E-05  5.812669E-05  2.116654E-05  8.770130E-05  1.471803E-02  2.804647E-03  6.224250E-03  1.053994E-04  1.564197E-01  1.890592E-01  1.317650E-01  5.909265E-04  9.945252E-04  1.408669E+00  1.909563E+00  1.477932E+00  4.193599E-03  6.204316E-02  6.224320E-02  1.480266E+00  8.483624E-04  1.154507E-03  1.574061E-03  8.128851E-02  2.159482E-02  5.412052E-02  3.397406E-01  6.842535E-02  2.871731E-01  3.930721E-02  3.792410E-01  3.377168E-01  1.466528E-01  4.360103E-04  5.533015E-04  2.655061E-02  8.372442E-03  1.346299E-03  4.122425E-03  7.666906E-02  6.754256E-02  4.262369E-02  1.647674E-02  4.685837E-02  1.439834E-02  9.773247E-03  9.607737E-03  1.511329E-02  3.589756E-03  2.856066E-04  4.462504E-03  6.462524E-03  2.554714E-03  3.507754E-03  1.237292E-03  1.933039E-03  7.213229E-04  6.921901E-04  1.106908E-03  1.120779E-03  1.117915E-03
 2.791500E+02  1.175459E-02  4.272421E-04  1.855112E-04  2.421443E-03  5.880854E-04  1.861710E-03  1.516791E-04  7.339280E-05  4.372874E-05  5.835146E-05  2.132357E-05  8.847633E-05  1.532322E-02  2.970293E-03  6.508407E-03  1.143472E-04  1.590207E-01  1.935728E-01  1.335301E-01  6.196936E-04  1.041523E-03  1.398180E+00  1.893942E+00  1.480030E+00  4.256603E-03  6.267761E-02  6.287768E-02  1.498781E+00  8.984642E-04  1.222623E-03  1.645482E-03  8.272740E-02  2.185848E-02  5.477504E-02  3.449852E-01  6.811620E-02  2.849903E-01  3.905573E-02  3.762532E-01  3.352995E-01  1.457187E-01  4.554132E-04  5.781479E-04  2.702609E-02  8.458595E-03  1.359864E-03  4.171122E-03  7.604363E-02  6.705919E-02  4.255443E-02  1.646487E-02  4.653603E-02  1.466039E-02  9.948595E-03  9.737577E-03  1.511342E-02  3.577308E-03  2.865547E-04  4.461025E-03  6.456930E-03  2.588650E-03  3.553261E-03  1.233683E-03  1.927059E-03  7.194735E-04  6.885580E-04  1.106691E-03  1.113191E-03  1.113765E-03
 2.801500E+02  1.223072E-02  4.518301E-04  1.934537E-04  2.461989E-03  5.938903E-04  1.882723E-03  1.520988E-04  7.402325E-05  4.388006E-05  5.856306E-05  2.147610E-05  8.923381E-05  1.594860E-02  3.144392E-03  6.803150E-03  1.239803E-04  1.616365E-01  1.981502E-01  1.352965E-01  6.496024E-04  1.090327E-03  1.387719E+00  1.878398E+00  1.481987E+00  4.319734E-03  6.330919E-02  6.350927E-02  1.517272E+00  9.510966E-04  1.294177E-03  1.719504E-03  8.417455E-02  2.212139E-02  5.542757E-02  3.502409E-01  6.780299E-02  2.828081E-01  3.880311E-02  3.732681E-01  3.328797E-01  1.447812E-01  4.754935E-04  6.038727E-04  2.750384E-02  8.544018E-03  1.373303E-03  4.219560E-03  7.541760E-02  6.657383E-02  4.248014E-02  1.645091E-02  4.621209E-02  1.492346E-02  1.012457E-02  9.866900E-03  1.511125E-02  3.564440E-03  2.874535E-04  4.458869E-03  6.450387E-03  2.622380E-03  3.598466E-03  1.229898E-03  1.920802E-03  7.175150E-04  6.848372E-04  1.106261E-03  1.105491E-03  1.109443E-03
 2.811500E+02  1.272209E-02  4.776109E-04  2.016549E-04  2.502556E-03  5.996032E-04  1.903480E-03  1.524842E-04  7.463872E-05  4.402140E-05  5.876133E-05  2.162402E-05  8.997321E-05  1.659469E-02  3.327303E-03  7.108777E-03  1.343451E-04  1.642668E-01  2.027913E-01  1.370641E-01  6.806865E-04  1.140989E-03  1.377288E+00  1.862932E+00  1.483804E+00  4.382980E-03  6.393779E-02  6.413784E-02  1.535736E+00  1.006363E-03  1.369311E-03  1.796192E-03  8.562968E-02  2.238348E-02  5.607795E-02  3.555064E-01  6.748582E-02  2.806268E-01  3.854944E-02  3.702860E-01  3.304578E-01  1.438406E-01  4.962669E-04  6.304964E-04  2.798371E-02  8.628681E-03  1.386613E-03  4.267724E-03  7.479107E-02  6.608657E-02  4.240087E-02  1.643490E-02  4.588662E-02  1.518748E-02  1.030110E-02  9.995649E-03  1.510677E-02  3.551157E-03  2.883026E-04  4.456038E-03  6.442901E-03  2.655887E-03  3.643346E-03  1.225936E-03  1.914269E-03  7.154484E-04  6.810290E-04  1.105621E-03  1.097683E-03  1.104952E-03
 2.821500E+02  1.322903E-02  5.046301E-04  2.101198E-04  2.543125E-03  6.052206E-04  1.923970E-03  1.528348E-04  7.523876E-05  4.415266E-05  5.894612E-05  2.176721E-05  9.069398E-05  1.726200E-02  3.519395E-03  7.425587E-03  1.454911E-04  1.669112E-01  2.074960E-01  1.388324E-01  7.129802E-04  1.193560E-03  1.366888E+00  1.847543E+00  1.485481E+00  4.446327E-03  6.456331E-02  6.476330E-02  1.554168E+00  1.064372E-03  1.448171E-03  1.875614E-03  8.709248E-02  2.264469E-02  5.672600E-02  3.607804E-01  6.716481E-02  2.784468E-01  3.829476E-02  3.673075E-01  3.280341E-01  1.428970E-01  5.177488E-04  6.580397E-04  2.846558E-02  8.712557E-03  1.399789E-03  4.315596E-03  7.416414E-02  6.559751E-02  4.231667E-02  1.641683E-02  4.555968E-02  1.545233E-02  1.047814E-02  1.012377E-02  1.509999E-02  3.537466E-03  2.891019E-04  4.452536E-03  6.434477E-03  2.689155E-03  3.687877E-03  1.221801E-03  1.907464E-03  7.132745E-04  6.771346E-04  1.104769E-03  1.089769E-03  1.100293E-03
