#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  3.993226E-02  1.401928E-04  7.083136E-06  4.400582E-03  6.946553E-06  1.487072E-07  2.086521E-09  2.481688E-05  3.378247E-05  4.447778E-07  1.461368E-06  1.850843E-06
 2.741500E+02  3.979104E-02  1.364245E-04  6.522000E-06  4.385884E-03  6.765706E-06  1.372350E-07  2.000382E-09  2.417228E-05  3.290291E-05  4.103720E-07  1.347223E-06  1.706955E-06
 2.751500E+02  3.965068E-02  1.327837E-04  6.008978E-06  4.371244E-03  6.590710E-06  1.267184E-07  1.918367E-09  2.354870E-05  3.205212E-05  3.788439E-07  1.242724E-06  1.575177E-06
 2.761500E+02  3.951119E-02  1.292655E-04  5.539651E-06  4.356666E-03  6.421348E-06  1.170726E-07  1.840255E-09  2.294533E-05  3.122903E-05  3.499360E-07  1.147000E-06  1.454417E-06
 2.771500E+02  3.937255E-02  1.258649E-04  5.110031E-06  4.342149E-03  6.257413E-06  1.082203E-07  1.765839E-09  2.236142E-05  3.043256E-05  3.234153E-07  1.059260E-06  1.343688E-06
 2.781500E+02  3.923478E-02  1.225773E-04  4.716517E-06  4.327696E-03  6.098703E-06  1.000919E-07  1.694923E-09  2.179624E-05  2.966173E-05  2.990708E-07  9.787914E-07  1.242096E-06
 2.791500E+02  3.909785E-02  1.193983E-04  4.355855E-06  4.313307E-03  5.945026E-06  9.262392E-08  1.627324E-09  2.124908E-05  2.891557E-05  2.767111E-07  9.049484E-07  1.148834E-06
 2.801500E+02  3.896179E-02  1.163238E-04  4.025103E-06  4.298985E-03  5.796198E-06  8.575902E-08  1.562868E-09  2.071927E-05  2.819315E-05  2.561629E-07  8.371459E-07  1.063168E-06
 2.811500E+02  3.882657E-02  1.133496E-04  3.721600E-06  4.284729E-03  5.652041E-06  7.944504E-08  1.501391E-09  2.020618E-05  2.749359E-05  2.372689E-07  7.748540E-07  9.844353E-07
 2.821500E+02  3.869220E-02  1.104719E-04  3.442937E-06  4.270541E-03  5.512385E-06  7.363462E-08  1.442739E-09  1.970918E-05  2.681605E-05  2.198863E-07  7.175919E-07  9.120330E-07
