#         T/K          A/kJ          G/kJ
  2.731500000000E+02  -9.332708330588E+00  -9.328418467734E+00
  2.741500000000E+02  -9.480331570151E+00  -9.476037637450E+00
  2.751500000000E+02  -9.628769807154E+00  -9.624471849060E+00
  2.761500000000E+02  -9.778004104362E+00  -9.773702174531E+00
  2.771500000000E+02  -9.928014402608E+00  -9.923708562794E+00
  2.781500000000E+02  -1.007877972252E+01  -1.007447004167E+01
  2.791500000000E+02  -1.023027837389E+01  -1.022596492713E+01
  2.801500000000E+02  -1.038248816551E+01  -1.037817103315E+01
  2.811500000000E+02  -1.053538660888E+01  -1.053106587554E+01
  2.821500000000E+02  -1.068895112029E+01  -1.068462687316E+01
  2.831500000000E+02  -1.084315919336E+01  -1.083883152193E+01
  2.841500000000E+02  -1.099798857183E+01  -1.099365756665E+01
  2.851500000000E+02  -1.115341739486E+01  -1.114908314670E+01
  2.861500000000E+02  -1.130942432407E+01  -1.130508692305E+01
  2.871500000000E+02  -1.146598864980E+01  -1.146164818473E+01
  2.881500000000E+02  -1.162309037694E+01  -1.161874693471E+01
  2.891500000000E+02  -1.178071029123E+01  -1.177636395628E+01
  2.901500000000E+02  -1.193883000710E+01  -1.193448086102E+01
  2.911500000000E+02  -1.209743199916E+01  -1.209308012038E+01
  2.921500000000E+02  -1.225649961833E+01  -1.225214508188E+01
  2.931500000000E+02  -1.241601709599E+01  -1.241165997330E+01
  2.941500000000E+02  -1.257596953669E+01  -1.257160989554E+01
  2.951500000000E+02  -1.273634290223E+01  -1.273198080671E+01
  2.961500000000E+02  -1.289712398785E+01  -1.289275949841E+01
  2.971500000000E+02  -1.305830039715E+01  -1.305393357043E+01
  2.981500000000E+02  -1.321986050387E+01  -1.321549139304E+01
  2.991500000000E+02  -1.338179342052E+01  -1.337742207530E+01
  3.001500000000E+02  -1.354408896013E+01  -1.353971542688E+01
  3.011500000000E+02  -1.370673759861E+01  -1.370236192049E+01
  3.021500000000E+02  -1.386973043598E+01  -1.386535265309E+01
  3.031500000000E+02  -1.403305915940E+01  -1.402867930892E+01
  3.041500000000E+02  -1.419671600605E+01  -1.419233412243E+01
  3.051500000000E+02  -1.436069372768E+01  -1.435630984274E+01
  3.061500000000E+02  -1.452498555647E+01  -1.452059969959E+01
  3.071500000000E+02  -1.468958517265E+01  -1.468519737089E+01
  3.081500000000E+02  -1.485448667364E+01  -1.485009695186E+01
  3.091500000000E+02  -1.501968454513E+01  -1.501529292618E+01
  3.101500000000E+02  -1.518517363391E+01  -1.518078013870E+01
  3.111500000000E+02  -1.535094912227E+01  -1.534655376994E+01
  3.121500000000E+02  -1.551700650475E+01  -1.551260931274E+01
  3.131500000000E+02  -1.568334156515E+01  -1.567894254934E+01
  3.141500000000E+02  -1.584995035688E+01  -1.584554953167E+01
  3.151500000000E+02  -1.601682918355E+01  -1.601242656194E+01
  3.161500000000E+02  -1.618397458138E+01  -1.617957017510E+01
  3.171500000000E+02  -1.635138330291E+01  -1.634697712246E+01
  3.181500000000E+02  -1.651905230216E+01  -1.651464435691E+01
  3.191500000000E+02  -1.668697872026E+01  -1.668256901850E+01
  3.201500000000E+02  -1.685515987306E+01  -1.685074842209E+01
  3.211500000000E+02  -1.702359323910E+01  -1.701918004527E+01
  3.221500000000E+02  -1.719227644829E+01  -1.718786151706E+01
  3.231500000000E+02  -1.736120727381E+01  -1.735679060980E+01
  3.241500000000E+02  -1.753038361894E+01  -1.752596522598E+01
  3.251500000000E+02  -1.769980351221E+01  -1.769538339340E+01
  3.261500000000E+02  -1.786946509775E+01  -1.786504325546E+01
  3.271500000000E+02  -1.803936662785E+01  -1.803494306379E+01
  3.281500000000E+02  -1.820950645813E+01  -1.820508117337E+01
  3.291500000000E+02  -1.837988303749E+01  -1.837545603252E+01
  3.301500000000E+02  -1.855049490552E+01  -1.854606618023E+01
  3.311500000000E+02  -1.872134068841E+01  -1.871691024216E+01
  3.321500000000E+02  -1.889241908808E+01  -1.888798691970E+01
  3.331500000000E+02  -1.906372888388E+01  -1.905929499171E+01
  3.341500000000E+02  -1.923526892524E+01  -1.923083330714E+01
  3.351500000000E+02  -1.940703812833E+01  -1.940260078170E+01
  3.361500000000E+02  -1.957903547238E+01  -1.957459639419E+01
  3.371500000000E+02  -1.975125999640E+01  -1.974681918317E+01
  3.381500000000E+02  -1.992371079586E+01  -1.991926824374E+01
  3.391500000000E+02  -2.009638701963E+01  -2.009194272436E+01
  3.401500000000E+02  -2.026928786845E+01  -2.026484182539E+01
  3.411500000000E+02  -2.044241258983E+01  -2.043796479397E+01
  3.421500000000E+02  -2.061576047825E+01  -2.061131092422E+01
  3.431500000000E+02  -2.078933087166E+01  -2.078487955376E+01
  3.441500000000E+02  -2.096312314959E+01  -2.095867006177E+01
  3.451500000000E+02  -2.113713673129E+01  -2.113268186717E+01
  3.461500000000E+02  -2.131137107377E+01  -2.130691442666E+01
  3.471500000000E+02  -2.148582567045E+01  -2.148136723334E+01
  3.481500000000E+02  -2.166050004887E+01  -2.165603981446E+01
  3.491500000000E+02  -2.183539376984E+01  -2.183093173050E+01
  3.501500000000E+02  -2.201050642572E+01  -2.200604257355E+01
  3.511500000000E+02  -2.218583763902E+01  -2.218137196584E+01
  3.521500000000E+02  -2.236138706127E+01  -2.235691955860E+01
  3.531500000000E+02  -2.253715437139E+01  -2.253268503047E+01
  3.541500000000E+02  -2.271313927627E+01  -2.270866808808E+01
  3.551500000000E+02  -2.288934150625E+01  -2.288486846150E+01
  3.561500000000E+02  -2.306576081751E+01  -2.306128590663E+01
  3.571500000000E+02  -2.324239698950E+01  -2.323792020267E+01
  3.581500000000E+02  -2.626668030417E+01  -2.345071917155E+01
  3.591500000000E+02  -2.652237401268E+01  -2.369691478692E+01
  3.601500000000E+02  -2.677821424033E+01  -2.394327206802E+01
  3.611500000000E+02  -2.703420051777E+01  -2.418979033582E+01
  3.621500000000E+02  -2.729033238250E+01  -2.443646892067E+01
  3.631500000000E+02  -2.754660937863E+01  -2.468330716208E+01
  3.641500000000E+02  -2.780303105678E+01  -2.493030440859E+01
  3.651500000000E+02  -2.805959697382E+01  -2.517746001754E+01
  3.661500000000E+02  -2.831630669279E+01  -2.542477335493E+01
  3.671500000000E+02  -2.857315978267E+01  -2.567224379525E+01
  3.681500000000E+02  -2.883015581825E+01  -2.591987072129E+01
  3.691500000000E+02  -2.908729437999E+01  -2.616765352402E+01
  3.701500000000E+02  -2.934457505385E+01  -2.641559160237E+01
  3.711500000000E+02  -2.960199743115E+01  -2.666368436312E+01
  3.721500000000E+02  -2.985956110958E+01  -2.691193122183E+01
  3.731500000000E+02  -3.011726568846E+01  -2.716033159830E+01
  3.741500000000E+02  -3.037511077558E+01  -2.740888492303E+01
  3.751500000000E+02  -3.063309598237E+01  -2.765759063268E+01
  3.761500000000E+02  -3.089122092498E+01  -2.790644817098E+01
  3.771500000000E+02  -3.114948522414E+01  -2.815545698866E+01
  3.781500000000E+02  -3.140788850507E+01  -2.840461654325E+01
  3.791500000000E+02  -3.166643039735E+01  -2.865392629902E+01
  3.801500000000E+02  -3.192511053480E+01  -2.890338572679E+01
  3.811500000000E+02  -3.218392855541E+01  -2.915299430383E+01
  3.821500000000E+02  -3.244288410122E+01  -2.940275151376E+01
  3.831500000000E+02  -3.270197681819E+01  -2.965265684637E+01
  3.841500000000E+02  -3.296120635618E+01  -2.990270979756E+01
  3.851500000000E+02  -3.322057236876E+01  -3.015290986920E+01
  3.861500000000E+02  -3.348007451322E+01  -3.040325656902E+01
  3.871500000000E+02  -3.373971245039E+01  -3.065374941050E+01
  3.881500000000E+02  -3.399948584463E+01  -3.090438791274E+01
  3.891500000000E+02  -3.425939436370E+01  -3.115517160041E+01
  3.901500000000E+02  -3.451943767870E+01  -3.140610000358E+01
  3.911500000000E+02  -3.477961546399E+01  -3.165717265767E+01
  3.921500000000E+02  -3.503992739712E+01  -3.190838910332E+01
  3.931500000000E+02  -3.530037315875E+01  -3.215974888631E+01
  3.941500000000E+02  -3.556095243257E+01  -3.241125155746E+01
  3.951500000000E+02  -3.582166490525E+01  -3.266289667252E+01
  3.961500000000E+02  -3.608251026638E+01  -3.291468379212E+01
  3.971500000000E+02  -3.634348820837E+01  -3.316661248164E+01
  3.981500000000E+02  -3.660459842642E+01  -3.341868231115E+01
  3.991500000000E+02  -3.686584061823E+01  -3.367089285508E+01
