#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  4.475040E-03  1.759459E-06  9.955418E-09  3.937603E-02  5.558021E-04  1.063927E-04  1.492803E-06  2.486849E-05  3.385272E-05  3.985422E-06  1.639994E-07  2.077075E-07
 2.741500E+02  4.457513E-03  1.710863E-06  9.156286E-09  3.925537E-02  5.416332E-04  9.826686E-05  1.432370E-06  2.422006E-05  3.296794E-05  3.677778E-06  1.511168E-07  1.914676E-07
 2.751500E+02  4.440207E-03  1.664023E-06  8.427071E-09  3.913449E-02  5.278986E-04  9.080751E-05  1.374718E-06  2.359300E-05  3.211243E-05  3.395786E-06  1.393326E-07  1.766068E-07
 2.761500E+02  4.423112E-03  1.618857E-06  7.761153E-09  3.901345E-02  5.145844E-04  8.395678E-05  1.319710E-06  2.298648E-05  3.128503E-05  3.137163E-06  1.285462E-07  1.629990E-07
 2.771500E+02  4.406219E-03  1.575290E-06  7.152586E-09  3.889233E-02  5.016772E-04  7.766200E-05  1.267217E-06  2.239970E-05  3.048466E-05  2.899838E-06  1.186667E-07  1.505306E-07
 2.781500E+02  4.389519E-03  1.533252E-06  6.596029E-09  3.877118E-02  4.891636E-04  7.187531E-05  1.217113E-06  2.183190E-05  2.971027E-05  2.681936E-06  1.096120E-07  1.390987E-07
 2.791500E+02  4.373004E-03  1.492674E-06  6.086675E-09  3.865007E-02  4.770308E-04  6.655314E-05  1.169283E-06  2.128236E-05  2.896086E-05  2.481756E-06  1.013079E-07  1.286106E-07
 2.801500E+02  4.356667E-03  1.453494E-06  5.620194E-09  3.852904E-02  4.652662E-04  6.165583E-05  1.123613E-06  2.075038E-05  2.823548E-05  2.297756E-06  9.368761E-08  1.189825E-07
 2.811500E+02  4.340502E-03  1.415652E-06  5.192686E-09  3.840813E-02  4.538577E-04  5.714731E-05  1.079998E-06  2.023530E-05  2.753322E-05  2.128536E-06  8.669041E-08  1.101383E-07
 2.821500E+02  4.324501E-03  1.379091E-06  4.800631E-09  3.828740E-02  4.427935E-04  5.299469E-05  1.038336E-06  1.973649E-05  2.685321E-05  1.972823E-06  8.026148E-08  1.020094E-07
 2.831500E+02  4.308660E-03  1.343756E-06  4.440851E-09  3.816688E-02  4.320621E-04  4.916805E-05  9.985326E-07  1.925332E-05  2.619460E-05  1.829463E-06  7.435114E-08  9.453342E-08
 2.841500E+02  4.292972E-03  1.309598E-06  4.110476E-09  3.804661E-02  4.216525E-04  4.564007E-05  9.604959E-07  1.878523E-05  2.555660E-05  1.697405E-06  6.891432E-08  8.765388E-08
 2.851500E+02  4.277434E-03  1.276567E-06  3.806907E-09  3.792661E-02  4.115538E-04  4.238590E-05  9.241398E-07  1.833166E-05  2.493844E-05  1.575692E-06  6.391018E-08  8.131951E-08
