#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  9.852492E-02  7.747441E-05  6.575517E-07  8.669240E-01  2.447368E-02  7.027200E-03  9.859911E-05  1.095036E-03  1.490640E-03  2.632357E-04  1.083210E-05  1.371900E-05
 2.741500E+02  9.856274E-02  7.565984E-05  6.073804E-07  8.679990E-01  2.395275E-02  6.518512E-03  9.501600E-05  1.071089E-03  1.457948E-03  2.439646E-04  1.002430E-05  1.270096E-05
 2.751500E+02  9.859910E-02  7.390246E-05  5.613938E-07  8.690192E-01  2.344500E-02  6.049406E-03  9.158085E-05  1.047811E-03  1.426175E-03  2.262202E-04  9.282047E-06  1.176518E-05
 2.761500E+02  9.863408E-02  7.220004E-05  5.192141E-07  8.699883E-01  2.295016E-02  5.616633E-03  8.828744E-05  1.025183E-03  1.395294E-03  2.098734E-04  8.599627E-06  1.090449E-05
 2.771500E+02  9.866775E-02  7.055043E-05  4.805001E-07  8.709096E-01  2.246795E-02  5.217218E-03  8.512972E-05  1.003186E-03  1.365276E-03  1.948068E-04  7.971852E-06  1.011242E-05
 2.781500E+02  9.870017E-02  6.895161E-05  4.449434E-07  8.717862E-01  2.199809E-02  4.848439E-03  8.210189E-05  9.817989E-04  1.336096E-03  1.809133E-04  7.394012E-06  9.383075E-06
 2.791500E+02  9.873141E-02  6.740164E-05  4.122653E-07  8.726211E-01  2.154030E-02  4.507806E-03  7.919835E-05  9.610041E-04  1.307726E-03  1.680954E-04  6.861832E-06  8.711110E-06
 2.801500E+02  9.876153E-02  6.589868E-05  3.822134E-07  8.734168E-01  2.109429E-02  4.193038E-03  7.641371E-05  9.407831E-04  1.280143E-03  1.562639E-04  6.371428E-06  8.091659E-06
 2.811500E+02  9.879058E-02  6.444098E-05  3.545593E-07  8.741759E-01  2.065976E-02  3.902048E-03  7.374280E-05  9.211181E-04  1.253322E-03  1.453376E-04  5.919267E-06  7.520301E-06
 2.821500E+02  9.881862E-02  6.302684E-05  3.290958E-07  8.749005E-01  2.023643E-02  3.632925E-03  7.118066E-05  9.019918E-04  1.227238E-03  1.352422E-04  5.502134E-06  6.993011E-06
 2.831500E+02  9.884569E-02  6.165467E-05  3.056350E-07  8.755929E-01  1.982402E-02  3.383917E-03  6.872251E-05  8.833875E-04  1.201869E-03  1.259101E-04  5.117106E-06  6.506121E-06
 2.841500E+02  9.887185E-02  6.032293E-05  2.840062E-07  8.762549E-01  1.942223E-02  3.153422E-03  6.636381E-05  8.652889E-04  1.177193E-03  1.172793E-04  4.761516E-06  6.056294E-06
 2.851500E+02  9.889713E-02  5.903016E-05  2.640547E-07  8.768885E-01  1.903080E-02  2.939971E-03  6.410019E-05  8.476803E-04  1.153187E-03  1.092932E-04  4.432938E-06  5.640484E-06
 2.861500E+02  9.892157E-02  5.777495E-05  2.456394E-07  8.774952E-01  1.864943E-02  2.742215E-03  6.192746E-05  8.305465E-04  1.129831E-03  1.019001E-04  4.129156E-06  5.255914E-06
 2.871500E+02  9.894521E-02  5.655597E-05  2.286323E-07  8.780766E-01  1.827786E-02  2.558922E-03  5.984164E-05  8.138727E-04  1.107104E-03  9.505263E-05  3.848151E-06  4.900048E-06
 2.881500E+02  9.896809E-02  5.537193E-05  2.129166E-07  8.786342E-01  1.791583E-02  2.388959E-03  5.783891E-05  7.976446E-04  1.084987E-03  8.870753E-05  3.588078E-06  4.570573E-06
 2.891500E+02  9.899024E-02  5.422160E-05  1.983861E-07  8.791693E-01  1.756306E-02  2.231287E-03  5.591562E-05  7.818484E-04  1.063461E-03  8.282510E-05  3.347253E-06  4.265372E-06
 2.901500E+02  9.901170E-02  5.310381E-05  1.849439E-07  8.796832E-01  1.721930E-02  2.084953E-03  5.406828E-05  7.664705E-04  1.042506E-03  7.736902E-05  3.124136E-06  3.982513E-06
 2.911500E+02  9.903248E-02  5.201742E-05  1.725017E-07  8.801771E-01  1.688430E-02  1.949083E-03  5.229357E-05  7.514982E-04  1.022107E-03  7.230600E-05  2.917319E-06  3.720226E-06
