#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  2.615454E-02  2.367977E-05  7.568394E-09  9.933699E-09  1.105203E-08  1.317817E-08  1.557687E-02  2.134682E-05  4.210021E-07  1.378214E-03  6.818323E-07  4.574480E-09  6.418484E-11  4.458933E-04  1.548702E-07  5.081784E-07  8.680461E-08  9.094139E-04  3.297036E-08  1.684655E-08  1.479306E-08  3.033927E-06  4.129992E-06  1.704129E-08  6.973788E-08  8.832395E-08  6.857169E-08
 2.741500E+02  2.606893E-02  2.319526E-05  7.200032E-09  9.453416E-09  1.051846E-08  1.254591E-08  1.552381E-02  2.077839E-05  3.877992E-07  1.384646E-03  6.747917E-07  4.324107E-09  6.302962E-11  4.332871E-04  1.441104E-07  4.744035E-07  8.188701E-08  8.935559E-04  3.132319E-08  1.612779E-08  1.414969E-08  2.979242E-06  4.055295E-06  1.597868E-08  6.482374E-08  8.213283E-08  6.443670E-08
 2.751500E+02  2.598373E-02  2.272412E-05  6.852237E-09  8.999796E-09  1.001448E-08  1.194852E-08  1.547094E-02  2.022875E-05  3.574232E-07  1.390880E-03  6.677184E-07  4.087685E-09  6.188272E-11  4.211231E-04  1.341685E-07  4.430957E-07  7.728189E-08  8.779893E-04  2.976288E-08  1.544315E-08  1.353742E-08  2.925564E-06  3.981983E-06  1.498578E-08  6.028030E-08  7.640646E-08  6.057178E-08
 2.761500E+02  2.589894E-02  2.226590E-05  6.523727E-09  8.571187E-09  9.538246E-09  1.138386E-08  1.541827E-02  1.969717E-05  3.296171E-07  1.396919E-03  6.606185E-07  3.864445E-09  6.074492E-11  4.093831E-04  1.249774E-07  4.140601E-07  7.296743E-08  8.627102E-04  2.828472E-08  1.479088E-08  1.295462E-08  2.872879E-06  3.910042E-06  1.405786E-08  5.607795E-08  7.110789E-08  5.695809E-08
 2.771500E+02  2.581456E-02  2.182017E-05  6.213310E-09  8.166049E-09  9.088060E-09  1.084991E-08  1.536579E-02  1.918299E-05  3.041484E-07  1.402765E-03  6.534981E-07  3.653656E-09  5.961697E-11  3.980501E-04  1.164759E-07  3.871179E-07  6.892349E-08  8.477146E-04  2.688423E-08  1.416932E-08  1.239974E-08  2.821175E-06  3.839451E-06  1.319048E-08  5.218955E-08  6.620326E-08  5.357818E-08
 2.781500E+02  2.573060E-02  2.138654E-05  5.919873E-09  7.782947E-09  8.662329E-09  1.034481E-08  1.531352E-02  1.868553E-05  2.808073E-07  1.408421E-03  6.463631E-07  3.454628E-09  5.849954E-11  3.871077E-04  1.086082E-07  3.621059E-07  6.513143E-08  8.329982E-04  2.555719E-08  1.357689E-08  1.187135E-08  2.770441E-06  3.770195E-06  1.237954E-08  4.859024E-08  6.166150E-08  5.041590E-08
 2.791500E+02  2.564704E-02  2.096458E-05  5.642378E-09  7.420541E-09  8.259569E-09  9.866827E-09  1.526147E-02  1.820418E-05  2.594036E-07  1.413889E-03  6.392190E-07  3.266707E-09  5.739328E-11  3.765404E-04  1.013232E-07  3.388740E-07  6.157399E-08  8.185571E-04  2.429961E-08  1.301213E-08  1.136807E-08  2.720662E-06  3.702254E-06  1.162123E-08  4.525722E-08  5.745413E-08  4.745627E-08
 2.801500E+02  2.556390E-02  2.055394E-05  5.379859E-09  7.077582E-09  7.878393E-09  9.414321E-09  1.520963E-02  1.773834E-05  2.397653E-07  1.419171E-03  6.320711E-07  3.089273E-09  5.629876E-11  3.663330E-04  9.457430E-08  3.172850E-07  5.823520E-08  8.043870E-04  2.310772E-08  1.247363E-08  1.088860E-08  2.671826E-06  3.635610E-06  1.091198E-08  4.216961E-08  5.355504E-08  4.468539E-08
 2.811500E+02  2.548116E-02  2.015423E-05  5.131411E-09  6.752903E-09  7.517508E-09  8.985775E-09  1.515802E-02  1.728743E-05  2.217366E-07  1.424271E-03  6.249245E-07  2.921742E-09  5.521650E-11  3.564715E-04  8.831881E-08  2.972128E-07  5.510028E-08  7.904839E-04  2.197796E-08  1.196006E-08  1.043172E-08  2.623920E-06  3.570244E-06  1.024850E-08  3.930821E-08  4.994024E-08  4.209038E-08
 2.821500E+02  2.539885E-02  1.976511E-05  4.896192E-09  6.445412E-09  7.175704E-09  8.579769E-09  1.510664E-02  1.685090E-05  2.051762E-07  1.429192E-03  6.177841E-07  2.763559E-09  5.414700E-11  3.469420E-04  8.251771E-08  2.785417E-07  5.215552E-08  7.768437E-04  2.090696E-08  1.147016E-08  9.996278E-09  2.576930E-06  3.506138E-06  9.627689E-09  3.665544E-08  4.658771E-08  3.965929E-08
 2.831500E+02  2.531694E-02  1.938623E-05  4.673412E-09  6.154091E-09  6.851853E-09  8.194974E-09  1.505549E-02  1.642821E-05  1.899560E-07  1.433934E-03  6.106545E-07  2.614201E-09  5.309069E-11  3.377317E-04  7.713530E-08  2.611656E-07  4.938820E-08  7.634621E-04  1.989155E-08  1.100276E-08  9.581181E-09  2.530843E-06  3.443272E-06  9.046696E-09  3.419512E-08  4.347723E-08  3.738104E-08
 2.841500E+02  2.523545E-02  1.901727E-05  4.462336E-09  5.877989E-09  6.544897E-09  7.830149E-09  1.500458E-02  1.601886E-05  1.759598E-07  1.438503E-03  6.035401E-07  2.473173E-09  5.204795E-11  3.288280E-04  7.213885E-08  2.449869E-07  4.678654E-08  7.503350E-04  1.892873E-08  1.055673E-08  9.185392E-09  2.485645E-06  3.381626E-06  8.502853E-09  3.191243E-08  4.059023E-08  3.524531E-08
 2.851500E+02  2.515437E-02  1.865792E-05  4.262275E-09  5.616213E-09  6.253849E-09  7.484130E-09  1.495391E-02  1.562235E-05  1.630821E-07  1.442899E-03  5.964450E-07  2.340006E-09  5.101916E-11  3.202190E-04  6.749839E-08  2.299159E-07  4.433961E-08  7.374583E-04  1.801564E-08  1.013100E-08  8.807936E-09  2.441322E-06  3.321182E-06  7.993676E-09  2.979372E-08  3.790962E-08  3.324256E-08
 2.861500E+02  2.507370E-02  1.830786E-05  4.072584E-09  5.367931E-09  5.977785E-09  7.155831E-09  1.490349E-02  1.523823E-05  1.512271E-07  1.447127E-03  5.893734E-07  2.214258E-09  5.000460E-11  3.118933E-04  6.318644E-08  2.158702E-07  4.203725E-08  7.248279E-04  1.714962E-08  9.724574E-09  8.447887E-09  2.397861E-06  3.261920E-06  7.516855E-09  2.782646E-08  3.541970E-08  3.136390E-08
 2.871500E+02  2.499344E-02  1.796681E-05  3.892663E-09  5.132361E-09  5.715838E-09  6.844232E-09  1.485331E-02  1.486604E-05  1.403076E-07  1.451189E-03  5.823288E-07  2.095511E-09  4.900456E-11  3.038401E-04  5.917779E-08  2.027740E-07  3.987003E-08  7.124396E-04  1.632813E-08  9.336489E-09  8.104371E-09  2.355246E-06  3.203821E-06  7.070238E-09  2.599914E-08  3.310604E-08  2.960108E-08
 2.881500E+02  2.491359E-02  1.763448E-05  3.721945E-09  4.908775E-09  5.467199E-09  6.548380E-09  1.480338E-02  1.450534E-05  1.302444E-07  1.455087E-03  5.753150E-07  1.983372E-09  4.801927E-11  2.960488E-04  5.544929E-08  1.905573E-07  3.782920E-08  7.002894E-04  1.554878E-08  8.965845E-09  7.776561E-09  2.313466E-06  3.146865E-06  6.651823E-09  2.430115E-08  3.095534E-08  2.794643E-08
 2.891500E+02  2.483415E-02  1.731060E-05  3.559903E-09  4.696487E-09  5.231109E-09  6.267381E-09  1.475371E-02  1.415574E-05  1.209655E-07  1.458826E-03  5.683351E-07  1.877466E-09  4.704893E-11  2.885095E-04  5.197972E-08  1.791559E-07  3.590661E-08  6.883731E-04  1.480930E-08  8.611788E-09  7.463672E-09  2.272505E-06  3.091033E-06  6.259742E-09  2.272275E-08  2.895538E-08  2.639282E-08
 2.901500E+02  2.475512E-02  1.699492E-05  3.406041E-09  4.494856E-09  5.006856E-09  6.000396E-09  1.470428E-02  1.381681E-05  1.124051E-07  1.462406E-03  5.613924E-07  1.777442E-09  4.609371E-11  2.812127E-04  4.874956E-08  1.685105E-07  3.409468E-08  6.766867E-04  1.410755E-08  8.273505E-09  7.164963E-09  2.232349E-06  3.036305E-06  5.892258E-09  2.125495E-08  2.709489E-08  2.493361E-08
 2.911500E+02  2.467650E-02  1.668717E-05  3.259897E-09  4.303281E-09  4.793774E-09  5.746640E-09  1.465512E-02  1.348820E-05  1.045035E-07  1.465833E-03  5.544898E-07  1.682967E-09  4.515374E-11  2.741492E-04  4.574086E-08  1.585665E-07  3.238638E-08  6.652262E-04  1.344152E-08  7.950229E-09  6.879733E-09  2.192986E-06  2.982662E-06  5.547752E-09  1.988951E-08  2.536351E-08  2.356265E-08
 2.921500E+02  2.459829E-02  1.638711E-05  3.121035E-09  4.121198E-09  4.591235E-09  5.505374E-09  1.460621E-02  1.316952E-05  9.720619E-08  1.469107E-03  5.476302E-07  1.593729E-09  4.422914E-11  2.673102E-04  4.293714E-08  1.492736E-07  3.077515E-08  6.539876E-04  1.280930E-08  7.641233E-09  6.607317E-09  2.154400E-06  2.930085E-06  5.224715E-09  1.861880E-08  2.375167E-08  2.227418E-08
 2.931500E+02  2.452048E-02  1.609452E-05  2.989047E-09  3.948078E-09  4.398654E-09  5.275908E-09  1.455756E-02  1.286043E-05  9.046353E-08  1.472233E-03  5.408161E-07  1.509430E-09  4.331998E-11  2.606874E-04  4.032322E-08  1.405852E-07  2.925488E-08  6.429669E-04  1.220909E-08  7.345824E-09  6.347084E-09  2.116578E-06  2.878555E-06  4.921741E-09  1.743581E-08  2.225057E-08  2.106287E-08
 2.941500E+02  2.444308E-02  1.580916E-05  2.863551E-09  3.783425E-09  4.215480E-09  5.057590E-09  1.450916E-02  1.256058E-05  8.423014E-08  1.475212E-03  5.340499E-07  1.429792E-09  4.242631E-11  2.542727E-04  3.788514E-08  1.324585E-07  2.781988E-08  6.321601E-04  1.163918E-08  7.063351E-09  6.098439E-09  2.079507E-06  2.828052E-06  4.637520E-09  1.633409E-08  2.085208E-08  1.992374E-08
