#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  1.156247E-02  4.625479E-06  6.532188E-10  8.573655E-10  9.538872E-10  1.137392E-09  5.005203E-03  2.202869E-06  1.395256E-08  2.143265E-02  1.648042E-04  1.718557E-05  2.411319E-07  6.330650E-05  7.061538E-09  2.317115E-08  5.445478E-09  6.248798E-03  3.521196E-06  5.114719E-08  4.491265E-08  1.515228E-05  2.062634E-05  1.322839E-06  1.118551E-07  1.416660E-07  1.513191E-07
 2.741500E+02  1.158007E-02  4.574544E-06  6.304397E-10  8.277475E-10  9.210037E-10  1.098529E-09  4.979216E-03  2.136533E-06  1.278320E-08  2.140331E-02  1.611487E-04  1.595394E-05  2.325500E-07  6.170195E-05  6.578903E-09  2.165739E-08  5.177244E-09  6.132316E-03  3.321111E-06  4.914035E-08  4.311321E-08  1.476329E-05  2.009554E-05  1.223300E-06  1.029785E-07  1.304755E-07  1.417657E-07
 2.751500E+02  1.159660E-02  4.523947E-06  6.085053E-10  7.992169E-10  8.893246E-10  1.061075E-09  4.953535E-03  2.072709E-06  1.171987E-08  2.137321E-02  1.575890E-04  1.481707E-05  2.243129E-07  6.014630E-05  6.132269E-09  2.025202E-08  4.923558E-09  6.018258E-03  3.133350E-06  4.721924E-08  4.139225E-08  1.438668E-05  1.958170E-05  1.131834E-06  9.486307E-08  1.202408E-07  1.328687E-07
 2.761500E+02  1.161206E-02  4.473701E-06  5.873839E-10  7.717332E-10  8.588054E-10  1.024981E-09  4.928155E-03  2.011286E-06  1.075228E-08  2.134237E-02  1.541225E-04  1.376722E-05  2.164059E-07  5.863787E-05  5.718746E-09  1.894666E-08  4.683568E-09  5.906578E-03  2.957104E-06  4.538001E-08  3.974616E-08  1.402200E-05  1.908420E-05  1.047745E-06  8.743912E-08  1.108744E-07  1.245798E-07
 2.771500E+02  1.162647E-02  4.423816E-06  5.670448E-10  7.452575E-10  8.294029E-10  9.901944E-10  4.903071E-03  1.952158E-06  9.871198E-09  2.131083E-02  1.507466E-04  1.279730E-05  2.088145E-07  5.717505E-05  5.335688E-09  1.773363E-08  4.456476E-09  5.797231E-03  2.791620E-06  4.361897E-08  3.817150E-08  1.366882E-05  1.860245E-05  9.703965E-07  8.064361E-08  1.022977E-07  1.168542E-07
 2.781500E+02  1.163986E-02  4.374304E-06  5.474586E-10  7.197522E-10  8.010758E-10  9.566688E-10  4.878279E-03  1.895225E-06  9.068335E-09  2.127862E-02  1.474588E-04  1.190087E-05  2.015254E-07  5.575628E-05  4.980677E-09  1.660586E-08  4.241533E-09  5.690172E-03  2.636195E-06  4.193263E-08  3.666501E-08  1.332673E-05  1.813588E-05  8.992130E-07  7.441963E-08  9.443926E-08  1.096510E-07
 2.791500E+02  1.165225E-02  4.325176E-06  5.285969E-10  6.951811E-10  7.737841E-10  9.243574E-10  4.853776E-03  1.840392E-06  8.336249E-09  2.124576E-02  1.442566E-04  1.107199E-05  1.945255E-07  5.438007E-05  4.651498E-09  1.555687E-08  4.038038E-09  5.585355E-03  2.490177E-06  4.031764E-08  3.522356E-08  1.299533E-05  1.768393E-05  8.336696E-07  6.871573E-08  8.723475E-08  1.029321E-07
 2.801500E+02  1.166365E-02  4.276441E-06  5.104324E-10  6.715096E-10  7.474893E-10  8.932157E-10  4.829556E-03  1.787567E-06  7.668252E-09  2.121228E-02  1.411377E-04  1.030525E-05  1.878023E-07  5.304500E-05  4.346125E-09  1.458071E-08  3.845332E-09  5.482737E-03  2.352958E-06  3.877082E-08  3.384419E-08  1.267423E-05  1.724609E-05  7.732889E-07  6.348536E-08  8.062587E-08  9.666264E-08
 2.811500E+02  1.167409E-02  4.228110E-06  4.929388E-10  6.487041E-10  7.221544E-10  8.632006E-10  4.805617E-03  1.736665E-06  7.058326E-09  2.117821E-02  1.380998E-04  9.595689E-06  1.813440E-07  5.174966E-05  4.062701E-09  1.367191E-08  3.662796E-09  5.382274E-03  2.223970E-06  3.728912E-08  3.252406E-08  1.236306E-05  1.682184E-05  7.176364E-07  5.868642E-08  7.455984E-08  9.081016E-08
 2.821500E+02  1.168359E-02  4.180190E-06  4.760908E-10  6.267323E-10  6.977438E-10  8.342708E-10  4.781953E-03  1.687602E-06  6.501054E-09  2.114358E-02  1.351404E-04  8.938773E-06  1.751392E-07  5.049273E-05  3.799521E-09  1.282543E-08  3.489850E-09  5.283921E-03  2.102685E-06  3.586963E-08  3.126048E-08  1.206148E-05  1.641069E-05  6.663162E-07  5.428077E-08  6.898886E-08  8.534487E-08
 2.831500E+02  1.169216E-02  4.132691E-06  4.598641E-10  6.055631E-10  6.742229E-10  8.063862E-10  4.758561E-03  1.640302E-06  5.991557E-09  2.110841E-02  1.322575E-04  8.330337E-06  1.691772E-07  4.927293E-05  3.555026E-09  1.203665E-08  3.325950E-09  5.187638E-03  1.988610E-06  3.450960E-08  3.005088E-08  1.176913E-05  1.601218E-05  6.189676E-07  5.023385E-08  6.386961E-08  8.023920E-08
 2.841500E+02  1.169983E-02  4.085619E-06  4.442352E-10  5.851665E-10  6.515586E-10  7.795082E-10  4.735437E-03  1.594690E-06  5.525438E-09  2.107272E-02  1.294489E-04  7.766569E-06  1.634475E-07  4.808902E-05  3.327783E-09  1.130130E-08  3.170583E-09  5.093381E-03  1.881286E-06  3.320637E-08  2.889281E-08  1.148570E-05  1.562587E-05  5.752618E-07  4.651434E-08  5.916278E-08  7.546767E-08
 2.851500E+02  1.170662E-02  4.038982E-06  4.291814E-10  5.655136E-10  6.297191E-10  7.535998E-10  4.712576E-03  1.550694E-06  5.098730E-09  2.103654E-02  1.267125E-04  7.243971E-06  1.579403E-07  4.693980E-05  3.116475E-09  1.061547E-08  3.023268E-09  5.001110E-03  1.780285E-06  3.195744E-08  2.778393E-08  1.121087E-05  1.525130E-05  5.348987E-07  4.309382E-08  5.483271E-08  7.100672E-08
 2.861500E+02  1.171255E-02  3.992786E-06  4.146811E-10  5.465765E-10  6.086734E-10  7.286252E-10  4.689975E-03  1.508247E-06  4.707852E-09  2.099988E-02  1.240462E-04  6.759334E-06  1.526461E-07  4.582414E-05  2.919896E-09  9.975536E-09  2.883554E-09  4.910782E-03  1.685207E-06  3.076039E-08  2.672203E-08  1.094433E-05  1.488808E-05  4.976046E-07  3.994649E-08  5.084702E-08  6.683456E-08
 2.871500E+02  1.171763E-02  3.947037E-06  4.007132E-10  5.283286E-10  5.883921E-10  7.045497E-10  4.667631E-03  1.467285E-06  4.349570E-09  2.096277E-02  1.214481E-04  6.309717E-06  1.475558E-07  4.474091E-05  2.736934E-09  9.378165E-09  2.751014E-09  4.822358E-03  1.595679E-06  2.961294E-08  2.570498E-08  1.068580E-05  1.453580E-05  4.631294E-07  3.704892E-08  4.717630E-08  6.293103E-08
 2.881500E+02  1.172189E-02  3.901740E-06  3.872576E-10  5.107439E-10  5.688464E-10  6.813401E-10  4.645538E-03  1.427746E-06  4.020962E-09  2.092524E-02  1.189162E-04  5.892418E-06  1.426609E-07  4.368905E-05  2.566570E-09  8.820288E-09  2.625251E-09  4.735797E-03  1.511353E-06  2.851288E-08  2.473076E-08  1.043499E-05  1.419408E-05  4.312448E-07  3.437983E-08  4.379379E-08  5.927748E-08
 2.891500E+02  1.172536E-02  3.856900E-06  3.742949E-10  4.937976E-10  5.500088E-10  6.589644E-10  4.623693E-03  1.389572E-06  3.719383E-09  2.088728E-02  1.164487E-04  5.504953E-06  1.379531E-07  4.266754E-05  2.407865E-09  8.299068E-09  2.505887E-09  4.651061E-03  1.431905E-06  2.745814E-08  2.379744E-08  1.019164E-05  1.386255E-05  4.017421E-07  3.191986E-08  4.067518E-08  5.585663E-08
 2.901500E+02  1.172803E-02  3.812521E-06  3.618065E-10  4.774657E-10  5.318529E-10  6.373916E-10  4.602092E-03  1.352708E-06  3.442441E-09  2.084894E-02  1.140437E-04  5.145045E-06  1.334245E-07  4.167538E-05  2.259955E-09  7.811891E-09  2.392569E-09  4.568112E-03  1.357031E-06  2.644672E-08  2.290320E-08  9.955488E-06  1.354085E-05  3.744305E-07  2.965140E-08  3.779832E-08  5.265248E-08
 2.911500E+02  1.172995E-02  3.768607E-06  3.497742E-10  4.617253E-10  5.143532E-10  6.165920E-10  4.580733E-03  1.317099E-06  3.187969E-09  2.081022E-02  1.116996E-04  4.810598E-06  1.290676E-07  4.071161E-05  2.122045E-09  7.356340E-09  2.284965E-09  4.486910E-03  1.286447E-06  2.547671E-08  2.204628E-08  9.726284E-06  1.322864E-05  3.491353E-07  2.755841E-08  3.514305E-08  4.965020E-08
 2.921500E+02  1.173112E-02  3.725160E-06  3.381809E-10  4.465539E-10  4.974849E-10  5.965368E-10  4.559610E-03  1.282696E-06  2.954005E-09  2.077114E-02  1.094145E-04  4.499684E-06  1.248752E-07  3.977532E-05  1.993402E-09  6.930183E-09  2.182761E-09  4.407420E-03  1.219890E-06  2.454631E-08  2.122501E-08  9.503791E-06  1.292560E-05  3.256968E-07  2.562629E-08  3.269101E-08  4.683605E-08
 2.931500E+02  1.173157E-02  3.682184E-06  3.270097E-10  4.319303E-10  4.812245E-10  5.771984E-10  4.538720E-03  1.249450E-06  2.738768E-09  2.073173E-02  1.071868E-04  4.210534E-06  1.208405E-07  3.886560E-05  1.873351E-09  6.531357E-09  2.085663E-09  4.329603E-03  1.157112E-06  2.365378E-08  2.043781E-08  9.287778E-06  1.263141E-05  3.039686E-07  2.384175E-08  3.042545E-08  4.419728E-08
 2.941500E+02  1.173130E-02  3.639680E-06  3.162448E-10  4.178338E-10  4.655492E-10  5.585501E-10  4.518060E-03  1.217314E-06  2.540643E-09  2.069198E-02  1.050149E-04  3.941515E-06  1.169568E-07  3.798161E-05  1.761269E-09  6.157957E-09  1.993393E-09  4.253425E-03  1.097881E-06  2.279746E-08  1.968314E-08  9.078024E-06  1.234577E-05  2.838167E-07  2.219264E-08  2.833111E-08  4.172206E-08
 2.951500E+02  1.173035E-02  3.597650E-06  3.058706E-10  4.042447E-10  4.504369E-10  5.405663E-10  4.497626E-03  1.186245E-06  2.358163E-09  2.065193E-02  1.028972E-04  3.691127E-06  1.132180E-07  3.712251E-05  1.656584E-09  5.808217E-09  1.905690E-09  4.178849E-03  1.041982E-06  2.197578E-08  1.895958E-08  8.874318E-06  1.206839E-05  2.651183E-07  2.066790E-08  2.639404E-08  3.939944E-08
 2.961500E+02  1.172873E-02  3.556095E-06  2.958724E-10  3.911438E-10  4.358665E-10  5.232223E-10  4.477414E-03  1.156201E-06  2.189995E-09  2.061159E-02  1.008322E-04  3.457989E-06  1.096181E-07  3.628750E-05  1.558765E-09  5.480505E-09  1.822308E-09  4.105842E-03  9.892117E-07  2.118724E-08  1.826574E-08  8.676454E-06  1.179898E-05  2.477605E-07  1.925743E-08  2.460151E-08  3.721923E-08
 2.971500E+02  1.172646E-02  3.515017E-06  2.862358E-10  3.785128E-10  4.218177E-10  5.064941E-10  4.457422E-03  1.127141E-06  2.034930E-09  2.057096E-02  9.881844E-05  3.240826E-06  1.061512E-07  3.547582E-05  1.467324E-09  5.173309E-09  1.743013E-09  4.034368E-03  9.393820E-07  2.043039E-08  1.760031E-08  8.484236E-06  1.153727E-05  2.316401E-07  1.795200E-08  2.294190E-08  3.517197E-08
 2.981500E+02  1.172355E-02  3.474416E-06  2.769471E-10  3.663340E-10  4.082709E-10  4.903591E-10  4.437645E-03  1.099028E-06  1.891865E-09  2.053008E-02  9.685448E-05  3.038465E-06  1.028120E-07  3.468671E-05  1.381808E-09  4.885231E-09  1.667589E-09  3.964395E-03  8.923157E-07  1.970386E-08  1.696203E-08  8.297475E-06  1.128302E-05  2.166623E-07  1.674317E-08  2.140459E-08  3.324887E-08
 2.991500E+02  1.172003E-02  3.434292E-06  2.679931E-10  3.545903E-10  3.952073E-10  4.747949E-10  4.418081E-03  1.071823E-06  1.759798E-09  2.048894E-02  9.493890E-05  2.849824E-06  9.959526E-08  3.391947E-05  1.301800E-09  4.614973E-09  1.595828E-09  3.895889E-03  8.478471E-07  1.900634E-08  1.634971E-08  8.115987E-06  1.103596E-05  2.027397E-07  1.562325E-08  1.997984E-08  3.144178E-08
