#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  4.393416E-01  6.697160E-04  2.702938E-07  3.547672E-07  3.947067E-07  4.706386E-07  1.458026E-01  1.874588E-04  2.601394E-06  1.916039E-01  1.320856E-03  9.261283E-05  1.299457E-06  7.027064E-03  1.717355E-06  5.635187E-06  1.727448E-06  2.128664E-01  8.065305E-05  4.979386E-06  4.372428E-06  3.957131E-04  5.386722E-04  2.322894E-05  6.400194E-06  8.105931E-06  1.129378E-05
 2.741500E+02  4.408483E-01  6.613104E-04  2.595626E-07  3.407975E-07  3.791926E-07  4.522826E-07  1.458975E-01  1.829723E-04  2.399746E-06  1.930498E-01  1.307691E-03  8.735704E-05  1.273345E-06  6.865395E-03  1.604612E-06  5.282295E-06  1.640613E-06  2.100354E-01  7.675431E-05  4.793439E-06  4.205516E-06  3.891887E-04  5.297571E-04  2.176012E-05  5.950775E-06  7.539737E-06  1.064361E-05
 2.751500E+02  4.423336E-01  6.530513E-04  2.493250E-07  3.274659E-07  3.643860E-07  4.347581E-07  1.459897E-01  1.786254E-04  2.215067E-06  1.944762E-01  1.294524E-03  8.241301E-05  1.247635E-06  6.708512E-03  1.500022E-06  4.953873E-06  1.558720E-06  2.072420E-01  7.305753E-05  4.615277E-06  4.045738E-06  3.827851E-04  5.210087E-04  2.039043E-05  5.535425E-06  7.016260E-06  1.003434E-05
 2.761500E+02  4.437976E-01  6.449355E-04  2.395556E-07  3.147396E-07  3.502507E-07  4.180227E-07  1.460791E-01  1.744131E-04  2.045827E-06  1.958832E-01  1.281364E-03  7.776180E-05  1.222332E-06  6.556251E-03  1.402946E-06  4.648074E-06  1.481457E-06  2.044862E-01  6.955176E-05  4.444546E-06  3.892763E-06  3.765008E-04  5.124246E-04  1.911283E-05  5.151393E-06  6.532064E-06  9.463208E-06
 2.771500E+02  4.452405E-01  6.369601E-04  2.302303E-07  3.025878E-07  3.367523E-07  4.020365E-07  1.461659E-01  1.703307E-04  1.890641E-06  1.972708E-01  1.268219E-03  7.338563E-05  1.197439E-06  6.408451E-03  1.312799E-06  4.363203E-06  1.408536E-06  2.017677E-01  6.622667E-05  4.280912E-06  3.746279E-06  3.703339E-04  5.040023E-04  1.792080E-05  4.796160E-06  6.084004E-06  8.927641E-06
 2.781500E+02  4.466623E-01  6.291221E-04  2.213264E-07  2.909812E-07  3.238587E-07  3.867618E-07  1.462502E-01  1.663734E-04  1.748256E-06  1.986392E-01  1.255097E-03  6.926779E-05  1.172958E-06  6.264960E-03  1.229044E-06  4.097701E-06  1.339687E-06  1.990864E-01  6.307250E-05  4.124054E-06  3.605986E-06  3.642825E-04  4.957393E-04  1.680829E-05  4.467420E-06  5.669201E-06  8.425261E-06
 2.791500E+02  4.480633E-01  6.214189E-04  2.128226E-07  2.798924E-07  3.115394E-07  3.721629E-07  1.463321E-01  1.625367E-04  1.617539E-06  1.999885E-01  1.242004E-03  6.539259E-05  1.148893E-06  6.125630E-03  1.151189E-06  3.850134E-06  1.274658E-06  1.964422E-01  6.008001E-05  3.973668E-06  3.471600E-06  3.583451E-04  4.876330E-04  1.576972E-05  4.163065E-06  5.285019E-06  7.953857E-06
 2.801500E+02  4.494437E-01  6.138476E-04  2.046986E-07  2.692954E-07  2.997656E-07  3.582062E-07  1.464116E-01  1.588164E-04  1.497461E-06  2.013188E-01  1.228949E-03  6.174532E-05  1.125244E-06  5.990320E-03  1.078783E-06  3.619182E-06  1.213216E-06  1.938348E-01  5.724052E-05  3.829464E-06  3.342852E-06  3.525197E-04  4.796809E-04  1.479990E-05  3.881161E-06  4.929041E-06  7.511371E-06
 2.811500E+02  4.508036E-01  6.064056E-04  1.969355E-07  2.591658E-07  2.885101E-07  3.448599E-07  1.464888E-01  1.552083E-04  1.387094E-06  2.026302E-01  1.215938E-03  5.831215E-05  1.102011E-06  5.858892E-03  1.011411E-06  3.403628E-06  1.155140E-06  1.912641E-01  5.454578E-05  3.691167E-06  3.219485E-06  3.468045E-04  4.718805E-04  1.389402E-05  3.619940E-06  4.599056E-06  7.095894E-06
 2.821500E+02  4.521433E-01  5.990903E-04  1.895151E-07  2.494802E-07  2.777473E-07  3.320940E-07  1.465639E-01  1.517085E-04  1.285591E-06  2.039229E-01  1.202976E-03  5.508011E-05  1.079196E-06  5.731217E-03  9.486943E-07  3.202354E-06  1.100227E-06  1.887297E-01  5.198804E-05  3.558513E-06  3.101253E-06  3.411978E-04  4.642292E-04  1.304762E-05  3.377778E-06  4.293031E-06  6.705648E-06
