#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.731500E+02  3.728019E-02  3.563364E-02  5.435832E-04                                 112
 2.741500E+02  3.730045E-02  3.563364E-02  5.455858E-04                                 112
 2.751500E+02  3.732089E-02  3.563364E-02  5.496859E-04                                 112
 2.761500E+02  3.734148E-02  3.563364E-02  5.534360E-04                                 112
 2.771500E+02  3.736222E-02  3.563364E-02  5.568841E-04                                 112
 2.781500E+02  3.738309E-02  3.563364E-02  5.600340E-04                                 112
 2.791500E+02  3.740409E-02  3.563364E-02  5.628910E-04                                 112
 2.801500E+02  3.742520E-02  3.563364E-02  5.654620E-04                                 112
 2.811500E+02  3.744642E-02  3.563364E-02  5.677547E-04                                 112
 2.821500E+02  3.746772E-02  3.563364E-02  5.697784E-04                                 112
 2.831500E+02  3.748911E-02  3.563364E-02  5.715430E-04                                 112
 2.841500E+02  3.751058E-02  3.563364E-02  5.730595E-04                                 112
 2.851500E+02  3.753210E-02  3.563364E-02  5.743395E-04                                 112
 2.861500E+02  3.755369E-02  3.563364E-02  5.753954E-04                                 112
 2.871500E+02  3.757532E-02  3.563364E-02  5.762399E-04                                 112
 2.881500E+02  3.759699E-02  3.563364E-02  5.768865E-04                                 112
 2.891500E+02  3.761870E-02  3.563364E-02  5.773485E-04                                 112
 2.901500E+02  3.764043E-02  3.563364E-02  5.776399E-04                                 112
 2.911500E+02  3.766218E-02  3.563364E-02  5.777744E-04                                 112
 2.921500E+02  3.768395E-02  3.563364E-02  5.777662E-04                                 112
 2.931500E+02  3.770573E-02  3.563364E-02  5.776292E-04                                 112
 2.941500E+02  3.772751E-02  3.563364E-02  5.773772E-04                                 112
 2.951500E+02  3.774929E-02  3.563364E-02  5.770241E-04                                 112
 2.961500E+02  3.777108E-02  3.563364E-02  5.765832E-04                                 112
 2.971500E+02  3.779285E-02  3.563364E-02  5.760681E-04                                 112
 2.981500E+02  3.781462E-02  3.563364E-02  5.754916E-04                                 112
 2.991500E+02  3.783638E-02  3.563364E-02  5.748665E-04                                 112
 3.001500E+02  3.785812E-02  3.563364E-02  5.742053E-04                                 112
 3.011500E+02  3.787985E-02  3.563364E-02  5.735199E-04                                 112
 3.021500E+02  3.790157E-02  3.563364E-02  5.728221E-04                                 112
 3.031500E+02  3.792327E-02  3.563364E-02  5.721231E-04                                 112
 3.041500E+02  3.794496E-02  3.563364E-02  5.714338E-04                                 112
 3.051500E+02  3.796664E-02  3.563364E-02  5.707647E-04                                 112
 3.061500E+02  3.798830E-02  3.563364E-02  5.701258E-04                                 112
 3.071500E+02  3.800996E-02  3.563364E-02  5.695269E-04                                 112
 3.081500E+02  3.803160E-02  3.563364E-02  5.689771E-04                                 112
 3.091500E+02  3.805323E-02  3.563364E-02  5.684854E-04                                 112
 3.101500E+02  3.807486E-02  3.563364E-02  5.680603E-04                                 112
 3.111500E+02  3.809649E-02  3.563364E-02  5.677097E-04                                 112
 3.121500E+02  3.811812E-02  3.563364E-02  3.236377E+02                                 112
 3.131500E+02  2.471102E+01  3.563364E-02  5.010950E-01                                 111
 3.141500E+02  2.480326E+01  3.563364E-02  3.715512E-03                                 111
 3.151500E+02  2.489533E+01  3.563364E-02  3.695617E-03                                 111
 3.161500E+02  2.498726E+01  3.563364E-02  3.676000E-03                                 111
 3.171500E+02  2.507904E+01  3.563364E-02  3.656654E-03                                 111
 3.181500E+02  2.517067E+01  3.563364E-02  3.637572E-03                                 111
 3.191500E+02  2.526216E+01  3.563364E-02  3.618748E-03                                 111
 3.201500E+02  2.535351E+01  3.563364E-02  3.600176E-03                                 111
 3.211500E+02  2.544472E+01  3.563364E-02  3.581851E-03                                 111
 3.221500E+02  2.553579E+01  3.563364E-02  3.563766E-03                                 111
 3.231500E+02  2.562672E+01  3.563364E-02  3.545918E-03                                 111
 3.241500E+02  2.571753E+01  3.563364E-02  3.528300E-03                                 111
 3.251500E+02  2.580820E+01  3.563364E-02  3.510909E-03                                 111
 3.261500E+02  2.589875E+01  3.563364E-02  3.493739E-03                                 111
 3.271500E+02  2.598917E+01  3.563364E-02  3.476786E-03                                 111
 3.281500E+02  2.607946E+01  3.563364E-02  3.460045E-03                                 111
