#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  3.493051E+01  3.493407E+01  1.233201E+02
 2.741500E+02  3.507034E+01  3.507390E+01  1.238311E+02
 2.751500E+02  3.520976E+01  3.521333E+01  1.243388E+02
 2.761500E+02  3.534865E+01  3.535222E+01  1.248426E+02
 2.771500E+02  3.548690E+01  3.549046E+01  1.253424E+02
 2.781500E+02  3.562438E+01  3.562795E+01  1.258375E+02
 2.791500E+02  3.576102E+01  3.576459E+01  1.263279E+02
 2.801500E+02  3.589672E+01  3.590029E+01  1.268132E+02
 2.811500E+02  3.603140E+01  3.603497E+01  1.272930E+02
 2.821500E+02  3.616498E+01  3.616856E+01  1.277674E+02
 2.831500E+02  3.629742E+01  3.630100E+01  1.282359E+02
 2.841500E+02  3.642866E+01  3.643224E+01  1.286986E+02
 2.851500E+02  3.655866E+01  3.656224E+01  1.291553E+02
 2.861500E+02  3.668739E+01  3.669097E+01  1.296060E+02
 2.871500E+02  3.681483E+01  3.681841E+01  1.300506E+02
 2.881500E+02  3.694096E+01  3.694454E+01  1.304890E+02
 2.891500E+02  3.706577E+01  3.706935E+01  1.309214E+02
 2.901500E+02  3.718926E+01  3.719285E+01  1.313478E+02
 2.911500E+02  3.731145E+01  3.731503E+01  1.317682E+02
 2.921500E+02  3.743233E+01  3.743591E+01  1.321827E+02
 2.931500E+02  3.755192E+01  3.755551E+01  1.325913E+02
 2.941500E+02  3.767024E+01  3.767383E+01  1.329943E+02
 2.951500E+02  3.778732E+01  3.779091E+01  1.333916E+02
 2.961500E+02  3.790317E+01  3.790676E+01  1.337835E+02
 2.971500E+02  3.801782E+01  3.802142E+01  1.341700E+02
 2.981500E+02  3.813131E+01  3.813491E+01  1.345513E+02
 2.991500E+02  3.824366E+01  3.824726E+01  1.349275E+02
 3.001500E+02  3.835491E+01  3.835851E+01  1.352987E+02
 3.011500E+02  3.846508E+01  3.846868E+01  1.356652E+02
 3.021500E+02  3.857420E+01  3.857781E+01  1.360269E+02
 3.031500E+02  3.868232E+01  3.868592E+01  1.363842E+02
 3.041500E+02  3.878946E+01  3.879307E+01  1.367370E+02
 3.051500E+02  3.889566E+01  3.889926E+01  1.370856E+02
 3.061500E+02  3.900094E+01  3.900455E+01  1.374301E+02
 3.071500E+02  3.910534E+01  3.910895E+01  1.377705E+02
 3.081500E+02  3.920889E+01  3.921250E+01  1.381071E+02
 3.091500E+02  3.931163E+01  3.931524E+01  1.384400E+02
 3.101500E+02  3.941358E+01  3.941719E+01  1.387693E+02
 3.111500E+02  3.951477E+01  3.951839E+01  1.390950E+02
 3.121500E+02  3.961524E+01  3.961885E+01  1.394174E+02
 3.131500E+02  3.971501E+01  3.971862E+01  1.397365E+02
 3.141500E+02  3.981411E+01  3.981772E+01  1.400524E+02
 3.151500E+02  3.991257E+01  3.991618E+01  1.403654E+02
 3.161500E+02  4.001041E+01  4.001403E+01  1.406753E+02
 3.171500E+02  4.010767E+01  4.011129E+01  1.409825E+02
 3.181500E+02  4.020436E+01  4.020799E+01  1.412869E+02
