#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  1.085647E-02  4.078618E-06  5.409201E-10  7.099707E-10  7.898988E-10  9.418561E-10  3.317768E-02  9.680933E-05  4.065243E-06  3.940858E-04  2.914378E-07  9.563001E-07  3.183439E-08
 2.741500E+02  1.082362E-02  3.997156E-06  5.149781E-10  6.761501E-10  7.523269E-10  8.973391E-10  3.306255E-02  9.421954E-05  3.743924E-06  3.830154E-04  2.712232E-07  8.928518E-07  3.004401E-08
 2.751500E+02  1.079081E-02  3.917830E-06  4.904527E-10  6.441655E-10  7.167919E-10  8.552223E-10  3.294805E-02  9.171680E-05  3.450083E-06  3.723302E-04  2.525437E-07  8.340338E-07  2.836633E-08
 2.761500E+02  1.075803E-02  3.840575E-06  4.672585E-10  6.139067E-10  6.831718E-10  8.153627E-10  3.283419E-02  8.929768E-05  3.181203E-06  3.620146E-04  2.352735E-07  7.794800E-07  2.679357E-08
 2.771500E+02  1.072530E-02  3.765329E-06  4.453155E-10  5.852708E-10  6.513524E-10  7.776263E-10  3.272097E-02  8.695893E-05  2.935015E-06  3.520538E-04  2.192977E-07  7.288554E-07  2.531854E-08
 2.781500E+02  1.069262E-02  3.692032E-06  4.245491E-10  5.581612E-10  6.212269E-10  7.418879E-10  3.260839E-02  8.469741E-05  2.709465E-06  3.424338E-04  2.045116E-07  6.818531E-07  2.393459E-08
 2.791500E+02  1.066000E-02  3.620623E-06  4.048894E-10  5.324879E-10  5.926954E-10  7.080301E-10  3.249644E-02  8.251014E-05  2.502699E-06  3.331410E-04  1.908192E-07  6.381921E-07  2.263554E-08
 2.801500E+02  1.062745E-02  3.551048E-06  3.862710E-10  5.081666E-10  5.656644E-10  6.759432E-10  3.238514E-02  8.039425E-05  2.313040E-06  3.241625E-04  1.781331E-07  5.976145E-07  2.141569E-08
 2.811500E+02  1.059496E-02  3.483251E-06  3.686328E-10  4.851182E-10  5.400463E-10  6.455244E-10  3.227448E-02  7.834703E-05  2.138970E-06  3.154860E-04  1.663733E-07  5.598840E-07  2.026972E-08
 2.821500E+02  1.056255E-02  3.417179E-06  3.519174E-10  4.632688E-10  5.157591E-10  6.166774E-10  3.216446E-02  7.636584E-05  1.979113E-06  3.070996E-04  1.554666E-07  5.247835E-07  1.919272E-08
 2.831500E+02  1.053021E-02  3.352780E-06  3.360714E-10  4.425491E-10  4.927261E-10  5.893118E-10  3.205509E-02  7.444818E-05  1.832225E-06  2.989920E-04  1.453459E-07  4.921140E-07  1.818012E-08
 2.841500E+02  1.049796E-02  3.290006E-06  3.210445E-10  4.228942E-10  4.708752E-10  5.633431E-10  3.194635E-02  7.259166E-05  1.697175E-06  2.911525E-04  1.359499E-07  4.616923E-07  1.722770E-08
