#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  2.410399E-01  1.811103E-04  3.602920E-08  4.728919E-08  5.261298E-08  6.273444E-08  7.366247E-01  4.298801E-03  2.707746E-04  1.749931E-02  1.941187E-05  6.369651E-05  2.120401E-06
 2.741500E+02  2.412570E-01  1.781920E-04  3.443636E-08  4.521386E-08  5.030777E-08  6.000467E-08  7.369594E-01  4.200280E-03  2.503545E-04  1.707471E-02  1.813658E-05  5.970461E-05  2.009030E-06
 2.751500E+02  2.414672E-01  1.753395E-04  3.292477E-08  4.324372E-08  4.811923E-08  5.741225E-08  7.372827E-01  4.104717E-03  2.316088E-04  1.666336E-02  1.695361E-05  5.598984E-05  1.904271E-06
 2.761500E+02  2.416709E-01  1.725512E-04  3.148982E-08  4.137284E-08  4.604080E-08  5.494950E-08  7.375950E-01  4.012008E-03  2.143899E-04  1.626476E-02  1.585572E-05  5.253127E-05  1.805691E-06
 2.771500E+02  2.418683E-01  1.698253E-04  3.012719E-08  3.959566E-08  4.406632E-08  5.260920E-08  7.378968E-01  3.922055E-03  1.985642E-04  1.587847E-02  1.483628E-05  4.930967E-05  1.712890E-06
 2.781500E+02  2.420595E-01  1.671604E-04  2.883282E-08  3.790695E-08  4.219000E-08  5.038456E-08  7.381885E-01  3.834759E-03  1.840106E-04  1.550403E-02  1.388920E-05  4.630737E-05  1.625494E-06
 2.791500E+02  2.422449E-01  1.645549E-04  2.760292E-08  3.630182E-08  4.040640E-08  4.826923E-08  7.384706E-01  3.750030E-03  1.706190E-04  1.514103E-02  1.300890E-05  4.350809E-05  1.543155E-06
 2.801500E+02  2.424246E-01  1.620072E-04  2.643390E-08  3.477565E-08  3.871043E-08  4.625720E-08  7.387435E-01  3.667777E-03  1.582896E-04  1.478906E-02  1.219028E-05  4.089689E-05  1.465552E-06
 2.811500E+02  2.425989E-01  1.595160E-04  2.532239E-08  3.332410E-08  3.709726E-08  4.434284E-08  7.390076E-01  3.587915E-03  1.469317E-04  1.444773E-02  1.142864E-05  3.845996E-05  1.392382E-06
 2.821500E+02  2.427679E-01  1.570798E-04  2.426525E-08  3.194310E-08  3.556239E-08  4.252086E-08  7.392631E-01  3.510362E-03  1.364629E-04  1.411666E-02  1.071966E-05  3.618463E-05  1.323367E-06
 2.831500E+02  2.429319E-01  1.546972E-04  2.325950E-08  3.062882E-08  3.410156E-08  4.078626E-08  7.395106E-01  3.435038E-03  1.268083E-04  1.379549E-02  1.005939E-05  3.405920E-05  1.258246E-06
 2.841500E+02  2.430909E-01  1.523669E-04  2.230234E-08  2.937764E-08  3.271079E-08  3.913435E-08  7.397502E-01  3.361868E-03  1.178995E-04  1.348387E-02  9.444179E-06  3.207287E-05  1.196775E-06
 2.851500E+02  2.432453E-01  1.500874E-04  2.139115E-08  2.818618E-08  3.138630E-08  3.756073E-08  7.399824E-01  3.290778E-03  1.096745E-04  1.318147E-02  8.870683E-06  3.021570E-05  1.138728E-06
 2.861500E+02  2.433951E-01  1.478576E-04  2.052345E-08  2.705124E-08  3.012455E-08  3.606122E-08  7.402073E-01  3.221699E-03  1.020766E-04  1.288797E-02  8.335821E-06  2.847851E-05  1.083894E-06
