#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  4.778154E-02  7.079953E-06  2.777523E-10  3.645566E-10  4.055982E-10  4.836254E-10  9.402548E-01  6.967721E-03  5.573081E-04  4.404901E-03  6.204785E-06  2.035987E-05  1.052566E-07
 2.741500E+02  4.783530E-02  6.969831E-06  2.657152E-10  3.488758E-10  3.881810E-10  4.630035E-10  9.405125E-01  6.806389E-03  5.151238E-04  4.298725E-03  5.797745E-06  1.908586E-05  9.977872E-08
 2.751500E+02  4.788739E-02  6.862034E-06  2.542762E-10  3.339689E-10  3.716222E-10  4.433918E-10  9.407601E-01  6.649973E-03  4.764131E-04  4.195825E-03  5.420119E-06  1.790012E-05  9.462232E-08
 2.761500E+02  4.793785E-02  6.756512E-06  2.434026E-10  3.197940E-10  3.558753E-10  4.247357E-10  9.409982E-01  6.498298E-03  4.408686E-04  4.096084E-03  5.069605E-06  1.679601E-05  8.976667E-08
 2.771500E+02  4.798676E-02  6.653214E-06  2.330635E-10  3.063114E-10  3.408964E-10  4.069840E-10  9.412272E-01  6.351193E-03  4.082118E-04  3.999392E-03  4.744092E-06  1.576741E-05  8.519250E-08
 2.781500E+02  4.803416E-02  6.552092E-06  2.232299E-10  2.934837E-10  3.266440E-10  3.900881E-10  9.414476E-01  6.208496E-03  3.781904E-04  3.905639E-03  4.441647E-06  1.480870E-05  8.088189E-08
 2.791500E+02  4.808011E-02  6.453097E-06  2.138745E-10  2.812759E-10  3.130793E-10  3.740024E-10  9.416599E-01  6.070050E-03  3.505755E-04  3.814723E-03  4.160495E-06  1.391471E-05  7.681813E-08
 2.801500E+02  4.812466E-02  6.356181E-06  2.049717E-10  2.696547E-10  3.001654E-10  3.586840E-10  9.418645E-01  5.935705E-03  3.251595E-04  3.726544E-03  3.899009E-06  1.308069E-05  7.298568E-08
 2.811500E+02  4.816787E-02  6.261297E-06  1.964971E-10  2.585889E-10  2.878679E-10  3.440923E-10  9.420618E-01  5.805317E-03  3.017537E-04  3.641007E-03  3.655694E-06  1.230224E-05  6.937002E-08
 2.821500E+02  4.820978E-02  6.168401E-06  1.884279E-10  2.480490E-10  2.761541E-10  3.301889E-10  9.422520E-01  5.678747E-03  2.801870E-04  3.558019E-03  3.429179E-06  1.157532E-05  6.595765E-08
