#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  7.905711E-01  1.943119E-03  1.264488E-06  1.659671E-06  1.846516E-06  2.201741E-06  1.922202E-01  2.919478E-04  4.785980E-06  1.493750E-02  4.312503E-06  1.415069E-05  5.920782E-06
 2.741500E+02  7.907869E-01  1.909563E-03  1.206504E-06  1.584102E-06  1.762571E-06  2.102310E-06  1.924092E-01  2.855809E-04  4.432769E-06  1.457477E-02  4.031552E-06  1.327165E-05  5.606615E-06
 2.751500E+02  7.909961E-01  1.876858E-03  1.151622E-06  1.512551E-06  1.683084E-06  2.008129E-06  1.925922E-01  2.793906E-04  4.107785E-06  1.422338E-02  3.770737E-06  1.245298E-05  5.311343E-06
 2.761500E+02  7.911991E-01  1.844979E-03  1.099653E-06  1.444778E-06  1.607787E-06  1.918887E-06  1.927695E-01  2.733716E-04  3.808615E-06  1.388290E-02  3.528496E-06  1.169019E-05  5.033710E-06
 2.771500E+02  7.913959E-01  1.813899E-03  1.050425E-06  1.380556E-06  1.536432E-06  1.834291E-06  1.929414E-01  2.675186E-04  3.533067E-06  1.355296E-02  3.303399E-06  1.097914E-05  4.772553E-06
 2.781500E+02  7.915868E-01  1.783594E-03  1.003774E-06  1.319677E-06  1.468785E-06  1.754068E-06  1.931079E-01  2.618263E-04  3.279144E-06  1.323316E-02  3.094130E-06  1.031600E-05  4.526790E-06
 2.791500E+02  7.917720E-01  1.754040E-03  9.595484E-07  1.261945E-06  1.404630E-06  1.677962E-06  1.932693E-01  2.562899E-04  3.045028E-06  1.292315E-02  2.899484E-06  9.697282E-06  4.295419E-06
 2.801500E+02  7.919518E-01  1.725213E-03  9.176054E-07  1.207174E-06  1.343763E-06  1.605736E-06  1.934257E-01  2.509045E-04  2.829064E-06  1.262256E-02  2.718353E-06  9.119734E-06  4.077504E-06
 2.811500E+02  7.921262E-01  1.697093E-03  8.778121E-07  1.155195E-06  1.285993E-06  1.537164E-06  1.935775E-01  2.456654E-04  2.629744E-06  1.233108E-02  2.549718E-06  8.580378E-06  3.872181E-06
 2.821500E+02  7.922956E-01  1.669656E-03  8.400443E-07  1.105845E-06  1.231142E-06  1.472039E-06  1.937246E-01  2.405681E-04  2.445691E-06  1.204837E-02  2.392644E-06  8.076463E-06  3.678643E-06
 2.831500E+02  7.924600E-01  1.642884E-03  8.041852E-07  1.058976E-06  1.179044E-06  1.410164E-06  1.938673E-01  2.356083E-04  2.275650E-06  1.177413E-02  2.246271E-06  7.605451E-06  3.496139E-06
 2.841500E+02  7.926196E-01  1.616755E-03  7.701260E-07  1.014444E-06  1.129542E-06  1.351355E-06  1.940058E-01  2.307817E-04  2.118477E-06  1.150805E-02  2.109806E-06  7.165000E-06  3.323972E-06
 2.851500E+02  7.927747E-01  1.591251E-03  7.377642E-07  9.721196E-07  1.082489E-06  1.295441E-06  1.941401E-01  2.260842E-04  1.973126E-06  1.124985E-02  1.982521E-06  6.752947E-06  3.161492E-06
 2.861500E+02  7.929253E-01  1.566354E-03  7.070042E-07  9.318775E-07  1.037749E-06  1.242259E-06  1.942705E-01  2.215118E-04  1.838640E-06  1.099926E-02  1.863743E-06  6.367293E-06  3.008093E-06
 2.871500E+02  7.930717E-01  1.542044E-03  6.777562E-07  8.936017E-07  9.951916E-07  1.191658E-06  1.943971E-01  2.170608E-04  1.714148E-06  1.075601E-02  1.752854E-06  6.006191E-06  2.863211E-06
 2.881500E+02  7.932139E-01  1.518306E-03  6.499360E-07  8.571835E-07  9.546970E-07  1.143496E-06  1.945200E-01  2.127273E-04  1.598849E-06  1.051984E-02  1.649283E-06  5.667933E-06  2.726321E-06
 2.891500E+02  7.933521E-01  1.495122E-03  6.234644E-07  8.225204E-07  9.161516E-07  1.097639E-06  1.946393E-01  2.085078E-04  1.492015E-06  1.029052E-02  1.552505E-06  5.350940E-06  2.596932E-06
 2.901500E+02  7.934865E-01  1.472476E-03  5.982674E-07  7.895165E-07  8.794488E-07  1.053963E-06  1.947551E-01  2.043989E-04  1.392975E-06  1.006781E-02  1.462034E-06  5.053749E-06  2.474587E-06
 2.911500E+02  7.936171E-01  1.450353E-03  5.742752E-07  7.580816E-07  8.444885E-07  1.012349E-06  1.948677E-01  2.003971E-04  1.301117E-06  9.851475E-03  1.377421E-06  4.775007E-06  2.358858E-06
 2.921500E+02  7.937441E-01  1.428738E-03  5.514225E-07  7.281308E-07  8.111766E-07  9.726862E-07  1.949770E-01  1.964992E-04  1.215880E-06  9.641309E-03  1.298254E-06  4.513460E-06  2.249347E-06
 2.931500E+02  7.938676E-01  1.407616E-03  5.296478E-07  6.995845E-07  7.794248E-07  9.348708E-07  1.950832E-01  1.927020E-04  1.136750E-06  9.437099E-03  1.224149E-06  4.267945E-06  2.145681E-06
 2.941500E+02  7.939878E-01  1.386973E-03  5.088932E-07  6.723677E-07  7.491500E-07  8.988048E-07  1.951865E-01  1.890026E-04  1.063255E-06  9.238646E-03  1.154754E-06  4.037386E-06  2.047512E-06
 2.951500E+02  7.941047E-01  1.366795E-03  4.891044E-07  6.464101E-07  7.202739E-07  8.643959E-07  1.952868E-01  1.853980E-04  9.949618E-07  9.045756E-03  1.089741E-06  3.820784E-06  1.954515E-06
 2.961500E+02  7.942184E-01  1.347070E-03  4.702302E-07  6.216451E-07  6.927229E-07  8.315574E-07  1.953843E-01  1.818853E-04  9.314731E-07  8.858242E-03  1.028807E-06  3.617212E-06  1.866386E-06
 2.971500E+02  7.943291E-01  1.327785E-03  4.522224E-07  5.980104E-07  6.664276E-07  8.002075E-07  1.954792E-01  1.784618E-04  8.724239E-07  8.675928E-03  9.716741E-07  3.425809E-06  1.782839E-06
 2.981500E+02  7.944368E-01  1.308927E-03  4.350359E-07  5.754472E-07  6.413229E-07  7.702691E-07  1.955714E-01  1.751248E-04  8.174790E-07  8.498639E-03  9.180815E-07  3.245778E-06  1.703609E-06
 2.991500E+02  7.945417E-01  1.290485E-03  4.186278E-07  5.539000E-07  6.173472E-07  7.416698E-07  1.956611E-01  1.718717E-04  7.663300E-07  8.326212E-03  8.677895E-07  3.076375E-06  1.628446E-06
 3.001500E+02  7.946438E-01  1.272447E-03  4.029580E-07  5.333166E-07  5.944426E-07  7.143410E-07  1.957483E-01  1.687001E-04  7.186935E-07  8.158486E-03  8.205757E-07  2.916911E-06  1.557117E-06
