#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  3.549466E-02  4.362057E-05  1.892412E-08  2.483836E-08  2.763465E-08  3.295088E-08  8.630206E-03  6.553863E-06  7.162616E-08  3.353281E-04  6.454019E-08  2.117769E-07  8.860942E-08
 2.741500E+02  3.536793E-02  4.270257E-05  1.798696E-08  2.361631E-08  2.627699E-08  3.134192E-08  8.605497E-03  6.386299E-06  6.608516E-08  3.259281E-04  6.010369E-08  1.978580E-07  8.358524E-08
 2.751500E+02  3.524204E-02  4.181077E-05  1.710312E-08  2.246340E-08  2.499604E-08  2.982340E-08  8.580754E-03  6.223985E-06  6.100608E-08  3.168541E-04  5.600047E-08  1.849434E-07  7.888052E-08
 2.761500E+02  3.511700E-02  4.094426E-05  1.626920E-08  2.137526E-08  2.378696E-08  2.838963E-08  8.555985E-03  6.066735E-06  5.634786E-08  3.080930E-04  5.220355E-08  1.729545E-07  7.447295E-08
 2.771500E+02  3.499279E-02  4.010218E-05  1.548206E-08  2.034781E-08  2.264523E-08  2.703533E-08  8.531199E-03  5.914373E-06  5.207334E-08  2.996324E-04  4.868829E-08  1.618198E-07  7.034193E-08
 2.781500E+02  3.486941E-02  3.928367E-05  1.473876E-08  1.937727E-08  2.156667E-08  2.575557E-08  8.506404E-03  5.766726E-06  4.814878E-08  2.914604E-04  4.543215E-08  1.514734E-07  6.646839E-08
 2.791500E+02  3.474685E-02  3.848794E-05  1.403657E-08  1.846011E-08  2.054736E-08  2.454574E-08  8.481605E-03  5.623630E-06  4.454360E-08  2.835656E-04  4.241453E-08  1.418548E-07  6.283469E-08
 2.801500E+02  3.462510E-02  3.771421E-05  1.337294E-08  1.759304E-08  1.958365E-08  2.340158E-08  8.456809E-03  5.484925E-06  4.123005E-08  2.759370E-04  3.961656E-08  1.329086E-07  5.942449E-08
 2.811500E+02  3.450416E-02  3.696176E-05  1.274551E-08  1.677301E-08  1.867216E-08  2.231907E-08  8.432024E-03  5.350459E-06  3.818293E-08  2.685643E-04  3.702098E-08  1.245840E-07  5.622267E-08
 2.821500E+02  3.438402E-02  3.622985E-05  1.215207E-08  1.599715E-08  1.780970E-08  2.129451E-08  8.407254E-03  5.220085E-06  3.537934E-08  2.614375E-04  3.461197E-08  1.168340E-07  5.321521E-08
 2.831500E+02  3.426468E-02  3.551781E-05  1.159055E-08  1.526279E-08  1.699331E-08  2.032440E-08  8.382506E-03  5.093660E-06  3.279846E-08  2.545470E-04  3.237503E-08  1.096158E-07  5.038912E-08
