#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8          c1m1        c1m2-1        c1m2-7        c1m3-6        c1m4-1        c1m5-1        c1m5-6        c2m1-1        c2m2-1        c2m2-5        c2m3-1        c2m4-1        c2m4-3        c2m4-8        c3m1-1        c3m2-3        c3m3-8        c4m1-6        c4m2-4        c4m2-5        c5m1-9
 2.731500E+02  1.068416E-02  5.306845E-03  6.978944E-04  9.160032E-04  1.019126E-03  1.215181E-03  5.833523E-04  2.439366E-04  3.257764E-06  2.287559E-04  4.869929E-04  5.093719E-04  7.127774E-04  4.942303E-05  4.012702E-04  3.085445E-04  2.205127E-04  2.071788E-04  1.254751E-05  1.646332E-03  3.202436E-04  6.723616E-04  4.043056E-02  3.784242E-02  1.187699E-01  3.617200E-02  1.689029E-02  1.038399E-02  1.384221E-02  4.950501E-03  2.036511E-02  2.585438E-02  9.559660E-04  3.136828E-03  1.524894E-03  2.224556E-01  5.069294E-02  1.291820E-01  2.070966E-03  5.356920E-03  1.381650E-03  5.896830E-03  1.138752E-01  4.097293E-02  5.383751E-02  3.533102E-03  2.389588E-03  5.632599E-03  1.299204E-04  4.178304E-03  7.040716E-04  1.447911E-04
 2.741500E+02  1.097482E-02  5.473783E-03  7.143289E-04  9.378914E-04  1.043557E-03  1.244704E-03  5.887588E-04  2.470352E-04  3.312121E-06  2.316315E-04  4.936212E-04  5.159633E-04  7.214867E-04  4.864345E-05  3.988391E-04  3.065458E-04  2.194371E-04  2.013339E-04  1.221683E-05  1.721147E-03  3.400878E-04  7.027598E-04  4.110524E-02  3.815385E-02  1.199226E-01  3.615593E-02  1.698506E-02  1.038689E-02  1.384849E-02  4.970887E-03  2.047877E-02  2.692834E-02  9.916305E-04  3.264393E-03  1.570971E-03  2.226729E-01  5.028405E-02  1.281950E-01  2.139559E-03  5.475508E-03  1.412457E-03  5.953740E-03  1.119056E-01  4.040611E-02  5.290851E-02  3.602553E-03  2.414265E-03  5.609114E-03  1.307991E-04  4.141714E-03  6.997024E-04  1.434442E-04
 2.751500E+02  1.126975E-02  5.642527E-03  7.305574E-04  9.595213E-04  1.067702E-03  1.273902E-03  5.936413E-04  2.499254E-04  3.363956E-06  2.343111E-04  4.998407E-04  5.221211E-04  7.295817E-04  4.782631E-05  3.959817E-04  3.042222E-04  2.181220E-04  1.954179E-04  1.188036E-05  1.799005E-03  3.610454E-04  7.343682E-04  4.178943E-02  3.846805E-02  1.210859E-01  3.614186E-02  1.708057E-02  1.039031E-02  1.385543E-02  4.991470E-03  2.059332E-02  2.803488E-02  1.028202E-03  3.395671E-03  1.617832E-03  2.228487E-01  4.987188E-02  1.271982E-01  2.209036E-03  5.593571E-03  1.443136E-03  6.008270E-03  1.099362E-01  3.983381E-02  5.197943E-02  3.670472E-03  2.437410E-03  5.582140E-03  1.315580E-04  4.101942E-03  6.947531E-04  1.419540E-04
 2.761500E+02  1.156849E-02  5.812818E-03  7.465443E-04  9.808458E-04  1.091511E-03  1.302714E-03  5.979900E-04  2.526005E-04  3.413148E-06  2.367886E-04  5.056372E-04  5.278314E-04  7.370441E-04  4.697476E-05  3.927146E-04  3.015867E-04  2.165757E-04  1.894526E-04  1.153941E-05  1.879945E-03  3.831602E-04  7.672103E-04  4.248253E-02  3.878470E-02  1.222588E-01  3.612968E-02  1.717680E-02  1.039421E-02  1.386300E-02  5.012239E-03  2.070872E-02  2.917369E-02  1.065666E-03  3.530637E-03  1.665449E-03  2.229820E-01  4.945669E-02  1.261923E-01  2.279312E-03  5.710938E-03  1.473642E-03  6.060360E-03  1.079688E-01  3.925681E-02  5.105123E-02  3.736724E-03  2.458994E-03  5.551807E-03  1.321966E-04  4.059164E-03  6.892501E-04  1.403289E-04
 2.771500E+02  1.187095E-02  5.984504E-03  7.622607E-04  1.001826E-03  1.114941E-03  1.331088E-03  6.017947E-04  2.550538E-04  3.459572E-06  2.390578E-04  5.109963E-04  5.330799E-04  7.438556E-04  4.609126E-05  3.890496E-04  2.986488E-04  2.148039E-04  1.834538E-04  1.119495E-05  1.964068E-03  4.064883E-04  8.013254E-04  4.318454E-02  3.910368E-02  1.234409E-01  3.611925E-02  1.727367E-02  1.039856E-02  1.387115E-02  5.033177E-03  2.082491E-02  3.034510E-02  1.104024E-03  3.669321E-03  1.713807E-03  2.230722E-01  4.903844E-02  1.251773E-01  2.350329E-03  5.827470E-03  1.503939E-03  6.109935E-03  1.060043E-01  3.867545E-02  5.012431E-02  3.801184E-03  2.478975E-03  5.518169E-03  1.327136E-04  4.013487E-03  6.832079E-04  1.385742E-04
 2.781500E+02  1.217704E-02  6.157429E-03  7.776779E-04  1.022425E-03  1.137947E-03  1.358971E-03  6.050465E-04  2.572795E-04  3.503110E-06  2.411132E-04  5.159045E-04  5.378537E-04  7.499995E-04  4.517828E-05  3.849996E-04  2.954186E-04  2.128132E-04  1.774367E-04  1.084791E-05  2.051481E-03  4.310878E-04  8.367538E-04  4.389543E-02  3.942489E-02  1.246319E-01  3.611041E-02  1.737113E-02  1.040331E-02  1.387982E-02  5.054265E-03  2.094181E-02  3.154943E-02  1.143276E-03  3.811748E-03  1.762891E-03  2.231189E-01  4.861710E-02  1.241530E-01  2.422025E-03  5.943022E-03  1.533989E-03  6.156928E-03  1.040436E-01  3.809008E-02  4.919908E-02  3.863731E-03  2.497313E-03  5.481288E-03  1.331078E-04  3.965022E-03  6.766422E-04  1.366955E-04
 2.791500E+02  1.248666E-02  6.331431E-03  7.927673E-04  1.042603E-03  1.160489E-03  1.386312E-03  6.077385E-04  2.592719E-04  3.543652E-06  2.429498E-04  5.203497E-04  5.421411E-04  7.554609E-04  4.423838E-05  3.805785E-04  2.919072E-04  2.106104E-04  1.714164E-04  1.049920E-05  2.142294E-03  4.570192E-04  8.735363E-04  4.461518E-02  3.974824E-02  1.258315E-01  3.610300E-02  1.746913E-02  1.040842E-02  1.388895E-02  5.075486E-03  2.105934E-02  3.278694E-02  1.183423E-03  3.957942E-03  1.812684E-03  2.231215E-01  4.819266E-02  1.231194E-01  2.494334E-03  6.057453E-03  1.563755E-03  6.201270E-03  1.020875E-01  3.750107E-02  4.827596E-02  3.924243E-03  2.513974E-03  5.441230E-03  1.333785E-04  3.913887E-03  6.695698E-04  1.346989E-04
 2.801500E+02  1.279970E-02  6.506340E-03  8.075007E-04  1.062324E-03  1.182523E-03  1.413061E-03  6.098648E-04  2.610264E-04  3.581094E-06  2.445632E-04  5.243211E-04  5.459318E-04  7.602268E-04  4.327410E-05  3.758012E-04  2.881264E-04  2.082034E-04  1.654070E-04  1.014971E-05  2.236617E-03  4.843454E-04  9.117148E-04  4.534376E-02  4.007360E-02  1.270394E-01  3.609689E-02  1.756759E-02  1.041385E-02  1.389849E-02  5.096820E-03  2.117744E-02  3.405791E-02  1.224463E-03  4.107920E-03  1.863170E-03  2.230795E-01  4.776510E-02  1.220765E-01  2.567189E-03  6.170619E-03  1.593200E-03  6.242900E-03  1.001370E-01  3.690877E-02  4.735534E-02  3.982604E-03  2.528926E-03  5.398067E-03  1.335252E-04  3.860203E-03  6.620087E-04  1.325905E-04
 2.811500E+02  1.311605E-02  6.681984E-03  8.218504E-04  1.081550E-03  1.204009E-03  1.439168E-03  6.114214E-04  2.625388E-04  3.615342E-06  2.459495E-04  5.278090E-04  5.492166E-04  7.642862E-04  4.228799E-05  3.706837E-04  2.840885E-04  2.056001E-04  1.594224E-04  9.800306E-06  2.334565E-03  5.131318E-04  9.513319E-04  4.608113E-02  4.040085E-02  1.282552E-01  3.609191E-02  1.766645E-02  1.041955E-02  1.390839E-02  5.118250E-03  2.129601E-02  3.536255E-02  1.266392E-03  4.261697E-03  1.914327E-03  2.229926E-01  4.733441E-02  1.210243E-01  2.640519E-03  6.282374E-03  1.622287E-03  6.281757E-03  9.819277E-02  3.631354E-02  4.643764E-02  4.038699E-03  2.542139E-03  5.351875E-03  1.335479E-04  3.804097E-03  6.539777E-04  1.303769E-04
 2.821500E+02  1.343559E-02  6.858183E-03  8.357890E-04  1.100244E-03  1.224906E-03  1.464582E-03  6.124059E-04  2.638056E-04  3.646311E-06  2.471057E-04  5.308054E-04  5.519881E-04  7.676301E-04  4.128262E-05  3.652424E-04  2.798066E-04  2.028094E-04  1.534757E-04  9.451810E-06  2.436253E-03  5.434460E-04  9.924309E-04  4.682723E-02  4.072989E-02  1.294785E-01  3.608793E-02  1.776565E-02  1.042549E-02  1.391858E-02  5.139755E-03  2.141500E-02  3.670105E-02  1.309209E-03  4.419284E-03  1.966136E-03  2.228602E-01  4.690060E-02  1.199628E-01  2.714252E-03  6.392573E-03  1.650978E-03  6.317784E-03  9.625575E-02  3.571575E-02  4.552324E-02  4.092419E-03  2.553588E-03  5.302737E-03  1.334467E-04  3.745698E-03  6.454967E-04  1.280647E-04
