#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.731500E+02  5.006566E-02  4.828065E-02  5.621650E-04                                 112
 2.741500E+02  5.009380E-02  4.828065E-02  5.651387E-04                                 112
 2.751500E+02  5.012228E-02  4.828065E-02  5.710520E-04                                 112
 2.761500E+02  5.015105E-02  4.828065E-02  5.763730E-04                                 112
 2.771500E+02  5.018009E-02  4.828065E-02  5.811981E-04                                 112
 2.781500E+02  5.020938E-02  4.828065E-02  5.855222E-04                                 112
 2.791500E+02  5.023889E-02  4.828065E-02  5.893442E-04                                 112
 2.801500E+02  5.026859E-02  4.828065E-02  5.926672E-04                                 112
 2.811500E+02  5.029847E-02  4.828065E-02  5.954982E-04                                 112
 2.821500E+02  5.032850E-02  4.828065E-02  5.978481E-04                                 112
 2.831500E+02  5.035865E-02  4.828065E-02  5.997311E-04                                 112
 2.841500E+02  5.038890E-02  4.828065E-02  6.011650E-04                                 112
 2.851500E+02  5.041923E-02  4.828065E-02  6.021702E-04                                 112
 2.861500E+02  5.044962E-02  4.828065E-02  6.027696E-04                                 112
 2.871500E+02  5.048005E-02  4.828065E-02  6.029885E-04                                 112
 2.881500E+02  5.051050E-02  4.828065E-02  6.028534E-04                                 112
 2.891500E+02  5.054095E-02  4.828065E-02  6.023922E-04                                 112
 2.901500E+02  5.057139E-02  4.828065E-02  6.016338E-04                                 112
 2.911500E+02  5.060181E-02  4.828065E-02  6.006071E-04                                 112
 2.921500E+02  5.063218E-02  4.828065E-02  5.993411E-04                                 112
 2.931500E+02  5.066250E-02  4.828065E-02  5.978645E-04                                 112
 2.941500E+02  5.069276E-02  4.828065E-02  5.962052E-04                                 112
 2.951500E+02  5.072294E-02  4.828065E-02  5.943903E-04                                 112
 2.961500E+02  5.075305E-02  4.828065E-02  5.924455E-04                                 112
 2.971500E+02  5.078308E-02  4.828065E-02  5.903952E-04                                 112
 2.981500E+02  5.081302E-02  4.828065E-02  5.882622E-04                                 112
 2.991500E+02  5.084286E-02  4.828065E-02  5.860678E-04                                 112
 3.001500E+02  5.087261E-02  4.828065E-02  5.838314E-04                                 112
 3.011500E+02  5.090227E-02  4.828065E-02  5.815709E-04                                 112
 3.021500E+02  5.093182E-02  4.828065E-02  5.793022E-04                                 112
 3.031500E+02  5.096128E-02  4.828065E-02  5.770398E-04                                 112
 3.041500E+02  5.099063E-02  4.828065E-02  5.747963E-04                                 112
 3.051500E+02  5.101989E-02  4.828065E-02  5.725831E-04                                 112
 3.061500E+02  5.104906E-02  4.828065E-02  5.704097E-04                                 112
 3.071500E+02  5.107813E-02  4.828065E-02  5.682845E-04                                 112
 3.081500E+02  5.110711E-02  4.828065E-02  5.662147E-04                                 112
 3.091500E+02  5.113601E-02  4.828065E-02  5.642061E-04                                 112
 3.101500E+02  5.116482E-02  4.828065E-02  5.622639E-04                                 112
 3.111500E+02  5.119354E-02  4.828065E-02  5.603919E-04                                 112
 3.121500E+02  5.122219E-02  4.828065E-02  5.585935E-04                                 112
 3.131500E+02  5.125077E-02  4.828065E-02  5.568712E-04                                 112
 3.141500E+02  5.127927E-02  4.828065E-02  5.552269E-04                                 112
 3.151500E+02  5.130771E-02  4.828065E-02  5.536623E-04                                 112
 3.161500E+02  5.133609E-02  4.828065E-02  5.521782E-04                                 112
 3.171500E+02  5.136440E-02  4.828065E-02  5.507755E-04                                 112
 3.181500E+02  5.139267E-02  4.828065E-02  5.494546E-04                                 112
 3.191500E+02  5.142088E-02  4.828065E-02  5.482158E-04                                 112
 3.201500E+02  5.144905E-02  4.828065E-02  5.470591E-04                                 112
 3.211500E+02  5.147717E-02  4.828065E-02  5.459848E-04                                 112
 3.221500E+02  5.150526E-02  4.828065E-02  5.449925E-04                                 112
 3.231500E+02  5.153331E-02  4.828065E-02  5.440824E-04                                 112
 3.241500E+02  5.156134E-02  4.828065E-02  5.432543E-04                                 112
 3.251500E+02  5.158933E-02  4.828065E-02  5.425082E-04                                 112
 3.261500E+02  5.161731E-02  4.828065E-02  5.418441E-04                                 112
 3.271500E+02  5.164527E-02  4.828065E-02  5.412620E-04                                 112
 3.281500E+02  5.167322E-02  4.828065E-02  5.407619E-04                                 112
 3.291500E+02  5.170116E-02  4.828065E-02  5.403441E-04                                 112
 3.301500E+02  5.172909E-02  4.828065E-02  5.400087E-04                                 112
 3.311500E+02  5.175702E-02  4.828065E-02  5.397560E-04                                 112
 3.321500E+02  5.178496E-02  4.828065E-02  5.395864E-04                                 112
 3.331500E+02  5.181291E-02  4.828065E-02  5.395004E-04                                 112
 3.341500E+02  5.184087E-02  4.828065E-02  5.394982E-04                                 112
