#         T/K            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10        m1w1-1        m1w1-4        m1w2-1        m1w3-1        m1w4-1        m1w4-7        m1w4-9        m1w5-2        m1w5-3        m1w5-4        m1w5-5        m1w5-6        m1w5-9        m2w1-1        m2w1-3        m2w2-1        m2w3-1        m2w3-6        m2w3-7        m2w4-1        m2w4-4        m2w4-5        m2w4-6        m2w4-9        m3w1-1        m3w1-2        m3w2-1        m3w3-1        m3w3-3        m3w3-5        m3w3-7        m3w3-9        m4w1-2        m4w1-5        m4w2-1        m4w2-7        m4w2-8        m5w1-1        m5w1-6        m5w1-8        m5w1-9
 2.731500E+02  3.443343E-02  3.687549E-03  5.683207E-03  2.822190E-01  2.326858E-01  7.302932E-01  2.040830E-01  9.529528E-02  5.858664E-02  7.809796E-02  2.793080E-02  1.149003E-01  7.895452E-03  7.910474E-04  1.074809E-03  1.508072E-05  1.788939E-02  2.085316E-02  8.787446E-03  3.309141E-05  5.608823E-05  5.992705E-02  8.154798E-02  6.008264E-02  1.591347E-04  2.412355E-03  2.420530E-03  5.689184E-02  1.358219E-03  1.848903E-03  1.545012E-03  5.249164E-02  8.224174E-03  2.062339E-02  1.273048E-01  1.627701E-02  6.940584E-02  9.440626E-03  9.178649E-02  8.143574E-02  3.522058E-02  2.439710E-03  3.089925E-03  9.722489E-02  1.827634E-02  2.941924E-03  8.930259E-03  1.054872E-01  9.245385E-02  5.671171E-02  2.182172E-02  6.405065E-02  2.988651E-01  2.031247E-01  1.171391E-01  1.132020E-01  2.737002E-02  2.103228E-03  3.348254E-02  4.862177E-02  1.770191E-01  2.434377E-01  5.340352E-02  8.350452E-02  3.107535E-02  1.716353E-01  2.674669E-01  2.800904E-01  2.750245E-01
 2.741500E+02  3.586652E-02  3.900082E-03  5.913431E-03  2.855173E-01  2.333484E-01  7.334451E-01  2.028178E-01  9.527825E-02  5.826560E-02  7.768352E-02  2.788435E-02  1.148763E-01  8.241832E-03  8.406587E-04  1.127487E-03  1.643462E-05  1.823132E-02  2.140829E-02  8.927618E-03  3.483180E-05  5.895233E-05  5.959935E-02  8.103839E-02  6.030691E-02  1.619757E-04  2.443285E-03  2.451484E-03  5.775760E-02  1.440661E-03  1.961003E-03  1.617193E-03  5.345024E-02  8.329242E-03  2.088436E-02  1.293556E-01  1.620644E-02  6.888240E-02  9.381463E-03  9.106852E-02  8.085894E-02  3.499976E-02  2.546601E-03  3.226588E-03  9.883072E-02  1.843805E-02  2.967344E-03  9.023239E-03  1.044303E-01  9.162288E-02  5.652652E-02  2.177081E-02  6.349292E-02  3.033063E-01  2.060893E-01  1.183365E-01  1.128055E-01  2.717613E-02  2.103126E-03  3.335378E-02  4.840786E-02  1.784425E-01  2.453171E-01  5.295268E-02  8.278572E-02  3.082493E-02  1.694475E-01  2.654446E-01  2.760819E-01  2.719527E-01
 2.751500E+02  3.734830E-02  4.123136E-03  6.151004E-03  2.888135E-01  2.339908E-01  7.365330E-01  2.015512E-01  9.525270E-02  5.794330E-02  7.726713E-02  2.783577E-02  1.148421E-01  8.600754E-03  8.929714E-04  1.182276E-03  1.789827E-05  1.857556E-02  2.197215E-02  9.067948E-03  3.664631E-05  6.193445E-05  5.926707E-02  8.052408E-02  6.052160E-02  1.648230E-04  2.474055E-03  2.482275E-03  5.862206E-02  1.527429E-03  2.078983E-03  1.692109E-03  5.441479E-02  8.433963E-03  2.114443E-02  1.314103E-01  1.613440E-02  6.835714E-02  9.321745E-03  9.034858E-02  8.027919E-02  3.477711E-02  2.657244E-03  3.368109E-03  1.004438E-01  1.859811E-02  2.992484E-03  9.115598E-03  1.033778E-01  9.079334E-02  5.633586E-02  2.171754E-02  6.293581E-02  3.077609E-01  2.090616E-01  1.195265E-01  1.123996E-01  2.698167E-02  2.102755E-03  3.322233E-02  4.819049E-02  1.798522E-01  2.471769E-01  5.250296E-02  8.206874E-02  3.057476E-02  1.672857E-01  2.634250E-01  2.721306E-01  2.689090E-01
 2.761500E+02  3.887960E-02  4.357108E-03  6.396055E-03  2.921061E-01  2.346128E-01  7.395566E-01  2.002836E-01  9.521895E-02  5.761993E-02  7.684904E-02  2.778517E-02  1.147981E-01  8.972471E-03  9.481003E-04  1.239234E-03  1.947943E-05  1.892197E-02  2.254462E-02  9.208377E-03  3.853713E-05  6.503793E-05  5.893036E-02  8.000524E-02  6.072669E-02  1.676757E-04  2.504655E-03  2.512894E-03  5.948492E-02  1.618700E-03  2.203080E-03  1.769827E-03  5.538491E-02  8.538295E-03  2.140348E-02  1.334682E-01  1.606094E-02  6.783024E-02  9.261499E-03  8.962693E-02  7.969670E-02  3.455270E-02  2.771719E-03  3.514592E-03  1.020636E-01  1.875646E-02  3.017333E-03  9.207301E-03  1.023299E-01  8.996544E-02  5.613990E-02  2.166198E-02  6.237949E-02  3.122269E-01  2.120406E-01  1.207088E-01  1.119846E-01  2.678671E-02  2.102118E-03  3.308831E-02  4.796981E-02  1.812476E-01  2.490166E-01  5.205449E-02  8.135379E-02  3.032492E-02  1.651497E-01  2.614090E-01  2.682360E-01  2.658938E-01
 2.771500E+02  4.046166E-02  4.602435E-03  6.648745E-03  2.953947E-01  2.352146E-01  7.425159E-01  1.990154E-01  9.517710E-02  5.729556E-02  7.642938E-02  2.773257E-02  1.147443E-01  9.357329E-03  1.006172E-03  1.298423E-03  2.118646E-05  1.927047E-02  2.312565E-02  9.348859E-03  4.050655E-05  6.826626E-05  5.858936E-02  7.948204E-02  6.092217E-02  1.705326E-04  2.535073E-03  2.543328E-03  6.034586E-02  1.714666E-03  2.333559E-03  1.850423E-03  5.636038E-02  8.642207E-03  2.166144E-02  1.355287E-01  1.598610E-02  6.730181E-02  9.200747E-03  8.890373E-02  7.911164E-02  3.432663E-02  2.890119E-03  3.666161E-03  1.036896E-01  1.891306E-02  3.041887E-03  9.298326E-03  1.012868E-01  8.913933E-02  5.593875E-02  2.160416E-02  6.182404E-02  3.167037E-01  2.150256E-01  1.218831E-01  1.115606E-01  2.659129E-02  2.101221E-03  3.295177E-02  4.774593E-02  1.826287E-01  2.508360E-01  5.160733E-02  8.064097E-02  3.007546E-02  1.630395E-01  2.593969E-01  2.643975E-01  2.629069E-01
 2.781500E+02  4.209574E-02  4.859569E-03  6.909236E-03  2.986788E-01  2.357964E-01  7.454112E-01  1.977467E-01  9.512729E-02  5.697028E-02  7.600825E-02  2.767802E-02  1.146809E-01  9.755680E-03  1.067316E-03  1.359907E-03  2.302822E-05  1.962098E-02  2.371522E-02  9.489351E-03  4.255690E-05  7.162298E-05  5.824420E-02  7.895465E-02  6.110801E-02  1.733926E-04  2.565297E-03  2.573568E-03  6.120454E-02  1.815529E-03  2.470690E-03  1.933973E-03  5.734102E-02  8.745668E-03  2.191823E-02  1.375913E-01  1.590991E-02  6.677200E-02  9.139510E-03  8.817915E-02  7.852416E-02  3.409894E-02  3.012539E-03  3.822943E-03  1.053217E-01  1.906789E-02  3.066140E-03  9.388649E-03  1.002485E-01  8.831513E-02  5.573251E-02  2.154413E-02  6.126956E-02  3.211904E-01  2.180163E-01  1.230491E-01  1.111280E-01  2.639547E-02  2.100065E-03  3.281278E-02  4.751892E-02  1.839952E-01  2.526349E-01  5.116155E-02  7.993039E-02  2.982641E-02  1.609547E-01  2.573889E-01  2.606142E-01  2.599483E-01
 2.791500E+02  4.378310E-02  5.128978E-03  7.177694E-03  3.019582E-01  2.363583E-01  7.482426E-01  1.964780E-01  9.506962E-02  5.664418E-02  7.558577E-02  2.762156E-02  1.146081E-01  1.016788E-02  1.131669E-03  1.423752E-03  2.501411E-05  1.997343E-02  2.431327E-02  9.629807E-03  4.469053E-05  7.511165E-05  5.789501E-02  7.842323E-02  6.128420E-02  1.762549E-04  2.595317E-03  2.603602E-03  6.206063E-02  1.921495E-03  2.614754E-03  2.020557E-03  5.832661E-02  8.848647E-03  2.217377E-02  1.396553E-01  1.583240E-02  6.624094E-02  9.077810E-03  8.745338E-02  7.793442E-02  3.386972E-02  3.139076E-03  3.985064E-03  1.069594E-01  1.922089E-02  3.090087E-03  9.478249E-03  9.921506E-02  8.749295E-02  5.552128E-02  2.148191E-02  6.071613E-02  3.256864E-01  2.210120E-01  1.242066E-01  1.106868E-01  2.619929E-02  2.098653E-03  3.267140E-02  4.728890E-02  1.853469E-01  2.544129E-01  5.071720E-02  7.922214E-02  2.957783E-02  1.588951E-01  2.553854E-01  2.568854E-01  2.570179E-01
 2.801500E+02  4.552506E-02  5.411139E-03  7.454284E-03  3.052322E-01  2.369004E-01  7.510104E-01  1.952093E-01  9.500423E-02  5.631732E-02  7.516203E-02  2.756323E-02  1.145260E-01  1.059430E-02  1.199369E-03  1.490023E-03  2.715410E-05  2.032773E-02  2.491976E-02  9.770183E-03  4.690980E-05  7.873589E-05  5.754191E-02  7.788795E-02  6.145072E-02  1.791182E-04  2.625121E-03  2.633417E-03  6.291382E-02  2.032776E-03  2.766041E-03  2.110254E-03  5.931696E-02  8.951116E-03  2.242800E-02  1.417201E-01  1.575361E-02  6.570874E-02  9.015667E-03  8.672657E-02  7.734257E-02  3.363904E-02  3.269827E-03  4.152653E-03  1.086026E-01  1.937205E-02  3.113722E-03  9.567106E-03  9.818671E-02  8.667294E-02  5.530519E-02  2.141756E-02  6.016385E-02  3.301909E-01  2.240124E-01  1.253553E-01  1.102374E-01  2.600279E-02  2.096989E-03  3.252770E-02  4.705594E-02  1.866837E-01  2.561699E-01  5.027433E-02  7.851632E-02  2.932975E-02  1.568604E-01  2.533867E-01  2.532103E-01  2.541155E-01
 2.811500E+02  4.732291E-02  5.706549E-03  7.739173E-03  3.085006E-01  2.374228E-01  7.537146E-01  1.939410E-01  9.493123E-02  5.598978E-02  7.473715E-02  2.750308E-02  1.144348E-01  1.103530E-02  1.270562E-03  1.558788E-03  2.945873E-05  2.068380E-02  2.553465E-02  9.910435E-03  4.921712E-05  8.249934E-05  5.718504E-02  7.734897E-02  6.160756E-02  1.819814E-04  2.654699E-03  2.663005E-03  6.376378E-02  2.149593E-03  2.924850E-03  2.203143E-03  6.031187E-02  9.053045E-03  2.268084E-02  1.437853E-01  1.567357E-02  6.517554E-02  8.953102E-03  8.599889E-02  7.674878E-02  3.340696E-02  3.404890E-03  4.325840E-03  1.102508E-01  1.952132E-02  3.137041E-03  9.655198E-03  9.716349E-02  8.585519E-02  5.508434E-02  2.135111E-02  5.961278E-02  3.347032E-01  2.270168E-01  1.264951E-01  1.097799E-01  2.580603E-02  2.095076E-03  3.238174E-02  4.682014E-02  1.880054E-01  2.579057E-01  4.983300E-02  7.781300E-02  2.908221E-02  1.548505E-01  2.513931E-01  2.495882E-01  2.512410E-01
 2.821500E+02  4.917800E-02  6.015715E-03  8.032530E-03  3.117628E-01  2.379258E-01  7.563556E-01  1.926733E-01  9.485074E-02  5.566164E-02  7.431121E-02  2.744113E-02  1.143346E-01  1.149127E-02  1.345396E-03  1.630114E-03  3.193917E-05  2.104156E-02  2.615786E-02  1.005052E-02  5.161492E-05  8.640566E-05  5.682453E-02  7.680645E-02  6.175474E-02  1.848436E-04  2.684039E-03  2.692353E-03  6.461019E-02  2.272173E-03  3.091490E-03  2.299306E-03  6.131111E-02  9.154405E-03  2.293221E-02  1.458501E-01  1.559232E-02  6.464147E-02  8.890135E-03  8.527050E-02  7.615318E-02  3.317356E-02  3.544365E-03  4.504758E-03  1.119038E-01  1.966869E-02  3.160038E-03  9.742504E-03  9.614551E-02  8.503984E-02  5.485883E-02  2.128259E-02  5.906303E-02  3.392225E-01  2.300249E-01  1.276257E-01  1.093145E-01  2.560904E-02  2.092917E-03  3.223357E-02  4.658159E-02  1.893118E-01  2.596201E-01  4.939326E-02  7.711228E-02  2.883525E-02  1.528650E-01  2.494047E-01  2.460184E-01  2.483943E-01
