#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  5.031113E-02  8.350313E-06  3.669430E-10  4.816215E-10  5.358422E-10  6.389252E-10  8.205664E-01  2.303366E-02  6.576227E-03  9.227148E-05  9.925832E-02  1.531365E-04  2.528052E-07  2.219897E-07
 2.741500E+02  5.086123E-02  8.373758E-06  3.607235E-10  4.736187E-10  5.269777E-10  6.285535E-10  8.220696E-01  2.255815E-02  6.104571E-03  8.898227E-05  9.816330E-02  1.453177E-04  2.458789E-07  2.157215E-07
 2.751500E+02  5.140708E-02  8.395541E-06  3.545648E-10  4.656890E-10  5.181931E-10  6.182691E-10  8.235202E-01  2.209435E-02  5.669310E-03  8.582664E-05  9.707649E-02  1.379318E-04  2.391456E-07  2.096344E-07
 2.761500E+02  5.194856E-02  8.415665E-06  3.484673E-10  4.578331E-10  5.094889E-10  6.080729E-10  8.249211E-01  2.164205E-02  5.267475E-03  8.279905E-05  9.599816E-02  1.309536E-04  2.326002E-07  2.037233E-07
 2.771500E+02  5.248557E-02  8.434135E-06  3.424315E-10  4.500520E-10  5.008664E-10  5.979665E-10  8.262755E-01  2.120099E-02  4.896351E-03  7.989412E-05  9.492851E-02  1.243592E-04  2.262374E-07  1.979831E-07
 2.781500E+02  5.301801E-02  8.450958E-06  3.364582E-10  4.423467E-10  4.923267E-10  5.879513E-10  8.275857E-01  2.077093E-02  4.553452E-03  7.710668E-05  9.386777E-02  1.181260E-04  2.200524E-07  1.924092E-07
 2.791500E+02  5.354579E-02  8.466147E-06  3.305480E-10  4.347183E-10  4.838711E-10  5.780293E-10  8.288544E-01  2.035162E-02  4.236500E-03  7.443173E-05  9.281613E-02  1.122332E-04  2.140404E-07  1.869966E-07
 2.801500E+02  5.406883E-02  8.479716E-06  3.247019E-10  4.271682E-10  4.755012E-10  5.682022E-10  8.300838E-01  1.994282E-02  3.943408E-03  7.186447E-05  9.177376E-02  1.066609E-04  2.081967E-07  1.817410E-07
 2.811500E+02  5.458705E-02  8.491683E-06  3.189208E-10  4.196976E-10  4.672184E-10  5.584722E-10  8.312759E-01  1.954426E-02  3.672267E-03  6.940028E-05  9.074082E-02  1.013906E-04  2.025169E-07  1.766379E-07
 2.821500E+02  5.510038E-02  8.502065E-06  3.132056E-10  4.123080E-10  4.590242E-10  5.488412E-10  8.324328E-01  1.915571E-02  3.421325E-03  6.703473E-05  8.971746E-02  9.640472E-05  1.969966E-07  1.716831E-07
 2.831500E+02  5.560877E-02  8.510885E-06  3.075572E-10  4.050007E-10  4.509204E-10  5.393112E-10  8.335562E-01  1.877690E-02  3.188978E-03  6.476357E-05  8.870382E-02  9.168697E-05  1.916316E-07  1.668724E-07
 2.841500E+02  5.611217E-02  8.518167E-06  3.019766E-10  3.977771E-10  4.429083E-10  5.298843E-10  8.346478E-01  1.840760E-02  2.973755E-03  6.258271E-05  8.770001E-02  8.722190E-05  1.864176E-07  1.622017E-07
 2.851500E+02  5.661051E-02  8.523934E-06  2.964647E-10  3.906385E-10  4.349896E-10  5.205625E-10  8.357091E-01  1.804755E-02  2.774308E-03  6.048825E-05  8.670614E-02  8.299504E-05  1.813508E-07  1.576671E-07
 2.861500E+02  5.710377E-02  8.528215E-06  2.910223E-10  3.835862E-10  4.271657E-10  5.113475E-10  8.367417E-01  1.769652E-02  2.589401E-03  5.847646E-05  8.572231E-02  7.899278E-05  1.764270E-07  1.532648E-07
 2.871500E+02  5.759189E-02  8.531036E-06  2.856502E-10  3.766214E-10  4.194379E-10  5.022414E-10  8.377468E-01  1.735426E-02  2.417899E-03  5.654375E-05  8.474858E-02  7.520232E-05  1.716425E-07  1.489912E-07
 2.881500E+02  5.807486E-02  8.532428E-06  2.803492E-10  3.697452E-10  4.118076E-10  4.932457E-10  8.387256E-01  1.702055E-02  2.258761E-03  5.468671E-05  8.378505E-02  7.161164E-05  1.669935E-07  1.448425E-07
 2.891500E+02  5.855265E-02  8.532419E-06  2.751200E-10  3.629587E-10  4.042760E-10  4.843622E-10  8.396795E-01  1.669515E-02  2.111032E-03  5.290206E-05  8.283175E-02  6.820943E-05  1.624764E-07  1.408152E-07
 2.901500E+02  5.902523E-02  8.531042E-06  2.699633E-10  3.562629E-10  3.968441E-10  4.755922E-10  8.406093E-01  1.637784E-02  1.973834E-03  5.118668E-05  8.188875E-02  6.498505E-05  1.580876E-07  1.369059E-07
 2.911500E+02  5.949259E-02  8.528328E-06  2.648795E-10  3.496586E-10  3.895131E-10  4.669372E-10  8.415163E-01  1.606840E-02  1.846362E-03  4.953759E-05  8.095608E-02  6.192852E-05  1.538236E-07  1.331113E-07
 2.921500E+02  5.995472E-02  8.524309E-06  2.598693E-10  3.431467E-10  3.822837E-10  4.583984E-10  8.424012E-01  1.576661E-02  1.727873E-03  4.795192E-05  8.003378E-02  5.903043E-05  1.496810E-07  1.294281E-07
 2.931500E+02  6.041161E-02  8.519019E-06  2.549329E-10  3.367277E-10  3.751569E-10  4.499770E-10  8.432651E-01  1.547226E-02  1.617689E-03  4.642695E-05  7.912186E-02  5.628192E-05  1.456565E-07  1.258530E-07
 2.941500E+02  6.086325E-02  8.512491E-06  2.500707E-10  3.304023E-10  3.681332E-10  4.416738E-10  8.441087E-01  1.518515E-02  1.515182E-03  4.496009E-05  7.822033E-02  5.367468E-05  1.417468E-07  1.223831E-07
 2.951500E+02  6.130965E-02  8.504759E-06  2.452831E-10  3.241710E-10  3.612133E-10  4.334897E-10  8.449328E-01  1.490507E-02  1.419777E-03  4.354884E-05  7.732921E-02  5.120088E-05  1.379488E-07  1.190152E-07
 2.961500E+02  6.175081E-02  8.495856E-06  2.405701E-10  3.180341E-10  3.543976E-10  4.254254E-10  8.457381E-01  1.463184E-02  1.330944E-03  4.219085E-05  7.644849E-02  4.885313E-05  1.342594E-07  1.157464E-07
 2.971500E+02  6.218673E-02  8.485816E-06  2.359320E-10  3.119920E-10  3.476864E-10  4.174815E-10  8.465254E-01  1.436526E-02  1.248195E-03  4.088384E-05  7.557815E-02  4.662451E-05  1.306755E-07  1.125739E-07
 2.981500E+02  6.261743E-02  8.474675E-06  2.313686E-10  3.060447E-10  3.410799E-10  4.096584E-10  8.472953E-01  1.410514E-02  1.171080E-03  3.962565E-05  7.471819E-02  4.450848E-05  1.271942E-07  1.094949E-07
 2.991500E+02  6.304293E-02  8.462465E-06  2.268801E-10  3.001924E-10  3.345784E-10  4.019564E-10  8.480484E-01  1.385131E-02  1.099186E-03  3.841422E-05  7.386858E-02  4.249888E-05  1.238126E-07  1.065066E-07
 3.001500E+02  6.346323E-02  8.449221E-06  2.224663E-10  2.944352E-10  3.281818E-10  3.943757E-10  8.487853E-01  1.360359E-02  1.032132E-03  3.724759E-05  7.302928E-02  4.058992E-05  1.205279E-07  1.036064E-07
 3.011500E+02  6.387836E-02  8.434976E-06  2.181271E-10  2.887727E-10  3.218900E-10  3.869163E-10  8.495064E-01  1.336181E-02  9.695647E-04  3.612388E-05  7.220027E-02  3.877613E-05  1.173375E-07  1.007916E-07
 3.021500E+02  6.428834E-02  8.419765E-06  2.138622E-10  2.832050E-10  3.157029E-10  3.795781E-10  8.502125E-01  1.312581E-02  9.111603E-04  3.504128E-05  7.138150E-02  3.705239E-05  1.142385E-07  9.805992E-08
 3.031500E+02  6.469319E-02  8.403620E-06  2.096713E-10  2.777317E-10  3.096201E-10  3.723610E-10  8.509038E-01  1.289542E-02  8.566194E-04  3.399809E-05  7.057293E-02  3.541383E-05  1.112285E-07  9.540875E-08
 3.041500E+02  6.509294E-02  8.386575E-06  2.055540E-10  2.723525E-10  3.036414E-10  3.652646E-10  8.515810E-01  1.267049E-02  8.056656E-04  3.299268E-05  6.977451E-02  3.385590E-05  1.083048E-07  9.283574E-08
 3.051500E+02  6.548762E-02  8.368663E-06  2.015101E-10  2.670669E-10  2.977662E-10  3.582886E-10  8.522443E-01  1.245087E-02  7.580434E-04  3.202348E-05  6.898618E-02  3.237427E-05  1.054650E-07  9.033857E-08
 3.061500E+02  6.587726E-02  8.349914E-06  1.975389E-10  2.618744E-10  2.919940E-10  3.514325E-10  8.528943E-01  1.223641E-02  7.135172E-04  3.108901E-05  6.820788E-02  3.096490E-05  1.027068E-07  8.791499E-08
 3.071500E+02  6.626190E-02  8.330363E-06  1.936400E-10  2.567745E-10  2.863243E-10  3.446955E-10  8.535314E-01  1.202697E-02  6.718688E-04  3.018784E-05  6.743955E-02  2.962394E-05  1.000276E-07  8.556281E-08
