#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  2.400219E-03  1.991864E-07  5.835313E-12  7.658989E-12  8.521234E-12  1.016051E-11  3.914719E-02  5.494393E-04  1.045785E-04  1.467348E-06  2.367684E-03  2.435254E-06  4.020236E-09  3.530193E-09
 2.741500E+02  2.414762E-03  1.987824E-07  5.708745E-12  7.495403E-12  8.339854E-12  9.947374E-12  3.902977E-02  5.355017E-04  9.660984E-05  1.408217E-06  2.330272E-03  2.299771E-06  3.891235E-09  3.413968E-09
 2.751500E+02  2.429033E-03  1.983486E-07  5.584507E-12  7.334747E-12  8.161703E-12  9.737931E-12  3.891210E-02  5.219895E-04  8.929340E-05  1.351796E-06  2.293478E-03  2.172470E-06  3.766619E-09  3.301807E-09
 2.761500E+02  2.443027E-03  1.978852E-07  5.462553E-12  7.176964E-12  7.986718E-12  9.532114E-12  3.879424E-02  5.088892E-04  8.257261E-05  1.297953E-06  2.257292E-03  2.052821E-06  3.646226E-09  3.193553E-09
 2.771500E+02  2.456742E-03  1.973923E-07  5.342840E-12  7.022005E-12  7.814844E-12  9.329863E-12  3.867626E-02  4.961875E-04  7.639606E-05  1.246560E-06  2.221705E-03  1.940333E-06  3.529903E-09  3.089062E-09
 2.781500E+02  2.470174E-03  1.968702E-07  5.225332E-12  6.869824E-12  7.646034E-12  9.131123E-12  3.855823E-02  4.838715E-04  7.071696E-05  1.197498E-06  2.186707E-03  1.834545E-06  3.417503E-09  2.988192E-09
 2.791500E+02  2.483319E-03  1.963193E-07  5.109996E-12  6.720382E-12  7.480243E-12  8.935850E-12  3.844019E-02  4.719287E-04  6.549275E-05  1.150652E-06  2.152290E-03  1.735032E-06  3.308885E-09  2.890812E-09
 2.801500E+02  2.496177E-03  1.957401E-07  4.996801E-12  6.573643E-12  7.317434E-12  8.744001E-12  3.832220E-02  4.603467E-04  6.068467E-05  1.105914E-06  2.118444E-03  1.641393E-06  3.203916E-09  2.796792E-09
 2.811500E+02  2.508746E-03  1.951330E-07  4.885720E-12  6.429575E-12  7.157571E-12  8.555538E-12  3.820430E-02  4.491137E-04  5.625744E-05  1.063181E-06  2.085162E-03  1.553257E-06  3.102466E-09  2.706012E-09
 2.821500E+02  2.521023E-03  1.944987E-07  4.776728E-12  6.288148E-12  7.000622E-12  8.370429E-12  3.808653E-02  4.382183E-04  5.217895E-05  1.022353E-06  2.052434E-03  1.470278E-06  3.004414E-09  2.618355E-09
 2.831500E+02  2.533010E-03  1.938377E-07  4.669800E-12  6.149335E-12  6.846557E-12  8.188640E-12  3.796894E-02  4.276491E-04  4.841989E-05  9.833387E-07  2.020254E-03  1.392131E-06  2.909641E-09  2.533709E-09
 2.841500E+02  2.544706E-03  1.931509E-07  4.564913E-12  6.013109E-12  6.695347E-12  8.010144E-12  3.785156E-02  4.173953E-04  4.495359E-05  9.460489E-07  1.988613E-03  1.318514E-06  2.818034E-09  2.451967E-09
 2.851500E+02  2.556110E-03  1.924388E-07  4.462047E-12  5.879444E-12  6.546966E-12  7.834910E-12  3.773441E-02  4.074466E-04  4.175571E-05  9.103999E-07  1.957502E-03  1.249146E-06  2.729484E-09  2.373025E-09
 2.861500E+02  2.567223E-03  1.917022E-07  4.361178E-12  5.748316E-12  6.401386E-12  7.662912E-12  3.761753E-02  3.977926E-04  3.880404E-05  8.763119E-07  1.926916E-03  1.183764E-06  2.643886E-09  2.296784E-09
 2.871500E+02  2.578047E-03  1.909419E-07  4.262288E-12  5.619701E-12  6.258582E-12  7.494122E-12  3.750095E-02  3.884236E-04  3.607833E-05  8.437094E-07  1.896845E-03  1.122120E-06  2.561138E-09  2.223150E-09
 2.881500E+02  2.588582E-03  1.901588E-07  4.165353E-12  5.493575E-12  6.118527E-12  7.328513E-12  3.738468E-02  3.793301E-04  3.356007E-05  8.125205E-07  1.867284E-03  1.063986E-06  2.481145E-09  2.152031E-09
 2.891500E+02  2.598830E-03  1.893536E-07  4.070355E-12  5.369914E-12  5.981196E-12  7.166058E-12  3.726875E-02  3.705030E-04  3.123237E-05  7.826772E-07  1.838223E-03  1.009147E-06  2.403812E-09  2.083338E-09
 2.901500E+02  2.608793E-03  1.885272E-07  3.977272E-12  5.248693E-12  5.846562E-12  7.006729E-12  3.715319E-02  3.619333E-04  2.907979E-05  7.541150E-07  1.809656E-03  9.574014E-07  2.329048E-09  2.016986E-09
 2.911500E+02  2.618471E-03  1.876804E-07  3.886083E-12  5.129888E-12  5.714598E-12  6.850499E-12  3.703799E-02  3.536124E-04  2.708822E-05  7.267726E-07  1.781576E-03  9.085616E-07  2.256767E-09  1.952894E-09
 2.921500E+02  2.627869E-03  1.868140E-07  3.796767E-12  5.013474E-12  5.585279E-12  6.697337E-12  3.692320E-02  3.455322E-04  2.524474E-05  7.005917E-07  1.753976E-03  8.624520E-07  2.186884E-09  1.890983E-09
 2.931500E+02  2.636987E-03  1.859290E-07  3.709302E-12  4.899426E-12  5.458575E-12  6.547215E-12  3.680881E-02  3.376847E-04  2.353755E-05  6.755174E-07  1.726848E-03  8.189083E-07  2.119319E-09  1.831176E-09
 2.941500E+02  2.645829E-03  1.850262E-07  3.623666E-12  4.787717E-12  5.334459E-12  6.400103E-12  3.669484E-02  3.300621E-04  2.195584E-05  6.514971E-07  1.700185E-03  7.777765E-07  2.053992E-09  1.773400E-09
 2.951500E+02  2.654397E-03  1.841064E-07  3.539838E-12  4.678320E-12  5.212901E-12  6.255968E-12  3.658130E-02  3.226570E-04  2.048971E-05  6.284813E-07  1.673981E-03  7.389127E-07  1.990828E-09  1.717584E-09
 2.961500E+02  2.662694E-03  1.831706E-07  3.457793E-12  4.571208E-12  5.093872E-12  6.114779E-12  3.646821E-02  3.154623E-04  1.913009E-05  6.064228E-07  1.648229E-03  7.021820E-07  1.929754E-09  1.663661E-09
 2.971500E+02  2.670722E-03  1.822194E-07  3.377509E-12  4.466354E-12  4.977341E-12  5.976501E-12  3.635557E-02  3.084711E-04  1.786866E-05  5.852769E-07  1.622921E-03  6.674582E-07  1.870698E-09  1.611564E-09
 2.981500E+02  2.678486E-03  1.812538E-07  3.298962E-12  4.363729E-12  4.863278E-12  5.841102E-12  3.624340E-02  3.016766E-04  1.669781E-05  5.650011E-07  1.598050E-03  6.346227E-07  1.813594E-09  1.561229E-09
 2.991500E+02  2.685988E-03  1.802746E-07  3.222129E-12  4.263303E-12  4.751649E-12  5.708545E-12  3.613170E-02  2.950724E-04  1.561054E-05  5.455550E-07  1.573611E-03  6.035648E-07  1.758374E-09  1.512596E-09
 3.001500E+02  2.693232E-03  1.792826E-07  3.146985E-12  4.165048E-12  4.642424E-12  5.578796E-12  3.602047E-02  2.886524E-04  1.460043E-05  5.269004E-07  1.549596E-03  5.741805E-07  1.704975E-09  1.465604E-09
 3.011500E+02  2.700220E-03  1.782787E-07  3.073504E-12  4.068932E-12  4.535568E-12  5.451817E-12  3.590973E-02  2.824105E-04  1.366158E-05  5.090009E-07  1.525999E-03  5.463724E-07  1.653335E-09  1.420197E-09
 3.021500E+02  2.706957E-03  1.772635E-07  3.001663E-12  3.974925E-12  4.431048E-12  5.327570E-12  3.579948E-02  2.763410E-04  1.278859E-05  4.918220E-07  1.502813E-03  5.200489E-07  1.603395E-09  1.376320E-09
 3.031500E+02  2.713446E-03  1.762378E-07  2.931436E-12  3.882996E-12  4.328831E-12  5.206018E-12  3.568972E-02  2.704383E-04  1.197648E-05  4.753308E-07  1.480031E-03  4.951245E-07  1.555097E-09  1.333920E-09
 3.041500E+02  2.719691E-03  1.752025E-07  2.862796E-12  3.793113E-12  4.228880E-12  5.087121E-12  3.558046E-02  2.646971E-04  1.122068E-05  4.594963E-07  1.457647E-03  4.715185E-07  1.508385E-09  1.292944E-09
 3.051500E+02  2.725695E-03  1.741582E-07  2.795719E-12  3.705243E-12  4.131161E-12  4.970840E-12  3.547171E-02  2.591122E-04  1.051697E-05  4.442887E-07  1.435655E-03  4.491555E-07  1.463205E-09  1.253343E-09
 3.061500E+02  2.731461E-03  1.731058E-07  2.730177E-12  3.619356E-12  4.035638E-12  4.857134E-12  3.536346E-02  2.536785E-04  9.861493E-06  4.296800E-07  1.414048E-03  4.279646E-07  1.419506E-09  1.215070E-09
 3.071500E+02  2.736994E-03  1.720458E-07  2.666146E-12  3.535418E-12  3.942276E-12  4.745964E-12  3.525572E-02  2.483913E-04  9.250672E-06  4.156433E-07  1.392819E-03  4.078792E-07  1.377237E-09  1.178077E-09
 3.081500E+02  2.742298E-03  1.709789E-07  2.603597E-12  3.453395E-12  3.851039E-12  4.637288E-12  3.514849E-02  2.432458E-04  8.681229E-06  4.021533E-07  1.371963E-03  3.888369E-07  1.336350E-09  1.142322E-09
 3.091500E+02  2.747376E-03  1.699059E-07  2.542506E-12  3.373256E-12  3.761889E-12  4.531065E-12  3.504177E-02  2.382378E-04  8.150136E-06  3.891857E-07  1.351473E-03  3.707787E-07  1.296798E-09  1.107759E-09
 3.101500E+02  2.752231E-03  1.688274E-07  2.482845E-12  3.294967E-12  3.674790E-12  4.427253E-12  3.493557E-02  2.333627E-04  7.654606E-06  3.767174E-07  1.331344E-03  3.536497E-07  1.258535E-09  1.074348E-09
 3.111500E+02  2.756869E-03  1.677439E-07  2.424588E-12  3.218494E-12  3.589707E-12  4.325811E-12  3.482988E-02  2.286165E-04  7.192066E-06  3.647267E-07  1.311568E-03  3.373977E-07  1.221517E-09  1.042049E-09
 3.121500E+02  2.761292E-03  1.666562E-07  2.367708E-12  3.143805E-12  3.506601E-12  4.226696E-12  3.472471E-02  2.239950E-04  6.760144E-06  3.531927E-07  1.292140E-03  3.219742E-07  1.185703E-09  1.010823E-09
 3.131500E+02  2.765504E-03  1.655648E-07  2.312179E-12  3.070865E-12  3.425436E-12  4.129866E-12  3.462005E-02  2.194946E-04  6.356647E-06  3.420955E-07  1.273055E-03  3.073331E-07  1.151051E-09  9.806325E-10
 3.141500E+02  2.769509E-03  1.644703E-07  2.257974E-12  2.999641E-12  3.346175E-12  4.035279E-12  3.451592E-02  2.151112E-04  5.979554E-06  3.314162E-07  1.254305E-03  2.934313E-07  1.117521E-09  9.514412E-10
 3.151500E+02  2.773311E-03  1.633732E-07  2.205067E-12  2.930101E-12  3.268783E-12  3.942893E-12  3.441230E-02  2.108415E-04  5.626996E-06  3.211370E-07  1.235886E-03  2.802283E-07  1.085077E-09  9.232145E-10
 3.161500E+02  2.776914E-03  1.622741E-07  2.153432E-12  2.862211E-12  3.193221E-12  3.852666E-12  3.430920E-02  2.066818E-04  5.297245E-06  3.112406E-07  1.217792E-03  2.676858E-07  1.053680E-09  8.959188E-10
 3.171500E+02  2.780321E-03  1.611734E-07  2.103043E-12  2.795937E-12  3.119454E-12  3.764556E-12  3.420661E-02  2.026289E-04  4.988705E-06  3.017108E-07  1.200016E-03  2.557678E-07  1.023295E-09  8.695218E-10
 3.181500E+02  2.783536E-03  1.600717E-07  2.053873E-12  2.731248E-12  3.047445E-12  3.678522E-12  3.410454E-02  1.986794E-04  4.699898E-06  2.925321E-07  1.182554E-03  2.444405E-07  9.938874E-10  8.439920E-10
 3.191500E+02  2.786563E-03  1.589695E-07  2.005897E-12  2.668110E-12  2.977158E-12  3.594520E-12  3.400299E-02  1.948301E-04  4.429457E-06  2.836895E-07  1.165399E-03  2.336720E-07  9.654246E-10  8.192995E-10
 3.201500E+02  2.789405E-03  1.578672E-07  1.959089E-12  2.606491E-12  2.908558E-12  3.512511E-12  3.390195E-02  1.910782E-04  4.176118E-06  2.751691E-07  1.148547E-03  2.234322E-07  9.378741E-10  7.954150E-10
 3.211500E+02  2.792067E-03  1.567652E-07  1.913425E-12  2.546359E-12  2.841609E-12  3.432453E-12  3.380143E-02  1.874207E-04  3.938708E-06  2.669574E-07  1.131992E-03  2.136928E-07  9.112051E-10  7.723105E-10
 3.221500E+02  2.794551E-03  1.556640E-07  1.868879E-12  2.487682E-12  2.776275E-12  3.354305E-12  3.370141E-02  1.838546E-04  3.716142E-06  2.590416E-07  1.115728E-03  2.044272E-07  8.853874E-10  7.499589E-10
 3.231500E+02  2.796862E-03  1.545640E-07  1.825427E-12  2.430429E-12  2.712523E-12  3.278027E-12  3.360191E-02  1.803773E-04  3.507413E-06  2.514093E-07  1.099751E-03  1.956101E-07  8.603924E-10  7.283341E-10
 3.241500E+02  2.799003E-03  1.534656E-07  1.783043E-12  2.374568E-12  2.650317E-12  3.203579E-12  3.350292E-02  1.769862E-04  3.311588E-06  2.440491E-07  1.084055E-03  1.872179E-07  8.361920E-10  7.074109E-10
 3.251500E+02  2.800977E-03  1.523691E-07  1.741705E-12  2.320069E-12  2.589623E-12  3.130921E-12  3.340444E-02  1.736787E-04  3.127801E-06  2.369496E-07  1.068634E-03  1.792282E-07  8.127593E-10  6.871649E-10
 3.261500E+02  2.802787E-03  1.512748E-07  1.701388E-12  2.266901E-12  2.530409E-12  3.060015E-12  3.330646E-02  1.704523E-04  2.955250E-06  2.301004E-07  1.053485E-03  1.716199E-07  7.900684E-10  6.675728E-10
