#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  2.649174E-02  2.429436E-05  7.864957E-09  1.032295E-08  1.148510E-08  1.369455E-08  1.746824E-02  2.684558E-05  5.937374E-07  5.064828E-04  1.972751E-07  6.473223E-07  9.987144E-08
 2.741500E+02  2.640047E-02  2.378908E-05  7.478299E-09  9.818772E-09  1.092498E-08  1.303079E-08  1.741310E-02  2.614381E-05  5.473222E-07  4.922021E-04  1.836294E-07  6.044979E-07  9.420472E-08
 2.751500E+02  2.630970E-02  2.329795E-05  7.113434E-09  9.342855E-09  1.039622E-08  1.240398E-08  1.735808E-02  2.546481E-05  5.048250E-07  4.784208E-04  1.710166E-07  5.647878E-07  8.889862E-08
 2.761500E+02  2.621944E-02  2.282050E-05  6.768995E-09  8.893432E-09  9.896849E-09  1.181185E-08  1.730319E-02  2.480774E-05  4.658924E-07  4.651189E-04  1.593522E-07  5.279467E-07  8.392795E-08
 2.771500E+02  2.612969E-02  2.235627E-05  6.443707E-09  8.468856E-09  9.425056E-09  1.125224E-08  1.724845E-02  2.417178E-05  4.302049E-07  4.522770E-04  1.485594E-07  4.937503E-07  7.926942E-08
 2.781500E+02  2.604043E-02  2.190482E-05  6.136382E-09  8.067595E-09  8.979139E-09  1.072316E-08  1.719386E-02  2.355615E-05  3.974732E-07  4.398766E-04  1.385678E-07  4.619928E-07  7.490148E-08
 2.791500E+02  2.595168E-02  2.146572E-05  5.845912E-09  7.688218E-09  8.557511E-09  1.022275E-08  1.713942E-02  2.296010E-05  3.674355E-07  4.279001E-04  1.293130E-07  4.324856E-07  7.080420E-08
 2.801500E+02  2.586343E-02  2.103857E-05  5.571267E-09  7.329393E-09  8.158695E-09  9.749269E-09  1.708516E-02  2.238291E-05  3.398545E-07  4.163306E-04  1.207365E-07  4.050559E-07  6.695914E-08
 2.811500E+02  2.577568E-02  2.062297E-05  5.311482E-09  6.989874E-09  7.781311E-09  9.301103E-09  1.703107E-02  2.182389E-05  3.145151E-07  4.051521E-04  1.127844E-07  3.795449E-07  6.334920E-08
 2.821500E+02  2.568844E-02  2.021854E-05  5.065659E-09  6.668501E-09  7.424071E-09  8.876733E-09  1.697716E-02  2.128239E-05  2.912222E-07  3.943491E-04  1.054075E-07  3.558069E-07  5.995855E-08
 2.831500E+02  2.560169E-02  1.982493E-05  4.832959E-09  6.364188E-09  7.085771E-09  8.474746E-09  1.692343E-02  2.075775E-05  2.697987E-07  3.839070E-04  9.856079E-08  3.337082E-07  5.677252E-08
 2.841500E+02  2.551544E-02  1.944178E-05  4.612599E-09  6.075922E-09  6.765287E-09  8.093818E-09  1.686989E-02  2.024939E-05  2.500839E-07  3.738116E-04  9.220304E-08  3.131258E-07  5.377750E-08
