#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  5.876609E-01  1.077834E-03  5.234004E-07  6.869756E-07  7.643149E-07  9.113505E-07  3.874946E-01  1.191020E-03  3.951227E-05  2.247042E-02  1.312834E-05  4.307826E-05  6.646285E-06
 2.741500E+02  5.879543E-01  1.059594E-03  4.996386E-07  6.560098E-07  7.299175E-07  8.706103E-07  3.878001E-01  1.164477E-03  3.656758E-05  2.192327E-02  1.226861E-05  4.038759E-05  6.293987E-06
 2.751500E+02  5.882385E-01  1.041802E-03  4.771315E-07  6.266692E-07  6.973230E-07  8.319935E-07  3.880959E-01  1.138696E-03  3.386099E-05  2.139329E-02  1.147088E-05  3.788297E-05  5.962849E-06
 2.761500E+02  5.885139E-01  1.024444E-03  4.558047E-07  5.988581E-07  6.664253E-07  7.953758E-07  3.883823E-01  1.113655E-03  3.137185E-05  2.087985E-02  1.073032E-05  3.555041E-05  5.651467E-06
 2.771500E+02  5.887809E-01  1.007509E-03  4.355886E-07  5.724868E-07  6.371251E-07  7.606409E-07  3.886597E-01  1.089327E-03  2.908145E-05  2.038234E-02  1.004248E-05  3.337707E-05  5.358540E-06
 2.781500E+02  5.890396E-01  9.909824E-04  4.164185E-07  5.474717E-07  6.093296E-07  7.276798E-07  3.889284E-01  1.065689E-03  2.697276E-05  1.990019E-02  9.403290E-06  3.135110E-05  5.082858E-06
 2.791500E+02  5.892906E-01  9.748536E-04  3.982333E-07  5.237342E-07  5.829519E-07  6.963906E-07  3.891887E-01  1.042720E-03  2.503032E-05  1.943284E-02  8.809020E-06  2.946164E-05  4.823300E-06
 2.801500E+02  5.895339E-01  9.591107E-04  3.809762E-07  5.012009E-07  5.579106E-07  6.666777E-07  3.894410E-01  1.020397E-03  2.324004E-05  1.897977E-02  8.256242E-06  2.769866E-05  4.578821E-06
 2.811500E+02  5.897698E-01  9.437424E-04  3.645938E-07  4.798030E-07  5.341293E-07  6.384517E-07  3.896855E-01  9.986989E-04  2.158913E-05  1.854046E-02  7.741810E-06  2.605294E-05  4.348452E-06
 2.821500E+02  5.899988E-01  9.287381E-04  3.490363E-07  4.594761E-07  5.115367E-07  6.116287E-07  3.899226E-01  9.776057E-04  2.006592E-05  1.811441E-02  7.262833E-06  2.451597E-05  4.131291E-06
 2.831500E+02  5.902209E-01  9.140871E-04  3.342569E-07  4.401596E-07  4.900657E-07  5.861299E-07  3.901524E-01  9.570977E-04  1.865980E-05  1.770117E-02  6.816655E-06  2.307991E-05  3.926498E-06
 2.841500E+02  5.904364E-01  8.997794E-04  3.202115E-07  4.217970E-07  4.696535E-07  5.618815E-07  3.903753E-01  9.371561E-04  1.736110E-05  1.730027E-02  6.400834E-06  2.173753E-05  3.733292E-06
