#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  1.751605E-02  1.061873E-05  2.272506E-09  2.982719E-09  3.318512E-09  3.956913E-09  2.642971E-02  6.144336E-05  2.055681E-06  5.065817E-04  2.984805E-07  9.794094E-07  6.603398E-08
 2.741500E+02  1.745937E-02  1.040226E-05  2.162152E-09  2.838837E-09  3.158668E-09  3.767506E-09  2.634069E-02  5.981187E-05  1.893777E-06  4.922977E-04  2.777755E-07  9.144216E-07  6.230031E-08
 2.751500E+02  1.740289E-02  1.019166E-05  2.057921E-09  2.702894E-09  3.007631E-09  3.588480E-09  2.625208E-02  5.823460E-05  1.745661E-06  4.785134E-04  2.586430E-07  8.541769E-07  5.880320E-08
 2.761500E+02  1.734661E-02  9.986749E-06  1.959436E-09  2.574401E-09  2.864862E-09  3.419201E-09  2.616387E-02  5.670946E-05  1.610077E-06  4.652085E-04  2.409541E-07  7.983003E-07  5.552623E-08
 2.771500E+02  1.729053E-02  9.787336E-06  1.866346E-09  2.452907E-09  2.729859E-09  3.259081E-09  2.607607E-02  5.523446E-05  1.485888E-06  4.523638E-04  2.245912E-07  7.464487E-07  5.245418E-08
 2.781500E+02  1.723465E-02  9.593250E-06  1.778321E-09  2.337986E-09  2.602151E-09  3.107567E-09  2.598870E-02  5.380766E-05  1.372070E-06  4.399607E-04  2.094468E-07  6.983076E-07  4.957299E-08
 2.791500E+02  1.717899E-02  9.404322E-06  1.695057E-09  2.229244E-09  2.481301E-09  2.964146E-09  2.590175E-02  5.242724E-05  1.267695E-06  4.279815E-04  1.954229E-07  6.535891E-07  4.686963E-08
 2.801500E+02  1.712355E-02  9.220390E-06  1.616265E-09  2.126311E-09  2.366897E-09  2.828335E-09  2.581522E-02  5.109143E-05  1.171923E-06  4.164095E-04  1.824297E-07  6.120290E-07  4.433204E-08
 2.811500E+02  1.706832E-02  9.041296E-06  1.541680E-09  2.028840E-09  2.258558E-09  2.699684E-09  2.572912E-02  4.979855E-05  1.083995E-06  4.052286E-04  1.703854E-07  5.733853E-07  4.194904E-08
 2.821500E+02  1.701332E-02  8.866890E-06  1.471050E-09  1.936510E-09  2.155925E-09  2.577773E-09  2.564346E-02  4.854699E-05  1.003221E-06  3.944233E-04  1.592148E-07  5.374355E-07  3.971027E-08
