#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  3.882681E-01  4.707585E-04  1.511200E-07  1.983486E-07  2.206786E-07  2.631318E-07  5.858521E-01  2.723959E-03  1.367012E-04  2.245820E-02  1.984873E-05  6.513000E-05  4.391211E-06
 2.741500E+02  3.885510E-01  4.629959E-04  1.443533E-07  1.895314E-07  2.108845E-07  2.515328E-07  5.862011E-01  2.662176E-03  1.264356E-04  2.191175E-02  1.854533E-05  6.105020E-05  4.159401E-06
 2.751500E+02  3.888251E-01  4.554157E-04  1.379376E-07  1.811687E-07  2.015945E-07  2.405274E-07  5.865385E-01  2.602220E-03  1.170076E-04  2.138242E-02  1.733624E-05  5.725348E-05  3.941441E-06
 2.761500E+02  3.890907E-01  4.480127E-04  1.318526E-07  1.732342E-07  1.927797E-07  2.300817E-07  5.868650E-01  2.544027E-03  1.083438E-04  2.086959E-02  1.621406E-05  5.371849E-05  3.736420E-06
 2.771500E+02  3.893480E-01  4.407823E-04  1.260791E-07  1.657036E-07  1.844128E-07  2.201639E-07  5.871808E-01  2.487538E-03  1.003776E-04  2.037265E-02  1.517203E-05  5.042558E-05  3.543489E-06
 2.781500E+02  3.895973E-01  4.337197E-04  1.205993E-07  1.585538E-07  1.764685E-07  2.107440E-07  5.874866E-01  2.432694E-03  9.304884E-05  1.989103E-02  1.420393E-05  4.735670E-05  3.361861E-06
 2.791500E+02  3.898391E-01  4.268204E-04  1.153966E-07  1.517632E-07  1.689228E-07  2.017941E-07  5.877826E-01  2.379439E-03  8.630257E-05  1.942418E-02  1.330407E-05  4.449526E-05  3.190806E-06
 2.801500E+02  3.900734E-01  4.200799E-04  1.104553E-07  1.453117E-07  1.617533E-07  1.932879E-07  5.880692E-01  2.327720E-03  8.008904E-05  1.897157E-02  1.246722E-05  4.182596E-05  3.029644E-06
 2.811500E+02  3.903006E-01  4.134939E-04  1.057606E-07  1.391802E-07  1.549391E-07  1.852007E-07  5.883468E-01  2.277483E-03  7.436301E-05  1.853269E-02  1.168858E-05  3.933473E-05  2.877741E-06
 2.821500E+02  3.905210E-01  4.070583E-04  1.012987E-07  1.333510E-07  1.484602E-07  1.775093E-07  5.886158E-01  2.228679E-03  6.908331E-05  1.810706E-02  1.096377E-05  3.700862E-05  2.734509E-06
 2.831500E+02  3.907348E-01  4.007689E-04  9.705675E-08  1.278073E-07  1.422983E-07  1.701920E-07  5.888765E-01  2.181260E-03  6.421250E-05  1.769419E-02  1.028872E-05  3.483568E-05  2.599400E-06
 2.841500E+02  3.909422E-01  3.946219E-04  9.302248E-08  1.225334E-07  1.364359E-07  1.632284E-07  5.891291E-01  2.135180E-03  5.971647E-05  1.729365E-02  9.659728E-06  3.280489E-05  2.471904E-06
 2.851500E+02  3.911435E-01  3.886135E-04  8.918451E-08  1.175145E-07  1.308565E-07  1.565991E-07  5.893741E-01  2.090394E-03  5.556416E-05  1.690500E-02  9.073364E-06  3.090608E-05  2.351545E-06
 2.861500E+02  3.913388E-01  3.827398E-04  8.553208E-08  1.127368E-07  1.255449E-07  1.502862E-07  5.896117E-01  2.046858E-03  5.172724E-05  1.652783E-02  8.526483E-06  2.912989E-05  2.237880E-06
 2.871500E+02  3.915284E-01  3.769974E-04  8.205511E-08  1.081873E-07  1.204866E-07  1.442725E-07  5.898421E-01  2.004532E-03  4.817988E-05  1.616172E-02  8.016189E-06  2.746765E-05  2.130495E-06
 2.881500E+02  3.917125E-01  3.713826E-04  7.874409E-08  1.038535E-07  1.156679E-07  1.385422E-07  5.900656E-01  1.963376E-03  4.489851E-05  1.580631E-02  7.539812E-06  2.591135E-05  2.029007E-06
 2.891500E+02  3.918913E-01  3.658921E-04  7.559011E-08  9.972407E-08  1.110761E-07  1.330801E-07  5.902825E-01  1.923351E-03  4.186161E-05  1.546122E-02  7.094895E-06  2.445362E-05  1.933053E-06
 2.901500E+02  3.920649E-01  3.605227E-04  7.258477E-08  9.578806E-08  1.066991E-07  1.278720E-07  5.904930E-01  1.884420E-03  3.904952E-05  1.512609E-02  6.679169E-06  2.308760E-05  1.842300E-06
 2.911500E+02  3.922335E-01  3.552710E-04  6.972016E-08  9.203525E-08  1.025255E-07  1.229047E-07  5.906974E-01  1.846547E-03  3.644428E-05  1.480058E-02  6.290544E-06  2.180697E-05  1.756433E-06
 2.921500E+02  3.923973E-01  3.501340E-04  6.698884E-08  8.845600E-08  9.854472E-08  1.181655E-07  5.908958E-01  1.809699E-03  3.402943E-05  1.448437E-02  5.927091E-06  2.060589E-05  1.675160E-06
 2.931500E+02  3.925565E-01  3.451087E-04  6.438380E-08  8.504124E-08  9.474661E-08  1.136426E-07  5.910886E-01  1.773842E-03  3.178996E-05  1.417714E-02  5.587027E-06  1.947893E-05  1.598207E-06
 2.941500E+02  3.927113E-01  3.401921E-04  6.189844E-08  8.178241E-08  9.112170E-08  1.093247E-07  5.912757E-01  1.738945E-03  2.971208E-05  1.387859E-02  5.268708E-06  1.842108E-05  1.525318E-06
 2.951500E+02  3.928616E-01  3.353813E-04  5.952654E-08  7.867146E-08  8.766107E-08  1.052015E-07  5.914576E-01  1.704976E-03  2.778319E-05  1.358843E-02  4.970613E-06  1.742767E-05  1.456253E-06
 2.961500E+02  3.930078E-01  3.306737E-04  5.726223E-08  7.570077E-08  8.435626E-08  1.012628E-07  5.916343E-01  1.671906E-03  2.599173E-05  1.330636E-02  4.691336E-06  1.649440E-05  1.390790E-06
 2.971500E+02  3.931500E-01  3.260666E-04  5.509999E-08  7.286318E-08  8.119932E-08  9.749941E-08  5.918061E-01  1.639706E-03  2.432710E-05  1.303214E-02  4.429577E-06  1.561726E-05  1.328718E-06
 2.981500E+02  3.932882E-01  3.215572E-04  5.303459E-08  7.015193E-08  7.818275E-08  9.390239E-08  5.919731E-01  1.608350E-03  2.277958E-05  1.276548E-02  4.184132E-06  1.479255E-05  1.269840E-06
 2.991500E+02  3.934227E-01  3.171432E-04  5.106113E-08  6.756063E-08  7.529945E-08  9.046340E-08  5.921354E-01  1.577810E-03  2.134026E-05  1.250616E-02  3.953888E-06  1.401681E-05  1.213975E-06
 3.001500E+02  3.935535E-01  3.128220E-04  4.917494E-08  6.508325E-08  7.254275E-08  8.717455E-08  5.922932E-01  1.548061E-03  2.000093E-05  1.225391E-02  3.737813E-06  1.328685E-05  1.160948E-06
 3.011500E+02  3.936808E-01  3.085912E-04  4.737166E-08  6.271409E-08  6.990632E-08  8.402837E-08  5.924468E-01  1.519078E-03  1.875406E-05  1.200852E-02  3.534951E-06  1.259970E-05  1.110599E-06
 3.021500E+02  3.938046E-01  3.044486E-04  4.564713E-08  6.044779E-08  6.738419E-08  8.101784E-08  5.925961E-01  1.490837E-03  1.759274E-05  1.176975E-02  3.344415E-06  1.195258E-05  1.062776E-06
 3.031500E+02  3.939251E-01  3.003919E-04  4.399744E-08  5.827925E-08  6.497072E-08  7.813627E-08  5.927415E-01  1.463316E-03  1.651059E-05  1.153740E-02  3.165384E-06  1.134293E-05  1.017338E-06
 3.041500E+02  3.940425E-01  2.964189E-04  4.241890E-08  5.620368E-08  6.266057E-08  7.537739E-08  5.928829E-01  1.436493E-03  1.550177E-05  1.131126E-02  2.997095E-06  1.076836E-05  9.741506E-07
 3.051500E+02  3.941567E-01  2.925276E-04  4.090802E-08  5.421653E-08  6.044872E-08  7.273522E-08  5.930205E-01  1.410346E-03  1.456088E-05  1.109113E-02  2.838841E-06  1.022663E-05  9.330896E-07
 3.061500E+02  3.942679E-01  2.887157E-04  3.946149E-08  5.231352E-08  5.833039E-08  7.020414E-08  5.931545E-01  1.384854E-03  1.368295E-05  1.087681E-02  2.689963E-06  9.715687E-06  8.940374E-07
 3.071500E+02  3.943762E-01  2.849814E-04  3.807618E-08  5.049056E-08  5.630106E-08  6.777881E-08  5.932849E-01  1.359997E-03  1.286341E-05  1.066812E-02  2.549851E-06  9.233589E-06  8.568837E-07
