#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  5.024901E+01  5.946944E+01
 2.741500E+02  5.032948E+01  5.954185E+01
 2.751500E+02  5.041005E+01  5.960650E+01
 2.761500E+02  5.049073E+01  5.967160E+01
 2.771500E+02  5.057150E+01  5.973713E+01
 2.781500E+02  5.065237E+01  5.980308E+01
 2.791500E+02  5.073332E+01  5.986943E+01
 2.801500E+02  5.081435E+01  5.993616E+01
 2.811500E+02  5.089545E+01  6.000326E+01
 2.821500E+02  5.097662E+01  6.007071E+01
 2.831500E+02  5.105786E+01  6.013850E+01
 2.841500E+02  5.113915E+01  6.020663E+01
 2.851500E+02  5.122050E+01  6.027507E+01
 2.861500E+02  5.130189E+01  6.034381E+01
 2.871500E+02  5.138333E+01  6.041285E+01
 2.881500E+02  5.146480E+01  6.048216E+01
 2.891500E+02  5.154631E+01  6.055175E+01
 2.901500E+02  5.162785E+01  6.062160E+01
 2.911500E+02  5.170942E+01  6.069170E+01
 2.921500E+02  5.179100E+01  6.076204E+01
 2.931500E+02  5.187261E+01  6.083261E+01
 2.941500E+02  5.195422E+01  6.090341E+01
 2.951500E+02  5.203585E+01  6.097442E+01
 2.961500E+02  5.211748E+01  6.104563E+01
 2.971500E+02  5.219911E+01  6.111704E+01
 2.981500E+02  5.228074E+01  6.118865E+01
 2.991500E+02  5.236236E+01  6.126043E+01
 3.001500E+02  5.244398E+01  6.133238E+01
 3.011500E+02  5.252558E+01  6.140451E+01
 3.021500E+02  5.260716E+01  6.147679E+01
 3.031500E+02  5.268873E+01  6.154923E+01
 3.041500E+02  5.277027E+01  6.162181E+01
 3.051500E+02  5.285179E+01  6.169453E+01
 3.061500E+02  5.293328E+01  6.176739E+01
 3.071500E+02  5.301474E+01  6.184037E+01
 3.081500E+02  5.309616E+01  6.191347E+01
 3.091500E+02  5.317755E+01  6.198669E+01
 3.101500E+02  5.325890E+01  6.206001E+01
 3.111500E+02  5.334020E+01  6.213344E+01
 3.121500E+02  5.342146E+01  6.220697E+01
 3.131500E+02  5.350267E+01  6.228059E+01
 3.141500E+02  5.358382E+01  6.235429E+01
 3.151500E+02  5.366493E+01  6.242808E+01
 3.161500E+02  5.374598E+01  6.250195E+01
 3.171500E+02  5.382697E+01  6.257588E+01
 3.181500E+02  5.390790E+01  6.264988E+01
 3.191500E+02  5.398876E+01  6.272395E+01
 3.201500E+02  5.406956E+01  6.279807E+01
 3.211500E+02  5.415030E+01  6.287225E+01
 3.221500E+02  5.423096E+01  6.294647E+01
 3.231500E+02  5.431155E+01  6.302074E+01
 3.241500E+02  5.439207E+01  6.309504E+01
 3.251500E+02  5.447251E+01  6.316939E+01
 3.261500E+02  5.455288E+01  6.324376E+01
 3.271500E+02  5.463316E+01  6.331816E+01
 3.281500E+02  5.471337E+01  6.339259E+01
 3.291500E+02  5.479349E+01  6.346703E+01
 3.301500E+02  5.487352E+01  6.354149E+01
 3.311500E+02  5.495346E+01  6.361596E+01
 3.321500E+02  5.503332E+01  6.369044E+01
 3.331500E+02  5.511309E+01  6.376493E+01
 3.341500E+02  5.519276E+01  6.383942E+01
 3.351500E+02  5.527234E+01  6.391390E+01
 3.361500E+02  5.535183E+01  6.398838E+01
 3.371500E+02  5.543121E+01  6.406285E+01
 3.381500E+02  5.551050E+01  6.413731E+01
 3.391500E+02  5.558969E+01  6.421175E+01
 3.401500E+02  5.566877E+01  6.428618E+01
 3.411500E+02  5.574776E+01  6.436058E+01
 3.421500E+02  5.582664E+01  6.443496E+01
 3.431500E+02  5.590541E+01  6.450932E+01
 3.441500E+02  5.598407E+01  6.458364E+01
 3.451500E+02  5.606263E+01  6.465793E+01
 3.461500E+02  5.614108E+01  6.473219E+01
 3.471500E+02  5.621941E+01  6.480641E+01
 3.481500E+02  5.629763E+01  6.488058E+01
 3.491500E+02  5.637574E+01  6.495472E+01
 3.501500E+02  5.645374E+01  6.502881E+01
 3.511500E+02  5.653162E+01  6.510285E+01
 3.521500E+02  5.660938E+01  6.517684E+01
 3.531500E+02  5.668702E+01  6.525078E+01
