#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  2.811184E-02  2.522332E-06  5.992006E-11  7.864652E-11  8.750050E-11  1.043335E-10  2.464393E-01  4.926442E-04  1.062958E-05  6.580969E-01  1.433389E-02  3.175435E-03  4.455474E-05  6.991066E-04  2.656514E-07  8.716865E-07  1.011577E-08  4.303454E-02  5.151743E-05  5.925303E-08  5.203043E-08  2.113238E-03  2.876687E-03  3.919410E-04  5.314272E-05  6.730597E-05  3.550031E-06
 2.741500E+02  2.838301E-02  2.524229E-06  5.873804E-11  7.712120E-11  8.580987E-11  1.023499E-10  2.465276E-01  4.810667E-04  9.817202E-06  6.589737E-01  1.403096E-02  2.946211E-03  4.294495E-05  6.877604E-04  2.501176E-07  8.233733E-07  9.743881E-09  4.250552E-02  4.882465E-05  5.751142E-08  5.045755E-08  2.067099E-03  2.813701E-03  3.632838E-04  4.917871E-05  6.231029E-05  3.351540E-06
 2.751500E+02  2.865135E-02  2.525619E-06  5.757206E-11  7.561572E-11  8.414101E-11  1.003907E-10  2.466125E-01  4.698502E-04  9.072491E-06  6.598186E-01  1.373589E-02  2.734833E-03  4.140213E-05  6.766197E-04  2.355806E-07  7.780125E-07  9.386678E-09  4.198183E-02  4.628465E-05  5.582217E-08  4.893355E-08  2.022258E-03  2.752494E-03  3.368963E-04  4.553609E-05  5.771788E-05  3.165161E-06
 2.761500E+02  2.891683E-02  2.526511E-06  5.642226E-11  7.413028E-11  8.249415E-11  9.845643E-11  2.466943E-01  4.589812E-04  8.389370E-06  6.606336E-01  1.344848E-02  2.539827E-03  3.992335E-05  6.656806E-04  2.219709E-07  7.354074E-07  9.043545E-09  4.146357E-02  4.388823E-05  5.418381E-08  4.745698E-08  1.978673E-03  2.693011E-03  3.125866E-04  4.218690E-05  5.349378E-05  2.990101E-06
 2.771500E+02  2.917941E-02  2.526913E-06  5.528874E-11  7.266507E-11  8.086953E-11  9.654723E-11  2.467732E-01  4.484467E-04  7.762349E-06  6.614202E-01  1.316855E-02  2.359846E-03  3.850578E-05  6.549394E-04  2.092244E-07  6.953758E-07  8.713894E-09  4.095081E-02  4.162678E-05  5.259487E-08  4.602642E-08  1.936307E-03  2.635198E-03  2.901798E-04  3.910575E-05  4.960625E-05  2.825620E-06
 2.781500E+02  2.943907E-02  2.526834E-06  5.417165E-11  7.122029E-11  7.926735E-11  9.466346E-11  2.468492E-01  4.382343E-04  7.186459E-06  6.621801E-01  1.289590E-02  2.193659E-03  3.714671E-05  6.443925E-04  1.972817E-07  6.577484E-07  8.397162E-09  4.044360E-02  3.949222E-05  5.105397E-08  4.464051E-08  1.895121E-03  2.579003E-03  2.695165E-04  3.626959E-05  4.602648E-05  2.671031E-06
 2.791500E+02  2.969579E-02  2.526285E-06  5.307108E-11  6.979612E-11  7.768785E-11  9.280540E-11  2.469225E-01  4.283321E-04  6.657203E-06  6.629147E-01  1.263035E-02  2.040141E-03  3.584355E-05  6.340365E-04  1.860878E-07  6.223681E-07  8.092816E-09  3.994199E-02  3.747697E-05  4.955972E-08  4.329792E-08  1.855077E-03  2.524374E-03  2.504517E-04  3.365749E-05  4.272825E-05  2.525694E-06
 2.801500E+02  2.994955E-02  2.525274E-06  5.198714E-11  6.839273E-11  7.613120E-11  9.097332E-11  2.469932E-01  4.187288E-04  6.170505E-06  6.636253E-01  1.237169E-02  1.898261E-03  3.459381E-05  6.238679E-04  1.755919E-07  5.890888E-07  7.800344E-09  3.944604E-02  3.557393E-05  4.811081E-08  4.199734E-08  1.816141E-03  2.471262E-03  2.328529E-04  3.125041E-05  3.968775E-05  2.389013E-06
 2.811500E+02  3.020033E-02  2.523814E-06  5.091992E-11  6.701028E-11  7.459759E-11  8.916748E-11  2.470616E-01  4.094134E-04  5.722674E-06  6.643133E-01  1.211976E-02  1.767079E-03  3.339512E-05  6.138836E-04  1.657466E-07  5.577748E-07  7.519258E-09  3.895577E-02  3.377643E-05  4.670591E-08  4.073751E-08  1.778278E-03  2.419619E-03  2.165992E-04  2.903103E-05  3.688330E-05  2.260433E-06
 2.821500E+02  3.044813E-02  2.521914E-06  4.986951E-11  6.564889E-11  7.308719E-11  8.738810E-11  2.471276E-01  4.003756E-04  5.310358E-06  6.649797E-01  1.187436E-02  1.645733E-03  3.224520E-05  6.040803E-04  1.565083E-07  5.282997E-07  7.249093E-09  3.847122E-02  3.207822E-05  4.534377E-08  3.951722E-08  1.741453E-03  2.369398E-03  2.015803E-04  2.698360E-05  3.429516E-05  2.139438E-06
