#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8          c1m1        c1m2-1        c1m2-7        c1m3-6        c1m4-1        c1m5-1        c1m5-6        c2m1-1        c2m2-1        c2m2-5        c2m3-1        c2m4-1        c2m4-3        c2m4-8        c3m1-1        c3m2-3        c3m3-8        c4m1-6        c4m2-4        c4m2-5        c5m1-9
 2.731500E+02  9.894554E-03  5.050292E-03  6.824861E-04  8.957795E-04  9.966259E-04  1.188352E-03  5.862180E-04  2.451349E-04  3.273768E-06  2.298797E-04  4.893852E-04  5.118741E-04  7.162788E-04  5.103659E-05  4.143708E-04  3.186178E-04  2.277120E-04  2.198476E-04  1.331477E-05  1.510526E-03  2.991371E-04  6.393985E-04  3.914330E-02  3.729972E-02  1.170666E-01  3.629761E-02  1.694895E-02  1.042005E-02  1.389028E-02  4.967693E-03  2.043583E-02  2.437637E-02  9.176061E-04  3.010957E-03  1.490159E-03  2.213171E-01  5.134500E-02  1.308437E-01  2.006467E-03  5.283882E-03  1.362812E-03  5.921551E-03  1.164193E-01  4.188831E-02  5.504030E-02  3.517541E-03  2.422060E-03  5.812324E-03  1.329182E-04  4.351972E-03  7.333359E-04  1.522205E-04
 2.741500E+02  1.016539E-02  5.212065E-03  6.992234E-04  9.180584E-04  1.021489E-03  1.218383E-03  5.924486E-04  2.485835E-04  3.332878E-06  2.330832E-04  4.967148E-04  5.191969E-04  7.260084E-04  5.031914E-05  4.125785E-04  3.171059E-04  2.269964E-04  2.141023E-04  1.299161E-05  1.578839E-03  3.176139E-04  6.681960E-04  3.979082E-02  3.760215E-02  1.181885E-01  3.627792E-02  1.704237E-02  1.042194E-02  1.389521E-02  4.987659E-03  2.054787E-02  2.539363E-02  9.520370E-04  3.134053E-03  1.535539E-03  2.215891E-01  5.094483E-02  1.298796E-01  2.074126E-03  5.404106E-03  1.394039E-03  5.982434E-03  1.144798E-01  4.133555E-02  5.412554E-02  3.590185E-03  2.449514E-03  5.793993E-03  1.340006E-04  4.319870E-03  7.298001E-04  1.510707E-04
 2.751500E+02  1.044026E-02  5.375780E-03  7.158020E-04  9.401415E-04  1.046138E-03  1.248173E-03  5.981823E-04  2.518371E-04  3.389688E-06  2.361034E-04  5.036641E-04  5.261150E-04  7.351624E-04  4.956180E-05  4.103508E-04  3.152616E-04  2.260370E-04  2.082645E-04  1.266136E-05  1.649901E-03  3.371216E-04  6.981325E-04  4.044731E-02  3.790728E-02  1.193208E-01  3.626036E-02  1.713658E-02  1.042438E-02  1.390086E-02  5.007836E-03  2.066084E-02  2.644204E-02  9.873566E-04  3.260777E-03  1.581715E-03  2.218217E-01  5.054160E-02  1.289063E-01  2.142741E-03  5.524023E-03  1.425193E-03  6.041086E-03  1.125396E-01  4.077713E-02  5.321037E-02  3.661506E-03  2.475516E-03  5.772143E-03  1.349665E-04  4.284472E-03  7.256686E-04  1.497707E-04
 2.761500E+02  1.071880E-02  5.541215E-03  7.321881E-04  9.619840E-04  1.070522E-03  1.277663E-03  6.034064E-04  2.548884E-04  3.444063E-06  2.389333E-04  5.102171E-04  5.326123E-04  7.437199E-04  4.876737E-05  4.077010E-04  3.130956E-04  2.248404E-04  2.023551E-04  1.232530E-05  1.723756E-03  3.577021E-04  7.292320E-04  4.111231E-02  3.821485E-02  1.204625E-01  3.624483E-02  1.723154E-02  1.042734E-02  1.390718E-02  5.028213E-03  2.077472E-02  2.752144E-02  1.023555E-03  3.391119E-03  1.628664E-03  2.220139E-01  5.013553E-02  1.279244E-01  2.212240E-03  5.643470E-03  1.456233E-03  6.097437E-03  1.106005E-01  4.021371E-02  5.229562E-02  3.731370E-03  2.500029E-03  5.746880E-03  1.358146E-04  4.245931E-03  7.209633E-04  1.483276E-04
 2.771500E+02  1.100093E-02  5.708235E-03  7.483537E-04  9.835487E-04  1.094599E-03  1.306803E-03  6.081089E-04  2.577300E-04  3.495871E-06  2.415661E-04  5.163578E-04  5.386732E-04  7.516604E-04  4.793815E-05  4.046389E-04  3.106157E-04  2.234112E-04  1.963898E-04  1.198435E-05  1.800497E-03  3.794072E-04  7.615317E-04  4.178582E-02  3.852475E-02  1.216133E-01  3.623118E-02  1.732720E-02  1.043078E-02  1.391413E-02  5.048774E-03  2.088944E-02  2.863217E-02  1.060634E-03  3.525112E-03  1.676372E-03  2.221651E-01  4.972656E-02  1.269338E-01  2.282569E-03  5.762313E-03  1.487123E-03  6.151415E-03  1.086634E-01  3.964563E-02  5.138168E-02  3.799652E-03  2.523008E-03  5.718249E-03  1.365432E-04  4.204342E-03  7.156967E-04  1.467461E-04
 2.781500E+02  1.128658E-02  5.876701E-03  7.642707E-04  1.004798E-03  1.118329E-03  1.335542E-03  6.122793E-04  2.603550E-04  3.544987E-06  2.439955E-04  5.220716E-04  5.442833E-04  7.589650E-04  4.707646E-05  4.011755E-04  3.078307E-04  2.217546E-04  1.903842E-04  1.163948E-05  1.880219E-03  4.022905E-04  7.950694E-04  4.246781E-02  3.883689E-02  1.227731E-01  3.621926E-02  1.742350E-02  1.043467E-02  1.392166E-02  5.069501E-03  2.100494E-02  2.977458E-02  1.098598E-03  3.662786E-03  1.724829E-03  2.222748E-01  4.931468E-02  1.259344E-01  2.353672E-03  5.880416E-03  1.517829E-03  6.202946E-03  1.067290E-01  3.907321E-02  5.046895E-02  3.866229E-03  2.544410E-03  5.686302E-03  1.371506E-04  4.159805E-03  7.098824E-04  1.450313E-04
 2.791500E+02  1.157567E-02  6.046465E-03  7.799112E-04  1.025696E-03  1.141669E-03  1.363831E-03  6.159082E-04  2.627573E-04  3.591288E-06  2.462157E-04  5.273447E-04  5.494290E-04  7.656164E-04  4.618471E-05  3.973226E-04  3.047501E-04  2.198766E-04  1.843534E-04  1.129159E-05  1.963019E-03  4.264079E-04  8.298835E-04  4.315829E-02  3.915117E-02  1.239414E-01  3.620892E-02  1.752038E-02  1.043895E-02  1.392970E-02  5.090376E-03  2.112113E-02  3.094897E-02  1.137446E-03  3.804171E-03  1.774019E-03  2.223426E-01  4.889986E-02  1.249261E-01  2.425491E-03  5.997641E-03  1.548314E-03  6.251963E-03  1.047982E-01  3.849681E-02  4.955780E-02  3.930979E-03  2.564195E-03  5.651096E-03  1.376355E-04  4.112428E-03  7.035352E-04  1.431886E-04
 2.801500E+02  1.186809E-02  6.217376E-03  7.952476E-04  1.046204E-03  1.164579E-03  1.391619E-03  6.189878E-04  2.649311E-04  3.634664E-06  2.482216E-04  5.321644E-04  5.540984E-04  7.715991E-04  4.526532E-05  3.930935E-04  3.013843E-04  2.177837E-04  1.783120E-04  1.094159E-05  2.048999E-03  4.518175E-04  8.660136E-04  4.385722E-02  3.946750E-02  1.251180E-01  3.620003E-02  1.761778E-02  1.044360E-02  1.393820E-02  5.111384E-03  2.123795E-02  3.215564E-02  1.177179E-03  3.949289E-03  1.823926E-03  2.223680E-01  4.848206E-02  1.239089E-01  2.497963E-03  6.113849E-03  1.578543E-03  6.298400E-03  1.028718E-01  3.791676E-02  4.864863E-02  3.993782E-03  2.582326E-03  5.612691E-03  1.379970E-04  4.062322E-03  6.966712E-04  1.412238E-04
 2.811500E+02  1.216377E-02  6.389277E-03  8.102522E-04  1.066286E-03  1.187018E-03  1.418858E-03  6.215117E-04  2.668715E-04  3.675006E-06  2.500084E-04  5.365195E-04  5.582803E-04  7.768992E-04  4.432073E-05  3.885020E-04  2.977443E-04  2.154831E-04  1.722743E-04  1.059036E-05  2.138260E-03  4.785795E-04  9.034995E-04  4.456456E-02  3.978577E-02  1.263026E-01  3.619243E-02  1.771565E-02  1.044857E-02  1.394712E-02  5.132505E-03  2.135533E-02  3.339483E-02  1.217796E-03  4.098161E-03  1.874534E-03  2.223505E-01  4.806129E-02  1.228828E-01  2.571025E-03  6.228900E-03  1.608479E-03  6.342192E-03  1.009505E-01  3.733340E-02  4.774183E-02  4.054521E-03  2.598771E-03  5.571157E-03  1.382344E-04  4.009605E-03  6.893074E-04  1.391429E-04
 2.821500E+02  1.246259E-02  6.562005E-03  8.248980E-04  1.085907E-03  1.208945E-03  1.445498E-03  6.234751E-04  2.685739E-04  3.712218E-06  2.515721E-04  5.403996E-04  5.619653E-04  7.815050E-04  4.335339E-05  3.835634E-04  2.938419E-04  2.129825E-04  1.662538E-04  1.023875E-05  2.230907E-03  5.067565E-04  9.423823E-04  4.528030E-02  4.010587E-02  1.274948E-01  3.618599E-02  1.781393E-02  1.045382E-02  1.395640E-02  5.153721E-03  2.147319E-02  3.466680E-02  1.259296E-03  4.250803E-03  1.925824E-03  2.222897E-01  4.763752E-02  1.218477E-01  2.644609E-03  6.342653E-03  1.638085E-03  6.383280E-03  9.903523E-02  3.674708E-02  4.683776E-02  4.113084E-03  2.613499E-03  5.526566E-03  1.383476E-04  3.954397E-03  6.814618E-04  1.369522E-04
