#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  4.214721E-02  1.561831E-04  8.329084E-06  2.201304E-03  1.738311E-06  1.861566E-08  2.611976E-10  1.310329E-05  1.783712E-05  1.174802E-07  8.144347E-07  1.031492E-06
 2.741500E+02  4.199822E-02  1.519854E-04  7.669270E-06  2.193920E-03  1.693007E-06  1.717879E-08  2.504037E-10  1.276278E-05  1.737248E-05  1.083895E-07  7.508114E-07  9.512914E-07
 2.751500E+02  4.185013E-02  1.479297E-04  7.066029E-06  2.186568E-03  1.649172E-06  1.586170E-08  2.401273E-10  1.243338E-05  1.692306E-05  1.000595E-07  6.925661E-07  8.778411E-07
 2.761500E+02  4.170295E-02  1.440104E-04  6.514163E-06  2.179247E-03  1.606752E-06  1.465372E-08  2.303408E-10  1.211466E-05  1.648828E-05  9.242213E-08  6.392121E-07  8.105330E-07
 2.771500E+02  4.155667E-02  1.402222E-04  6.008986E-06  2.171958E-03  1.565692E-06  1.354519E-08  2.210179E-10  1.180624E-05  1.606758E-05  8.541565E-08  5.903095E-07  7.488168E-07
 2.781500E+02  4.141130E-02  1.365599E-04  5.546262E-06  2.164703E-03  1.525944E-06  1.252736E-08  2.121343E-10  1.150771E-05  1.566043E-05  7.898431E-08  5.454602E-07  6.921945E-07
 2.791500E+02  4.126683E-02  1.330186E-04  5.122166E-06  2.157481E-03  1.487459E-06  1.159228E-08  2.036666E-10  1.121871E-05  1.526632E-05  7.307753E-08  5.043042E-07  6.402152E-07
 2.801500E+02  4.112325E-02  1.295936E-04  4.733240E-06  2.150294E-03  1.450189E-06  1.073275E-08  1.955931E-10  1.093888E-05  1.488476E-05  6.764946E-08  4.665154E-07  5.924705E-07
 2.811500E+02  4.098057E-02  1.262804E-04  4.376354E-06  2.143140E-03  1.414092E-06  9.942239E-09  1.878933E-10  1.066788E-05  1.451529E-05  6.265851E-08  4.317982E-07  5.485903E-07
 2.821500E+02  4.083879E-02  1.230746E-04  4.048675E-06  2.136022E-03  1.379123E-06  9.214804E-09  1.805476E-10  1.040540E-05  1.415745E-05  5.806694E-08  3.998848E-07  5.082388E-07
 2.831500E+02  4.069789E-02  1.199723E-04  3.747636E-06  2.128939E-03  1.345242E-06  8.545056E-09  1.735378E-10  1.015110E-05  1.381081E-05  5.384046E-08  3.705320E-07  4.711113E-07
 2.841500E+02  4.055788E-02  1.169694E-04  3.470912E-06  2.121892E-03  1.312410E-06  7.928088E-09  1.668467E-10  9.904695E-06  1.347496E-05  4.994791E-08  3.435193E-07  4.369310E-07
 2.851500E+02  4.041874E-02  1.140622E-04  3.216392E-06  2.114880E-03  1.280587E-06  7.359441E-09  1.604579E-10  9.665895E-06  1.314951E-05  4.636098E-08  3.186464E-07  4.054466E-07
 2.861500E+02  4.028048E-02  1.112471E-04  2.982161E-06  2.107904E-03  1.249740E-06  6.835055E-09  1.543561E-10  9.434425E-06  1.283408E-05  4.305390E-08  2.957310E-07  3.764296E-07
 2.871500E+02  4.014309E-02  1.085206E-04  2.766481E-06  2.100965E-03  1.219831E-06  6.351232E-09  1.485267E-10  9.210018E-06  1.252831E-05  4.000321E-08  2.746076E-07  3.496719E-07
 2.881500E+02  4.000657E-02  1.058795E-04  2.567771E-06  2.094061E-03  1.190828E-06  5.904605E-09  1.429560E-10  8.992422E-06  1.223184E-05  3.718755E-08  2.551254E-07  3.249844E-07
 2.891500E+02  3.987090E-02  1.033205E-04  2.384595E-06  2.087194E-03  1.162699E-06  5.492102E-09  1.376310E-10  8.781391E-06  1.194434E-05  3.458746E-08  2.371475E-07  3.021948E-07
 2.901500E+02  3.973609E-02  1.008407E-04  2.215647E-06  2.080363E-03  1.135413E-06  5.110922E-09  1.325396E-10  8.576693E-06  1.166549E-05  3.218518E-08  2.205488E-07  2.811460E-07
 2.911500E+02  3.960213E-02  9.843716E-05  2.059737E-06  2.073569E-03  1.108941E-06  4.758510E-09  1.276701E-10  8.378103E-06  1.139499E-05  2.996454E-08  2.052153E-07  2.616948E-07
 2.921500E+02  3.946902E-02  9.610707E-05  1.915781E-06  2.066811E-03  1.083253E-06  4.432531E-09  1.230115E-10  8.185405E-06  1.113254E-05  2.791075E-08  1.910434E-07  2.437107E-07
 2.931500E+02  3.933674E-02  9.384778E-05  1.782793E-06  2.060090E-03  1.058322E-06  4.130853E-09  1.185537E-10  7.998393E-06  1.087785E-05  2.601032E-08  1.779382E-07  2.270744E-07
 2.941500E+02  3.920529E-02  9.165673E-05  1.659871E-06  2.053405E-03  1.034122E-06  3.851528E-09  1.142866E-10  7.816868E-06  1.063065E-05  2.425092E-08  1.658133E-07  2.116771E-07
