#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  4.508461E-01  7.371857E-04  3.191410E-07  4.188803E-07  4.660376E-07  5.556919E-07  2.489822E-01  2.331405E-03  2.220403E-04  3.115463E-06  2.967095E-01  1.527016E-04  7.444926E-06  6.537433E-06
 2.741500E+02  4.527571E-01  7.287059E-04  3.068738E-07  4.029157E-07  4.483092E-07  5.347215E-07  2.509230E-01  2.308035E-03  2.093636E-04  3.051754E-06  2.929102E-01  1.453486E-04  7.172329E-06  6.292631E-06
 2.751500E+02  4.546441E-01  7.203584E-04  2.951528E-07  3.876566E-07  4.313629E-07  5.146699E-07  2.528392E-01  2.284674E-03  1.974449E-04  2.989083E-06  2.891582E-01  1.383754E-04  6.910910E-06  6.058083E-06
 2.761500E+02  4.565074E-01  7.121410E-04  2.839506E-07  3.730680E-07  4.151600E-07  4.954918E-07  2.547308E-01  2.261338E-03  1.862377E-04  2.927456E-06  2.854534E-01  1.317613E-04  6.660174E-06  5.833325E-06
 2.771500E+02  4.583468E-01  7.040509E-04  2.732414E-07  3.591166E-07  3.996637E-07  4.771442E-07  2.565979E-01  2.238039E-03  1.756982E-04  2.866881E-06  2.817956E-01  1.254870E-04  6.419647E-06  5.617913E-06
 2.781500E+02  4.601625E-01  6.960859E-04  2.630008E-07  3.457712E-07  3.848393E-07  4.595866E-07  2.584406E-01  2.214792E-03  1.657856E-04  2.807360E-06  2.781848E-01  1.195341E-04  6.188880E-06  5.411427E-06
 2.791500E+02  4.619545E-01  6.882436E-04  2.532057E-07  3.330020E-07  3.706539E-07  4.427808E-07  2.602591E-01  2.191608E-03  1.564615E-04  2.748896E-06  2.746209E-01  1.138853E-04  5.967443E-06  5.213465E-06
 2.801500E+02  4.637229E-01  6.805218E-04  2.438342E-07  3.207811E-07  3.570766E-07  4.266903E-07  2.620533E-01  2.168501E-03  1.476896E-04  2.691488E-06  2.711037E-01  1.085244E-04  5.754927E-06  5.023645E-06
 2.811500E+02  4.654679E-01  6.729183E-04  2.348659E-07  3.090819E-07  3.440781E-07  4.112810E-07  2.638236E-01  2.145480E-03  1.394363E-04  2.635136E-06  2.676329E-01  1.034359E-04  5.550941E-06  4.841605E-06
 2.821500E+02  4.671895E-01  6.654310E-04  2.262811E-07  2.978794E-07  3.316305E-07  3.965203E-07  2.655699E-01  2.122556E-03  1.316699E-04  2.579836E-06  2.642085E-01  9.860510E-05  5.355114E-06  4.666997E-06
 2.831500E+02  4.688879E-01  6.580578E-04  2.180614E-07  2.871499E-07  3.197075E-07  3.823775E-07  2.672924E-01  2.099739E-03  1.243605E-04  2.525584E-06  2.608301E-01  9.401836E-05  5.167091E-06  4.499491E-06
 2.841500E+02  4.705632E-01  6.507967E-04  2.101894E-07  2.768709E-07  3.082843E-07  3.688235E-07  2.689914E-01  2.077039E-03  1.174804E-04  2.472376E-06  2.574975E-01  8.966263E-05  4.986533E-06  4.338774E-06
 2.851500E+02  4.722155E-01  6.436457E-04  2.026485E-07  2.670211E-07  2.973373E-07  3.558306E-07  2.706669E-01  2.054464E-03  1.110032E-04  2.420203E-06  2.542105E-01  8.552561E-05  4.813119E-06  4.184545E-06
 2.861500E+02  4.738450E-01  6.366030E-04  1.954230E-07  2.575802E-07  2.868441E-07  3.433726E-07  2.723191E-01  2.032023E-03  1.049045E-04  2.369059E-06  2.509687E-01  8.159568E-05  4.646540E-06  4.036521E-06
 2.871500E+02  4.754519E-01  6.296666E-04  1.884981E-07  2.485293E-07  2.767835E-07  3.314248E-07  2.739482E-01  2.009722E-03  9.916132E-05  2.318936E-06  2.477718E-01  7.786187E-05  4.486502E-06  3.894428E-06
 2.881500E+02  4.770362E-01  6.228348E-04  1.818598E-07  2.398501E-07  2.671355E-07  3.199637E-07  2.755544E-01  1.987570E-03  9.375201E-05  2.269823E-06  2.446195E-01  7.431381E-05  4.332726E-06  3.758007E-06
 2.891500E+02  4.785983E-01  6.161057E-04  1.754946E-07  2.315255E-07  2.578810E-07  3.089667E-07  2.771379E-01  1.965572E-03  8.865634E-05  2.221711E-06  2.415114E-01  7.094169E-05  4.184944E-06  3.627011E-06
 2.901500E+02  4.801383E-01  6.094777E-04  1.693899E-07  2.235391E-07  2.490020E-07  2.984129E-07  2.786989E-01  1.943736E-03  8.385535E-05  2.174588E-06  2.384473E-01  6.773625E-05  4.042901E-06  3.501205E-06
 2.911500E+02  4.816564E-01  6.029491E-04  1.635338E-07  2.158755E-07  2.404812E-07  2.882820E-07  2.802376E-01  1.922066E-03  7.933122E-05  2.128444E-06  2.354267E-01  6.468874E-05  3.906354E-06  3.380364E-06
 2.921500E+02  4.831527E-01  5.965181E-04  1.579148E-07  2.085199E-07  2.323024E-07  2.785550E-07  2.817541E-01  1.900567E-03  7.506726E-05  2.083266E-06  2.324492E-01  6.179087E-05  3.775069E-06  3.264274E-06
 2.931500E+02  4.846275E-01  5.901832E-04  1.525221E-07  2.014585E-07  2.244501E-07  2.692137E-07  2.832488E-01  1.879246E-03  7.104781E-05  2.039041E-06  2.295145E-01  5.903483E-05  3.648825E-06  3.152730E-06
 2.941500E+02  4.860810E-01  5.839428E-04  1.473454E-07  1.946780E-07  2.169096E-07  2.602408E-07  2.847218E-01  1.858106E-03  6.725818E-05  1.995756E-06  2.266220E-01  5.641322E-05  3.527410E-06  3.045537E-06
 2.951500E+02  4.875134E-01  5.777953E-04  1.423750E-07  1.881657E-07  2.096669E-07  2.516199E-07  2.861734E-01  1.837150E-03  6.368458E-05  1.953398E-06  2.237716E-01  5.391905E-05  3.410621E-06  2.942509E-06
 2.961500E+02  4.889249E-01  5.717391E-04  1.376017E-07  1.819097E-07  2.027089E-07  2.433355E-07  2.876037E-01  1.816384E-03  6.031409E-05  1.911953E-06  2.209626E-01  5.154570E-05  3.298266E-06  2.843470E-06
 2.971500E+02  4.903158E-01  5.657729E-04  1.330165E-07  1.758986E-07  1.960228E-07  2.353727E-07  2.890130E-01  1.795810E-03  5.713458E-05  1.871408E-06  2.181946E-01  4.928693E-05  3.190158E-06  2.748248E-06
