#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  3.796696E-03  4.984498E-07  2.310111E-11  3.032077E-11  3.373426E-11  4.022392E-11  3.668708E-02  4.826106E-04  8.609621E-05  1.208022E-06  3.510292E-03  3.383984E-06  9.429268E-09  8.279895E-09
 2.741500E+02  3.817365E-03  4.968307E-07  2.255861E-11  2.961875E-11  3.295567E-11  3.930793E-11  3.658029E-02  4.704514E-04  7.955693E-05  1.159648E-06  3.453018E-03  3.194329E-06  9.116346E-09  7.998211E-09
 2.751500E+02  3.837587E-03  4.951424E-07  2.202734E-11  2.893092E-11  3.219274E-11  3.840996E-11  3.647323E-02  4.586614E-04  7.355135E-05  1.113480E-06  3.396724E-03  3.016201E-06  8.814416E-09  7.726691E-09
 2.761500E+02  3.857355E-03  4.933860E-07  2.150708E-11  2.825704E-11  3.144519E-11  3.752970E-11  3.636596E-02  4.472289E-04  6.803329E-05  1.069410E-06  3.341395E-03  2.848853E-06  8.523068E-09  7.464944E-09
 2.771500E+02  3.876668E-03  4.915627E-07  2.099764E-11  2.759685E-11  3.071275E-11  3.666685E-11  3.625855E-02  4.361424E-04  6.296077E-05  1.027335E-06  3.287017E-03  2.691586E-06  8.241913E-09  7.212600E-09
 2.781500E+02  3.895522E-03  4.896737E-07  2.049883E-11  2.695013E-11  2.999518E-11  3.582114E-11  3.615105E-02  4.253906E-04  5.829557E-05  9.871582E-07  3.233575E-03  2.543752E-06  7.970575E-09  6.969303E-09
 2.791500E+02  3.913917E-03  4.877206E-07  2.001048E-11  2.631667E-11  2.929225E-11  3.499233E-11  3.604350E-02  4.149628E-04  5.400293E-05  9.487860E-07  3.181054E-03  2.404746E-06  7.708698E-09  6.734714E-09
 2.801500E+02  3.931851E-03  4.857050E-07  1.953242E-11  2.569627E-11  2.860374E-11  3.418017E-11  3.593595E-02  4.048482E-04  5.005121E-05  9.121306E-07  3.129443E-03  2.274002E-06  7.455938E-09  6.508508E-09
 2.811500E+02  3.949323E-03  4.836289E-07  1.906450E-11  2.508875E-11  2.792946E-11  3.338445E-11  3.582845E-02  3.950366E-04  4.641156E-05  8.771082E-07  3.078725E-03  2.150997E-06  7.211967E-09  6.290373E-09
 2.821500E+02  3.966336E-03  4.814940E-07  1.860657E-11  2.449393E-11  2.726920E-11  3.260495E-11  3.572104E-02  3.855180E-04  4.305773E-05  8.436392E-07  3.028890E-03  2.035238E-06  6.976468E-09  6.080011E-09
 2.831500E+02  3.982889E-03  4.793024E-07  1.815848E-11  2.391164E-11  2.662278E-11  3.184146E-11  3.561374E-02  3.762828E-04  3.996579E-05  8.116480E-07  2.979923E-03  1.926268E-06  6.749140E-09  5.877136E-09
