#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8
 3.111500E+02  1.781822E+00  1.160288E+00  1.794848E-01  2.382552E-01  2.657349E-01  3.202264E-01  1.604738E-01  7.517466E-02  1.145934E-03  7.018537E-02  1.546643E-01  1.581935E-01  2.162227E-01  1.070012E-02  1.207178E-01  9.151035E-02  6.903139E-02  5.572988E-02  3.599504E-03
 3.121500E+02  1.816073E+00  1.179330E+00  1.802748E-01  2.393659E-01  2.669888E-01  3.218161E-01  1.584966E-01  7.444247E-02  1.138261E-03  6.949461E-02  1.532645E-01  1.566802E-01  2.140404E-01  1.030368E-02  1.171295E-01  8.876083E-02  6.704091E-02  5.282533E-02  3.416998E-03
 3.131500E+02  1.850527E+00  1.198292E+00  1.810047E-01  2.403970E-01  2.681539E-01  3.232989E-01  1.564900E-01  7.369085E-02  1.130211E-03  6.878588E-02  1.518220E-01  1.551252E-01  2.118042E-01  9.919132E-03  1.136103E-01  8.606570E-02  6.508598E-02  5.005811E-02  3.242808E-03
 3.141500E+02  1.885172E+00  1.217164E+00  1.816745E-01  2.413484E-01  2.692302E-01  3.246749E-01  1.544566E-01  7.292097E-02  1.121801E-03  6.806029E-02  1.503392E-01  1.535310E-01  2.095177E-01  9.546305E-03  1.101613E-01  8.342557E-02  6.316726E-02  4.742288E-02  3.076627E-03
 3.151500E+02  1.920001E+00  1.235937E+00  1.822846E-01  2.422204E-01  2.702179E-01  3.259441E-01  1.523990E-01  7.213397E-02  1.113044E-03  6.731891E-02  1.488182E-01  1.519000E-01  2.071841E-01  9.185015E-03  1.067832E-01  8.084096E-02  6.128532E-02  4.491439E-02  2.918159E-03
 3.161500E+02  1.955004E+00  1.254602E+00  1.828351E-01  2.430133E-01  2.711174E-01  3.271070E-01  1.503198E-01  7.133100E-02  1.103957E-03  6.656282E-02  1.472616E-01  1.502346E-01  2.048068E-01  8.835070E-03  1.034765E-01  7.831225E-02  5.944066E-02  4.252755E-02  2.767110E-03
 3.171500E+02  1.990170E+00  1.273150E+00  1.833264E-01  2.437275E-01  2.719290E-01  3.281640E-01  1.482213E-01  7.051320E-02  1.094556E-03  6.579309E-02  1.456715E-01  1.485373E-01  2.023891E-01  8.496268E-03  1.002417E-01  7.583972E-02  5.763367E-02  4.025737E-02  2.623194E-03
 3.181500E+02  2.025490E+00  1.291573E+00  1.837590E-01  2.443634E-01  2.726534E-01  3.291155E-01  1.461062E-01  6.968169E-02  1.084857E-03  6.501075E-02  1.440503E-01  1.468103E-01  1.999341E-01  8.168403E-03  9.707912E-02  7.342353E-02  5.586468E-02  3.809900E-02  2.486129E-03
 3.191500E+02  2.060955E+00  1.309861E+00  1.841331E-01  2.449216E-01  2.732910E-01  3.299623E-01  1.439766E-01  6.883758E-02  1.074875E-03  6.421685E-02  1.424002E-01  1.450560E-01  1.974451E-01  7.851262E-03  9.398897E-02  7.106376E-02  5.413392E-02  3.604773E-02  2.355643E-03
 3.201500E+02  2.096554E+00  1.328008E+00  1.844495E-01  2.454029E-01  2.738426E-01  3.307052E-01  1.418350E-01  6.798197E-02  1.064626E-03  6.341241E-02  1.407235E-01  1.432767E-01  1.949253E-01  7.544627E-03  9.097127E-02  6.876036E-02  5.244156E-02  3.409898E-02  2.231469E-03
 3.211500E+02  2.132278E+00  1.346005E+00  1.847087E-01  2.458078E-01  2.743091E-01  3.313451E-01  1.396836E-01  6.711592E-02  1.054127E-03  6.259844E-02  1.390223E-01  1.414746E-01  1.923778E-01  7.248274E-03  8.802596E-02  6.651323E-02  5.078770E-02  3.224832E-02  2.113346E-03
 3.221500E+02  2.168117E+00  1.363844E+00  1.849113E-01  2.461372E-01  2.746912E-01  3.318829E-01  1.375246E-01  6.624051E-02  1.043391E-03  6.177591E-02  1.372988E-01  1.396521E-01  1.898055E-01  6.961977E-03  8.515284E-02  6.432216E-02  4.917236E-02  3.049143E-02  2.001022E-03
 3.231500E+02  2.204061E+00  1.381518E+00  1.850581E-01  2.463920E-01  2.749901E-01  3.323198E-01  1.353601E-01  6.535675E-02  1.032435E-03  6.094580E-02  1.355552E-01  1.378111E-01  1.872114E-01  6.685506E-03  8.235163E-02  6.218685E-02  4.759551E-02  2.882415E-02  1.894252E-03
 3.241500E+02  2.240102E+00  1.399019E+00  1.851497E-01  2.465732E-01  2.752067E-01  3.326569E-01  1.331922E-01  6.446566E-02  1.021275E-03  6.010905E-02  1.337935E-01  1.359540E-01  1.845984E-01  6.418629E-03  7.962191E-02  6.010695E-02  4.605703E-02  2.724246E-02  1.792796E-03
 3.251500E+02  2.276228E+00  1.416341E+00  1.851871E-01  2.466817E-01  2.753421E-01  3.328957E-01  1.310229E-01  6.356822E-02  1.009924E-03  5.926657E-02  1.320158E-01  1.340827E-01  1.819694E-01  6.161112E-03  7.696321E-02  5.808201E-02  4.455678E-02  2.574245E-02  1.696424E-03
 3.261500E+02  2.312431E+00  1.433477E+00  1.851710E-01  2.467187E-01  2.753976E-01  3.330374E-01  1.288541E-01  6.266541E-02  9.983991E-04  5.841927E-02  1.302241E-01  1.321994E-01  1.793271E-01  5.912721E-03  7.437493E-02  5.611154E-02  4.309454E-02  2.432038E-02  1.604913E-03
 3.271500E+02  2.348702E+00  1.450420E+00  1.851023E-01  2.466853E-01  2.753744E-01  3.330835E-01  1.266877E-01  6.175815E-02  9.867135E-04  5.756802E-02  1.284203E-01  1.303059E-01  1.766742E-01  5.673219E-03  7.185641E-02  5.419498E-02  4.167006E-02  2.297262E-02  1.518045E-03
 3.281500E+02  2.385029E+00  1.467165E+00  1.849820E-01  2.465826E-01  2.752739E-01  3.330356E-01  1.245254E-01  6.084735E-02  9.748819E-04  5.671367E-02  1.266063E-01  1.284042E-01  1.740133E-01  5.442372E-03  6.940691E-02  5.233170E-02  4.028302E-02  2.169568E-02  1.435612E-03
 3.291500E+02  2.421405E+00  1.483704E+00  1.848111E-01  2.464120E-01  2.750973E-01  3.328953E-01  1.223689E-01  5.993391E-02  9.629184E-04  5.585703E-02  1.247840E-01  1.264962E-01  1.713468E-01  5.219944E-03  6.702562E-02  5.052104E-02  3.893307E-02  2.048621E-02  1.357412E-03
 3.301500E+02  2.457821E+00  1.500033E+00  1.845905E-01  2.461747E-01  2.748463E-01  3.326643E-01  1.202199E-01  5.901866E-02  9.508368E-04  5.499890E-02  1.229552E-01  1.245837E-01  1.686772E-01  5.005702E-03  6.471166E-02  4.876229E-02  3.761982E-02  1.934096E-02  1.283250E-03
 3.311500E+02  2.494265E+00  1.516146E+00  1.843213E-01  2.458721E-01  2.745221E-01  3.323442E-01  1.180800E-01  5.810244E-02  9.386506E-04  5.414005E-02  1.211215E-01  1.226683E-01  1.660068E-01  4.799412E-03  6.246410E-02  4.705467E-02  3.634284E-02  1.825684E-02  1.212938E-03
 3.321500E+02  2.530731E+00  1.532038E+00  1.840045E-01  2.455056E-01  2.741265E-01  3.319370E-01  1.159506E-01  5.718604E-02  9.263729E-04  5.328123E-02  1.192848E-01  1.207519E-01  1.633379E-01  4.600844E-03  6.028194E-02  4.539739E-02  3.510167E-02  1.723087E-02  1.146295E-03
 3.331500E+02  2.567208E+00  1.547703E+00  1.836412E-01  2.450764E-01  2.736609E-01  3.314444E-01  1.138332E-01  5.627023E-02  9.140166E-04  5.242313E-02  1.174465E-01  1.188360E-01  1.606727E-01  4.409768E-03  5.816416E-02  4.378963E-02  3.389581E-02  1.626018E-02  1.083148E-03
 3.341500E+02  2.603688E+00  1.563138E+00  1.832326E-01  2.445863E-01  2.731269E-01  3.308684E-01  1.117290E-01  5.535575E-02  9.015941E-04  5.156645E-02  1.156083E-01  1.169223E-01  1.580132E-01  4.225960E-03  5.610966E-02  4.223050E-02  3.272474E-02  1.534204E-02  1.023329E-03
 3.351500E+02  3.623704E-02  2.355481E-05  2.965960E-09  3.959968E-09  4.422271E-09  5.358316E-09  1.934467E-12  9.605917E-13  1.568749E-14  8.947545E-13  2.007375E-12  2.029261E-12  2.741182E-12  7.768201E-17  1.038217E-15  7.811787E-16  6.060001E-16  3.019202E-19  2.016466E-20
 3.361500E+02  3.612979E-02  2.323502E-05  2.871849E-09  3.835170E-09  4.283112E-09  5.190797E-09  1.830855E-12  9.111851E-13  1.492043E-14  8.486573E-13  1.905277E-12  1.925173E-12  2.599410E-12  7.133387E-17  9.596263E-16  7.218359E-16  5.605708E-16  2.712331E-19  1.813865E-20
 3.371500E+02  3.602317E-02  2.292163E-05  2.781328E-09  3.715107E-09  4.149226E-09  5.029593E-09  1.733435E-12  8.646276E-13  1.419571E-14  8.052222E-13  1.809009E-12  1.827073E-12  2.465853E-12  6.554155E-17  8.874521E-16  6.673536E-16  5.188181E-16  2.438389E-19  1.632772E-20
 3.381500E+02  3.591717E-02  2.261447E-05  2.694240E-09  3.599573E-09  4.020384E-09  4.874431E-09  1.641799E-12  8.207386E-13  1.351077E-14  7.642803E-13  1.718207E-12  1.734582E-12  2.339990E-12  6.025333E-17  8.211347E-16  6.173067E-16  4.804237E-16  2.193663E-19  1.470787E-20
 3.391500E+02  3.581180E-02  2.231339E-05  2.610436E-09  3.488371E-09  3.896367E-09  4.725049E-09  1.555572E-12  7.793500E-13  1.286319E-14  7.256741E-13  1.632527E-12  1.647348E-12  2.221331E-12  5.542257E-17  7.601663E-16  5.713094E-16  4.450989E-16  1.974880E-19  1.325790E-20
 3.401500E+02  3.570703E-02  2.201824E-05  2.529773E-09  3.381313E-09  3.776968E-09  4.581201E-09  1.474405E-12  7.403050E-13  1.225071E-14  6.892572E-13  1.551653E-12  1.565042E-12  2.109425E-12  5.100716E-17  7.040855E-16  5.290113E-16  4.125810E-16  1.779150E-19  1.195908E-20
 3.411500E+02  3.560288E-02  2.172888E-05  2.452116E-09  3.278224E-09  3.661988E-09  4.442649E-09  1.397970E-12  7.034577E-13  1.167123E-14  6.548930E-13  1.475286E-12  1.487357E-12  2.003849E-12  4.696913E-17  6.524734E-16  4.900945E-16  3.826314E-16  1.603921E-19  1.079484E-20
 3.421500E+02  3.549932E-02  2.144515E-05  2.377336E-09  3.178933E-09  3.551239E-09  4.309170E-09  1.325966E-12  6.686718E-13  1.112279E-14  6.224541E-13  1.403151E-12  1.414008E-12  1.904208E-12  4.327415E-17  6.049491E-16  4.542698E-16  3.550330E-16  1.446936E-19  9.750510E-21
