#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  1.099590E-02  4.182998E-06  5.617464E-10  7.373057E-10  8.203111E-10  9.781190E-10  2.604499E-02  2.433520E-04  3.083538E-05  4.326532E-07  7.220967E-03  4.944331E-06  5.620453E-08  4.935352E-08
 2.741500E+02  1.102162E-02  4.143682E-06  5.434837E-10  7.135770E-10  7.939704E-10  9.470094E-10  2.599746E-02  2.377370E-04  2.858631E-05  4.166836E-07  7.088898E-03  4.662918E-06  5.406260E-08  4.743174E-08
 2.751500E+02  1.104619E-02  4.104419E-06  5.258365E-10  6.906389E-10  7.685049E-10  9.169224E-10  2.594924E-02  2.322768E-04  2.651352E-05  4.013833E-07  6.959496E-03  4.398869E-06  5.200897E-08  4.559091E-08
 2.761500E+02  1.106963E-02  4.065226E-06  5.087844E-10  6.684655E-10  7.438862E-10  8.878251E-10  2.590036E-02  2.269669E-04  2.460233E-05  3.867221E-07  6.832712E-03  4.151043E-06  5.003982E-08  4.382746E-08
 2.771500E+02  1.109194E-02  4.026118E-06  4.923077E-10  6.470318E-10  7.200868E-10  8.596858E-10  2.585087E-02  2.218030E-04  2.283935E-05  3.726713E-07  6.708499E-03  3.918376E-06  4.815152E-08  4.213799E-08
 2.781500E+02  1.111315E-02  3.987109E-06  4.763874E-10  6.263137E-10  6.970799E-10  8.324738E-10  2.580081E-02  2.167808E-04  2.121236E-05  3.592032E-07  6.586809E-03  3.699879E-06  4.634059E-08  4.051924E-08
 2.791500E+02  1.113328E-02  3.948216E-06  4.610048E-10  6.062879E-10  6.748398E-10  8.061592E-10  2.575019E-02  2.118960E-04  1.971021E-05  3.462917E-07  6.467596E-03  3.494629E-06  4.460371E-08  3.896809E-08
 2.801500E+02  1.115234E-02  3.909452E-06  4.461424E-10  5.869316E-10  6.533415E-10  7.807133E-10  2.569907E-02  2.071446E-04  1.832269E-05  3.339118E-07  6.350813E-03  3.301768E-06  4.293770E-08  3.748158E-08
 2.811500E+02  1.117035E-02  3.870831E-06  4.317826E-10  5.682230E-10  6.325607E-10  7.561081E-10  2.564746E-02  2.025226E-04  1.704050E-05  3.220396E-07  6.236415E-03  3.120496E-06  4.133953E-08  3.605689E-08
 2.821500E+02  1.118733E-02  3.832367E-06  4.179088E-10  5.501408E-10  6.124741E-10  7.323164E-10  2.559540E-02  1.980261E-04  1.585510E-05  3.106522E-07  6.124356E-03  2.950068E-06  3.980629E-08  3.469129E-08
 2.831500E+02  1.120330E-02  3.794072E-06  4.045049E-10  5.326644E-10  5.930588E-10  7.093120E-10  2.554291E-02  1.936514E-04  1.475870E-05  2.997281E-07  6.014592E-03  2.789789E-06  3.833522E-08  3.338222E-08
 2.841500E+02  1.121827E-02  3.755960E-06  3.915551E-10  5.157739E-10  5.742929E-10  6.870694E-10  2.549002E-02  1.893948E-04  1.374419E-05  2.892466E-07  5.907077E-03  2.639012E-06  3.692365E-08  3.212720E-08
 2.851500E+02  1.123227E-02  3.718042E-06  3.790441E-10  4.994498E-10  5.561548E-10  6.655637E-10  2.543676E-02  1.852528E-04  1.280502E-05  2.791878E-07  5.801767E-03  2.497131E-06  3.556906E-08  3.092389E-08
 2.861500E+02  1.124531E-02  3.680330E-06  3.669573E-10  4.836736E-10  5.386240E-10  6.447711E-10  2.538314E-02  1.812220E-04  1.193522E-05  2.695331E-07  5.698620E-03  2.363585E-06  3.426901E-08  2.977002E-08
 2.871500E+02  1.125741E-02  3.642835E-06  3.552805E-10  4.684269E-10  5.216804E-10  6.246681E-10  2.532919E-02  1.772990E-04  1.112932E-05  2.602645E-07  5.597593E-03  2.237847E-06  3.302120E-08  2.866346E-08
 2.881500E+02  1.126860E-02  3.605566E-06  3.439996E-10  4.536921E-10  5.053043E-10  6.052321E-10  2.527493E-02  1.734805E-04  1.038230E-05  2.513650E-07  5.498643E-03  2.119427E-06  3.182339E-08  2.760214E-08
 2.891500E+02  1.127889E-02  3.568535E-06  3.331015E-10  4.394522E-10  4.894770E-10  5.864414E-10  2.522038E-02  1.697635E-04  9.689552E-06  2.428183E-07  5.401728E-03  2.007868E-06  3.067347E-08  2.658411E-08
 2.901500E+02  1.128830E-02  3.531749E-06  3.225731E-10  4.256905E-10  4.741801E-10  5.682744E-10  2.516556E-02  1.661450E-04  9.046867E-06  2.346089E-07  5.306808E-03  1.902741E-06  2.956941E-08  2.560749E-08
 2.911500E+02  1.129685E-02  3.495219E-06  3.124018E-10  4.123911E-10  4.593959E-10  5.507108E-10  2.511048E-02  1.626219E-04  8.450368E-06  2.267220E-07  5.213842E-03  1.803647E-06  2.850927E-08  2.467050E-08
 2.921500E+02  1.130456E-02  3.458951E-06  3.025754E-10  3.995384E-10  4.451071E-10  5.337303E-10  2.505517E-02  1.591914E-04  7.896501E-06  2.191436E-07  5.122790E-03  1.710215E-06  2.749119E-08  2.377143E-08
 2.931500E+02  1.131145E-02  3.422954E-06  2.930823E-10  3.871173E-10  4.312972E-10  5.173137E-10  2.499965E-02  1.558508E-04  7.382003E-06  2.118602E-07  5.033613E-03  1.622095E-06  2.651340E-08  2.290863E-08
