#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  2.111070E-01  1.606163E-04  3.235440E-08  4.246593E-08  4.724672E-08  5.633584E-08  5.000299E-01  9.344086E-03  1.775997E-03  2.491914E-05  2.772664E-01  2.847742E-04  3.237162E-06  2.842571E-06
 2.741500E+02  2.128468E-01  1.600435E-04  3.148686E-08  4.134126E-08  4.599887E-08  5.486522E-08  5.020564E-01  9.182232E-03  1.656155E-03  2.414067E-05  2.737980E-01  2.701473E-04  3.132130E-06  2.747969E-06
 2.751500E+02  2.145665E-01  1.594524E-04  3.064230E-08  4.024590E-08  4.478343E-08  5.343223E-08  5.040505E-01  9.023711E-03  1.545034E-03  2.338999E-05  2.703692E-01  2.563373E-04  3.030742E-06  2.656739E-06
 2.761500E+02  2.162662E-01  1.588438E-04  2.982021E-08  3.917923E-08  4.359970E-08  5.203606E-08  5.060129E-01  8.868461E-03  1.441960E-03  2.266606E-05  2.669800E-01  2.432956E-04  2.932869E-06  2.568759E-06
 2.771500E+02  2.179457E-01  1.582185E-04  2.902008E-08  3.814061E-08  4.244698E-08  5.067593E-08  5.079442E-01  8.716422E-03  1.346312E-03  2.196787E-05  2.636307E-01  2.309767E-04  2.838390E-06  2.483910E-06
 2.781500E+02  2.196050E-01  1.575771E-04  2.824141E-08  3.712941E-08  4.132460E-08  4.935108E-08  5.098450E-01  8.567532E-03  1.257521E-03  2.129445E-05  2.603214E-01  2.193379E-04  2.747184E-06  2.402079E-06
 2.791500E+02  2.212441E-01  1.569204E-04  2.748370E-08  3.614503E-08  4.023188E-08  4.806074E-08  5.117159E-01  8.421729E-03  1.175062E-03  2.064485E-05  2.570522E-01  2.083391E-04  2.659137E-06  2.323158E-06
 2.801500E+02  2.228629E-01  1.562491E-04  2.674646E-08  3.518685E-08  3.916816E-08  4.680416E-08  5.135575E-01  8.278952E-03  1.098455E-03  2.001819E-05  2.538230E-01  1.979427E-04  2.574137E-06  2.247040E-06
 2.811500E+02  2.244615E-01  1.555640E-04  2.602923E-08  3.425429E-08  3.813277E-08  4.558060E-08  5.153702E-01  8.139139E-03  1.027255E-03  1.941357E-05  2.506340E-01  1.881135E-04  2.492078E-06  2.173624E-06
 2.821500E+02  2.260399E-01  1.548658E-04  2.533152E-08  3.334676E-08  3.712509E-08  4.438932E-08  5.171546E-01  8.002230E-03  9.610559E-04  1.883017E-05  2.474850E-01  1.788182E-04  2.412857E-06  2.102811E-06
 2.831500E+02  2.275981E-01  1.541552E-04  2.465288E-08  3.246367E-08  3.614445E-08  4.322960E-08  5.189112E-01  7.868163E-03  8.994813E-04  1.826718E-05  2.443761E-01  1.700260E-04  2.336371E-06  2.034507E-06
 2.841500E+02  2.291361E-01  1.534329E-04  2.399285E-08  3.160445E-08  3.519025E-08  4.210072E-08  5.206404E-01  7.736879E-03  8.421858E-04  1.772381E-05  2.413072E-01  1.617075E-04  2.262526E-06  1.968620E-06
 2.851500E+02  2.306541E-01  1.526997E-04  2.335096E-08  3.076854E-08  3.426185E-08  4.100197E-08  5.223427E-01  7.608318E-03  7.888514E-04  1.719933E-05  2.382781E-01  1.538355E-04  2.191227E-06  1.905062E-06
 2.861500E+02  2.321521E-01  1.519561E-04  2.272679E-08  2.995539E-08  3.335864E-08  3.993265E-08  5.240185E-01  7.482422E-03  7.391847E-04  1.669301E-05  2.352887E-01  1.463841E-04  2.122385E-06  1.843749E-06
 2.871500E+02  2.336303E-01  1.512028E-04  2.211989E-08  2.916443E-08  3.248001E-08  3.889207E-08  5.256682E-01  7.359133E-03  6.929155E-04  1.620417E-05  2.323388E-01  1.393292E-04  2.055912E-06  1.784597E-06
 2.881500E+02  2.350886E-01  1.504406E-04  2.152984E-08  2.839514E-08  3.162538E-08  3.787954E-08  5.272923E-01  7.238394E-03  6.497947E-04  1.573213E-05  2.294283E-01  1.326482E-04  1.991724E-06  1.727530E-06
 2.891500E+02  2.365272E-01  1.496700E-04  2.095620E-08  2.764697E-08  3.079415E-08  3.689441E-08  5.288911E-01  7.120149E-03  6.095925E-04  1.527627E-05  2.265570E-01  1.263197E-04  1.929740E-06  1.672469E-06
 2.901500E+02  2.379463E-01  1.488916E-04  2.039857E-08  2.691941E-08  2.998575E-08  3.593599E-08  5.304651E-01  7.004344E-03  5.720971E-04  1.483597E-05  2.237246E-01  1.203237E-04  1.869882E-06  1.619342E-06
 2.911500E+02  2.393459E-01  1.481061E-04  1.985652E-08  2.621193E-08  2.919959E-08  3.500365E-08  5.320146E-01  6.890923E-03  5.371126E-04  1.441065E-05  2.209308E-01  1.146414E-04  1.812073E-06  1.568078E-06
 2.921500E+02  2.407262E-01  1.473140E-04  1.932967E-08  2.552403E-08  2.843514E-08  3.409673E-08  5.335400E-01  6.779834E-03  5.044586E-04  1.399973E-05  2.181756E-01  1.092550E-04  1.756242E-06  1.518609E-06
 2.931500E+02  2.420873E-01  1.465159E-04  1.881761E-08  2.485521E-08  2.769183E-08  3.321459E-08  5.350417E-01  6.671026E-03  4.739682E-04  1.360268E-05  2.154584E-01  1.041481E-04  1.702317E-06  1.470870E-06
 2.941500E+02  2.434295E-01  1.457124E-04  1.831996E-08  2.420498E-08  2.696911E-08  3.235663E-08  5.365200E-01  6.564446E-03  4.454873E-04  1.321897E-05  2.127792E-01  9.930483E-05  1.650231E-06  1.424796E-06
 2.951500E+02  2.447527E-01  1.449040E-04  1.783633E-08  2.357285E-08  2.626647E-08  3.152222E-08  5.379754E-01  6.460045E-03  4.188734E-04  1.284811E-05  2.101375E-01  9.471058E-05  1.599917E-06  1.380327E-06
 2.961500E+02  2.460573E-01  1.440912E-04  1.736636E-08  2.295836E-08  2.558337E-08  3.071076E-08  5.394080E-01  6.357775E-03  3.939949E-04  1.248962E-05  2.075330E-01  9.035150E-05  1.551314E-06  1.337404E-06
 2.971500E+02  2.473433E-01  1.432745E-04  1.690967E-08  2.236103E-08  2.491931E-08  2.992165E-08  5.408184E-01  6.257586E-03  3.707300E-04  1.214303E-05  2.049655E-01  8.621457E-05  1.504359E-06  1.295970E-06
 2.981500E+02  2.486110E-01  1.424545E-04  1.646590E-08  2.178041E-08  2.427377E-08  2.915432E-08  5.422068E-01  6.159433E-03  3.489660E-04  1.180790E-05  2.024345E-01  8.228754E-05  1.458994E-06  1.255972E-06
 2.991500E+02  2.498605E-01  1.416315E-04  1.603471E-08  2.121605E-08  2.364627E-08  2.840820E-08  5.435735E-01  6.063269E-03  3.285985E-04  1.148382E-05  1.999398E-01  7.855886E-05  1.415162E-06  1.217356E-06
 3.001500E+02  2.510919E-01  1.408060E-04  1.561576E-08  2.066752E-08  2.303632E-08  2.768272E-08  5.449189E-01  5.969049E-03  3.095311E-04  1.117036E-05  1.974809E-01  7.501770E-05  1.372808E-06  1.180072E-06
 3.011500E+02  2.523056E-01  1.399786E-04  1.520869E-08  2.013439E-08  2.244345E-08  2.697735E-08  5.462433E-01  5.876729E-03  2.916741E-04  1.086714E-05  1.950576E-01  7.165382E-05  1.331880E-06  1.144071E-06
 3.021500E+02  2.535017E-01  1.391495E-04  1.481319E-08  1.961623E-08  2.186720E-08  2.629153E-08  5.475471E-01  5.786267E-03  2.749448E-04  1.057379E-05  1.926694E-01  6.845759E-05  1.292327E-06  1.109306E-06
 3.031500E+02  2.546803E-01  1.383192E-04  1.442893E-08  1.911264E-08  2.130710E-08  2.562474E-08  5.488305E-01  5.697621E-03  2.592663E-04  1.028994E-05  1.903159E-01  6.541994E-05  1.254100E-06  1.075733E-06
 3.041500E+02  2.558416E-01  1.374881E-04  1.405560E-08  1.862322E-08  2.076273E-08  2.497647E-08  5.500938E-01  5.610749E-03  2.445674E-04  1.001524E-05  1.879969E-01  6.253234E-05  1.217151E-06  1.043307E-06
 3.051500E+02  2.569860E-01  1.366565E-04  1.369289E-08  1.814757E-08  2.023363E-08  2.434622E-08  5.513374E-01  5.525612E-03  2.307820E-04  9.749366E-06  1.857118E-01  5.978671E-05  1.181436E-06  1.011987E-06
 3.061500E+02  2.581134E-01  1.358249E-04  1.334050E-08  1.768531E-08  1.971940E-08  2.373349E-08  5.525615E-01  5.442170E-03  2.178487E-04  9.491993E-06  1.834603E-01  5.717548E-05  1.146909E-06  9.817319E-07
 3.071500E+02  2.592243E-01  1.349935E-04  1.299814E-08  1.723607E-08  1.921961E-08  2.313779E-08  5.537665E-01  5.360385E-03  2.057106E-04  9.242816E-06  1.812421E-01  5.469149E-05  1.113529E-06  9.525036E-07
 3.081500E+02  2.603187E-01  1.341627E-04  1.266552E-08  1.679947E-08  1.873386E-08  2.255867E-08  5.549526E-01  5.280219E-03  1.943150E-04  9.001538E-06  1.790566E-01  5.232798E-05  1.081255E-06  9.242646E-07
 3.091500E+02  2.613968E-01  1.333329E-04  1.234237E-08  1.637517E-08  1.826175E-08  2.199565E-08  5.561202E-01  5.201637E-03  1.836126E-04  8.767876E-06  1.769036E-01  5.007859E-05  1.050048E-06  8.969789E-07
 3.101500E+02  2.624589E-01  1.325042E-04  1.202840E-08  1.596281E-08  1.780291E-08  2.144829E-08  5.572695E-01  5.124603E-03  1.735579E-04  8.541559E-06  1.747825E-01  4.793731E-05  1.019869E-06  8.706118E-07
 3.111500E+02  2.635052E-01  1.316770E-04  1.172337E-08  1.556206E-08  1.735694E-08  2.091615E-08  5.584008E-01  5.049082E-03  1.641084E-04  8.322324E-06  1.726930E-01  4.589848E-05  9.906832E-07  8.451300E-07
 3.121500E+02  2.645359E-01  1.308516E-04  1.142700E-08  1.517258E-08  1.692350E-08  2.039881E-08  5.595144E-01  4.975039E-03  1.552247E-04  8.109919E-06  1.706348E-01  4.395675E-05  9.624541E-07  8.205015E-07
 3.131500E+02  2.655511E-01  1.300282E-04  1.113904E-08  1.479405E-08  1.650222E-08  1.989584E-08  5.606105E-01  4.902443E-03  1.468701E-04  7.904104E-06  1.686072E-01  4.210706E-05  9.351483E-07  7.966954E-07
 3.141500E+02  2.665511E-01  1.292071E-04  1.085926E-08  1.442616E-08  1.609274E-08  1.940684E-08  5.616895E-01  4.831259E-03  1.390105E-04  7.704644E-06  1.666101E-01  4.034467E-05  9.087331E-07  7.736819E-07
 3.151500E+02  2.675361E-01  1.283885E-04  1.058742E-08  1.406859E-08  1.569474E-08  1.893142E-08  5.627516E-01  4.761458E-03  1.316141E-04  7.511318E-06  1.646429E-01  3.866505E-05  8.831770E-07  7.514325E-07
 3.161500E+02  2.685063E-01  1.275727E-04  1.032327E-08  1.372106E-08  1.530788E-08  1.846918E-08  5.637971E-01  4.693007E-03  1.246513E-04  7.323911E-06  1.627053E-01  3.706397E-05  8.584498E-07  7.299196E-07
 3.171500E+02  2.694619E-01  1.267598E-04  1.006660E-08  1.338327E-08  1.493184E-08  1.801975E-08  5.648263E-01  4.625877E-03  1.180945E-04  7.142215E-06  1.607969E-01  3.553739E-05  8.345224E-07  7.091167E-07
 3.181500E+02  2.704031E-01  1.259501E-04  9.817192E-09  1.305494E-08  1.456631E-08  1.758276E-08  5.658393E-01  4.560039E-03  1.119181E-04  6.966033E-06  1.589171E-01  3.408154E-05  8.113665E-07  6.889984E-07
 3.191500E+02  2.713301E-01  1.251437E-04  9.574824E-09  1.273579E-08  1.421098E-08  1.715786E-08  5.668365E-01  4.495463E-03  1.060981E-04  6.795173E-06  1.570657E-01  3.269281E-05  7.889550E-07  6.695401E-07
 3.201500E+02  2.722431E-01  1.243408E-04  9.339292E-09  1.242556E-08  1.386556E-08  1.674470E-08  5.678181E-01  4.432123E-03  1.006122E-04  6.629451E-06  1.552423E-01  3.136781E-05  7.672620E-07  6.507181E-07
 3.211500E+02  2.731423E-01  1.235417E-04  9.110394E-09  1.212399E-08  1.352976E-08  1.634294E-08  5.687844E-01  4.369989E-03  9.543953E-05  6.468692E-06  1.534464E-01  3.010335E-05  7.462622E-07  6.325098E-07
 3.221500E+02  2.740279E-01  1.227464E-04  8.887935E-09  1.183081E-08  1.320329E-08  1.595226E-08  5.697356E-01  4.309036E-03  9.056069E-05  6.312725E-06  1.516776E-01  2.889638E-05  7.259314E-07  6.148932E-07
 3.231500E+02  2.749001E-01  1.219551E-04  8.671722E-09  1.154580E-08  1.288589E-08  1.557233E-08  5.706719E-01  4.249238E-03  8.595753E-05  6.161386E-06  1.499356E-01  2.774403E-05  7.062464E-07  5.978473E-07
 3.241500E+02  2.757591E-01  1.211681E-04  8.461572E-09  1.126870E-08  1.257729E-08  1.520283E-08  5.715937E-01  4.190570E-03  8.161312E-05  6.014519E-06  1.482199E-01  2.664360E-05  6.871845E-07  5.813519E-07
