#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  3.304267E-02  3.451882E-06  9.547590E-11  1.253144E-10  1.394223E-10  1.662437E-10  4.936410E-01  1.958023E-03  8.382697E-05  4.236275E-01  5.883485E-03  8.310935E-04  1.166113E-05  1.630469E-03  1.229318E-06  4.033784E-06  2.746857E-08  3.225368E-02  2.462025E-05  5.170595E-08  4.540329E-08  2.699143E-03  3.674262E-03  3.192085E-04  1.346804E-04  1.705745E-04  5.279313E-06
 2.741500E+02  3.328959E-02  3.440300E-06  9.302606E-11  1.221403E-10  1.359009E-10  1.620961E-10  4.938008E-01  1.912253E-03  7.744290E-05  4.241376E-01  5.758807E-03  7.711079E-04  1.123993E-05  1.600815E-03  1.155319E-06  3.803246E-06  2.635442E-08  3.179081E-02  2.328637E-05  4.998366E-08  4.385308E-08  2.640304E-03  3.593937E-03  2.959000E-04  1.246589E-04  1.579451E-04  4.974558E-06
 2.751500E+02  3.353283E-02  3.428209E-06  9.063282E-11  1.190380E-10  1.324590E-10  1.580401E-10  4.939544E-01  1.867894E-03  7.158799E-05  4.246326E-01  5.637460E-03  7.158060E-04  1.083646E-05  1.571776E-03  1.086192E-06  3.587183E-06  2.528903E-08  3.133462E-02  2.203119E-05  4.832191E-08  4.235884E-08  2.583129E-03  3.515896E-03  2.744378E-04  1.154480E-04  1.463326E-04  4.688995E-06
 2.761500E+02  3.377240E-02  3.415631E-06  8.829550E-11  1.160069E-10  1.290955E-10  1.540750E-10  4.941023E-01  1.824894E-03  6.621507E-05  4.251130E-01  5.519349E-03  6.647978E-04  1.044991E-05  1.543342E-03  1.021591E-06  3.384613E-06  2.427020E-08  3.088509E-02  2.084976E-05  4.671862E-08  4.091859E-08  2.527567E-03  3.440066E-03  2.546653E-04  1.069771E-04  1.356490E-04  4.421329E-06
 2.771500E+02  3.400832E-02  3.402587E-06  8.601339E-11  1.130459E-10  1.258097E-10  1.501997E-10  4.942448E-01  1.783203E-03  6.128145E-05  4.255795E-01  5.404384E-03  6.177273E-04  1.007950E-05  1.515499E-03  9.611977E-07  3.194625E-06  2.329577E-08  3.044220E-02  1.973746E-05  4.517179E-08  3.953039E-08  2.473565E-03  3.366375E-03  2.364401E-04  9.918261E-05  1.258147E-04  4.170356E-06
 2.781500E+02  3.424061E-02  3.389101E-06  8.378575E-11  1.101544E-10  1.226006E-10  1.464133E-10  4.943821E-01  1.742776E-03  5.674848E-05  4.260328E-01  5.292473E-03  5.742698E-04  9.724499E-06  1.488236E-03  9.047163E-07  3.016375E-06  2.236374E-08  3.000593E-02  1.868998E-05  4.367945E-08  3.819239E-08  2.421073E-03  3.294753E-03  2.196324E-04  9.200635E-05  1.167570E-04  3.934960E-06
 2.791500E+02  3.446929E-02  3.375193E-06  8.161183E-11  1.073313E-10  1.194671E-10  1.427146E-10  4.945145E-01  1.703566E-03  5.258111E-05  4.264735E-01  5.183527E-03  5.341289E-04  9.384194E-06  1.461543E-03  8.518735E-07  2.849078E-06  2.147216E-08  2.957624E-02  1.770327E-05  4.223972E-08  3.690279E-08  2.370043E-03  3.225135E-03  2.041240E-04  8.539564E-05  1.084099E-04  3.714101E-06
 2.801500E+02  3.469440E-02  3.360885E-06  7.949085E-11  1.045758E-10  1.164083E-10  1.391026E-10  4.946423E-01  1.665529E-03  4.874760E-05  4.269020E-01  5.077462E-03  4.970336E-04  9.057915E-06  1.435406E-03  8.024164E-07  2.692007E-06  2.061921E-08  2.915310E-02  1.677357E-05  4.085075E-08  3.565982E-08  2.320428E-03  3.157455E-03  1.898070E-04  7.930258E-05  1.007136E-04  3.506816E-06
 2.811500E+02  3.491595E-02  3.346198E-06  7.742199E-11  1.018868E-10  1.134231E-10  1.355761E-10  4.947656E-01  1.628623E-03  4.521911E-05  4.273190E-01  4.974193E-03  4.627366E-04  8.745022E-06  1.409816E-03  7.561109E-07  2.544484E-06  1.980312E-08  2.873646E-02  1.589734E-05  3.951077E-08  3.446182E-08  2.272183E-03  3.091652E-03  1.765833E-04  7.368353E-05  9.361334E-05  3.312208E-06
 2.821500E+02  3.513398E-02  3.331152E-06  7.540444E-11  9.926341E-11  1.105104E-10  1.321339E-10  4.948848E-01  1.592810E-03  4.196950E-05  4.277248E-01  4.873637E-03  4.310117E-04  8.444903E-06  1.384762E-03  7.127402E-07  2.405882E-06  1.902223E-08  2.832628E-02  1.507130E-05  3.821807E-08  3.330715E-08  2.225263E-03  3.027664E-03  1.643632E-04  6.849881E-05  8.705947E-05  3.129442E-06
 2.831500E+02  3.534852E-02  3.315769E-06  7.343734E-11  9.670453E-11  1.076691E-10  1.287747E-10  4.949999E-01  1.558049E-03  3.897498E-05  4.281199E-01  4.775716E-03  4.016522E-04  8.156980E-06  1.360231E-03  6.721034E-07  2.275616E-06  1.827495E-08  2.792250E-02  1.429235E-05  3.697096E-08  3.219422E-08  2.179627E-03  2.965434E-03  1.530647E-04  6.371228E-05  8.100669E-05  2.957742E-06
 2.841500E+02  3.555961E-02  3.300067E-06  7.151985E-11  9.420915E-11  1.048980E-10  1.254973E-10  4.951112E-01  1.524304E-03  3.621397E-05  4.285047E-01  4.680351E-03  3.744687E-04  7.880699E-06  1.336214E-03  6.340144E-07  2.153142E-06  1.755974E-08  2.752508E-02  1.355762E-05  3.576784E-08  3.112153E-08  2.135233E-03  2.904904E-03  1.426131E-04  5.929097E-05  7.541370E-05  2.796388E-06
 2.851500E+02  3.576728E-02  3.284067E-06  6.965107E-11  9.177617E-11  1.021960E-10  1.223004E-10  4.952188E-01  1.491539E-03  3.366681E-05  4.288797E-01  4.587468E-03  3.492883E-04  7.615534E-06  1.312700E-03  5.983004E-07  2.037956E-06  1.687516E-08  2.713396E-02  1.286441E-05  3.460714E-08  3.008759E-08  2.092043E-03  2.846021E-03  1.329402E-04  5.520487E-05  7.024285E-05  2.644707E-06
 2.861500E+02  3.597157E-02  3.267786E-06  6.783014E-11  8.940452E-11  9.956182E-11  1.191825E-10  4.953230E-01  1.459721E-03  3.131562E-05  4.292452E-01  4.496993E-03  3.259523E-04  7.360983E-06  1.289680E-03  5.648013E-07  1.929588E-06  1.621984E-08  2.674908E-02  1.221020E-05  3.348736E-08  2.909099E-08  2.050017E-03  2.788732E-03  1.239835E-04  5.142656E-05  6.545976E-05  2.502073E-06
 2.871500E+02  3.617250E-02  3.251245E-06  6.605614E-11  8.709308E-11  9.699433E-11  1.161425E-10  4.954238E-01  1.428816E-03  2.914412E-05  4.296015E-01  4.408854E-03  3.043157E-04  7.116571E-06  1.267141E-03  5.333685E-07  1.827599E-06  1.559244E-08  2.637037E-02  1.159262E-05  3.240703E-08  2.813034E-08  2.009119E-03  2.732987E-03  1.156858E-04  4.793104E-05  6.103306E-05  2.367906E-06
 2.881500E+02  3.637013E-02  3.234461E-06  6.432817E-11  8.484073E-11  9.449225E-11  1.131788E-10  4.955215E-01  1.398793E-03  2.713748E-05  4.299490E-01  4.322984E-03  2.842453E-04  6.881843E-06  1.245075E-03  5.038641E-07  1.731582E-06  1.499172E-08  2.599777E-02  1.100946E-05  3.136475E-08  2.720434E-08  1.969313E-03  2.678735E-03  1.079950E-04  4.469547E-05  5.693408E-05  2.241661E-06
 2.891500E+02  3.656449E-02  3.217450E-06  6.264532E-11  8.264634E-11  9.205435E-11  1.102901E-10  4.956161E-01  1.369621E-03  2.528218E-05  4.302880E-01  4.239314E-03  2.656193E-04  6.656368E-06  1.223472E-03  4.761599E-07  1.641156E-06  1.441647E-08  2.563122E-02  1.045867E-05  3.035914E-08  2.631169E-08  1.930565E-03  2.625930E-03  1.008631E-04  4.169897E-05  5.313661E-05  2.122835E-06
 2.901500E+02  3.675562E-02  3.200232E-06  6.100667E-11  8.050878E-11  8.967938E-11  1.074750E-10  4.957079E-01  1.341272E-03  2.356586E-05  4.306188E-01  4.157780E-03  2.483256E-04  6.439733E-06  1.202322E-03  4.501370E-07  1.555969E-06  1.386556E-08  2.527064E-02  9.938288E-06  2.938889E-08  2.545117E-08  1.892841E-03  2.574527E-03  9.424647E-05  3.892248E-05  4.961669E-05  2.010955E-06
