#         T/K            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8
 3.521500E+02  9.981057E-01  1.888656E-03  5.453688E-06  2.173238E-07  4.484142E-10  1.539956E-09  9.279510E-13  6.297214E-13  2.783029E-13  3.748007E-13  1.682598E-13  7.578952E-13
 3.531500E+02  9.981309E-01  1.863676E-03  5.208696E-06  1.994479E-07  4.001892E-10  1.375551E-09  8.051848E-13  5.484286E-13  2.415855E-13  3.253827E-13  1.464041E-13  6.600444E-13
 3.541500E+02  9.981557E-01  1.839188E-03  4.976109E-06  1.831364E-07  3.573947E-10  1.229532E-09  6.992566E-13  4.780282E-13  2.098907E-13  2.827206E-13  1.274941E-13  5.753061E-13
 3.551500E+02  9.981799E-01  1.815178E-03  4.755234E-06  1.682447E-07  3.193928E-10  1.099753E-09  6.077781E-13  4.170092E-13  1.825081E-13  2.458593E-13  1.111188E-13  5.018610E-13
 3.561500E+02  9.982037E-01  1.791637E-03  4.545420E-06  1.546421E-07  2.856234E-10  9.843278E-10  5.287103E-13  3.640770E-13  1.588306E-13  2.139827E-13  9.692658E-14  4.381508E-13
 3.571500E+02  9.982270E-01  1.768552E-03  4.346055E-06  1.422105E-07  2.555947E-10  8.816001E-10  4.603113E-13  3.181219E-13  1.383395E-13  1.863934E-13  8.461608E-14  3.828392E-13
 3.581500E+02  9.982498E-01  1.745911E-03  4.156564E-06  1.308433E-07  2.288740E-10  7.901111E-10  4.010917E-13  2.781913E-13  1.205911E-13  1.624947E-13  7.392896E-14  3.347795E-13
 3.591500E+02  9.982722E-01  1.723705E-03  3.976408E-06  1.204441E-07  2.050811E-10  7.085770E-10  3.497767E-13  2.434670E-13  1.052055E-13  1.417757E-13  6.464353E-14  2.929869E-13
 3.601500E+02  9.982942E-01  1.701924E-03  3.805077E-06  1.109255E-07  1.838810E-10  6.358665E-10  3.052743E-13  2.132458E-13  9.185716E-14  1.237984E-13  5.656937E-14  2.566145E-13
 3.611500E+02  9.983157E-01  1.680556E-03  3.642093E-06  1.022088E-07  1.649787E-10  5.709820E-10  2.666483E-13  1.869226E-13  8.026673E-14  1.081873E-13  4.954280E-14  2.249341E-13
 3.621500E+02  9.983368E-01  1.659592E-03  3.487007E-06  9.422229E-08  1.481140E-10  5.130435E-10  2.330954E-13  1.639764E-13  7.019456E-14  9.461990E-14  4.342300E-14  1.973183E-13
 3.631500E+02  9.983576E-01  1.639022E-03  3.339396E-06  8.690126E-08  1.330575E-10  4.612740E-10  2.039257E-13  1.439581E-13  6.143470E-14  8.281917E-14  3.808872E-14  1.732267E-13
 3.641500E+02  9.983779E-01  1.618837E-03  3.198860E-06  8.018697E-08  1.196067E-10  4.149871E-10  1.785463E-13  1.264804E-13  5.381007E-14  7.254685E-14  3.343547E-14  1.521930E-13
 3.651500E+02  9.983978E-01  1.599029E-03  3.065024E-06  7.402615E-08  1.075826E-10  3.735757E-10  1.564471E-13  1.112090E-13  4.716830E-14  6.359789E-14  2.937312E-14  1.338149E-13
 3.661500E+02  9.984174E-01  1.579587E-03  2.937535E-06  6.837044E-08  9.682708E-11  3.365031E-10  1.371890E-13  9.785520E-14  4.137812E-14  5.579569E-14  2.582390E-14  1.177447E-13
 3.671500E+02  9.984366E-01  1.560505E-03  2.816058E-06  6.317597E-08  8.720025E-11  3.032938E-10  1.203935E-13  8.616920E-14  3.632642E-14  4.898798E-14  2.272059E-14  1.036818E-13
 3.681500E+02  9.984555E-01  1.541772E-03  2.700280E-06  5.840286E-08  7.857829E-11  2.735268E-10  1.057344E-13  7.593498E-14  3.191560E-14  4.304341E-14  2.000512E-14  9.136612E-14
 3.691500E+02  9.984740E-01  1.523382E-03  2.589905E-06  5.401487E-08  7.085151E-11  2.468290E-10  9.293012E-14  6.696544E-14  2.806139E-14  3.784856E-14  1.762720E-14  8.057253E-14
 3.701500E+02  9.984921E-01  1.505327E-03  2.484652E-06  4.997904E-08  6.392272E-11  2.228692E-10  8.173740E-14  5.909844E-14  2.469099E-14  3.330543E-14  1.554333E-14  7.110585E-14
 3.711500E+02  9.985100E-01  1.487598E-03  2.384259E-06  4.626540E-08  5.770572E-11  2.013537E-10  7.194598E-14  5.219334E-14  2.174145E-14  2.932925E-14  1.371578E-14  6.279679E-14
 3.721500E+02  9.985275E-01  1.470188E-03  2.288475E-06  4.284666E-08  5.212401E-11  1.820215E-10  6.337401E-14  4.612808E-14  1.915827E-14  2.584667E-14  1.211183E-14  5.549846E-14
 3.731500E+02  9.985447E-01  1.453091E-03  2.197067E-06  3.969797E-08  4.710968E-11  1.646407E-10  5.586401E-14  4.079665E-14  1.689427E-14  2.279414E-14  1.070311E-14  4.908324E-14
 3.741500E+02  9.985616E-01  1.436298E-03  2.109813E-06  3.679669E-08  4.260237E-11  1.490051E-10  4.927956E-14  3.610687E-14  1.490855E-14  2.011660E-14  9.464947E-15  4.344019E-14
 3.751500E+02  9.985781E-01  1.419804E-03  2.026502E-06  3.412219E-08  3.854843E-11  1.349312E-10  4.350235E-14  3.197857E-14  1.316563E-14  1.776626E-14  8.375909E-15  3.847283E-14
 3.761500E+02  9.985944E-01  1.403601E-03  1.946937E-06  3.165565E-08  3.490011E-11  1.222557E-10  3.842972E-14  2.834193E-14  1.163472E-14  1.570163E-14  7.417351E-15  3.409713E-14
 3.771500E+02  9.986104E-01  1.387684E-03  1.870931E-06  2.937988E-08  3.161493E-11  1.108331E-10  3.397255E-14  2.513615E-14  1.028905E-14  1.388669E-14  6.573042E-15  3.023992E-14
 3.781500E+02  9.986261E-01  1.372045E-03  1.798306E-06  2.727923E-08  2.865503E-11  1.005336E-10  3.005334E-14  2.230821E-14  9.105371E-15  1.229010E-14  5.828843E-15  2.683736E-14
 3.791500E+02  9.986416E-01  1.356678E-03  1.728896E-06  2.533938E-08  2.598669E-11  9.124154E-11  2.660472E-14  1.981184E-14  8.063441E-15  1.088459E-14  5.172425E-15  2.383380E-14
 3.801500E+02  9.986567E-01  1.341578E-03  1.662542E-06  2.354724E-08  2.357982E-11  8.285365E-11  2.356804E-14  1.760665E-14  7.145642E-15  9.646437E-15  4.593033E-15  2.118062E-14
 3.811500E+02  9.986716E-01  1.326739E-03  1.599094E-06  2.189086E-08  2.140758E-11  7.527773E-11  2.089224E-14  1.565734E-14  6.336622E-15  8.554942E-15  4.081278E-15  1.883534E-14
 3.821500E+02  9.986863E-01  1.312155E-03  1.538411E-06  2.035931E-08  1.944600E-11  6.843137E-11  1.853279E-14  1.393307E-14  5.622996E-15  7.592073E-15  3.628956E-15  1.676083E-14
 3.831500E+02  9.987007E-01  1.297820E-03  1.480359E-06  1.894259E-08  1.767368E-11  6.224094E-11  1.645085E-14  1.240681E-14  4.993082E-15  6.742090E-15  3.228895E-15  1.492460E-14
