#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8          c1m1        c1m2-1        c1m2-7        c1m3-6        c1m4-1        c1m5-1        c1m5-6        c2m1-1        c2m2-1        c2m2-5        c2m3-1        c2m4-1        c2m4-3        c2m4-8        c3m1-1        c3m2-3        c3m3-8        c4m1-6        c4m2-4        c4m2-5        c5m1-9
 2.731500E+02  3.052137E-02  3.087439E-02  8.268941E-03  1.085318E-02  1.207503E-02  1.439797E-02  1.407633E-02  5.886204E-03  7.861005E-05  5.519893E-03  1.175117E-02  1.229117E-02  1.719936E-02  2.428767E-03  1.971939E-02  1.516262E-02  1.083653E-02  2.073481E-02  1.255776E-03  1.574753E-03  2.088839E-04  2.990589E-04  1.226290E-02  7.826932E-03  2.456512E-02  5.101695E-03  2.382205E-03  1.464557E-03  1.952304E-03  6.982182E-04  2.872293E-03  5.036482E-02  1.269887E-03  4.166902E-03  1.381312E-03  1.374120E-01  2.135297E-02  5.441428E-02  8.216075E-03  1.449225E-02  3.737824E-03  1.087849E-02  1.432546E-01  5.154382E-02  6.772742E-02  2.854603E-02  1.316564E-02  2.116203E-02  2.137791E-03  4.688319E-02  7.900126E-03  4.852080E-03
 2.741500E+02  3.135620E-02  3.172315E-02  8.397491E-03  1.102564E-02  1.226782E-02  1.463246E-02  1.403949E-02  5.890782E-03  7.898056E-05  5.523466E-03  1.177085E-02  1.230362E-02  1.720451E-02  2.352887E-03  1.929187E-02  1.482764E-02  1.061419E-02  1.975406E-02  1.198665E-03  1.654824E-03  2.232005E-04  3.148338E-04  1.257020E-02  7.964409E-03  2.503320E-02  5.151873E-03  2.420208E-03  1.480032E-03  1.973276E-03  7.083037E-04  2.918028E-03  5.251773E-02  1.320130E-03  4.345795E-03  1.427596E-03  1.381258E-01  2.129159E-02  5.428114E-02  8.464148E-03  1.478611E-02  3.814212E-03  1.097462E-02  1.408063E-01  5.084136E-02  6.657263E-02  2.890894E-02  1.322443E-02  2.097282E-02  2.129067E-03  4.601876E-02  7.774423E-03  4.736199E-03
 2.751500E+02  3.220874E-02  3.258273E-02  8.523589E-03  1.119497E-02  1.245714E-02  1.486293E-02  1.399415E-02  5.891595E-03  7.929993E-05  5.523513E-03  1.178295E-02  1.230818E-02  1.719873E-02  2.277948E-03  1.886044E-02  1.448998E-02  1.038906E-02  1.880596E-02  1.143301E-03  1.738704E-03  2.384200E-04  3.313467E-04  1.288318E-02  8.102981E-03  2.550576E-02  5.201672E-03  2.458300E-03  1.495412E-03  1.994125E-03  7.183911E-04  2.963868E-03  5.474521E-02  1.371873E-03  4.530654E-03  1.474880E-03  1.388101E-01  2.122534E-02  5.413522E-02  8.715743E-03  1.507922E-02  3.890424E-03  1.106692E-02  1.383585E-01  5.013226E-02  6.541794E-02  2.926024E-02  1.327616E-02  2.077459E-02  2.118984E-03  4.514272E-02  7.645902E-03  4.619684E-03
 2.761500E+02  3.307604E-02  3.345076E-02  8.646832E-03  1.136062E-02  1.264241E-02  1.508866E-02  1.394048E-02  5.888679E-03  7.956808E-05  5.520068E-03  1.178753E-02  1.230492E-02  1.718214E-02  2.204096E-03  1.842651E-02  1.415071E-02  1.016192E-02  1.789158E-02  1.089763E-03  1.826363E-03  2.545715E-04  3.486031E-04  1.320124E-02  8.242368E-03  2.598195E-02  5.251013E-03  2.496440E-03  1.510673E-03  2.014820E-03  7.284684E-04  3.009763E-03  5.704476E-02  1.425059E-03  4.721335E-03  1.523107E-03  1.394621E-01  2.115431E-02  5.397675E-02  8.970371E-03  1.537098E-02  3.966304E-03  1.115526E-02  1.359148E-01  4.941783E-02  6.426505E-02  2.959919E-02  1.332090E-02  2.056828E-02  2.107616E-03  4.425833E-02  7.515109E-03  4.502983E-03
 2.771500E+02  3.395806E-02  3.432666E-02  8.767039E-03  1.152237E-02  1.282334E-02  1.530932E-02  1.387854E-02  5.882030E-03  7.978437E-05  5.513131E-03  1.178455E-02  1.229384E-02  1.715474E-02  2.131375E-03  1.799063E-02  1.381027E-02  9.933072E-03  1.701038E-02  1.038029E-03  1.917948E-03  2.717047E-04  3.666291E-04  1.352431E-02  8.382496E-03  2.646152E-02  5.299847E-03  2.534599E-03  1.525800E-03  2.035340E-03  7.385277E-04  3.055679E-03  5.941757E-02  1.479700E-03  4.917913E-03  1.572265E-03  1.400807E-01  2.107843E-02  5.380557E-02  9.227860E-03  1.566106E-02  4.041767E-03  1.123949E-02  1.334757E-01  4.869834E-02  6.311422E-02  2.992521E-02  1.335855E-02  2.035406E-02  2.094979E-03  4.336656E-02  7.382203E-03  4.386241E-03
 2.781500E+02  3.485472E-02  3.520987E-02  8.884026E-03  1.167997E-02  1.299967E-02  1.552459E-02  1.380842E-02  5.871652E-03  7.994826E-05  5.502705E-03  1.177401E-02  1.227494E-02  1.711655E-02  2.059824E-03  1.755337E-02  1.346909E-02  9.702838E-03  1.616177E-02  9.880785E-04  2.013607E-03  2.898713E-04  3.854514E-04  1.385235E-02  8.523289E-03  2.694424E-02  5.348124E-03  2.572748E-03  1.540780E-03  2.055667E-03  7.485608E-04  3.101582E-03  6.186482E-02  1.535804E-03  5.120459E-03  1.622342E-03  1.406649E-01  2.099766E-02  5.362150E-02  9.488028E-03  1.594913E-02  4.116725E-03  1.131947E-02  1.310418E-01  4.797405E-02  6.196572E-02  3.023774E-02  1.338899E-02  2.013214E-02  2.081091E-03  4.246837E-02  7.247346E-03  4.269598E-03
 2.791500E+02  3.576593E-02  3.609977E-02  8.997615E-03  1.183316E-02  1.317112E-02  1.573413E-02  1.373022E-02  5.857554E-03  8.005931E-05  5.488800E-03  1.175591E-02  1.224823E-02  1.706761E-02  1.989478E-03  1.711529E-02  1.312758E-02  9.471524E-03  1.534516E-02  9.398862E-04  2.113495E-03  3.091253E-04  4.050970E-04  1.418531E-02  8.664666E-03  2.742985E-02  5.395793E-03  2.610857E-03  1.555595E-03  2.075780E-03  7.585593E-04  3.147435E-03  6.438761E-02  1.593380E-03  5.329036E-03  1.673322E-03  1.412136E-01  2.091192E-02  5.342440E-02  9.750684E-03  1.623486E-02  4.191092E-03  1.139507E-02  1.286136E-01  4.724523E-02  6.081983E-02  3.053624E-02  1.341215E-02  1.990273E-02  2.065973E-03  4.156474E-02  7.110704E-03  4.153192E-03
 2.801500E+02  3.669160E-02  3.699571E-02  9.107627E-03  1.198172E-02  1.333742E-02  1.593762E-02  1.364406E-02  5.839752E-03  8.011719E-05  5.471432E-03  1.173025E-02  1.221373E-02  1.700800E-02  1.920373E-03  1.667692E-02  1.278618E-02  9.239436E-03  1.455993E-02  8.934270E-04  2.217770E-03  3.295229E-04  4.255935E-04  1.452309E-02  8.806542E-03  2.791808E-02  5.442801E-03  2.648895E-03  1.570232E-03  2.095658E-03  7.685144E-04  3.193199E-03  6.698699E-02  1.652432E-03  5.543704E-03  1.725186E-03  1.417258E-01  2.082119E-02  5.321413E-02  1.001562E-02  1.651789E-02  4.264776E-03  1.146615E-02  1.261919E-01  4.651215E-02  5.967685E-02  3.082016E-02  1.342794E-02  1.966606E-02  2.049646E-03  4.065662E-02  6.972441E-03  4.037158E-03
 2.811500E+02  3.763158E-02  3.789703E-02  9.213886E-03  1.212541E-02  1.349833E-02  1.613473E-02  1.355005E-02  5.818270E-03  8.012164E-05  5.450626E-03  1.169707E-02  1.217150E-02  1.693778E-02  1.852541E-03  1.623881E-02  1.244527E-02  9.006875E-03  1.380545E-02  8.486735E-04  2.326593E-03  3.511225E-04  4.469686E-04  1.486563E-02  8.948827E-03  2.840865E-02  5.489095E-03  2.686830E-03  1.584674E-03  2.115279E-03  7.784170E-04  3.238838E-03  6.966398E-02  1.712964E-03  5.764513E-03  1.777917E-03  1.422005E-01  2.072540E-02  5.299057E-02  1.028263E-02  1.679787E-02  4.337686E-03  1.153259E-02  1.237771E-01  4.577512E-02  5.853707E-02  3.108901E-02  1.343631E-02  1.942236E-02  2.032135E-03  3.974500E-02  6.832724E-03  3.921630E-03
 2.821500E+02  3.858574E-02  3.880304E-02  9.316222E-03  1.226400E-02  1.365356E-02  1.632514E-02  1.344835E-02  5.793138E-03  8.007253E-05  5.426410E-03  1.165642E-02  1.212159E-02  1.685706E-02  1.786009E-03  1.580147E-02  1.210526E-02  8.774139E-03  1.308105E-02  8.055972E-04  2.440130E-03  3.739848E-04  4.692507E-04  1.521284E-02  9.091428E-03  2.890125E-02  5.534621E-03  2.724627E-03  1.598904E-03  2.134621E-03  7.882579E-04  3.284309E-03  7.241952E-02  1.774978E-03  5.991507E-03  1.831491E-03  1.426366E-01  2.062452E-02  5.275360E-02  1.055149E-02  1.707444E-02  4.409729E-03  1.159425E-02  1.213701E-01  4.503443E-02  5.740082E-02  3.134226E-02  1.343718E-02  1.917187E-02  2.013468E-03  3.883084E-02  6.691723E-03  3.806736E-03
