#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8          c1m1        c1m2-1        c1m2-7        c1m3-6        c1m4-1        c1m5-1        c1m5-6        c2m1-1        c2m2-1        c2m2-5        c2m3-1        c2m4-1        c2m4-3        c2m4-8        c3m1-1        c3m2-3        c3m3-8        c4m1-6        c4m2-4        c4m2-5        c5m1-9
 2.731500E+02  2.120303E-02  1.750522E-02  3.826434E-03  5.022287E-03  5.587694E-03  6.662630E-03  5.316293E-03  2.223079E-03  2.968914E-05  2.084732E-03  4.438136E-03  4.642083E-03  6.495788E-03  7.486533E-04  6.078386E-03  4.673790E-03  3.340297E-03  5.216392E-03  3.159237E-04  1.596446E-03  2.522142E-04  4.300752E-04  2.100408E-02  1.596707E-02  5.011327E-02  1.239571E-02  5.788098E-03  3.558468E-03  4.743558E-03  1.696477E-03  6.978877E-03  4.167199E-02  1.251425E-03  4.106324E-03  1.621267E-03  1.920926E-01  3.555226E-02  9.059867E-02  5.548257E-03  1.165604E-02  3.006312E-03  1.042094E-02  1.634443E-01  5.880818E-02  7.727263E-02  1.573306E-02  8.642359E-03  1.654515E-02  9.616295E-04  2.511787E-02  4.232526E-03  1.781336E-03
 2.741500E+02  2.175192E-02  1.796668E-02  3.882922E-03  5.098155E-03  5.672526E-03  6.765915E-03  5.300028E-03  2.223820E-03  2.981583E-05  2.085155E-03  4.443596E-03  4.644720E-03  6.494850E-03  7.251792E-04  5.945915E-03  4.570002E-03  3.271381E-03  4.970707E-03  3.016197E-04  1.674775E-03  2.690594E-04  4.520461E-04  2.149768E-02  1.622376E-02  5.099343E-02  1.250004E-02  5.872174E-03  3.591017E-03  4.787779E-03  1.718564E-03  7.080039E-03  4.339386E-02  1.299234E-03  4.277006E-03  1.673495E-03  1.928599E-01  3.540981E-02  9.027436E-02  5.709829E-03  1.188070E-02  3.064735E-03  1.050331E-02  1.605118E-01  5.795647E-02  7.588928E-02  1.592171E-02  8.675266E-03  1.638743E-02  9.573358E-04  2.464667E-02  4.163815E-03  1.738692E-03
 2.751500E+02  2.231001E-02  1.843231E-02  3.938048E-03  5.172271E-03  5.755419E-03  6.866934E-03  5.280455E-03  2.223093E-03  2.992247E-05  2.084203E-03  4.446096E-03  4.644280E-03  6.489647E-03  7.019959E-04  5.812229E-03  4.465382E-03  3.201600E-03  4.733175E-03  2.877516E-04  1.756581E-03  2.869246E-04  4.749964E-04  2.199953E-02  1.648229E-02  5.188133E-02  1.260371E-02  5.956488E-03  3.623400E-03  4.831786E-03  1.740669E-03  7.181484E-03  4.517049E-02  1.348357E-03  4.452994E-03  1.726754E-03  1.935876E-01  3.526092E-02  8.993296E-02  5.873261E-03  1.210420E-02  3.122874E-03  1.058198E-02  1.575900E-01  5.710049E-02  7.451084E-02  1.610345E-02  8.703545E-03  1.622328E-02  9.524339E-04  2.417005E-02  4.093724E-03  1.695843E-03
 2.761500E+02  2.287676E-02  1.890153E-02  3.991700E-03  5.244488E-03  5.836207E-03  6.965488E-03  5.257612E-03  2.220898E-03  3.000888E-05  2.081878E-03  4.445633E-03  4.640767E-03  6.480195E-03  6.791276E-04  5.677587E-03  4.360126E-03  3.131096E-03  4.503804E-03  2.743233E-04  1.841949E-03  3.058579E-04  4.989539E-04  2.250936E-02  1.674249E-02  5.277638E-02  1.270663E-02  6.040995E-03  3.655593E-03  4.875549E-03  1.762780E-03  7.283157E-03  4.700198E-02  1.398790E-03  4.634304E-03  1.781023E-03  1.942740E-01  3.510563E-02  8.957456E-02  6.038384E-03  1.232626E-02  3.180649E-03  1.065685E-02  1.546804E-01  5.624089E-02  7.313805E-02  1.627796E-02  8.727169E-03  1.605303E-02  9.469383E-04  2.368889E-02  4.022397E-03  1.652877E-03
 2.771500E+02  2.345132E-02  1.937360E-02  4.043767E-03  5.314655E-03  5.914721E-03  7.061373E-03  5.231560E-03  2.217250E-03  3.007498E-05  2.078193E-03  4.442226E-03  4.634205E-03  6.466533E-03  6.566013E-04  5.542276E-03  4.254455E-03  3.060028E-03  4.282626E-03  2.613399E-04  1.930941E-03  3.259053E-04  5.239421E-04  2.302680E-02  1.700411E-02  5.367787E-02  1.280873E-02  6.125645E-03  3.687570E-03  4.919032E-03  1.784881E-03  7.384998E-03  4.888791E-02  1.450515E-03  4.820915E-03  1.836270E-03  1.949176E-01  3.494405E-02  8.919943E-02  6.205001E-03  1.254654E-02  3.237980E-03  1.072782E-02  1.517852E-01  5.537852E-02  7.177188E-02  1.644494E-02  8.746142E-03  1.587707E-02  9.408692E-04  2.320420E-02  3.950005E-03  1.609891E-03
 2.781500E+02  2.403395E-02  1.984835E-02  4.094175E-03  5.382674E-03  5.990854E-03  7.154458E-03  5.202319E-03  2.212144E-03  3.012049E-05  2.073143E-03  4.435857E-03  4.624581E-03  6.448655E-03  6.344239E-04  5.406424E-03  4.148467E-03  2.988466E-03  4.069442E-03  2.487926E-04  2.023723E-03  3.471290E-04  5.500023E-04  2.355200E-02  1.726715E-02  5.458575E-02  1.290994E-02  6.210404E-03  3.719316E-03  4.962214E-03  1.806965E-03  7.486967E-03  5.082959E-02  1.503550E-03  5.012922E-03  1.892491E-03  1.955178E-01  3.477609E-02  8.880733E-02  6.373020E-03  1.276485E-02  3.294811E-03  1.079479E-02  1.489042E-01  5.451343E-02  7.041231E-02  1.660409E-02  8.760379E-03  1.569547E-02  9.342291E-04  2.271628E-02  3.876596E-03  1.566916E-03
 2.791500E+02  2.462454E-02  2.032540E-02  4.142842E-03  5.448434E-03  6.064479E-03  7.244588E-03  5.169931E-03  2.205583E-03  3.014526E-05  2.066734E-03  4.426529E-03  4.611905E-03  6.426580E-03  6.126079E-04  5.270206E-03  4.042297E-03  2.916508E-03  3.864124E-03  2.366764E-04  2.120433E-03  3.695890E-04  5.771710E-04  2.408492E-02  1.753152E-02  5.549976E-02  1.301020E-02  6.295233E-03  3.750812E-03  5.005069E-03  1.829019E-03  7.589015E-03  5.282772E-02  1.557902E-03  5.210379E-03  1.949670E-03  1.960737E-01  3.460173E-02  8.839821E-02  6.542306E-03  1.298092E-02  3.351074E-03  1.085763E-02  1.460381E-01  5.364595E-02  6.905963E-02  1.675512E-02  8.769836E-03  1.550839E-02  9.270278E-04  2.222564E-02  3.802261E-03  1.524005E-03
 2.801500E+02  2.522295E-02  2.080435E-02  4.189685E-03  5.511824E-03  6.135474E-03  7.331612E-03  5.134440E-03  2.197576E-03  3.014916E-05  2.058973E-03  4.414249E-03  4.596189E-03  6.400335E-03  5.911649E-04  5.133799E-03  3.936077E-03  2.844254E-03  3.666534E-03  2.249860E-04  2.221212E-03  3.933479E-04  6.054857E-04  2.462554E-02  1.779712E-02  5.641959E-02  1.310945E-02  6.380090E-03  3.782037E-03  5.047570E-03  1.851032E-03  7.691093E-03  5.488295E-02  1.613572E-03  5.413332E-03  2.007790E-03  1.965844E-01  3.442098E-02  8.797204E-02  6.712718E-03  1.319449E-02  3.406703E-03  1.091625E-02  1.431874E-01  5.277641E-02  6.771414E-02  1.689775E-02  8.774472E-03  1.531604E-02  9.192762E-04  2.173283E-02  3.727089E-03  1.481209E-03
 2.811500E+02  2.582906E-02  2.128478E-02  4.234623E-03  5.572735E-03  6.203715E-03  7.415381E-03  5.095899E-03  2.188133E-03  3.013212E-05  2.049869E-03  4.399031E-03  4.577453E-03  6.369953E-03  5.701058E-04  4.997374E-03  3.829940E-03  2.771800E-03  3.476531E-03  2.137156E-04  2.326204E-03  4.184709E-04  6.349843E-04  2.517379E-02  1.806386E-02  5.734493E-02  1.320762E-02  6.464931E-03  3.812972E-03  5.089690E-03  1.872993E-03  7.793148E-03  5.699590E-02  1.670563E-03  5.621823E-03  2.066833E-03  1.970490E-01  3.423381E-02  8.752880E-02  6.884108E-03  1.340530E-02  3.461630E-03  1.097055E-02  1.403529E-01  5.190516E-02  6.637615E-02  1.703170E-02  8.774256E-03  1.511860E-02  9.109859E-04  2.123835E-02  3.651171E-03  1.438579E-03
 2.821500E+02  2.644270E-02  2.176628E-02  4.277578E-03  5.631060E-03  6.269083E-03  7.495750E-03  5.054367E-03  2.177266E-03  3.009409E-05  2.039436E-03  4.380894E-03  4.555721E-03  6.335478E-03  5.494406E-04  4.861103E-03  3.724015E-03  2.699241E-03  3.293967E-03  2.028592E-04  2.435557E-03  4.450259E-04  6.657057E-04  2.572963E-02  1.833164E-02  5.827548E-02  1.330464E-02  6.549714E-03  3.843595E-03  5.131401E-03  1.894888E-03  7.895128E-03  5.916714E-02  1.728876E-03  5.835888E-03  2.126776E-03  1.974666E-01  3.404024E-02  8.706846E-02  7.056322E-03  1.361310E-02  3.515786E-03  1.102044E-02  1.375352E-01  5.103253E-02  6.504598E-02  1.715672E-02  8.769165E-03  1.491628E-02  9.021699E-04  2.074275E-02  3.574601E-03  1.396162E-03
