#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  6.247301E+01  6.247852E+01
 2.741500E+02  6.249301E+01  6.249852E+01
 2.751500E+02  6.251272E+01  6.251822E+01
 2.761500E+02  6.253223E+01  6.253772E+01
 2.771500E+02  6.255157E+01  6.255705E+01
 2.781500E+02  6.257083E+01  6.257629E+01
 2.791500E+02  6.259003E+01  6.259547E+01
 2.801500E+02  6.260922E+01  6.261465E+01
 2.811500E+02  6.262844E+01  6.263385E+01
 2.821500E+02  6.264771E+01  6.265310E+01
 2.831500E+02  6.266705E+01  6.267242E+01
 2.841500E+02  6.268649E+01  6.269184E+01
 2.851500E+02  6.270603E+01  6.271136E+01
 2.861500E+02  6.272569E+01  6.273100E+01
 2.871500E+02  6.274548E+01  6.275078E+01
 2.881500E+02  6.276540E+01  6.277068E+01
 2.891500E+02  6.278546E+01  6.279073E+01
 2.901500E+02  6.280566E+01  6.281093E+01
 2.911500E+02  6.282602E+01  6.283127E+01
 2.921500E+02  6.284653E+01  6.285177E+01
 2.931500E+02  6.286719E+01  6.287244E+01
 2.941500E+02  6.288803E+01  6.289326E+01
 2.951500E+02  6.290903E+01  6.291426E+01
 2.961500E+02  6.293021E+01  6.293544E+01
 2.971500E+02  6.295157E+01  6.295680E+01
 2.981500E+02  6.297312E+01  6.297835E+01
 2.991500E+02  6.299488E+01  6.300011E+01
 3.001500E+02  6.301684E+01  6.302207E+01
 3.011500E+02  6.303903E+01  6.304426E+01
 3.021500E+02  6.306145E+01  6.306667E+01
 3.031500E+02  6.308411E+01  6.308933E+01
 3.041500E+02  6.310702E+01  6.311225E+01
 3.051500E+02  6.313020E+01  6.313543E+01
 3.061500E+02  6.315367E+01  6.315889E+01
 3.071500E+02  6.317742E+01  6.318264E+01
 3.081500E+02  6.320148E+01  6.320670E+01
 3.091500E+02  6.322586E+01  6.323108E+01
 3.101500E+02  6.325057E+01  6.325579E+01
 3.111500E+02  6.327563E+01  6.328084E+01
 3.121500E+02  6.330104E+01  6.330625E+01
 3.131500E+02  6.332682E+01  6.333202E+01
 3.141500E+02  6.335299E+01  6.335818E+01
 3.151500E+02  6.337954E+01  6.338473E+01
 3.161500E+02  6.340650E+01  6.341167E+01
 3.171500E+02  6.343387E+01  6.343903E+01
 3.181500E+02  6.346165E+01  6.346681E+01
 3.191500E+02  6.348987E+01  6.349502E+01
 3.201500E+02  6.351853E+01  6.352366E+01
 3.211500E+02  6.354763E+01  6.355275E+01
 3.221500E+02  6.357718E+01  6.358228E+01
 3.231500E+02  6.360718E+01  6.361227E+01
 3.241500E+02  6.363765E+01  6.364272E+01
 3.251500E+02  6.366856E+01  6.367363E+01
 3.261500E+02  6.369995E+01  6.370499E+01
 3.271500E+02  6.373179E+01  6.373682E+01
 3.281500E+02  6.376410E+01  6.376911E+01
 3.291500E+02  6.379687E+01  6.380186E+01
 3.301500E+02  6.383009E+01  6.383507E+01
 3.311500E+02  6.386378E+01  6.386874E+01
 3.321500E+02  6.389791E+01  6.390286E+01
 3.331500E+02  6.393249E+01  6.393742E+01
 3.341500E+02  6.396752E+01  6.397243E+01
 3.351500E+02  6.400298E+01  6.400787E+01
 3.361500E+02  6.403887E+01  1.410763E+03
 3.371500E+02  5.390185E+01  1.405226E+03
 3.381500E+02  5.396261E+01  6.316202E+01
 3.391500E+02  5.402336E+01  6.321102E+01
 3.401500E+02  5.408409E+01  6.326017E+01
 3.411500E+02  5.414480E+01  6.330944E+01
 3.421500E+02  5.420549E+01  6.335885E+01
 3.431500E+02  5.426615E+01  6.340839E+01
 3.441500E+02  5.432678E+01  6.345804E+01
 3.451500E+02  5.438737E+01  6.350782E+01
 3.461500E+02  5.444794E+01  6.355771E+01
 3.471500E+02  5.450847E+01  6.360772E+01
 3.481500E+02  5.456896E+01  6.365783E+01
 3.491500E+02  5.462941E+01  6.370805E+01
 3.501500E+02  5.468982E+01  6.375837E+01
 3.511500E+02  5.475018E+01  6.380879E+01
 3.521500E+02  5.481050E+01  6.385930E+01
 3.531500E+02  5.487077E+01  6.390990E+01
 3.541500E+02  5.493099E+01  6.396059E+01
 3.551500E+02  5.499116E+01  6.401136E+01
 3.561500E+02  5.505128E+01  6.406221E+01
 3.571500E+02  5.511134E+01  6.411314E+01
 3.581500E+02  5.517134E+01  6.416414E+01
 3.591500E+02  5.523128E+01  6.421521E+01
 3.601500E+02  5.529116E+01  6.426634E+01
 3.611500E+02  5.535098E+01  6.431754E+01
 3.621500E+02  5.541074E+01  6.436880E+01
 3.631500E+02  5.547043E+01  6.442011E+01
 3.641500E+02  5.553005E+01  6.447148E+01
 3.651500E+02  5.558960E+01  6.452290E+01
 3.661500E+02  5.564909E+01  6.457436E+01
 3.671500E+02  5.570850E+01  6.462587E+01
 3.681500E+02  5.576784E+01  6.467742E+01
 3.691500E+02  5.582710E+01  6.472901E+01
 3.701500E+02  5.588629E+01  6.478063E+01
 3.711500E+02  5.594540E+01  6.483229E+01
 3.721500E+02  5.600443E+01  6.488397E+01
 3.731500E+02  5.606338E+01  6.493568E+01
 3.741500E+02  5.612225E+01  6.498742E+01
 3.751500E+02  5.618104E+01  6.503917E+01
 3.761500E+02  5.623974E+01  6.509095E+01
 3.771500E+02  5.629836E+01  6.514274E+01
 3.781500E+02  5.635690E+01  6.519454E+01
 3.791500E+02  5.641534E+01  6.524635E+01
 3.801500E+02  5.647370E+01  6.529817E+01
 3.811500E+02  5.653197E+01  6.535000E+01
 3.821500E+02  5.659015E+01  6.540183E+01
 3.831500E+02  5.664824E+01  6.545366E+01
 3.841500E+02  5.670624E+01  6.550549E+01
 3.851500E+02  5.676415E+01  6.555731E+01
 3.861500E+02  5.682196E+01  6.560913E+01
 3.871500E+02  5.687967E+01  6.566094E+01
 3.881500E+02  5.693730E+01  6.571274E+01
 3.891500E+02  5.699482E+01  6.576453E+01
 3.901500E+02  5.705225E+01  6.581631E+01
 3.911500E+02  5.710958E+01  6.586806E+01
 3.921500E+02  5.716681E+01  6.591980E+01
 3.931500E+02  5.722394E+01  6.597152E+01
 3.941500E+02  5.728098E+01  6.602321E+01
 3.951500E+02  5.733791E+01  6.607488E+01
 3.961500E+02  5.739474E+01  6.612653E+01
 3.971500E+02  5.745146E+01  6.617814E+01
 3.981500E+02  5.750809E+01  6.622973E+01
 3.991500E+02  5.756461E+01  6.628375E+01
