#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10        c1w1-2        c1w2-1        c1w3-1        c1w4-1        c1w4-3        c1w5-7        c2w1-1        c2w1-9        c2w2-1        c2w3-1        c2w3-6        c2w4-6        c2w4-8        c3w1-5        c3w2-2        c3w2-8        c3w3-2        c3w3-5        c3w3-9        c4w1-2        c4w1-5        c4w1-6        c4w1-9        c4w2-6        c4w2-7        c5w1-5
 2.731500E+02  3.629502E-02  3.122380E-02  7.111831E-03  9.334449E-03  1.038532E-02  1.238320E-02  1.029592E-02  4.305376E-03  5.749814E-05  4.037444E-03  8.595216E-03  8.990195E-03  1.258021E-02  1.510796E-03  1.226630E-02  9.431795E-03  6.740781E-03  1.096893E-02  6.643186E-04  7.918419E-04  1.541094E-04  3.050596E-04  4.280312E-06  6.575411E-03  7.664770E-03  3.921348E-03  1.476685E-05  2.502905E-05  3.116823E-02  4.241334E-02  3.124915E-02  8.276641E-05  1.254673E-03  1.258925E-03  2.958961E-02  4.964683E-01  5.310616E-03  6.503912E-04  3.677032E-02  1.250797E-02  1.774808E-02  6.554062E-03  5.755160E-03  7.577890E-03  1.837361E-03  1.926162E-03  8.783060E-03  1.698625E-02  3.462875E-03  1.127432E-02  2.580939E-03  1.602154E-04  6.420088E-04  8.970041E-04  3.357597E-04  3.352894E-04  1.305330E-03  8.920868E-05  2.224105E-03  3.694634E-03  4.709890E-04
 2.741500E+02  3.702741E-02  3.141913E-02  6.975665E-03  9.158829E-03  1.019069E-02  1.215496E-02  9.781503E-03  4.104187E-03  5.502681E-05  3.848273E-03  8.200909E-03  8.572095E-03  1.198661E-02  1.374907E-03  1.127319E-02  8.664517E-03  6.202390E-03  9.681590E-03  5.874733E-04  8.315635E-04  1.634097E-04  3.166776E-04  4.615999E-06  6.576871E-03  7.722952E-03  3.877961E-03  1.513017E-05  2.560760E-05  2.992590E-02  4.069082E-02  3.028117E-02  8.133089E-05  1.226817E-03  1.230934E-03  2.900112E-02  5.117682E-01  5.425382E-03  6.542079E-04  3.568655E-02  1.219747E-02  1.706874E-02  6.606672E-03  5.796353E-03  7.460950E-03  1.790147E-03  1.874313E-03  8.217853E-03  1.604191E-02  3.385030E-03  1.082705E-02  2.480137E-03  1.516703E-04  6.087196E-04  8.486638E-04  3.202116E-04  3.169646E-04  1.233091E-03  8.470777E-05  2.067684E-03  3.427238E-03  4.278430E-04
 2.751500E+02  3.772993E-02  3.156189E-02  6.827494E-03  8.967298E-03  9.978316E-03  1.190538E-02  9.269338E-03  3.902428E-03  5.252607E-05  3.658621E-03  7.804700E-03  8.152594E-03  1.139196E-02  1.247697E-03  1.033040E-02  7.936574E-03  5.690384E-03  8.517735E-03  5.178325E-04  8.725668E-04  1.731085E-04  3.284581E-04  4.972468E-06  6.574010E-03  7.776087E-03  3.832625E-03  1.548879E-05  2.617698E-05  2.871910E-02  3.901963E-02  2.932700E-02  7.986844E-05  1.198855E-03  1.202838E-03  2.840654E-02  5.268535E-01  5.535451E-03  6.572273E-04  3.459797E-02  1.188169E-02  1.639813E-02  6.647977E-03  5.827597E-03  7.333675E-03  1.741297E-03  1.820896E-03  7.678106E-03  1.512769E-02  3.301791E-03  1.037580E-02  2.378270E-03  1.432868E-04  5.759666E-04  8.012886E-04  3.045881E-04  2.988810E-04  1.161901E-03  8.022689E-05  1.917500E-03  3.171369E-03  3.875339E-04
 2.761500E+02  3.839998E-02  3.165177E-02  6.668433E-03  8.761308E-03  9.749817E-03  1.163637E-02  8.762318E-03  3.701342E-03  5.001269E-05  3.469651E-03  7.409077E-03  7.734287E-03  1.079987E-02  1.129137E-03  9.439716E-03  7.249267E-03  5.205849E-03  7.470322E-03  4.550117E-04  9.148342E-04  1.832116E-04  3.403938E-04  5.350625E-06  6.567069E-03  7.824348E-03  3.785617E-03  1.584284E-05  2.673747E-05  2.754941E-02  3.740172E-02  2.838918E-02  7.838685E-05  1.170903E-03  1.174755E-03  2.780866E-02  5.416827E-01  5.640585E-03  6.594658E-04  3.350891E-02  1.156209E-02  1.573843E-02  6.677966E-03  5.848908E-03  7.196993E-03  1.691119E-03  1.766240E-03  7.164186E-03  1.424562E-02  3.213812E-03  9.923252E-03  2.275955E-03  1.351008E-04  5.438984E-04  7.550767E-04  2.889937E-04  2.811347E-04  1.092130E-03  7.579304E-05  1.773976E-03  2.927640E-03  3.500477E-04
 2.771500E+02  3.903561E-02  3.168905E-02  6.499651E-03  8.542383E-03  9.506885E-03  1.134993E-02  8.263050E-03  3.502062E-03  4.750228E-05  3.282426E-03  7.016326E-03  7.319550E-03  1.021364E-02  1.019098E-03  8.602061E-03  6.603258E-03  4.749411E-03  6.531751E-03  3.985890E-04  9.583580E-04  1.937263E-04  3.524801E-04  5.751443E-06  6.556319E-03  7.867954E-03  3.737206E-03  1.619249E-05  2.728943E-05  2.641795E-02  3.583846E-02  2.746981E-02  7.689314E-05  1.143065E-03  1.146787E-03  2.720995E-02  5.562208E-01  5.740608E-03  6.609447E-04  3.242334E-02  1.124008E-02  1.509152E-02  6.696727E-03  5.860389E-03  7.051851E-03  1.639907E-03  1.710651E-03  6.676170E-03  1.339717E-02  3.121749E-03  9.471862E-03  2.173760E-03  1.271421E-04  5.126396E-04  7.101910E-04  2.735226E-04  2.638084E-04  1.024094E-03  7.143007E-05  1.637405E-03  2.696446E-03  3.153357E-04
 2.781500E+02  3.963516E-02  3.167447E-02  6.322379E-03  8.312128E-03  9.251302E-03  1.104818E-02  7.773928E-03  3.305650E-03  4.500964E-05  3.097938E-03  6.628588E-03  6.910602E-03  9.636352E-03  9.173865E-04  7.817770E-03  5.998746E-03  4.321367E-03  5.694257E-03  3.481285E-04  1.003131E-03  2.046605E-04  3.647140E-04  6.175949E-06  6.542049E-03  7.907153E-03  3.687657E-03  1.653804E-05  2.783341E-05  2.532555E-02  3.433080E-02  2.657078E-02  7.539402E-05  1.115434E-03  1.119030E-03  2.661275E-02  5.704365E-01  5.835390E-03  6.616909E-04  3.134499E-02  1.091697E-02  1.445902E-02  6.704447E-03  5.862227E-03  6.899234E-03  1.587947E-03  1.654433E-03  6.213959E-03  1.258348E-02  3.026270E-03  9.023942E-03  2.072217E-03  1.194362E-04  4.822986E-04  6.667712E-04  2.582621E-04  2.469754E-04  9.580736E-04  6.715963E-05  1.507989E-03  2.478031E-03  2.833268E-04
 2.791500E+02  4.019733E-02  3.160922E-02  6.137881E-03  8.072199E-03  8.984909E-03  1.073331E-02  7.297101E-03  3.113072E-03  4.254854E-05  2.917092E-03  6.247826E-03  6.509475E-03  9.070800E-03  8.237468E-04  7.086613E-03  5.435498E-03  3.921700E-03  4.950028E-03  3.031877E-04  1.049147E-03  2.160227E-04  3.770940E-04  6.625224E-06  6.524557E-03  7.942217E-03  3.637225E-03  1.687983E-05  2.837004E-05  2.427276E-02  3.287932E-02  2.569369E-02  7.389570E-05  1.088099E-03  1.091572E-03  2.601922E-02  5.843022E-01  5.924854E-03  6.617353E-04  3.027735E-02  1.059403E-02  1.384237E-02  6.701404E-03  5.854690E-03  6.740146E-03  1.535516E-03  1.597872E-03  5.777280E-03  1.180533E-02  2.928047E-03  8.581626E-03  1.971821E-03  1.120045E-04  4.529676E-04  6.249334E-04  2.432916E-04  2.306991E-04  8.943080E-04  6.300094E-05  1.385846E-03  2.272496E-03  2.539300E-04
 2.801500E+02  4.072113E-02  3.149490E-02  5.947437E-03  7.824271E-03  8.709567E-03  1.040754E-02  6.834455E-03  2.925195E-03  4.013156E-05  2.740699E-03  5.875809E-03  6.117989E-03  8.519488E-03  7.378732E-04  6.407844E-03  4.912886E-03  3.550107E-03  4.291322E-03  2.633242E-04  1.096401E-03  2.278216E-04  3.896198E-04  7.100411E-06  6.504150E-03  7.973438E-03  3.586156E-03  1.721829E-05  2.890009E-05  2.325985E-02  3.148421E-02  2.483988E-02  7.240394E-05  1.061138E-03  1.064492E-03  2.543130E-02  5.977949E-01  6.008967E-03  6.611130E-04  2.922359E-02  1.027242E-02  1.324278E-02  6.687959E-03  5.838116E-03  6.575593E-03  1.482878E-03  1.541243E-03  5.365711E-03  1.106318E-02  2.827739E-03  8.146855E-03  1.873025E-03  1.048641E-04  4.247219E-04  5.847698E-04  2.286815E-04  2.150321E-04  8.329964E-04  5.897067E-05  1.271010E-03  2.079811E-03  2.270380E-04
 2.811500E+02  4.120590E-02  3.133348E-02  5.752317E-03  7.570011E-03  8.427134E-03  1.007306E-02  6.387598E-03  2.742776E-03  3.776995E-05  2.569466E-03  5.514089E-03  5.737736E-03  7.984596E-03  6.594180E-04  5.780258E-03  4.429935E-03  3.206027E-03  3.710565E-03  2.281026E-04  1.144891E-03  2.400671E-04  4.022925E-04  7.602719E-06  6.481133E-03  8.001114E-03  3.534681E-03  1.755390E-05  2.942442E-05  2.228682E-02  3.014534E-02  2.401042E-02  7.092392E-05  1.034620E-03  1.037857E-03  2.485076E-02  6.108954E-01  6.087739E-03  6.598615E-04  2.818656E-02  9.953252E-03  1.266122E-02  6.664546E-03  5.812905E-03  6.406570E-03  1.430279E-03  1.484802E-03  4.978688E-03  1.035719E-02  2.725989E-03  7.721361E-03  1.776230E-03  9.802794E-05  3.976206E-04  5.463495E-04  2.144934E-04  2.000170E-04  7.742969E-04  5.508283E-05  1.163442E-03  1.899823E-03  2.025302E-04
 2.821500E+02  4.165131E-02  3.112724E-02  5.553768E-03  7.311055E-03  8.139428E-03  9.732064E-03  5.957858E-03  2.566462E-03  3.547354E-05  2.403995E-03  5.163998E-03  5.370077E-03  7.467973E-03  5.880004E-04  5.202255E-03  3.985367E-03  2.888674E-03  3.200440E-03  1.970993E-04  1.194616E-03  2.527694E-04  4.151145E-04  8.133425E-06  6.455807E-03  8.025551E-03  3.483014E-03  1.788718E-05  2.994394E-05  2.135344E-02  2.886222E-02  2.320611E-02  6.946027E-05  1.008604E-03  1.011729E-03  2.427913E-02  6.235887E-01  6.161221E-03  6.580208E-04  2.716880E-02  9.637495E-03  1.209847E-02  6.631659E-03  5.779509E-03  6.234045E-03  1.377947E-03  1.428783E-03  4.615528E-03  9.687223E-03  2.623411E-03  7.306653E-03  1.681792E-03  9.150527E-05  3.717069E-04  5.097197E-04  2.007788E-04  1.856859E-04  7.183277E-04  5.134876E-05  1.063036E-03  1.732274E-03  1.802762E-04
