#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  2.517522E-01  2.305751E-04  5.591245E-08  7.338644E-08  8.164824E-08  9.735538E-08  4.432069E-01  7.410362E-03  1.260193E-03  1.768185E-05  2.958421E-01  2.718664E-04  4.157951E-06  3.651121E-06
 2.741500E+02  2.536394E-01  2.293813E-04  5.427750E-08  7.126465E-08  7.929351E-08  9.457746E-08  4.453005E-01  7.290722E-03  1.177185E-03  1.715904E-05  2.920798E-01  2.579843E-04  4.018661E-06  3.525766E-06
 2.751500E+02  2.555037E-01  2.281719E-04  5.269244E-08  6.920677E-08  7.700949E-08  9.188194E-08  4.473630E-01  7.173281E-03  1.100063E-03  1.665365E-05  2.883627E-01  2.448726E-04  3.884424E-06  3.405075E-06
 2.761500E+02  2.573451E-01  2.269479E-04  5.115580E-08  6.721095E-08  7.479414E-08  8.926650E-08  4.493947E-01  7.058007E-03  1.028382E-03  1.616506E-05  2.846909E-01  2.324858E-04  3.755051E-06  3.288868E-06
 2.771500E+02  2.591637E-01  2.257101E-04  4.966615E-08  6.527539E-08  7.264550E-08  8.672886E-08  4.513960E-01  6.944868E-03  9.617350E-04  1.569270E-05  2.810644E-01  2.207811E-04  3.630361E-06  3.176974E-06
 2.781500E+02  2.609593E-01  2.244596E-04  4.822212E-08  6.339836E-08  7.056163E-08  8.426682E-08  4.533675E-01  6.833832E-03  8.997462E-04  1.523601E-05  2.774833E-01  2.097186E-04  3.510179E-06  3.069227E-06
 2.791500E+02  2.627321E-01  2.231974E-04  4.682234E-08  6.157813E-08  6.854067E-08  8.187823E-08  4.553096E-01  6.724865E-03  8.420691E-04  1.479444E-05  2.739475E-01  1.992605E-04  3.394337E-06  2.965467E-06
 2.801500E+02  2.644821E-01  2.219242E-04  4.546551E-08  5.981307E-08  6.658077E-08  7.956099E-08  4.572225E-01  6.617935E-03  7.883842E-04  1.436747E-05  2.704569E-01  1.893717E-04  3.282671E-06  2.865540E-06
 2.811500E+02  2.662094E-01  2.206410E-04  4.415035E-08  5.810156E-08  6.468018E-08  7.731306E-08  4.591069E-01  6.513007E-03  7.383972E-04  1.395459E-05  2.670116E-01  1.800191E-04  3.175027E-06  2.769301E-06
 2.821500E+02  2.679139E-01  2.193487E-04  4.287560E-08  5.644202E-08  6.283714E-08  7.513243E-08  4.609629E-01  6.410047E-03  6.918366E-04  1.355530E-05  2.636112E-01  1.711715E-04  3.071254E-06  2.676606E-06
 2.831500E+02  2.695959E-01  2.180482E-04  4.164007E-08  5.483292E-08  6.104997E-08  7.301718E-08  4.627911E-01  6.309022E-03  6.484517E-04  1.316912E-05  2.602557E-01  1.627997E-04  2.971207E-06  2.587320E-06
 2.841500E+02  2.712554E-01  2.167402E-04  4.044258E-08  5.327278E-08  5.931703E-08  7.096539E-08  4.645918E-01  6.209898E-03  6.080113E-04  1.279561E-05  2.569449E-01  1.548763E-04  2.874746E-06  2.501312E-06
 2.851500E+02  2.728924E-01  2.154257E-04  3.928197E-08  5.176013E-08  5.763671E-08  6.897522E-08  4.663653E-01  6.112641E-03  5.703021E-04  1.243430E-05  2.536786E-01  1.473757E-04  2.781739E-06  2.418455E-06
 2.861500E+02  2.745073E-01  2.141053E-04  3.815712E-08  5.029356E-08  5.600745E-08  6.704488E-08  4.681121E-01  6.017218E-03  5.351269E-04  1.208477E-05  2.504566E-01  1.402735E-04  2.692054E-06  2.338629E-06
 2.871500E+02  2.761000E-01  2.127799E-04  3.706696E-08  4.887170E-08  5.442772E-08  6.517259E-08  4.698324E-01  5.923595E-03  5.023036E-04  1.174662E-05  2.472785E-01  1.335470E-04  2.605569E-06  2.261717E-06
 2.881500E+02  2.776707E-01  2.114502E-04  3.601043E-08  4.749321E-08  5.289605E-08  6.335666E-08  4.715267E-01  5.831738E-03  4.716641E-04  1.141943E-05  2.441442E-01  1.271749E-04  2.522162E-06  2.187607E-06
 2.891500E+02  2.792196E-01  2.101169E-04  3.498649E-08  4.615676E-08  5.141100E-08  6.159541E-08  4.731953E-01  5.741616E-03  4.430529E-04  1.110282E-05  2.410533E-01  1.211372E-04  2.441721E-06  2.116193E-06
 2.901500E+02  2.807469E-01  2.087807E-04  3.399414E-08  4.486111E-08  4.997115E-08  5.988721E-08  4.748385E-01  5.653195E-03  4.163261E-04  1.079642E-05  2.380055E-01  1.154149E-04  2.364132E-06  2.047369E-06
 2.911500E+02  2.822526E-01  2.074423E-04  3.303242E-08  4.360499E-08  4.857514E-08  5.823050E-08  4.764567E-01  5.566444E-03  3.913509E-04  1.049988E-05  2.350005E-01  1.099903E-04  2.289290E-06  1.981038E-06
 2.921500E+02  2.837370E-01  2.061024E-04  3.210038E-08  4.238723E-08  4.722164E-08  5.662371E-08  4.780502E-01  5.481330E-03  3.680042E-04  1.021285E-05  2.320380E-01  1.048467E-04  2.217093E-06  1.917104E-06
 2.931500E+02  2.852003E-01  2.047616E-04  3.119709E-08  4.120663E-08  4.590935E-08  5.506536E-08  4.796193E-01  5.397823E-03  3.461722E-04  9.934987E-06  2.291176E-01  9.996848E-05  2.147440E-06  1.855474E-06
 2.941500E+02  2.866426E-01  2.034204E-04  3.032167E-08  4.006206E-08  4.463702E-08  5.355399E-08  4.811644E-01  5.315890E-03  3.257493E-04  9.665980E-06  2.262388E-01  9.534079E-05  2.080238E-06  1.796061E-06
 2.951500E+02  2.880642E-01  2.020796E-04  2.947324E-08  3.895242E-08  4.340343E-08  5.208817E-08  4.826859E-01  5.235503E-03  3.066382E-04  9.405518E-06  2.234014E-01  9.094976E-05  2.015395E-06  1.738780E-06
 2.961500E+02  2.894653E-01  2.007395E-04  2.865097E-08  3.787663E-08  4.220737E-08  5.066652E-08  4.841839E-01  5.156629E-03  2.887482E-04  9.153301E-06  2.206050E-01  8.678233E-05  1.952823E-06  1.683549E-06
 2.971500E+02  2.908460E-01  1.994008E-04  2.785403E-08  3.683364E-08  4.104771E-08  4.928769E-08  4.856589E-01  5.079241E-03  2.719955E-04  8.909043E-06  2.178490E-01  8.282618E-05  1.892437E-06  1.630291E-06
 2.981500E+02  2.922065E-01  1.980640E-04  2.708162E-08  3.582244E-08  3.992330E-08  4.795039E-08  4.871113E-01  5.003308E-03  2.563026E-04  8.672468E-06  2.151332E-01  7.906975E-05  1.834155E-06  1.578929E-06
 2.991500E+02  2.935472E-01  1.967295E-04  2.633299E-08  3.484203E-08  3.883306E-08  4.665333E-08  4.885412E-01  4.928802E-03  2.415972E-04  8.443308E-06  2.124571E-01  7.550211E-05  1.777900E-06  1.529393E-06
 3.001500E+02  2.948681E-01  1.953979E-04  2.560737E-08  3.389146E-08  3.777593E-08  4.539529E-08  4.899490E-01  4.855695E-03  2.278127E-04  8.221308E-06  2.098203E-01  7.211299E-05  1.723597E-06  1.481612E-06
 3.011500E+02  2.961696E-01  1.940695E-04  2.490404E-08  3.296980E-08  3.675087E-08  4.417506E-08  4.913350E-01  4.783959E-03  2.148869E-04  8.006219E-06  2.072223E-01  6.889272E-05  1.671172E-06  1.435519E-06
