#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8          c1m1        c1m2-1        c1m2-7        c1m3-6        c1m4-1        c1m5-1        c1m5-6        c2m1-1        c2m2-1        c2m2-5        c2m3-1        c2m4-1        c2m4-3        c2m4-8        c3m1-1        c3m2-3        c3m3-8        c4m1-6        c4m2-4        c4m2-5        c5m1-9
 2.731500E+02  4.764430E-01  2.288263E-01  3.879689E-02  5.092185E-02  5.665461E-02  6.755358E-02  4.703577E-02  1.966864E-02  2.626740E-04  1.844462E-02  3.926630E-02  4.107072E-02  5.747133E-02  6.165177E-03  5.005565E-02  3.848877E-02  2.750742E-02  4.164945E-02  2.522442E-03  2.740291E-02  1.923831E-03  1.943728E-03  6.327630E-02  3.420090E-02  1.073408E-01  1.966470E-02  9.182308E-03  5.645196E-03  7.525237E-03  2.691311E-03  1.107137E-02  4.161138E-01  7.404003E-03  2.429488E-02  6.393851E-03  5.386336E-01  7.383354E-02  1.881518E-01  4.297231E-02  6.017685E-02  1.552074E-02  3.825253E-02  4.443516E-01  1.598802E-01  2.100790E-01  1.063315E-01  4.152944E-02  5.888411E-02  6.049258E-03  1.170256E-01  1.971958E-02  1.086461E-02
 2.741500E+02  4.890090E-01  2.348933E-01  3.936260E-02  5.168186E-02  5.750447E-02  6.858855E-02  4.686817E-02  1.966525E-02  2.636615E-04  1.843904E-02  3.929474E-02  4.107328E-02  5.743399E-02  5.966900E-03  4.892401E-02  3.760277E-02  2.691748E-02  3.964184E-02  2.405444E-03  2.877151E-02  2.054115E-03  2.044882E-03  6.482445E-02  3.478476E-02  1.093331E-01  1.985034E-02  9.325143E-03  5.702614E-03  7.603099E-03  2.729118E-03  1.124326E-02  4.335288E-01  7.691056E-03  2.531853E-02  6.603659E-03  5.411188E-01  7.358569E-02  1.876006E-01  4.423184E-02  6.135014E-02  1.582583E-02  3.856470E-02  4.365057E-01  1.576104E-01  2.063780E-01  1.075911E-01  4.168308E-02  5.831858E-02  6.019418E-03  1.147803E-01  1.939102E-02  1.059608E-02
 2.751500E+02  5.018073E-01  2.410219E-01  3.991498E-02  5.242473E-02  5.833535E-02  6.960136E-02  4.667206E-02  1.964912E-02  2.644741E-04  1.842153E-02  3.929746E-02  4.104914E-02  5.735968E-02  5.771381E-03  4.778459E-02  3.671163E-02  2.632160E-02  3.770387E-02  2.292193E-03  3.020273E-02  2.192434E-03  2.150643E-03  6.639924E-02  3.537267E-02  1.113426E-01  2.003447E-02  9.468252E-03  5.759646E-03  7.680461E-03  2.766915E-03  1.141547E-02  4.515153E-01  7.986233E-03  2.637479E-02  6.817721E-03  5.434840E-01  7.332164E-02  1.870068E-01  4.550669E-02  6.251783E-02  1.612954E-02  3.886290E-02  4.286729E-01  1.553235E-01  2.026828E-01  1.088042E-01  4.181416E-02  5.772915E-02  5.985784E-03  1.125105E-01  1.905610E-02  1.032667E-02
 2.761500E+02  5.148050E-01  2.471982E-01  4.045250E-02  5.314844E-02  5.914500E-02  7.058931E-02  4.644804E-02  1.962039E-02  2.651115E-04  1.839222E-02  3.927466E-02  4.099856E-02  5.724887E-02  5.578924E-03  4.664046E-02  3.581773E-02  2.572145E-02  3.583666E-02  2.182784E-03  3.169677E-02  2.339087E-03  2.261077E-03  6.799840E-02  3.596374E-02  1.133664E-01  2.021685E-02  9.611507E-03  5.816220E-03  7.757228E-03  2.804666E-03  1.158784E-02  4.700604E-01  8.289309E-03  2.746315E-02  7.035838E-03  5.457208E-01  7.304166E-02  1.863711E-01  4.679477E-02  6.367784E-02  1.643134E-02  3.914672E-02  4.208623E-01  1.530230E-01  1.989977E-01  1.099685E-01  4.192285E-02  5.711793E-02  5.948533E-03  1.102227E-01  1.871592E-02  1.005721E-02
 2.771500E+02  5.280000E-01  2.534178E-01  4.097432E-02  5.385186E-02  5.993216E-02  7.155086E-02  4.619642E-02  1.957906E-02  2.655720E-04  1.835113E-02  3.922633E-02  4.092157E-02  5.710164E-02  5.389630E-03  4.549308E-02  3.492216E-02  2.511786E-02  3.403895E-02  2.077169E-03  3.325593E-02  2.494510E-03  2.376345E-03  6.962170E-02  3.655767E-02  1.154038E-01  2.039731E-02  9.754811E-03  5.872288E-03  7.833335E-03  2.842343E-03  1.176027E-02  4.891722E-01  8.600327E-03  2.858394E-02  7.257952E-03  5.478256E-01  7.274561E-02  1.856930E-01  4.809512E-02  6.482883E-02  1.673086E-02  3.941571E-02  4.130755E-01  1.507098E-01  1.953235E-01  1.110818E-01  4.200884E-02  5.648550E-02  5.907720E-03  1.079194E-01  1.837091E-02  9.788045E-03
 2.781500E+02  5.413904E-01  2.596761E-01  4.147962E-02  5.453388E-02  6.069558E-02  7.248448E-02  4.591755E-02  1.952518E-02  2.658543E-04  1.829831E-02  3.915247E-02  4.081822E-02  5.691816E-02  5.203593E-03  4.434389E-02  3.402604E-02  2.451162E-02  3.230944E-02  1.975295E-03  3.488263E-02  2.659156E-03  2.496611E-03  7.126891E-02  3.715418E-02  1.174536E-01  2.057570E-02  9.898069E-03  5.927803E-03  7.908718E-03  2.879919E-03  1.193264E-02  5.088582E-01  8.919319E-03  2.973751E-02  7.483994E-03  5.497950E-01  7.243336E-02  1.849723E-01  4.940675E-02  6.596943E-02  1.702776E-02  3.966941E-02  4.053145E-01  1.483846E-01  1.916610E-01  1.121423E-01  4.207189E-02  5.583246E-02  5.863404E-03  1.056032E-01  1.802148E-02  9.519474E-03
 2.791500E+02  5.549737E-01  2.659681E-01  4.196756E-02  5.519340E-02  6.143402E-02  7.338868E-02  4.561183E-02  1.945881E-02  2.659572E-04  1.823381E-02  3.905315E-02  4.068864E-02  5.669865E-02  5.020899E-03  4.319431E-02  3.313043E-02  2.390354E-02  3.064678E-02  1.877106E-03  3.657931E-02  2.833496E-03  2.622041E-03  7.293972E-02  3.775295E-02  1.195150E-01  2.075185E-02  1.004118E-02  5.982713E-03  7.983308E-03  2.917367E-03  1.210482E-02  5.291257E-01  9.246309E-03  3.092415E-02  7.713890E-03  5.516255E-01  7.210480E-02  1.842086E-01  5.072859E-02  6.709825E-02  1.732167E-02  3.990740E-02  3.975812E-01  1.460484E-01  1.880113E-01  1.131480E-01  4.211176E-02  5.515947E-02  5.815649E-03  1.032764E-01  1.766805E-02  9.251811E-03
 2.801500E+02  5.687473E-01  2.722889E-01  4.243735E-02  5.582932E-02  6.214627E-02  7.426196E-02  4.527972E-02  1.938004E-02  2.658801E-04  1.815772E-02  3.892848E-02  4.053298E-02  5.644342E-02  4.841631E-03  4.204573E-02  3.223641E-02  2.329439E-02  2.904958E-02  1.782541E-03  3.834848E-02  3.018021E-03  2.752804E-03  7.463380E-02  3.835366E-02  1.215870E-01  2.092558E-02  1.018403E-02  6.036967E-03  8.057037E-03  2.954657E-03  1.227668E-02  5.499815E-01  9.581310E-03  3.214410E-02  7.947553E-03  5.533135E-01  7.175983E-02  1.834015E-01  5.205952E-02  6.821389E-02  1.761224E-02  4.012924E-02  3.898776E-01  1.437022E-01  1.843753E-01  1.140970E-01  4.212827E-02  5.446720E-02  5.764529E-03  1.009416E-01  1.731106E-02  8.985359E-03
 2.811500E+02  5.827079E-01  2.786330E-01  4.288820E-02  5.644058E-02  6.283113E-02  7.510287E-02  4.492170E-02  1.928897E-02  2.656226E-04  1.807014E-02  3.877862E-02  4.035145E-02  5.615282E-02  4.665860E-03  4.089952E-02  3.134500E-02  2.268497E-02  2.751643E-02  1.691540E-03  4.019273E-02  3.213242E-03  2.889072E-03  7.635079E-02  3.895596E-02  1.236683E-01  2.109672E-02  1.032653E-02  6.090515E-03  8.129835E-03  2.991758E-03  1.244811E-02  5.714318E-01  9.924322E-03  3.339759E-02  8.184890E-03  5.548557E-01  7.139837E-02  1.825509E-01  5.339839E-02  6.931492E-02  1.789908E-02  4.033453E-02  3.822057E-01  1.413469E-01  1.807539E-01  1.149875E-01  4.212127E-02  5.375635E-02  5.710122E-03  9.860108E-02  1.695091E-02  8.720413E-03
 2.821500E+02  5.968525E-01  2.849951E-01  4.331933E-02  5.702614E-02  6.348745E-02  7.590999E-02  4.453832E-02  1.918574E-02  2.651845E-04  1.797121E-02  3.860377E-02  4.014433E-02  5.582728E-02  4.493655E-03  3.975701E-02  3.045723E-02  2.207601E-02  2.604587E-02  1.604037E-03  4.211470E-02  3.419690E-03  3.031017E-03  7.809029E-02  3.955951E-02  1.257579E-01  2.126510E-02  1.046855E-02  6.143302E-03  8.201631E-03  3.028641E-03  1.261896E-02  5.934824E-01  1.027533E-02  3.468478E-02  8.425799E-03  5.562488E-01  7.102035E-02  1.816565E-01  5.474397E-02  7.039992E-02  1.818183E-02  4.052288E-02  3.745675E-01  1.389835E-01  1.771481E-01  1.158179E-01  4.209063E-02  5.302766E-02  5.652511E-03  9.625740E-02  1.658805E-02  8.457260E-03
