#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  2.959889E-01  6.956896E-04  1.764879E-05  6.783136E-01  1.490722E-02  3.332174E-03  4.675396E-05  2.560978E-03  3.486182E-03  4.792588E-04  7.572127E-05  9.590200E-05
 2.741500E+02  2.960931E-01  6.795020E-04  1.630782E-05  6.789736E-01  1.458535E-02  3.089854E-03  4.503874E-05  2.504776E-03  3.409458E-03  4.441179E-04  7.008212E-05  8.879529E-05
 2.751500E+02  2.961932E-01  6.638151E-04  1.507794E-05  6.796020E-01  1.427199E-02  2.866530E-03  4.339587E-05  2.450159E-03  3.334911E-03  4.117673E-04  6.489948E-05  8.226136E-05
 2.761500E+02  2.962894E-01  6.486102E-04  1.394923E-05  6.802007E-01  1.396694E-02  2.660623E-03  4.182214E-05  2.397080E-03  3.262470E-03  3.819707E-04  6.013368E-05  7.625065E-05
 2.771500E+02  2.963820E-01  6.338695E-04  1.291271E-05  6.807718E-01  1.366997E-02  2.470691E-03  4.031445E-05  2.345489E-03  3.192071E-03  3.545126E-04  5.574872E-05  7.071813E-05
 2.781500E+02  2.964710E-01  6.195757E-04  1.196025E-05  6.813168E-01  1.338087E-02  2.295418E-03  3.886986E-05  2.295341E-03  3.123649E-03  3.291968E-04  5.171189E-05  6.562291E-05
 2.791500E+02  2.965568E-01  6.057125E-04  1.108451E-05  6.818374E-01  1.309945E-02  2.133598E-03  3.748552E-05  2.246591E-03  3.057142E-03  3.058444E-04  4.799349E-05  6.092783E-05
 2.801500E+02  2.966394E-01  5.922643E-04  1.027880E-05  6.823351E-01  1.282549E-02  1.984133E-03  3.615873E-05  2.199193E-03  2.992489E-03  2.842925E-04  4.456649E-05  5.659906E-05
 2.811500E+02  2.967191E-01  5.792159E-04  9.537086E-06  6.828113E-01  1.255879E-02  1.846016E-03  3.488690E-05  2.153107E-03  2.929631E-03  2.643922E-04  4.140633E-05  5.260585E-05
 2.821500E+02  2.967959E-01  5.665531E-04  8.853874E-06  6.832673E-01  1.229914E-02  1.718327E-03  3.366755E-05  2.108291E-03  2.868513E-03  2.460078E-04  3.849063E-05  4.892018E-05
 2.831500E+02  2.968701E-01  5.542620E-04  8.224181E-06  6.837042E-01  1.204635E-02  1.600227E-03  3.249831E-05  2.064704E-03  2.809078E-03  2.290155E-04  3.579904E-05  4.551653E-05
 2.841500E+02  2.969417E-01  5.423295E-04  7.643476E-06  6.841232E-01  1.180023E-02  1.490944E-03  3.137692E-05  2.022308E-03  2.751273E-03  2.133020E-04  3.331299E-05  4.237165E-05
 2.851500E+02  2.970109E-01  5.307428E-04  7.107641E-06  6.845253E-01  1.156059E-02  1.389774E-03  3.030124E-05  1.981065E-03  2.695047E-03  1.987640E-04  3.101557E-05  3.946431E-05
 2.861500E+02  2.970777E-01  5.194898E-04  6.612929E-06  6.849113E-01  1.132724E-02  1.296072E-03  2.926919E-05  1.940939E-03  2.640349E-03  1.853068E-04  2.889134E-05  3.677516E-05
 2.871500E+02  2.971423E-01  5.085589E-04  6.155926E-06  6.852823E-01  1.110000E-02  1.209247E-03  2.827883E-05  1.901896E-03  2.587132E-03  1.728442E-04  2.692621E-05  3.428653E-05
 2.881500E+02  2.972049E-01  4.979390E-04  5.733523E-06  6.856390E-01  1.087869E-02  1.128758E-03  2.732828E-05  1.863900E-03  2.535348E-03  1.612969E-04  2.510734E-05  3.198228E-05
 2.891500E+02  2.972654E-01  4.876192E-04  5.342888E-06  6.859822E-01  1.066314E-02  1.054109E-03  2.641576E-05  1.826919E-03  2.484953E-03  1.505926E-04  2.342296E-05  2.984765E-05
 2.901500E+02  2.973240E-01  4.775892E-04  4.981434E-06  6.863127E-01  1.045319E-02  9.848438E-04  2.553957E-05  1.790922E-03  2.435902E-03  1.406650E-04  2.186233E-05  2.786915E-05
 2.911500E+02  2.973807E-01  4.678393E-04  4.646802E-06  6.866310E-01  1.024867E-02  9.205460E-04  2.469810E-05  1.755877E-03  2.388154E-03  1.314533E-04  2.041564E-05  2.603444E-05
 2.921500E+02  2.974357E-01  4.583599E-04  4.336836E-06  6.869377E-01  1.004941E-02  8.608321E-04  2.388980E-05  1.721755E-03  2.341668E-03  1.229018E-04  1.907388E-05  2.433221E-05
 2.931500E+02  2.974890E-01  4.491419E-04  4.049569E-06  6.872336E-01  9.855279E-03  8.053506E-04  2.311321E-05  1.688527E-03  2.296404E-03  1.149596E-04  1.782884E-05  2.275213E-05
 2.941500E+02  2.975406E-01  4.401765E-04  3.783198E-06  6.875191E-01  9.666110E-03  7.537784E-04  2.236691E-05  1.656166E-03  2.252324E-03  1.075797E-04  1.667296E-05  2.128469E-05
 2.951500E+02  2.975907E-01  4.314554E-04  3.536077E-06  6.877948E-01  9.481761E-03  7.058188E-04  2.164959E-05  1.624645E-03  2.209391E-03  1.007191E-04  1.559935E-05  1.992121E-05
 2.961500E+02  2.976394E-01  4.229704E-04  3.306698E-06  6.880610E-01  9.302093E-03  6.611989E-04  2.095997E-05  1.593937E-03  2.167571E-03  9.433834E-05  1.460165E-05  1.865372E-05
 2.971500E+02  2.976865E-01  4.147137E-04  3.093679E-06  6.883183E-01  9.126966E-03  6.196680E-04  2.029684E-05  1.564019E-03  2.126828E-03  8.840118E-05  1.367407E-05  1.747489E-05
 2.981500E+02  2.977323E-01  4.066779E-04  2.895756E-06  6.885671E-01  8.956249E-03  5.809954E-04  1.965904E-05  1.534865E-03  2.087130E-03  8.287423E-05  1.281126E-05  1.637800E-05
 2.991500E+02  2.977768E-01  3.988558E-04  2.711767E-06  6.888078E-01  8.789812E-03  5.449686E-04  1.904549E-05  1.506452E-03  2.048444E-03  7.772684E-05  1.200831E-05  1.535688E-05
 3.001500E+02  2.978200E-01  3.912404E-04  2.540648E-06  6.890407E-01  8.627530E-03  5.113921E-04  1.845512E-05  1.478759E-03  2.010740E-03  7.293078E-05  1.126074E-05  1.440584E-05
 3.011500E+02  2.978620E-01  3.838251E-04  2.381422E-06  6.892662E-01  8.469282E-03  4.800858E-04  1.788695E-05  1.451762E-03  1.973988E-03  6.846011E-05  1.056439E-05  1.351968E-05
 3.021500E+02  2.979029E-01  3.766035E-04  2.233191E-06  6.894846E-01  8.314949E-03  4.508838E-04  1.734003E-05  1.425441E-03  1.938158E-03  6.429089E-05  9.915461E-06  1.269358E-05
 3.031500E+02  2.979425E-01  3.695694E-04  2.095130E-06  6.896963E-01  8.164419E-03  4.236331E-04  1.681344E-05  1.399777E-03  1.903224E-03  6.040110E-05  9.310446E-06  1.192314E-05
 3.041500E+02  2.979811E-01  3.627169E-04  1.966482E-06  6.899015E-01  8.017580E-03  3.981926E-04  1.630632E-05  1.374748E-03  1.869158E-03  5.677044E-05  8.746120E-06  1.120426E-05
 3.051500E+02  2.980187E-01  3.560402E-04  1.846548E-06  6.901005E-01  7.874326E-03  3.744321E-04  1.581785E-05  1.350336E-03  1.835933E-03  5.338019E-05  8.219511E-06  1.053322E-05
