#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  4.215577E-02  6.153812E-05  3.171227E-08  4.162311E-08  4.630902E-08  5.521775E-08  1.107728E-03  4.406131E-07  2.376758E-09  3.334845E-11  1.178514E-03  3.435266E-08  3.519988E-08  3.090922E-08
 2.741500E+02  4.200421E-02  6.024000E-05  3.013952E-08  3.957224E-08  4.403055E-08  5.251751E-08  1.116197E-03  4.386520E-07  2.266707E-09  3.304027E-11  1.161020E-03  3.281954E-08  3.377607E-08  2.963338E-08
 2.751500E+02  4.185371E-02  5.897910E-05  2.865643E-08  3.763764E-08  4.188110E-08  4.996939E-08  1.124498E-03  4.365937E-07  2.161607E-09  3.272418E-11  1.143765E-03  3.135724E-08  3.241622E-08  2.841596E-08
 2.761500E+02  4.170427E-02  5.775412E-05  2.725730E-08  3.581196E-08  3.985250E-08  4.756380E-08  1.132633E-03  4.344424E-07  2.061258E-09  3.240076E-11  1.126749E-03  2.996247E-08  3.111720E-08  2.725405E-08
 2.771500E+02  4.155587E-02  5.656383E-05  2.593681E-08  3.408832E-08  3.793715E-08  4.529181E-08  1.140601E-03  4.322023E-07  1.965461E-09  3.207057E-11  1.109970E-03  2.863210E-08  2.987608E-08  2.614492E-08
 2.781500E+02  4.140849E-02  5.540701E-05  2.469001E-08  3.246034E-08  3.612798E-08  4.314511E-08  1.148402E-03  4.298774E-07  1.874027E-09  3.173417E-11  1.093428E-03  2.736313E-08  2.869005E-08  2.508597E-08
 2.791500E+02  4.126214E-02  5.428252E-05  2.351230E-08  3.092207E-08  3.441837E-08  4.111597E-08  1.156037E-03  4.274720E-07  1.786773E-09  3.139210E-11  1.077122E-03  2.615269E-08  2.755647E-08  2.407474E-08
 2.801500E+02  4.111680E-02  5.318926E-05  2.239940E-08  2.946798E-08  3.280221E-08  3.919715E-08  1.163507E-03  4.249899E-07  1.703521E-09  3.104488E-11  1.061050E-03  2.499806E-08  2.647282E-08  2.310890E-08
 2.811500E+02  4.097247E-02  5.212616E-05  2.134730E-08  2.809291E-08  3.127376E-08  3.738193E-08  1.170812E-03  4.224353E-07  1.624100E-09  3.069303E-11  1.045211E-03  2.389663E-08  2.543671E-08  2.218624E-08
 2.821500E+02  4.082912E-02  5.109221E-05  2.035229E-08  2.679203E-08  2.982768E-08  3.566404E-08  1.177952E-03  4.198119E-07  1.548345E-09  3.033704E-11  1.029604E-03  2.284591E-08  2.444589E-08  2.130466E-08
